"status","acquisition_expansion","catalog_theme_expansion","decor_id","item_id","decor_name","catalog_name","category","source_text","achievement_ids","quest_ids","npc_ids","spell_ids","currency_ids","classification_note","acquisition_source_url","item_name","item_expansion_id","flags","type","model_type","weight_cost"
"needs_acquisition_expansion",,,"4028","247914","Covered Ornate Suramar Table",,,,,,,,,,,"Covered Ornate Suramar Table","-3","3","1","1","5"
"needs_acquisition_expansion",,,"4029","247915","Square Suramar Table",,,,,,,,,,,"Square Suramar Table","-3","3","1","1","3"
"needs_acquisition_expansion",,,"4030","247916","Covered Square Suramar Table",,,,,,,,,,,"Covered Square Suramar Table","6","3","1","1","3"
"needs_acquisition_expansion",,,"4031","247917","Covered Small Suramar Table",,,,,,,,,,,"Covered Small Suramar Table","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4032","247918","Nightborne Jeweler's Table",,,,,,,,,,,"Nightborne Jeweler's Table","6","3","1","1","1"
"needs_acquisition_expansion",,,"4033","247919","Traditional Shal'dorei Rug",,,,,,,,,,,"Traditional Shal'dorei Rug","-3","3","4","1","3"
"needs_acquisition_expansion",,,"4034","247920","Circular Shal'dorei Rug",,,,,,,,,,,"Circular Shal'dorei Rug","6","3","4","1","3"
"needs_acquisition_expansion",,,"4035","247921","Nightborne Wall Shelf",,,,,,,,,,,"Nightborne Wall Shelf","-3","3","2","1","3"
"needs_acquisition_expansion",,,"4036","247922","Suramar Fence",,,,,,,,,,,"Suramar Fence","6","3","1","1","1"
"needs_acquisition_expansion",,,"4037","247923","Suramar Containment Cell",,,,,,,,,,,"Suramar Containment Cell","6","3","1","1","5"
"needs_acquisition_expansion",,,"4038","247924","Suramar Street Light",,,,,,,,,,,"Suramar Street Light","-3","3","1","1","5"
"needs_acquisition_expansion",,,"4039","247925","Suramar Storage Crate",,,,,,,,,,,"Suramar Storage Crate","6","3","1","1","1"
"needs_acquisition_expansion",,,"4040","248009","Suramar Window",,,,,,,,,,,"Suramar Window","-3","3","2","1","3"
"needs_acquisition_expansion",,,"4041","248010","Shal'dorei Open-Air Tent",,,,,,,,,,,"Shal'dorei Open-Air Tent","6","3","1","1","5"
"needs_acquisition_expansion",,,"4042","248011","Trueshot Skeletal Dragon Head",,,,,,,,,,,"Trueshot Skeletal Dragon Head","-3","3","2","1","5"
"needs_acquisition_expansion",,,"4048","248081","Pandaren Target Dummy",,,,,,,,,,,,,"131","1","1","3"
"needs_acquisition_expansion",,,"4157","248101","Traditional Brewfest Stein",,,,,,,,,,,"Traditional Brewfest Stein","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4158","248102","Venthyr's Target Dummy",,,,,,,,,,,,,"131","1","1","3"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4159","248103","Draconic Stone Table","Draconic Stone Table","Furnishings › Tables and Desks","Silvrath (Valdrakken) 300 Dragon Isles Supplies Unatos (Valdrakken) 300 Dragon Isles Supplies","","","193015;253067","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4159/draconic-stone-table-4159/","Draconic Stone Table","-3","3","1","1","5"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4160","248104","Pentagonal Stone Table","Pentagonal Stone Table","Furnishings › Tables and Desks","A Blue Dawn Silvrath (Valdrakken) 150 Dragon Isles Supplies","17773","","253067","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4160/pentagonal-stone-table-4160/","Pentagonal Stone Table","-3","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4161","248105","Valdrakken Sconce","Valdrakken Sconce","Lighting › Wall Lights","Fringe Benefits Ironus Coldsteel (Eon's Fringe, Thaldraszus) 150 Dragon Isles Supplies","19507","","209220","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4161/valdrakken-sconce-4161/","Valdrakken Sconce","-3","3","2","1","3"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4162","248106","Valdrakken Banded Barrel","Valdrakken Banded Barrel","Furnishings › Storage","Crafting: Inscription Profession: Dragon Isles Inscription (80)","","","","1259441","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4162/valdrakken-banded-barrel-4162/","Valdrakken Banded Barrel","9","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4163","248107","Valdrakken Storage Crate","Valdrakken Storage Crate","Furnishings › Storage","Crafting: Inscription Profession: Dragon Isles Inscription (80)","","","","1259451","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4163/valdrakken-storage-crate-4163/","Valdrakken Storage Crate","9","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4164","248108","Long Valdrakken Storage Crate","Long Valdrakken Storage Crate","Furnishings › Storage","Crafting: Inscription Profession: Dragon Isles Inscription (80)","","","","1259461","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4164/long-valdrakken-storage-crate-4164/","Long Valdrakken Storage Crate","9","3","1","1","3"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4165","248109","Valdrakken Fence","Valdrakken Fence","Structural › Misc Structural","Crafting: Jewelcrafting Profession: Dragon Isles Jewelcrafting (80)","","","","1259384","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4165/valdrakken-fence-4165/","Valdrakken Fence","9","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4166","248110","Valdrakken Fencepost","Valdrakken Fencepost","Structural › Misc Structural","Crafting: Jewelcrafting Profession: Dragon Isles Jewelcrafting (80)","","","","1259386","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4166/valdrakken-fencepost-4166/","Valdrakken Fencepost","9","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4167","248111","Verdant Valdrakken Vase","Verdant Valdrakken Vase","Accents › Ornamental","Crafting: Alchemy Profession: Dragon Isles Alchemy (80)","","","","1261885","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4167/verdant-valdrakken-vase-4167/","Verdant Valdrakken Vase","9","3","1","1","3"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4168","248112","Valdrakken Garden Fountain","Valdrakken Garden Fountain","Structural › Misc Structural","Silvrath (Valdrakken) 400 Dragon Isles Supplies Unatos (Valdrakken) 400 Dragon Isles Supplies","","","193015;253067","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4168/valdrakken-garden-fountain-4168/","Valdrakken Garden Fountain","-3","3","1","1","3"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4169","248113","Thaldraszus Telescope","Thaldraszus Telescope","Accents › Misc Accents","Crafting: Engineering Profession: Dragon Isles Engineering (80)","","","","1259404","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4169/thaldraszus-telescope-4169/","Thaldraszus Telescope","9","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4170","248114","Draconic Nesting Bed","Draconic Nesting Bed","Furnishings › Beds","Crafting: Leatherworking Profession: Dragon Isles Leatherworking (80)","","","","1259195","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4170/draconic-nesting-bed-4170/","Draconic Nesting Bed","9","3","1","1","5"
"internal_dnt",,"dragonflight","4171","248115","[DNT] Valdrakken Bookcase - DO NOT USE - newer asset in place","[DNT] Valdrakken Bookcase - DO NOT USE - newer asset in place","Furnishings › Storage","Unatos (Valdrakken) 10","","","193015","","",,,,,"192","1","1","5"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4172","248116","Valdrakken Chandelier","Valdrakken Chandelier","Lighting › Ceiling Lights","Draconic Decor (Stormwind City, Orgrimmar, Dornogal) Second Chair Pawdo (Dornogal)","","","252312","","","Draconic Decor requires a Valdrakken purchase; reward ownership follows Dragonflight acquisition content","https://housing.wowdb.com/decor/4172/valdrakken-chandelier-4172/","Valdrakken Chandelier","-3","3","3","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4173","248117","Studious Dracthyr's Tomes","Studious Dracthyr's Tomes","Accents › Ornamental","Provisioner Aristta (Thaldraszus) 4000 Mysterious Fragment","","","209192","","2657","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4173/studious-dracthyrs-tomes-4173/","Studious Dracthyr's Tomes","-3","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4174","248118","Literature of the Blue Dragonflight","Literature of the Blue Dragonflight","Accents › Ornamental","Crafting: Inscription Profession: Dragon Isles Inscription (80)","","","","1259422","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4174/literature-of-the-blue-dragonflight-4174/","Literature of the Blue Dragonflight","9","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4175","248119","Literature of the Green Dragonflight","Literature of the Green Dragonflight","Accents › Ornamental","Crafting: Inscription Profession: Dragon Isles Inscription (80)","","","","1259433","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4175/literature-of-the-green-dragonflight-4175/","Literature of the Green Dragonflight","9","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4176","248120","Literature of the Red Dragonflight","Literature of the Red Dragonflight","Accents › Ornamental","Crafting: Inscription Profession: Dragon Isles Inscription (80)","","","","1259429","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4176/literature-of-the-red-dragonflight-4176/","Literature of the Red Dragonflight","9","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4177","248121","Draconic Circular Rug","Draconic Circular Rug","Accents › Floor","Crafting: Tailoring Profession: Dragon Isles Tailoring (80)","","","","1259247","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4177/draconic-circular-rug-4177/","Draconic Circular Rug","9","3","4","1","5"
"needs_acquisition_expansion",,,"4178","248122","Non-Fatal One-Armed Bandit",,,,,,,,,,,,,"131","1","1","5"
"internal_dnt",,,"4179","248123","[DNT] DuelingFlag_HousingProp.m2 - DO NOT USE - tester asset",,,,,,,,,,,,,"192","1","1","3"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4180","248124","The Great Hoard","The Great Hoard","Accents › Wall Hangings","A World Awoken Evantkis (Valdrakken) 7500 Dragon Isles Supplies","19458","","199605","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4180/the-great-hoard-4180/","The Great Hoard","-3","3","1","1","5"
"needs_acquisition_expansion",,,"4181","248125","Portal to Damnation",,,,,,,,,,,"Portal to Damnation","-3","3","1","1","5"
"needs_acquisition_expansion",,,"4386","248246","Razorwind Storage Table",,,,,,,,,,,"Razorwind Storage Table","-3","3","1","1","3"
"needs_acquisition_expansion",,,"4401","248332","Stormwind Footlocker",,,,,,,,,,,"Stormwind Footlocker","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4402","248333","Stormwind Large Wooden Table",,,,,,,,,,,"Stormwind Large Wooden Table","-3","3","1","1","5"
"needs_acquisition_expansion",,,"4403","248334","Stormwind Wooden Bench",,,,,,,,,,,"Stormwind Wooden Bench","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4404","248335","Stormwind Wooden Stool",,,,,,,,,,,"Stormwind Wooden Stool","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4405","248336","Stormwind Wooden Table",,,,,,,,,,,"Stormwind Wooden Table","-3","3","1","1","3"
"needs_acquisition_expansion",,,"4406","248337","Round-Top Boulder",,,,,,,,,,,"Round-Top Boulder","-3","3","1","1","5"
"needs_acquisition_expansion",,,"4407","248338","Flat Boulder",,,,,,,,,,,"Flat Boulder","-3","3","1","1","5"
"needs_acquisition_expansion",,,"4408","248339","Hilltop Boulder",,,,,,,,,,,"Hilltop Boulder","-3","3","1","1","5"
"needs_acquisition_expansion",,,"4422","248400","Founder's Point Signpost",,,,,,,,,,,"Founder's Point Signpost","-3","3","1","1","3"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4423","248401","Ornamental Kaldorei Glaive","Ornamental Kaldorei Glaive","Accents › Ornamental","Honor of the Goddess (Felwood, Stormwind City) Ellandrieth (Amirdrassil) 500 Dragon Isles Supplies","","76213","216285","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4423/ornamental-kaldorei-glaive-4423/","Ornamental Kaldorei Glaive","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4424","248402","Grummle Kafa Refinery",,,,,,,,,,,"Grummle Kafa Refinery","-3","3","1","1","5"
"needs_acquisition_expansion",,,"4425","248403","Grummle Tent",,,,,,,,,,,"Grummle Tent","-3","3","1","1","5"
"needs_acquisition_expansion",,,"4426","248404","Stack of Kafa Mugs",,,,,,,,,,,"Stack of Kafa Mugs","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4427","248405","Kafa Creamer",,,,,,,,,,,"Kafa Creamer","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4428","248406","Legerdemain Lounge Sign Board",,,,,,,,,,,"Legerdemain Lounge Sign Board","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4429","248407","Dalaran Kafa Table",,,,,,,,,,,"Dalaran Kafa Table","-3","3","1","1","3"
"internal_dnt",,,"4430","248408","[DNT] [AUTOGEN] 12BE_BloodElf_Structure_Statue02.m2",,,,,,,,,,,,,"131","1","1","100"
"needs_acquisition_expansion",,,"4443","248617","Stormwind Keg Stand",,,,,,,,,,,"Stormwind Keg Stand","-3","3","1","1","3"
"needs_acquisition_expansion",,,"4444","248618","Westfall Woven Basket",,,,,,,,,,,"Westfall Woven Basket","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4445","248619","Stormwind Gazebo",,,,,,,,,,,"Stormwind Gazebo","-3","3","1","1","5"
"needs_acquisition_expansion",,,"4446","248620","Stormwind Trellis and Basin",,,,,,,,,,,"Stormwind Trellis and Basin","-3","3","1","1","3"
"needs_acquisition_expansion",,,"4447","248621","Stormwind Arched Trellis",,,,,,,,,,,"Stormwind Arched Trellis","-3","3","1","1","3"
"needs_acquisition_expansion",,,"4448","248622","Wooden Outhouse",,,,,,,,,,,"Wooden Outhouse","-3","3","1","1","5"
"needs_acquisition_expansion",,,"4449","248623","Kaldorei Scribe's Shelf",,,,,,,,,,,,,"131","1","1","3"
"needs_acquisition_expansion",,,"4450","248624","Cookout Campfire",,,,,,,,,,,,,"163","1","1","1"
"needs_acquisition_expansion",,,"4451","248625","Razorwind Succulent Palm",,,,,,,,,,,"Razorwind Succulent Palm","-3","3","1","1","5"
"needs_acquisition_expansion",,,"4452","248626","Razorwind Fighting Cactus",,,,,,,,,,,"Razorwind Fighting Cactus","-3","3","1","1","3"
"needs_acquisition_expansion",,,"4453","248627","Razorwind Tumbleweed",,,,,,,,,,,"Razorwind Tumbleweed","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4454","248628","Razorwind Palm Tree",,,,,,,,,,,"Razorwind Palm Tree","-3","3","1","1","5"
"needs_acquisition_expansion",,,"4455","248629","Nagrand Blueberry Bush",,,,,,,,,,,"Nagrand Blueberry Bush","-3","3","1","1","3"
"needs_acquisition_expansion",,,"4456","248630","Barrens Hosta Bush",,,,,,,,,,,"Barrens Hosta Bush","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4457","248631","Azsharan Firespear Tree",,,,,,,,,,,"Azsharan Firespear Tree","-3","3","1","1","3"
"needs_acquisition_expansion",,,"4458","248632","Hardy Razorwind Grass Patch",,,,,,,,,,,"Hardy Razorwind Grass Patch","-3","3","1","1","3"
"needs_acquisition_expansion",,,"4459","248633","Flowering Durotar Cactus",,,,,,,,,,,"Flowering Durotar Cactus","-3","3","1","1","3"
"needs_acquisition_expansion",,,"4460","248634","Razorwind Acacia Tree",,,,,,,,,,,"Razorwind Acacia Tree","-3","3","1","1","5"
"needs_acquisition_expansion",,,"4461","248635","Elwynn Whitebrush",,,,,,,,,,,"Elwynn Whitebrush","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4462","248636","Razorwind Gobtree",,,,,,,,,,,"Razorwind Gobtree","-3","3","1","1","3"
"needs_acquisition_expansion",,,"4463","248637","Sunset Aster Flowers",,,,,,,,,,,"Sunset Aster Flowers","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4464","248638","Pink Razorwind Paintbrush",,,,,,,,,,,"Pink Razorwind Paintbrush","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4465","248639","Gloomrose",,,,,,,,,,,"Gloomrose","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4466","248640","Duskberry Bush",,,,,,,,,,,"Duskberry Bush","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4467","248641","Duskwood Shadebrush",,,,,,,,,,,"Duskwood Shadebrush","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4468","248642","Creeping Lattice Ivy",,,,,,,,,,,"Creeping Lattice Ivy","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4469","248643","Duskwood Sycamore Shrub",,,,,,,,,,,"Duskwood Sycamore Shrub","-3","3","1","1","3"
"needs_acquisition_expansion",,,"4470","248644","Spiritbloom Flower",,,,,,,,,,,"Spiritbloom Flower","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4471","248645","Pink Gilnean Rose",,,,,,,,,,,"Pink Gilnean Rose","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4472","248646","Silvermoon Sunrise Bush",,,,,,,,,,,"Silvermoon Sunrise Bush","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4473","248647","Founder's Point Blooming Grass Patch",,,,,,,,,,,"Founder's Point Blooming Grass Patch","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4474","248648","Autumn Leaf Pile",,,,,,,,,,,"Autumn Leaf Pile","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4475","248649","Young Chestnut Tree",,,,,,,,,,,"Young Chestnut Tree","-3","3","1","1","5"
"needs_acquisition_expansion",,,"4476","248650","Razorwind Flamebrush",,,,,,,,,,,"Razorwind Flamebrush","-3","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4477","248651","Draconic Memorial Stone","Draconic Memorial Stone","Accents › Ornamental","Archives Return (Thaldraszus) Silvrath (Valdrakken) 600 Dragon Isles Supplies","","72935","253067","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4477/draconic-memorial-stone-4477/","Draconic Memorial Stone","-3","3","1","1","5"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4478","248652","Dragon's Grand Mirror","Dragon's Grand Mirror","Furnishings › Misc Furnishings","Silvrath (Valdrakken) 250 Dragon Isles Supplies Unatos (Valdrakken) 250 Dragon Isles Supplies","","","193015;253067","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4478/dragons-grand-mirror-4478/","Dragon's Grand Mirror","-3","3","1","1","3"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4479","248653","Valdrakken Stone Stool","Valdrakken Stone Stool","Furnishings › Seating","A Helping Claw (The Azure Span) Silvrath (Valdrakken) 50 Dragon Isles Supplies","","71097","253067","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4479/valdrakken-stone-stool-4479/","Valdrakken Stone Stool","-3","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4480","248654","Valdrakken Gilded Throne","Valdrakken Gilded Throne","Furnishings › Seating","Crafting: Jewelcrafting Profession: Dragon Isles Jewelcrafting (80)","","","","1259369","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4480/valdrakken-gilded-throne-4480/","Valdrakken Gilded Throne","9","3","1","1","3"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4481","248655","Elegant Dracthyr's Tea Set","Elegant Dracthyr's Tea Set","Accents › Food and Drink","To Cook With Finery (Valdrakken) Silvrath (Valdrakken) 200 Dragon Isles Supplies","","70880","253067","","2003","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4481/elegant-dracthyrs-tea-set-4481/","Elegant Dracthyr's Tea Set","-3","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4482","248656","Dragon's Hoard Chest","Dragon's Hoard Chest","Furnishings › Storage","Forbidden Spoils Jolinth (The Forbidden Reach) 1500 Elemental Overflow","17529","","253086","","2118","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4482/dragons-hoard-chest-4482/","Dragon's Hoard Chest","-3","3","1","1","3"
"acquisition_dragonflight_confirmed","dragonflight","dragonflight","4483","248657","Valdrakken Market Tent","Valdrakken Market Tent","Structural › Large Structures","Crafting: Leatherworking Profession: Dragon Isles Leatherworking (80)","","","","1259233","","Displayed acquisition source is Dragonflight content","https://housing.wowdb.com/decor/4483/valdrakken-market-tent-4483/","Valdrakken Market Tent","9","3","1","1","5"
"needs_acquisition_expansion",,,"4484","248658","Elven Wood Crate",,,,,,,,,,,"Elven Wood Crate","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4485","248660","Stormwind Workbench",,,,,,,,,,,"Stormwind Workbench","-3","3","1","1","3"
"needs_acquisition_expansion",,,"4486","248661","Northshire Scribe's Desk",,,,,,,,,,,"Northshire Scribe's Desk","-3","3","1","1","3"
"needs_acquisition_expansion",,,"4487","248662","Jewelcrafter's Tent",,,,,,,,,,,"Jewelcrafter's Tent","-3","3","1","1","5"
"needs_acquisition_expansion",,,"4488","248663","Wooden Doghouse",,,,,,,,,,,"Wooden Doghouse","-3","3","1","1","3"
"needs_acquisition_expansion",,,"4489","248664","Alliance Soldier's Bed",,,,,,,,,,,,,"131","1","1","3"
"needs_acquisition_expansion",,,"4490","248665","Stormwind Peddler's Cart",,,,,,,,,,,"Stormwind Peddler's Cart","-3","3","1","1","5"
"needs_acquisition_expansion",,,"4560","248758","Relaxing Goblin Beach Chair with Cup Gripper",,,,,,,,,,,"Relaxing Goblin Beach Chair with Cup Gripper","-3","3","1","1","1"
"acquisition_dragonflight_confirmed","dragonflight",,"4561","248759","Amirdrassil Stool","Amirdrassil Stool",,"Mythrin'dir (Amirdrassil), 250 Dragon Isles Supplies","","","216284","","2003","The acquisition source is Dragonflight content despite the missing expansion theme tag","https://housing.wowdb.com/decor/4561/amirdrassil-stool-4561/","Amirdrassil Stool","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4562","248760","Lovely Elven Shelf",,,,,,,,,,,"Lovely Elven Shelf","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4811","248794","Elwynn Fence",,,,,,,,,,,"Elwynn Fence","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4812","248795","Elwynn Fencepost",,,,,,,,,,,"Elwynn Fencepost","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4813","248796","Goldshire Food Cart",,,,,,,,,,,"Goldshire Food Cart","-3","3","1","1","5"
"needs_acquisition_expansion",,,"4814","248797","City Wanderer's Candleholder",,,,,,,,,,,"City Wanderer's Candleholder","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4815","248798","Northshire Barrel",,,,,,,,,,,"Northshire Barrel","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4816","248799","Wooden Storage Crate",,,,,,,,,,,"Wooden Storage Crate","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4818","248800","Architect's Drafting Table",,,,,,,,,,,"Architect's Drafting Table","-3","3","1","1","3"
"acquisition_cata_confirmed","cata","dragonflight","4819","248801","Stormwind Weapon Rack","Stormwind Weapon Rack","Furnishings › Storage","The Dawning of a New Day (Westfall) Captain Lancy Revshon (Stormwind City) 95","","26297","49877","","","Displayed acquisition source is cata content","https://housing.wowdb.com/decor/4819/stormwind-weapon-rack-4819/","Stormwind Weapon Rack","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4822","248802","Elwynn Grass Patch",,,,,,,,,,,"Elwynn Grass Patch","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4823","248803","Elwynn Grass Spread",,,,,,,,,,,"Elwynn Grass Spread","-3","3","1","1","1"
"internal_dnt",,,"4829","248804","[DNT] Rugged Brazier - DO NOT USE - neighborhood use only",,,,,,,,,,,,,"192","1","1","5"
"internal_dnt",,,"4831","248805","[DNT] Standing Rugged Brazier - DO NOT USE - neighborhood use only",,,,,,,,,,,,,"192","1","1","5"
"internal_dnt",,,"4833","248806","[DNT] Rugged Fire Pit - DO NOT USE - neighborhood use only",,,,,,,,,,,,,"192","1","1","5"
"acquisition_wrath_confirmed","wrath","dragonflight","4839","248807","Nesingwary Mounted Shoveltusk Head","Nesingwary Mounted Shoveltusk Head","Accents › Wall Hangings","The Snows of Northrend Purser Boulian (Sholazar Basin) 500","938","","28038","","","Displayed acquisition source is wrath content","https://housing.wowdb.com/decor/4839/nesingwary-mounted-shoveltusk-head-4839/","Nesingwary Mounted Shoveltusk Head","-3","3","2","1","3"
"acquisition_vanilla_confirmed","vanilla","dragonflight","4841","248808","Nesingwary Mounted Elk Head","Nesingwary Mounted Elk Head","Accents › Wall Hangings","The Green Hills of Stranglethorn Jaquilina Dramet (Stranglethorn Vale) 450","940","","2483","","","Displayed acquisition source is vanilla content","https://housing.wowdb.com/decor/4841/nesingwary-mounted-elk-head-4841/","Nesingwary Mounted Elk Head","-3","3","2","1","3"
"needs_acquisition_expansion",,,"4843","248809","Void-Corrupted Rotunda",,,,,,,,,,,"Void-Corrupted Rotunda","-3","259","1","1","5"
"needs_acquisition_expansion",,,"4844","248810","Rough Wooden Chair",,,,,,,,,,,"Rough Wooden Chair","-3","3","1","1","1"
"needs_acquisition_expansion",,,"4845","248811","Elwynn Small Grass Patch",,,,,,,,,,,"Elwynn Small Grass Patch","-3","3","1","1","1"
"needs_acquisition_expansion",,,"5111","248934","Golden Cloud Serpent Treasure Chest",,,,,,,,,,,"Golden Cloud Serpent Treasure Chest","-3","3","1","1","3"
"needs_acquisition_expansion",,,"5112","248935","Five Dawns Weapon Rack",,,,,,,,,,,"Five Dawns Weapon Rack","-3","3","1","1","3"
"needs_acquisition_expansion",,,"5113","248936","Five Dawns Shrine of the Smoking Fish",,,,,,,,,,,"Five Dawns Shrine of the Smoking Fish","-3","3","1","1","3"
"needs_acquisition_expansion",,,"5114","248937","Ironpaw Stew Cart",,,,,,,,,,,,,"131","1","1","5"
"needs_acquisition_expansion",,,"5115","248938","Hooded Iron Lantern",,,,,,,,,,,"Hooded Iron Lantern","-3","3","1","1","1"
"needs_acquisition_expansion",,,"5116","248939","Stormwind Lamppost",,,,,,,,,,,"Stormwind Lamppost","-3","3","1","1","3"
"needs_acquisition_expansion",,,"5117","248940","Replica Felblood Altar",,,,,,,,,,,"Replica Felblood Altar","-3","3","1","1","3"
"internal_dnt",,,"5118","248941","[DNT] Dreadscar Battle Planning Map - do not use - new asset",,,,,,,,,,,,,"192","1","1","3"
"needs_acquisition_expansion",,,"5119","248942","Five Dawns Planning Table",,,,,,,,,,,"Five Dawns Planning Table","-3","3","1","1","3"
"needs_acquisition_expansion",,,"5120","248943","Black Harvest Banner",,,,,,,,,,,"Black Harvest Banner","-3","3","1","1","3"
"needs_acquisition_expansion",,,"5126","248958","Monastery Gong",,,,,,,,,,,"Monastery Gong","-3","3","1","1","5"
"needs_acquisition_expansion",,,"5127","248959","Dreadscar Bookcase",,,,,,,,,,,"Dreadscar Bookcase","-3","3","1","1","3"
"needs_acquisition_expansion",,,"5128","248960","Dreadscar Dais",,,,,,,,,,,"Dreadscar Dais","-3","3","4","1","5"
"needs_acquisition_expansion",,,"5129","279362","Furious Tiki Mask",,,,,,,,,,,"Furious Tiki Mask","11","3","2","1","1"
"needs_acquisition_expansion",,,"5130","248962","Mysterious Voodoo Mask",,,,,,,,,,,"Mysterious Voodoo Mask","-3","3","2","1","1"
