"status","release_decision","current_exists","mount_id","name","source_spell_id","item_ids","item_expansion_ids","source_type_enum","flags","source_text"
"snapshot_candidate","exclude_policy_external","True","1795","Auspicious Arborwyrm","418286","","","9","0","|cFFFFD200In-Game Shop|r|n"
"snapshot_candidate","exclude_unobtainable_or_internal","True","1796","Whelpling","419002","208433","6","-1","4160",""
"snapshot_candidate","exclude_policy_external","True","1797","Ginormous Grrloc","419567","","","9","0","|cFFFFD200In-Game Shop|r |n"
"snapshot_candidate","include_dragonflight","True","1798","Azure Worldchiller","420097","208572","0","0","64","|cFFFFD200Drop: |rDoomwalker|n|cFFFFD200Zone: |rTanaris"
"snapshot_candidate","exclude_policy_external","True","1799","Eve's Ghastly Rider","419345","208598","0","2","2112","|cFFFFD200Trading Post|r"
"guide_confirmed","include_dragonflight","True","1801","Verdant Armoredon","422486","209060","9","5","0","|cFFFFD200Achievement: |rDragonflight Keystone Master: Season Three|n|cFFFFD200Category: |rDungeons"
"guide_confirmed","include_dragonflight","True","1808","Blossoming Dreamstag","423871","209947","9","2","0","|cFFFFD200Vendor: |rTalisa Whisperbloom|n|cFFFFD200Zone: |rEmerald Dream|n|cFFFFD200Cost: |r1|Hitem:211376|h|TInterface\ICONS\INV_Misc_TrailofFlowers.blp:0|t|h"
"guide_confirmed","include_dragonflight","True","1809","Suntouched Dreamstag","423873","209949","9","2","0","|cFFFFD200Vendor: |rMoon Priestess Lasara|n|cFFFFD200Zone: |rEmerald Dream|n|cFFFFD200Cost: |r1200|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h"
"guide_confirmed","include_dragonflight","True","1810","Rekindled Dreamstag","423877","209950","9","2","0","|cFFFFD200Vendor: |rTalisa Whisperbloom|n|cFFFFD200Zone: |rEmerald Dream|n|cFFFFD200Cost: |r1|Hitem:211376|h|TInterface\ICONS\INV_Misc_TrailofFlowers.blp:0|t|h"
"guide_confirmed","include_dragonflight","True","1811","Lunar Dreamstag","423891","209951","9","2","0","|cFFFFD200Vendor: |rMoon Priestess Lasara|n|cFFFFD200Zone: |rEmerald Dream|n|cFFFFD200Cost: |r1200|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h"
"item_expansion_confirmed","exclude_policy_external","True","1812","Runebound Firelord","424009","210008","9","7","64","|cFFFFD200Promotion:|r Cataclysm Classic"
"snapshot_candidate","include_dragonflight","True","1813","Mimiron's Jumpjets","424082","210022","7","6","0","|cFFFFD200World Event:|r Secrets of Azeroth|n"
"guide_confirmed","include_dragonflight","True","1814","Shadow Dusk Dreamsaber","424474","210060","9","5","0","|cFFFFD200Achievement: |rGlory of the Dream Raider|n|cFFFFD200Category: |rDungeons & Raids"
"guide_confirmed","include_dragonflight","True","1815","Winter Night Dreamsaber","424476","210059","9","0","0","|cFFFFD200Drop:|r Dreamseed Cache|n|cFFFFD200Zone:|r Emerald Dream|n"
"guide_confirmed","include_dragonflight","True","1816","Evening Sun Dreamsaber","424479","210058","9","2","0","|cFFFFD200Vendor: |rTalisa Whisperbloom|n|cFFFFD200Zone: |rEmerald Dream|n|cFFFFD200Cost: |r1|Hitem:211376|h|TInterface\ICONS\INV_Misc_TrailofFlowers.blp:0|t|h"
"guide_confirmed","include_dragonflight","True","1817","Morning Flourish Dreamsaber","424482","210057","9","2","0","|cFFFFD200Vendor: |rTalisa Whisperbloom|n|cFFFFD200Zone: |rEmerald Dream|n|cFFFFD200Cost: |r1|Hitem:211376|h|TInterface\ICONS\INV_Misc_TrailofFlowers.blp:0|t|h"
"guide_confirmed","include_dragonflight","True","1818","Anu'relos, Flame's Guidance","424484","","","0","0","|cFFFFD200Drop: |rFyrakk|n|cFFFFD200Zone: |rAmirdrassil, the Dream's Hope (Mythic)"
"guide_confirmed","include_dragonflight","True","1819","Vicious Moonbeast","424534","210070","9","0","4","|cFFFFD200PvP:|r Dragonflight: Season 3|nRated Arena and Rated Battleground Season Reward"
"guide_confirmed","include_dragonflight","True","1820","Vicious Moonbeast","424535","210069","9","0","4","|cFFFFD200PvP:|r Dragonflight: Season 3|nRated Arena and Rated Battleground Season Reward"
"db2_dragonflight_signal","include_dragonflight","True","1822","Draconic Gladiator's Drake","424539","210077","","5","64","|cFFFFD200Achievement:|r Gladiator: Dragonflight Season 4|n|cFFFFD200Category:|r Player vs. Player"
"item_expansion_confirmed","include_dragonflight","True","1825","Taivan","424607","210142","9","5","0","|cFFFFD200Achievement:|r A World Awoken|n|cFFFFD200Category:|r Expansion Features"
"guide_confirmed","include_dragonflight","True","1830","Flourishing Whimsydrake","425338","210412","9","1","512","|cFFFFD200Quest:|r Emerald Welcome|n|cFFFFD200Zone: |rEmerald Dream"
"guide_confirmed","include_dragonflight","True","1831","Verdant Gladiator's Slitherdrake","425416","210345","9","5","64","|cFFFFD200Achievement:|r Gladiator: Dragonflight Season 3|n|cFFFFD200Category:|r Player vs. Player"
"guide_confirmed","include_dragonflight","True","1833","Springtide Dreamtalon","426955","210769","9","2","0","|cFFFFD200Vendor: |rTalisa Whisperbloom|n|cFFFFD200Zone: |rEmerald Dream|n|cFFFFD200Cost: |r1|Hitem:211376|h|TInterface\ICONS\INV_Misc_TrailofFlowers.blp:0|t|h"
"guide_confirmed","include_dragonflight","True","1834","Ochre Dreamtalon","427041","210774","9","1","0","|cFFFFD200Quest: |rA Little Hope is Never Without Worth|n|cFFFFD200Zone: |rEmerald Dream"
"guide_confirmed","include_dragonflight","True","1835","Snowfluff Dreamtalon","427043","210775","9","2","0","|cFFFFD200Vendor: |rTalisa Whisperbloom|n|cFFFFD200Zone: |rEmerald Dream|n|cFFFFD200Cost: |r1|Hitem:211376|h|TInterface\ICONS\INV_Misc_TrailofFlowers.blp:0|t|h"
"guide_confirmed","include_dragonflight","True","1837","Delugen","427222","210831","9","2","0","|cFFFFD200Vendor: |rElianna|n|cFFFFD200Zone: |rEmerald Dream|n|cFFFFD200Cost: |r1|Hcurrency:2777|h|TInterface\ICONS\INV_Legion_Faction_DreamWeavers.BLP:0|t|h"
"guide_confirmed","include_dragonflight","True","1838","Talont","427224","210833","9","2","0","|cFFFFD200Vendor: |rElianna|n|cFFFFD200Zone: |rEmerald Dream|n|cFFFFD200Cost: |r1|Hcurrency:2777|h|TInterface\ICONS\INV_Legion_Faction_DreamWeavers.BLP:0|t|h"
"guide_confirmed","include_dragonflight","True","1839","Stargrazer","427226","210945","9","2","0","|cFFFFD200Vendor: |rElianna|n|cFFFFD200Zone: |rEmerald Dream|n|cFFFFD200Cost: |r1|Hcurrency:2777|h|TInterface\ICONS\INV_Legion_Faction_DreamWeavers.BLP:0|t|h"
"guide_confirmed","exclude_policy_external","True","1841","Crimson Glimmerfur","427435","210919","-3","11","64","|cFFFFD200Trading Post|r"
"guide_confirmed","include_dragonflight","True","1938","Mammyth","427546","210946","9","2","0","|cFFFFD200Vendor: |rElianna|n|cFFFFD200Zone: |rEmerald Dream|n|cFFFFD200Cost: |r1|Hcurrency:2777|h|TInterface\ICONS\INV_Legion_Faction_DreamWeavers.BLP:0|t|h"
"guide_confirmed","include_dragonflight","True","1939","Imagiwing","427549","210948","9","2","0","|cFFFFD200Vendor: |rElianna|n|cFFFFD200Zone: |rEmerald Dream|n|cFFFFD200Cost: |r1|Hcurrency:2777|h|TInterface\ICONS\INV_Legion_Faction_DreamWeavers.BLP:0|t|h"
"guide_confirmed","include_dragonflight","True","1940","Salatrancer","427724","210969","9","2","0","|cFFFFD200Vendor: |rElianna|n|cFFFFD200Zone: |rEmerald Dream|n|cFFFFD200Cost: |r1|Hcurrency:2777|h|TInterface\ICONS\INV_Legion_Faction_DreamWeavers.BLP:0|t|h"
"snapshot_candidate","include_dragonflight","True","1941","Heartseeker Mana Ray","427777","210973","-3","6","0","|cFFFFD200World Event:|r Love is in the Air|n|cFFFFD200Cost: |r270 |Hitem:49927|h|TInterface\ICONS\INV_ValentinesCard01.BLP:0|t|h"
"item_expansion_confirmed","exclude_policy_external","True","1942","Jeweled Copper Scarab","428005","211074","9","11","64","|cFFFFD200Trading Post|r"
"item_expansion_confirmed","include_dragonflight","True","1944","Golden Regal Scarab","428060","211084","9","2","64","|cFFFFD200|r"
"item_expansion_confirmed","include_dragonflight","True","1949","Gilnean Prowler","430225","211873","9","1","0","|cFFFFD200Quest:|r Beginning a New Dawn|n|cFFFFD200Zone:|r Gilneas|n"
"racial_ability_not_collectible","exclude_unobtainable_or_internal","True","1952","Soar","430747","","","-1","8130",""
"guide_confirmed","include_dragonflight","True","1953","Grotto Netherwing Drake","431049","","","1","576","|cFFFFD200Quest:|r Dragon Keeping|n|cFFFFD200Zone: |rEmerald Dream"
"guide_confirmed","include_dragonflight","True","1954","Flourishing Whimsydrake","431050","","","1","576","|cFFFFD200Quest:|r Emerald Welcome|n|cFFFFD200Zone: |rEmerald Dream"
"snapshot_candidate","exclude_policy_external","True","1956","Fur-endship Fox","431357","212227","-3","11","64","|cFFFFD200Trading Post|r"
"snapshot_candidate","exclude_unobtainable_or_internal","True","1958","Twilight Sky Prowler","431360","212229","-3","-1","64",""
"snapshot_candidate","include_dragonflight","True","1959","Compass Rose","431992","212522","-3","6","192","|cFFFFD200World Event:|r Hearthstone Anniversary|n"
"snapshot_candidate","include_dragonflight","True","2023","Noble Flying Carpet","432455","212599","-3","0","1024","|cFFFFD200Drop:|r Daetan Swiftplume|n|cFFFFD200Holiday:|r Noblegarden"
"snapshot_candidate","exclude_policy_external","True","2035","Majestic Azure Peafowl","432558","212630","-3","11","192","|cFFFFD200Trading Post|r |n"
"item_expansion_confirmed","include_dragonflight","True","2038","Clayscale Hornstrider","432610","212645","9","0","0","|cFFFFD200Drop:|r Azerothian Archives"
"snapshot_candidate","exclude_policy_external","True","2039","Savage Blue Battle Turtle","433281","212920","-3","11","240","|cFFFFD200Trading Post|r"
"item_expansion_confirmed","include_dragonflight","True","2055","Infinite Armoredon","434462","213438","9","5","0","|cFFFFD200Achievement: |rDragonflight Keystone Master: Season Four|n|cFFFFD200Category: |rDungeons"
"item_expansion_confirmed","include_dragonflight","True","2056","Vicious Dreamtalon","434470","213439","9","0","4","|cFFFFD200PvP:|r Dragonflight: Season 4|nRated Arena and Rated Battleground Season Reward"
"item_expansion_confirmed","include_dragonflight","True","2057","Vicious Dreamtalon","434477","213440","9","0","4","|cFFFFD200PvP:|r Dragonflight: Season 4|nRated Arena and Rated Battleground Season Reward"
"snapshot_candidate","include_dragonflight","True","2060","Golden Discus","435044","213576","4","2","1024","|cFFFFD200World Event:|r WoW Remix: Mists of Pandaria"
"snapshot_candidate","include_dragonflight","True","2063","Mogu Hazeblazer","435082","213584","4","2","1024","|cFFFFD200World Event:|r WoW Remix: Mists of Pandaria"
"snapshot_candidate","include_dragonflight","True","2064","Sky Surfer","435084","213582","4","2","1024","|cFFFFD200World Event:|r WoW Remix: Mists of Pandaria"
"snapshot_candidate","include_dragonflight","True","2065","Daystorm Windsteed","435108","213596","4","2","128","|cFFFFD200World Event:|r WoW Remix: Mists of Pandaria"
"snapshot_candidate","include_dragonflight","True","2067","Forest Windsteed","435107","213597","4","2","128","|cFFFFD200World Event:|r WoW Remix: Mists of Pandaria"
"snapshot_candidate","include_dragonflight","True","2068","Dashing Windsteed","435103","213598","4","2","128","|cFFFFD200World Event:|r WoW Remix: Mists of Pandaria"
"snapshot_candidate","include_dragonflight","True","2069","Feathered Windsurfer","435109","213595","4","2","1024","|cFFFFD200World Event:|r WoW Remix: Mists of Pandaria"
"snapshot_candidate","include_dragonflight","True","2070","Guardian Quilen","435115","213601","4","2","1152","|cFFFFD200World Event:|r WoW Remix: Mists of Pandaria"
"snapshot_candidate","include_dragonflight","True","2071","Marble Quilen","435118","213600","4","2","1152","|cFFFFD200World Event:|r WoW Remix: Mists of Pandaria"
"snapshot_candidate","include_dragonflight","True","2072","Gilded Riding Crane","435123","213602","4","2","1152","|cFFFFD200World Event:|r WoW Remix: Mists of Pandaria"
"snapshot_candidate","include_dragonflight","True","2073","Pale Riding Crane","435128","213603","4","2","1152","|cFFFFD200World Event:|r WoW Remix: Mists of Pandaria"
"snapshot_candidate","include_dragonflight","True","2074","Rose Riding Crane","435127","213605","4","2","1152","|cFFFFD200World Event:|r WoW Remix: Mists of Pandaria"
"snapshot_candidate","include_dragonflight","True","2075","Silver Riding Crane","435126","213606","4","2","1152","|cFFFFD200World Event:|r WoW Remix: Mists of Pandaria"
"snapshot_candidate","include_dragonflight","True","2076","Luxurious Riding Crane","435124","213607","4","2","1152","|cFFFFD200World Event:|r WoW Remix: Mists of Pandaria"
"snapshot_candidate","include_dragonflight","True","2077","Tropical Riding Crane","435125","213604","4","2","1152","|cFFFFD200World Event:|r WoW Remix: Mists of Pandaria"
"snapshot_candidate","include_dragonflight","True","2078","Snowy Riding Goat","435131","213608","4","2","1152","|cFFFFD200World Event:|r WoW Remix: Mists of Pandaria"
"snapshot_candidate","include_dragonflight","True","2080","Little Red Riding Goat","435133","213609","4","2","1152","|cFFFFD200World Event:|r Mists of Pandaria: Remix"
"snapshot_candidate","include_dragonflight","True","2081","Bloody Skyscreamer","435145","213623","4","2","0","|cFFFFD200World Event:|r WoW Remix: Mists of Pandaria"
"snapshot_candidate","include_dragonflight","True","2083","Night Pterrorwing","435146","213622","4","2","0","|cFFFFD200World Event:|r WoW Remix: Mists of Pandaria"
"snapshot_candidate","include_dragonflight","True","2084","Jade Pterrordax","435147","213621","4","2","0","|cFFFFD200World Event:|r WoW Remix: Mists of Pandaria"
"snapshot_candidate","include_dragonflight","True","2085","Cobalt Juggernaut","435149","213624","4","2","1152","|cFFFFD200World Event:|r WoW Remix: Mists of Pandaria"
"snapshot_candidate","include_dragonflight","True","2086","Fel Iron Juggernaut","435150","213625","4","2","1152","|cFFFFD200World Event:|r WoW Remix: Mists of Pandaria"
"snapshot_candidate","include_dragonflight","True","2087","Purple Shado-Pan Riding Tiger","435153","213626","4","2","1152","|cFFFFD200World Event:|r WoW Remix: Mists of Pandaria"
"snapshot_candidate","include_dragonflight","True","2088","Riverwalker Mushan","435160","213628","4","2","1152","|cFFFFD200World Event:|r WoW Remix: Mists of Pandaria"
"snapshot_candidate","include_dragonflight","True","2089","Palehide Mushan Beast","435161","213627","4","2","1152","|cFFFFD200World Event:|r WoW Remix: Mists of Pandaria"
"snapshot_candidate","include_dragonflight","True","2090","Polly Roger","437162","","","0","64","|cFFFFD200Faction: |rKeg Leg's Crew|n|cFFFFD200Renown: |r39"
"item_expansion_confirmed","include_dragonflight","True","2091","Voyaging Wilderling","439138","217340","9","5","512","|cFFFFD200Achievement:|r Awakening the Dragonflight Raids"
"item_expansion_confirmed","include_dragonflight","True","2114","Zovaal's Soul Eater","440444","217612","9","5","192","|cFFFFD200Achievement:|r Back from the Beyond|n|cFFFFD200Category:|r Expansion Features"
"snapshot_candidate","include_dragonflight","True","2118","Amber Pterrordax","441794","218111","4","2","0","|cFFFFD200World Event:|r WoW Remix: Mists of Pandaria"
"snapshot_candidate","exclude_policy_external","True","2140","Charming Courier","443660","219450","-3","9","64","|cFFFFD200In-Game Shop|r "
"snapshot_candidate","include_dragonflight","True","2142","August Phoenix","446017","220766","4","5","0","|cFFFFD200World Event:|r Mists of Pandaria: Remix"
"snapshot_candidate","include_dragonflight","True","2143","Astral Emperor's Serpent","446022","220768","4","5","0","|cFFFFD200World Event:|r WoW Remix: Mists of Pandaria"
"snapshot_candidate","exclude_policy_external","True","2145","[PH] Goblin Surfboard - Blue","446352","221270","-3","11","1088","Trading Post"
"snapshot_candidate","exclude_policy_external","True","2152","Pearlescent Goblin Wave Shredder","447413","221814","-3","11","1088","Trading Post"
"snapshot_candidate","exclude_policy_external","True","2186","[PH] Blue Old God Fish Mount","448845","223282","-3","11","64","|cFFFFD200Trading Post|r|n"
"snapshot_candidate","exclude_policy_external","True","2187","Underlight Shorestalker","448849","223284","-3","11","64","|cFFFFD200Trading Post|r|n"
"snapshot_candidate","exclude_policy_external","True","2188","[PH] Red Old God Fish Mount","448850","223286","-3","11","64","|cFFFFD200Trading Post|r|n"
"snapshot_candidate","exclude_policy_external","True","2189","Underlight Corrupted Behemoth","448851","223285","-3","11","64","|cFFFFD200Trading Post|r|n"
"snapshot_candidate","exclude_policy_external","True","2198","Kor'kron Warsaber","449126","223449","-3","11","1088","Trading Post"
"snapshot_candidate","exclude_policy_external","True","2199","[PH] Nightsaber Horde Mount Black","449132","223459","-3","11","1088","Trading Post"
"snapshot_candidate","exclude_policy_external","True","2200","[PH] Nightsaber Horde Mount White","449133","223460","-3","11","1088","Trading Post"
"snapshot_candidate","exclude_policy_external","True","2201","Sentinel War Wolf","449140","223469","-3","11","1088","Trading Post"
"snapshot_candidate","exclude_policy_external","True","2202","[PH] Alliance Wolf Mount","449141","223470","-3","11","1088","Trading Post"
"snapshot_candidate","exclude_policy_external","True","2203","[PH] Alliance Wolf Mount","449142","223471","-3","11","1088","Trading Post"
"snapshot_candidate","exclude_policy_external","True","2232","Savage Ebony Battle Turtle","453255","224574","-3","7","176","|cFFFFD200Promotion|r "
