"status","release_decision","current_exists","species_id","name","creature_id","summon_spell_id","item_ids","item_expansion_ids","pet_type_enum","flags","source_type_enum","source_text"
"guide_confirmed","include_dragonflight","True","3417","Pinkie","198543","375043","201703","0","7","2","2","|cFFFFD200Vendor: |rPatchu|n|cFFFFD200Zone: |rThe Azure Span|n|cFFFFD200Cost: |r500|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h"
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3422","[DNT] Storm Pet Boss - Legendary","199938","0","","","8","33840","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3423","[DNT] Storm Pet Fodder","199940","0","","","8","32816","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3424","[DNT] Storm Pet Boss - Epic","200003","0","","","8","33840","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3425","[DNT] Storm Pet Boss - Rare","200004","0","","","8","50200","-1",""
"guide_confirmed","include_dragonflight","True","3427","Driftling","200259","398170","202255","0","6","18","2","|cFFFFD200Reputation:|r Winterpelt Furbolg|n|cFFFFD200Zone:|r Winterpelt Hollow|n"
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3429","Vortex","200684","0","","","6","33840","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3430","Tremblor","200692","0","","","6","33840","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3431","Wildfire","200688","0","","","6","33840","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3432","Flow","200696","0","","","6","33840","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3433","Vortex","200682","0","","","6","33840","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3434","Tremblor","200690","0","","","6","33840","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3435","Wildfire","200686","0","","","6","33840","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3436","Flow","200694","0","","","6","33840","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3437","Vortex","200685","0","","","6","50224","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3438","Tremblor","200693","0","","","6","50224","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3439","Wildfire","200689","0","","","6","50224","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3440","Flow","200697","0","","","6","50224","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3441","Storm-Touched Ohuna","200680","0","","","2","32816","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3442","Storm-Touched Skitterer","200679","0","","","8","32816","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3443","Storm-Touched Slyvern","200678","0","","","2","32816","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3444","Storm-Touched Swoglet","200677","0","","","8","32816","-1",""
"guide_confirmed","include_dragonflight","True","3446","Vortex","200769","0","","","6","18","1","|cFFFFD200Quest:|r Cutting Wind |n|n|cFFFFD200Zone: |rThe Forbidden Reach"
"guide_confirmed","include_dragonflight","True","3447","Tremblor","200770","0","","","6","18","1","|cFFFFD200Quest:|r Shifting Ground|n|n|cFFFFD200Zone: |rThe Forbidden Reach"
"guide_confirmed","include_dragonflight","True","3448","Wildfire","200771","0","","","6","18","1","|cFFFFD200Quest:|r Combustible Vegetation|n|n|cFFFFD200Zone: |rThe Forbidden Reach"
"guide_confirmed","include_dragonflight","True","3449","Flow","200772","0","","","6","18","1","|cFFFFD200Quest:|r Flood Warning |n|n|cFFFFD200Zone: |rThe Forbidden Reach"
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3450","Feral Frogduck","201840","0","","","8","32","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3451","Lord Flappinsby","201842","0","","","5","32","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3452","Enchanted Tuskling","201845","0","","","7","32","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3453","Adinakon","201849","0","","","1","33824","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3454","Lyver","201858","0","","","4","33824","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3455","Yu'shor","201884","0","","","1","32","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3456","Drakeula","201888","0","","","3","32","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3457","Arctichnid","201889","0","","","6","32","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3458","Kazzquack","201900","0","","","6","32","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3459","Mothoroth","201901","0","","","2","32","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3460","Blu'jaeden","201904","0","","","2","32","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3465","Enok the Stinky","202440","0","","","0","33824","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3466","Malfunctioning Matrix","202452","0","","","9","33824","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3472","Lil' Algalon","202492","0","","","0","32","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3473","Cozmos","202493","0","","","4","32","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3474","Celastro","202494","0","","","1","32","-1",""
"snapshot_candidate","exclude_policy_external","True","3475","Volatile Self-Driving Toolbox","202548","403243","204183","-3","9","16466","7","|cFFFFD200Promotion:|r Recruit-A-Friend"
"guide_confirmed","include_dragonflight","True","3476","Gilded Mechafrog","202484","403072","204079","0","9","2","0","|cFFFFD200Treasure:|r Tattered Gift Package|n|cFFFFD200NPC:|r Prototype Tinker-Tron|n|cFFFFD200Zone:|r Zskera Vaults, The Forbidden Reach|n"
"collectible_wild_pet_shared_audit","exclude_shared_wild_audit","True","3477","Puddlehopper","203287","0","","","8","26","4","|cFFFFD200Pet Battle: |rZaralek Cavern"
"collectible_wild_pet_shared_audit","exclude_shared_wild_audit","True","3478","Rock Martin","203288","0","","","2","26","4","|cFFFFD200Pet Battle: |rZaralek Cavern"
"collectible_wild_pet_shared_audit","exclude_shared_wild_audit","True","3479","Yellabon","203289","0","","","2","26","4","|cFFFFD200Pet Battle: |rZaralek Cavern"
"guide_confirmed","include_dragonflight","True","3480","Endmite","203292","429058","","","4","26","4","|cFFFFD200Pet Battle: |rZaralek Cavern"
"collectible_wild_pet_shared_audit","exclude_shared_wild_audit","True","3481","Stonewhisker","203308","0","","","4","26","4","|cFFFFD200Pet Battle: |rZaralek Cavern"
"guide_confirmed","include_dragonflight","True","3482","Cobbleshell","203310","429074","","","4","26","4","|cFFFFD200Pet Battle: |rZaralek Cavern"
"collectible_wild_pet_shared_audit","exclude_shared_wild_audit","True","3483","Boulderfang","203311","0","","","7","26","4","|cFFFFD200Pet Battle: |rZaralek Cavern"
"collectible_wild_pet_shared_audit","exclude_shared_wild_audit","True","3484","Slabwing","203312","0","","","6","26","4","|cFFFFD200Pet Battle: |rZaralek Cavern"
"collectible_wild_pet_shared_audit","exclude_shared_wild_audit","True","3485","Hollow Moth","203313","0","","","2","26","4","|cFFFFD200Pet Battle: |rZaralek Cavern"
"collectible_wild_pet_shared_audit","exclude_shared_wild_audit","True","3486","Lithengale","203358","0","","","2","26","4","|cFFFFD200Pet Battle: |rZaralek Cavern"
"guide_confirmed","include_dragonflight","True","3487","Scarlapod","203364","429073","","","4","26","4","|cFFFFD200Pet Battle: |rZaralek Cavern"
"collectible_wild_pet_shared_audit","exclude_shared_wild_audit","True","3488","Deepridger","203367","0","","","6","26","4","|cFFFFD200Pet Battle: |rZaralek Cavern"
"collectible_wild_pet_shared_audit","exclude_shared_wild_audit","True","3489","Sunglow Cobra","203372","0","","","7","26","4","|cFFFFD200Pet Battle: |rZaralek Cavern"
"collectible_wild_pet_shared_audit","exclude_shared_wild_audit","True","3490","Ebonwing Moth","203377","0","","","2","26","4","|cFFFFD200Pet Battle: |rZaralek Cavern"
"item_expansion_confirmed","include_dragonflight","True","3491","Arfus","203463","406225","211271","9","3","82","0","|cFFFFD200Drop:|r Headless Horseman|n|cFFFFD200Zone:|r Scarlet Monastery"
"guide_confirmed","include_dragonflight","True","3493","Roland","204036","407492","204894","9","4","82","5","|cFFFFD200Achievement: |rThe Gift of Cheese|n|cFFFFD200Category: |rCooking"
"guide_confirmed","include_dragonflight","True","3511","Blaise","204217","407918","205002","0","6","2","0","|cFFFFD200Drop: |rFyrakk Assault "
"guide_confirmed","include_dragonflight","True","3512","Ambre","204221","407921","205003","0","6","2","0","|cFFFFD200Drop: |rFyrakk Assault "
"snapshot_candidate","exclude_unobtainable_or_internal","True","3513","Azure Swoglet","204222","407926","205004","0","8","16386","-1",""
"snapshot_candidate","exclude_unobtainable_or_internal","True","3514","Emerald Swoglet","204224","407930","205008","0","8","16386","-1",""
"guide_confirmed","include_dragonflight","True","3515","Annuna","204225","407932","205009","0","8","82","1","|cFFFFD200Quest: |rA Scaly Pet|n|cFFFFD200Zone: |rValdrakken"
"db2_dragonflight_signal","include_dragonflight","True","3516","Crimson Swoglet","204226","407933","205010","0","8","2","2","|cFFFFD200Vendor: |rCelestine of the Harvest|n|cFFFFD200Zone: |rThe Waking Shores|n|cFFFFD200Zone: |rOhn'ahran Plains|n|cFFFFD200Zone: |rThe Azure Span|n|cFFFFD200Zone: |rThaldraszus|n|cFFFFD200Cost: |r250|Hitem:207026|h|TInterface\ICONS\INV_Enchant_DustStrange.blp:0|t|h"
"snapshot_candidate","exclude_unobtainable_or_internal","True","3517","Bronze Swoglet","204227","407935","205011","0","8","16386","-1",""
"snapshot_candidate","exclude_unobtainable_or_internal","True","3518","Lettuce","204237","407946","205013","0","2","16386","-1",""
"snapshot_candidate","exclude_unobtainable_or_internal","True","3519","Byrn","204240","407955","205017","0","6","16386","-1",""
"snapshot_candidate","exclude_unobtainable_or_internal","True","3520","Jade Skitterbug","204261","408023","205018","0","2","16386","-1",""
"guide_confirmed","include_dragonflight","True","3521","Lord Stantley","204263","408027","205021","0","6","2","0","|cFFFFD200Zone: |rZaralek Cavern"
"snapshot_candidate","exclude_unobtainable_or_internal","True","3522","Savage Lobstrok","204266","408032","205023","0","6","16386","-1",""
"db2_dragonflight_signal","include_dragonflight","True","3523","Cheddar","204268","408036","205024","0","6","2","2","|cFFFFD200Vendor: |rCelestine of the Harvest|n|cFFFFD200Zone: |rThe Waking Shores|n|cFFFFD200Zone: |rOhn'ahran Plains|n|cFFFFD200Zone: |rThe Azure Span|n|cFFFFD200Zone: |rThaldraszus|n|cFFFFD200Cost: |r250|Hitem:207026|h|TInterface\ICONS\INV_Enchant_DustStrange.blp:0|t|h"
"guide_confirmed","include_dragonflight","True","3524","Devourer Lobstrok","204269","408039","205026","0","6","2","0","|cFFFFD200Drop:|r Researchers Under Fire|n|cFFFFD200Zone:|r Zaralek Cavern|n"
"snapshot_candidate","exclude_unobtainable_or_internal","True","3525","Bestial Lurker","204271","408048","205032","0","8","16386","-1",""
"snapshot_candidate","exclude_unobtainable_or_internal","True","3526","Snapjaw Lurker","204275","408062","205035","0","8","16386","-1",""
"snapshot_candidate","exclude_unobtainable_or_internal","True","3527","Void Lurker","204276","408063","205037","0","8","16386","-1",""
"guide_confirmed","include_dragonflight","True","3528","Paulie","204286","408081","205050","0","4","18","2","|cFFFFD200Vendor: |rHarlowe Marl|n|cFFFFD200Zone: |rZaralek Cavern|n|cFFFFD200Cost: |r200|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h|n"
"guide_confirmed","include_dragonflight","True","3529","Rango","204288","408088","205051","0","4","18","2","|cFFFFD200Vendor: |rHarlowe Marl|n|cFFFFD200Zone: |rZaralek Cavern|n|cFFFFD200Cost: |r150|Hcurrency:2003|h|TInterface\ICONS\INV_Faction_WarResources.BLP:0|t|h"
"guide_confirmed","include_dragonflight","True","3530","Miloh","204293","408100","205052","0","7","2","2","|cFFFFD200Vendor: |rExplorer Bezzert|n|cFFFFD200Zone: |rZaralek Cavern|n|cFFFFD200Cost: |r2500|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h|n|n|cFFFFD200Vendor: |rPatchu|n|cFFFFD200Zone: |rThe Azure Span|n|cFFFFD200Cost: |r2500|Hitem:163036|h|TInterface\ICONS\INV_Currency_PetBattle.BLP:0|t|h"
"snapshot_candidate","exclude_unobtainable_or_internal","True","3531","Rusty","204295","408106","205053","0","7","16386","-1",""
"snapshot_candidate","exclude_unobtainable_or_internal","True","3532","Amador","204296","408108","205054","0","7","16386","-1",""
"guide_confirmed","include_dragonflight","True","3533","Brul","204303","408110","205114","0","6","2","0","|cFFFFD200Treasure: |rChest of Massive Gains|n|cFFFFD200Zone: |rZaralek Cavern"
"snapshot_candidate","exclude_unobtainable_or_internal","True","3534","Jerrie","204305","408130","205116","0","4","16386","-1",""
"guide_confirmed","include_dragonflight","True","3535","Diamondshell","204320","408150","205118","0","4","2","2","|cFFFFD200Vendor: |rSaccratros|n|cFFFFD200Zone: |rZaralek Cavern|n|cFFFFD200Cost: |r50|Hitem:204727|h|TInterface\ICONS\INV_Misc_CuriousCoin.BLP:0|t|h"
"guide_confirmed","include_dragonflight","True","3536","Bashful","204321","408153","205119","0","4","82","1","|cFFFFD200Quest: |rA Race To The Finish|n|cFFFFD200Zone: |rZaralek Cavern"
"guide_confirmed","include_dragonflight","True","3537","Thimblerig","204323","408158","205120","0","4","2","2","|cFFFFD200Vendor: |rPonzo|n|cFFFFD200Zone: |rZaralek Cavern|n|cFFFFD200Cost: |r45|Hitem:205188|h|TInterface\ICONS\INV_Stone_WeightStone_08.blp:0|t|h"
"guide_confirmed","include_dragonflight","True","3538","Tricky","204324","408161","205121","0","4","82","1","|cFFFFD200Quest: |rA Race To The Finish|n|cFFFFD200Zone: |rZaralek Cavern"
"snapshot_candidate","exclude_unobtainable_or_internal","True","3539","Roseshell","204325","408163","205122","0","4","16386","-1",""
"guide_confirmed","include_dragonflight","True","3540","Brulee","204326","408165","205123","0","4","82","1","|cFFFFD200Quest: |rA Race To The Finish|n|cFFFFD200Zone: |rZaralek Cavern"
"guide_confirmed","include_dragonflight","True","3541","Ridged Shalewing","204339","408251","205147","0","6","2","0","|cFFFFD200Drop: |rKob'rok|n|cFFFFD200Zone: |rZaralek Cavern"
"snapshot_candidate","exclude_unobtainable_or_internal","True","3542","Dread Shalewing","204340","408252","205148","0","6","16386","-1",""
"snapshot_candidate","exclude_unobtainable_or_internal","True","3543","Ravenous Shalewing","204341","408253","205149","0","6","16386","-1",""
"snapshot_candidate","exclude_unobtainable_or_internal","True","3544","Shalewing Devourer","204342","408254","205150","0","6","16386","-1",""
"guide_confirmed","include_dragonflight","True","3545","Salverun","204343","408257","205151","0","5","82","0","|cFFFFD200Treasure: |rOuroboros Tablet and Kob'rok's Luminescent Scale|n"
"guide_confirmed","include_dragonflight","True","3546","Skaarn","204345","408264","205152","0","7","2","0","|cFFFFD200Drop: |rKob'rok|n|cFFFFD200Zone: |rZaralek Cavern"
"snapshot_candidate","exclude_unobtainable_or_internal","True","3547","Mikah","204354","408265","205153","0","7","16386","-1",""
"guide_confirmed","include_dragonflight","True","3548","Aquapo","204359","408308","205154","0","6","2","0","|cFFFFD200Drop: |rAquifon|n|cFFFFD200Zone: |rZaralek Cavern"
"snapshot_candidate","include_dragonflight","True","3549","Heartseeker Moth","204360","408311","205156","-3","2","16386","6","|cFFFFD200World Event:|r Love is in the Air|n|cFFFFD200Cost: |r40 |Hitem:49927|h|TInterface\ICONS\INV_ValentinesCard01.BLP:0|t|h"
"snapshot_candidate","exclude_unobtainable_or_internal","True","3550","Undermoth","204361","408314","205157","0","2","16386","-1",""
"guide_confirmed","include_dragonflight","True","3551","Teardrop Moth","204363","408317","205159","0","2","2","0","|cFFFFD200Drop: |rUnderlight Queen|n|cFFFFD200Zone: |rZaralek Cavern"
"guide_confirmed","include_dragonflight","True","3552","Rithro","201008","408323","205160","0","1","2","-1","|cFFFFD200Quest:|r Mean Green Infusion Machine|n|cFFFFD200Zone:|r Emerald Dream"
"guide_confirmed","include_dragonflight","True","3553","Nelthara","204367","408325","205162","0","1","16402","1","|cFFFFD200Quest:|r Augmenting a Dragon|n"
"snapshot_candidate","exclude_unobtainable_or_internal","True","3554","Senega","204368","408328","205164","0","1","16386","-1",""
"guide_confirmed","include_dragonflight","True","3555","Axel","204369","408330","205165","0","1","16464","5","|cFFFFD200Achievement: |rWhelp, There It Is|n|cFFFFD200Category: |rCollect"
"snapshot_candidate","exclude_unobtainable_or_internal","True","3556","Kromos","204370","408332","205166","0","1","16386","-1",""
"guide_confirmed","include_dragonflight","True","3557","Roggy","204621","408949","205231","0","4","82","5","|cFFFFD200Achievement: |rSlow and Steady Wins the Race|n|cFFFFD200Category: |rDragon Isles"
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3558","Murrey","204692","0","","","7","32","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3559","Clawz","204694","0","","","6","32","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3560","Bassalt","204695","0","","","2","32","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3565","Fethres","204795","0","","","2","32","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3566","Beeks","204796","0","","","2","32","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3567","Talons","204797","0","","","2","32","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3568","Dustie","204929","0","","","2","32","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3569","Tempe","204930","0","","","6","32","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3570","Swoggy","204933","0","","","8","32","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3571","Brul'dan","204936","0","","","5","32","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3572","Lifft","204938","0","","","4","32","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3573","Swole","204939","0","","","4","32","-1",""
"guide_confirmed","include_dragonflight","True","3578","Newsy","205359","411110","205937","0","4","82","1","|cFFFFD200Quest: |rSigned, Sealed, Self-Delivered"
"snapshot_candidate","exclude_policy_external","True","3579","Ysergle","205467","411448","","","0","82","7","|cFFFFD200Promotion:|r"
"snapshot_candidate","exclude_policy_external","True","3580","Baa'lial","205637","411791","206018","-3","5","16466","7","|cFFFFD200Promotion:|r Greedy Emissary"
"snapshot_candidate","include_dragonflight","True","3581","Mote of Nasz'uro","205649","411800","206040","0","6","210","10","|cFFFFD200Treasure:|rWayward Motes of Nasz'uro |n"
"guide_confirmed","exclude_policy_external","True","3582","Blub","205795","412389","206174","0","8","82","11","|cFFFFD200Trading Post|r|n"
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3587","Lifelike Mechanical Duckling","206907","0","","","9","32","-1",""
"guide_confirmed","include_dragonflight","True","3588","Iggy","207064","375090","205232","0","6","82","1","|cFFFFD200Quest: |rA Solid Pet|n|cFFFFD200Zone: |rValdrakken"
"guide_confirmed","include_dragonflight","True","3589","Rusziona","207176","414377","206682","0","1","146","1","|cFFFFD200Quest: |rAnatidaephobia|n|cFFFFD200Zone: |rValdrakken"
"guide_confirmed","include_dragonflight","True","3590","Belastrasza","207220","414428","206758","0","1","146","1","|cFFFFD200Quest: |rPatience, Please|n|cFFFFD200Zone: |rValdrakken"
"guide_confirmed","include_dragonflight","True","3596","Kabluey","207310","414533","206763","0","6","18","0","|cFFFFD200Quest: |rBy Time Fire be Purged!"
"guide_confirmed","include_dragonflight","True","3597","Princess Vorquistrasza","207535","414934","207019","0","7","82","1","|cFFFFD200Quest: |rA Cavalier Pet|n|cFFFFD200Zone: |rValdrakken"
"guide_confirmed","include_dragonflight","True","3598","Zhusadormu","207552","414962","206971","0","1","146","1","|cFFFFD200Quest: |rTemporal Immunity|n|cFFFFD200Zone: |rValdrakken"
"guide_confirmed","include_dragonflight","True","3599","Zalethgos","207556","414973","206974","0","1","146","1","|cFFFFD200Quest: |rSight Isn't Everything|n|cFFFFD200Zone: |rValdrakken"
"guide_confirmed","include_dragonflight","True","3600","Pallibrius","207558","414979","206973","0","5","82","1","|cFFFFD200Quest: |rA Scholar's Pet|n|cFFFFD200Zone: |rValdrakken"
"guide_confirmed","include_dragonflight","True","3601","Posidriss","207568","414991","206979","0","1","146","1","|cFFFFD200Quest: |rHibernation|n|cFFFFD200Zone: |rValdrakken"
"guide_confirmed","include_dragonflight","True","3602","Somnius","207571","414994","206978","0","7","82","1","|cFFFFD200Quest: |rA Sleepy Pet|n|cFFFFD200Zone: |rValdrakken"
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3608","Lifelike Mechanical Turtle","208034","0","","","9","32","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3609","Sporeflower","208058","0","","","6","32","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","3975","Midnight Terrorwing","208096","0","","","2","32","-1",""
"noncollectible_pet_battle_npc","exclude_noncollectible","True","4237","Treanthony","208125","0","","","4","32","-1",""
"snapshot_candidate","exclude_policy_external","True","4253","Slyvy","208436","417464","208045","0","2","16466","7","|cFFFFD200Trading Post|r |n"
"guide_confirmed","include_dragonflight","True","4255","Briarhorn Hatchling","208624","418029","208012","9","7","2","6","|cFFFFD200Drop: |rTime Rifts|n|cFFFFD200Vendor: |rSorotis|n|cFFFFD200Zone: |rTyrhold Reservoir|n|cFFFFD200Cost: |r2750|Hcurrency:2594|h|TInterface\ICONS\TimelessCoin_yellow.BLP:0|t|h"
"guide_confirmed","include_dragonflight","True","4257","Gill'dan","208630","418036","208009","9","0","2","6","|cFFFFD200Drop: |rTime Rifts|n|cFFFFD200Vendor: |rSir Finley Mrrgglton|n|cFFFFD200Zone: |rTyrhold Reservoir|n|cFFFFD200Cost: |r2750|Hcurrency:2594|h|TInterface\ICONS\TimelessCoin_yellow.BLP:0|t|h"
"guide_confirmed","include_dragonflight","True","4258","Jeepers","208631","418038","208010","9","2","2","6","|cFFFFD200Drop: |rTime Rifts|n|cFFFFD200Vendor: |rProvisioner Qorra|n|cFFFFD200Zone: |rTyrhold Reservoir|n|cFFFFD200Cost: |r2750|Hcurrency:2594|h|TInterface\ICONS\TimelessCoin_yellow.BLP:0|t|h"
"guide_confirmed","include_dragonflight","True","4259","Doomrubble","208634","418039","208008","9","5","2","6","|cFFFFD200Drop: |rTime Rifts|n|cFFFFD200Vendor: |rFalara Nightsong|n|cFFFFD200Zone: |rTyrhold Reservoir|n|cFFFFD200Cost: |r2750|Hcurrency:2594|h|TInterface\ICONS\TimelessCoin_yellow.BLP:0|t|h"
"guide_confirmed","include_dragonflight","True","4260","Killbot 9000","208636","418041","208013","9","9","2","6","|cFFFFD200Drop: |rTime Rifts|n|cFFFFD200Vendor: |rGill the Drill|n|cFFFFD200Zone: |rTyrhold Reservoir|n|cFFFFD200Cost: |r2750|Hcurrency:2594|h|TInterface\ICONS\TimelessCoin_yellow.BLP:0|t|h"
"guide_confirmed","include_dragonflight","True","4261","Obsidian Warwhelp","208637","418045","208011","9","1","2","6","|cFFFFD200Drop: |rTime Rifts|n|cFFFFD200Vendor: |rWarden Krizzik|n|cFFFFD200Zone: |rTyrhold Reservoir|n|cFFFFD200Cost: |r2750|Hcurrency:2594|h|TInterface\ICONS\TimelessCoin_yellow.BLP:0|t|h"
"guide_confirmed","include_dragonflight","True","4262","N'Ruby","208639","418050","208138","9","5","2","6","|cFFFFD200Drop: |rTime Rifts|n|cFFFFD200Vendor: |rBaron Silver|n|cFFFFD200Zone: |rTyrhold Reservoir|n|cFFFFD200Cost: |r2750|Hcurrency:2594|h|TInterface\ICONS\TimelessCoin_yellow.BLP:0|t|h"
"guide_confirmed","include_dragonflight","True","4263","Tobias","208643","418079","208151","9","7","82","0","|cFFFFD200Achievement:|r Community Rumor Mill|n|cFFFFD200Event:|r Secrets of Azeroth"
"cross_expansion_shop_pet","exclude_policy_external","True","4264","Fyrn","209163","419467","208446","9","1","16466","-1",""
"snapshot_candidate","include_dragonflight","True","4265","Lil' Frostwing","209259","419773","208543","8","1","16466","5","|cFFFFD200Achievement:|r WoW's 19th Anniversary|n|cFFFFD200Category:|r Events"
"item_expansion_confirmed","exclude_policy_external","True","4266","Squally","209681","420759","208751","9","2","82","7","|cFFFFD200Promotion:|r The War Within Epic Edition|n"
"snapshot_candidate","exclude_unobtainable_or_internal","True","4267","Lil' Maggz","210058","421516","208850","0","5","16466","-1",""
"collectible_wild_pet_shared_audit","exclude_shared_wild_audit","True","4275","Flooftalon","211110","0","","","7","26","4","|cFFFFD200Pet Battle: |rEmerald Dream"
"guide_confirmed","include_dragonflight","True","4276","Fol'ya Pup","211177","429068","","","4","26","4","|cFFFFD200Pet Battle: |rEmerald Dream"
"guide_confirmed","include_dragonflight","True","4277","Sapnibbler","211182","429070","","","4","26","4","|cFFFFD200Pet Battle: |rEmerald Dream"
"guide_confirmed","include_dragonflight","True","4278","Leyhart","211288","429064","","","4","26","4","|cFFFFD200Pet Battle: |rEmerald Dream"
"collectible_wild_pet_shared_audit","exclude_shared_wild_audit","True","4279","Slumbertooth","211295","0","","","7","26","4","|cFFFFD200Pet Battle: |rEmerald Dream"
"collectible_wild_pet_shared_audit","exclude_shared_wild_audit","True","4280","Pewling","211302","0","","","4","26","4","|cFFFFD200Pet Battle: |rEmerald Dream"
"guide_confirmed","include_dragonflight","True","4285","Sergeant Quackers","211939","425454","210347","9","8","82","5","|cFFFFD200Achievement: |rDucks In A Row|n|cFFFFD200Category: |rDragonflight Raid"
"guide_confirmed","exclude_policy_external","True","4286","Aura","211942","425472","210409","8","5","16466","7","|cFFFFD200Trading Post|r |n"
"guide_confirmed","include_dragonflight","True","4287","Reverie","212192","426037","210505","8","5","2","2","|cFFFFD200Vendor: |rElianna|n|cFFFFD200Zone: |rEmerald Dream|n|cFFFFD200Cost: |r1|Hcurrency:2777|h|TInterface\ICONS\INV_Legion_Faction_DreamWeavers.BLP:0|t|h"
"guide_confirmed","include_dragonflight","True","4288","Blueloo","212206","426060","210522","8","5","82","5","|cFFFFD200Achievement:|r Friends in Feathers|n"
"guide_confirmed","include_dragonflight","True","4289","Dreamborne Scarab","212267","426137","210553","8","5","2","2","|cFFFFD200Vendor: |rElianna|n|cFFFFD200Zone: |rEmerald Dream|n|cFFFFD200Cost: |r1|Hcurrency:2777|h|TInterface\ICONS\INV_Legion_Faction_DreamWeavers.BLP:0|t|h"
"guide_confirmed","include_dragonflight","True","4290","Dreamhoof","212273","426148","210555","8","5","2","2","|cFFFFD200Vendor: |rElianna|n|cFFFFD200Zone: |rEmerald Dream|n|cFFFFD200Cost: |r1|Hcurrency:2777|h|TInterface\ICONS\INV_Legion_Faction_DreamWeavers.BLP:0|t|h|n"
"guide_confirmed","include_dragonflight","True","4291","Ivy","212275","426156","210556","8","4","82","5","|cFFFFD200Achievement:|r ""Don't Let the Doe Hit You On the Way Out""|n"
"guide_confirmed","include_dragonflight","True","4292","Memorie","212315","426168","210567","8","5","2","2","|cFFFFD200Vendor: |rElianna|n|cFFFFD200Zone: |rEmerald Dream|n|cFFFFD200Cost: |r1|Hcurrency:2777|h|TInterface\ICONS\INV_Legion_Faction_DreamWeavers.BLP:0|t|h"
"guide_confirmed","include_dragonflight","True","4295","Napps","212328","426187","210570","8","4","2","2","|cFFFFD200Vendor: |rTalisa Whisperbloom|n|cFFFFD200Zone: |rEmerald Dream|n|cFFFFD200Cost: |r1|Hitem:211376|h|TInterface\ICONS\INV_Misc_TrailofFlowers.blp:0|t|h"
