"status","release_decision","current_exists","toy_id","item_id","name","item_expansion_id","source_type_enum","flags","source_text"
"item_expansion_confirmed","include_dragonflight","True","1335","206565","Plagued Grain","9","10","0","|cFFFFD200Discovery:|r Naxxramas|n"
"item_expansion_confirmed","include_dragonflight","True","1336","206993","Investi-gator's Pocketwatch","9","0","0","|cFFFFD200Drop: |rTemporal Investi-gator|n|cFFFFD200Zone: |rThaldraszus"
"item_expansion_confirmed","include_dragonflight","True","1337","207099","Tiny Box of Tiny Rocks","9","5","0","|cFFFFD200Achievement:|r Many Boxes, Many Rockses|n"
"item_expansion_confirmed","exclude_policy_external","True","1338","208057","Smoldering Banner of the Aspects","9","-1","2","WoW Esports: Dragonflight Season 2"
"classic_acquisition_boundary","exclude_classic","True","1340","208096","Familiar Journal","9","10","0","|cFFFFD200Discovery:|r Naxxramas|n"
"item_expansion_confirmed","include_dragonflight","True","1341","206696","Tricked-Out Thinking Cap","9","6","2","|cFFFFD200World Event:|r Secrets of Azeroth|n"
"item_expansion_confirmed","include_dragonflight","True","1342","208092","Torch of Pyrreth","9","6","2","|cFFFFD200World Event:|r Secrets of Azeroth|n"
"item_expansion_confirmed","include_dragonflight","True","1343","207730","Idol of Ohn'ahra","9","6","2","|cFFFFD200World Event:|r Secrets of Azeroth|n"
"item_expansion_confirmed","include_dragonflight","True","1344","208186","Boffins","9","5","4","|cFFFFD200Achievement:|r Temporal Acquisitions Specialist|n"
"snapshot_candidate","exclude_policy_external","True","1345","206268","Ethereal Transmogrifier","-3","11","2","|cFFFFD200Trading Post|r|n"
"item_expansion_confirmed","include_dragonflight","True","1347","208415","Stasis Sand","9","1","0","|cFFFFD200Quest:|r Dawn of the Infinite: Chrono-Lord Deios|n|cFFFFD200Zone:|r Thaldraszus"
"item_expansion_confirmed","include_dragonflight","True","1348","208421","Compendium of the New Moon","9","5","0","|cFFFFD200Achievement:|r Best Stellar|n|cFFFFD200Category:|r Inscription"
"db2_dragonflight_signal","include_dragonflight","True","1349","208433","Bronze Racer's Pennant","6","5","0","|cFFFFD200Achievement:|r Dragonriding Challenge: Dragon Isles: Bronze|n"
"item_expansion_confirmed","include_dragonflight","True","1350","208658","Mirror of Humility","9","1","0","|cFFFFD200Quest: |rProof and Promise|n|cFFFFD200Zone: |rKrokuun"
"snapshot_candidate","exclude_policy_external","True","1351","208704","Deepdweller's Earthen Hearthstone","0","7","0","|cFFFFD200Promotion|r"
"snapshot_candidate","include_dragonflight","True","1352","208825","Junior Timekeeper's Racing Belt","-3","6","2","|cFFFFD200World Event: |rFeast of Winter Veil"
"item_expansion_confirmed","include_dragonflight","True","1353","208058","Minute Glass","9","-1","4","Talk to Soridormi after reaching the ""Future Friend"" friendship rank with her."
"item_expansion_confirmed","include_dragonflight","True","1354","207092","Portable Party Platter","9","3","0","|cFFFFD200Profession:|r Dragon Isles Engineering"
"snapshot_candidate","exclude_unobtainable_or_internal","True","1355","208880",,,"2","2","|cFFFFD200World Event:|r Brewfest"
"snapshot_candidate","exclude_policy_external","True","1356","208883","Sandbox Storm Gryphon","0","0","0","|cFFFFD200Promotion|r"
"snapshot_candidate","include_dragonflight","True","1357","209052","Brew Barrel","-3","6","0","|cFFFFD200Vendor: |rBrewfest Vendors|n|cFFFFD200Cost: |r200|TINTERFACE\ICONS\INV_MISC_COIN_01.BLP:0|t|n"
"snapshot_candidate","include_dragonflight","True","1427","209035","Hearthstone of the Flame","0","0","0","|cFFFFD200Drop:|r Larodar, Keeper of the Flame|n|cFFFFD200Zone:|r Amirdrassil, the Dream's Hope"
"item_expansion_confirmed","include_dragonflight","True","1428","208798","Recorded Memories of Tyr's Guard","9","1","4","|cFFFFD200Quest:|r Disc Delivery|n|cFFFFD200Zone:|r Thaldraszus"
"snapshot_candidate","include_dragonflight","True","1429","209859","Festive Trans-Dimensional Bird Whistle","-3","6","2","|cFFFFD200Drop: |rThe Abominable Greench|n|cFFFFD200Zone: |rHillsbrad Foothills"
"snapshot_candidate","exclude_policy_external","True","1430","210042","Chilling Celebration Banner","0","7","2","|cFFFFD200Event: |rBlizzcon 2023"
"item_expansion_confirmed","include_dragonflight","True","1431","209944","Friendsurge Defenders","9","2","0","|cFFFFD200Vendor: |rCelestine of the Harvest|n|cFFFFD200Zone: |rThe Waking Shores|n|cFFFFD200Zone: |rOhn'ahran Plains|n|cFFFFD200Zone: |rThe Azure Span|n|cFFFFD200Zone: |rThaldraszus|n|cFFFFD200Cost: |r500|Hitem:207026|h|TInterface\ICONS\INV_Enchant_DustStrange.blp:0|t|h"
"item_expansion_confirmed","include_dragonflight","True","1432","209858","Dreamsurge Remnant","9","2","0","|cFFFFD200Vendor: |rCelestine of the Harvest|n|cFFFFD200Zone: |rThe Waking Shores|n|cFFFFD200Zone: |rOhn'ahran Plains|n|cFFFFD200Zone: |rThe Azure Span|n|cFFFFD200Zone: |rThaldraszus|n|cFFFFD200Cost: |r500|Hitem:207026|h|TInterface\ICONS\INV_Enchant_DustStrange.blp:0|t|h"
"item_expansion_confirmed","include_dragonflight","True","1433","210411","Fast Growing Seed","9","0","0","|cFFFFD200Treasure:|r Pineshrew Cache|n|cFFFFD200Zone:|r Emerald Dream"
"item_expansion_confirmed","include_dragonflight","True","1434","210497","Verdant Legend's Pennant","9","-1","2","|cFFFFD200Achievement: |rLegend: Dragonflight Season 3|n|cFFFFD200Category: |rArena"
"snapshot_candidate","include_dragonflight","True","1435","210656","Winter Veil Socks","-3","6","2","|cFFFFD200World Event: |rFeast of Winter Veil"
"item_expansion_confirmed","include_dragonflight","True","1436","210725","Owl Post","9","0","0","|cFFFFD200Drop:|r Hidden Moonkin Stash|n|cFFFFD200Zone:|r Emerald Dream"
"item_expansion_confirmed","include_dragonflight","True","1437","210864","Improvised Leafbed","9","1","0","|cFFFFD200Quest:|r Sleepy Druid in Emerald Dream|n"
"snapshot_candidate","exclude_policy_external","True","1438","210467","Magical Murkmorpher","0","9","2","|cFFFFD200In-Game Shop|r|n|n"
"snapshot_candidate","include_dragonflight","True","1439","210974","Eyes For You Only","-3","6","0","|cFFFFD200World Event:|r Love is in the Air|n"
"item_expansion_confirmed","exclude_policy_external","True","1440","211424","Dreaming Banner of the Aspects","9","-1","2","WoW Esports: Dragonflight Season 3"
"snapshot_candidate","include_dragonflight","True","1445","210975","Date Simulation Modulator","-3","6","0","|cFFFFD200World Event:|r Love is in the Air|n"
"item_expansion_confirmed","include_dragonflight","True","1446","211788","Tess's Peacebloom","9","-1","2","|cFFFFD200World Quest: |rWhat We Left Behind|n|cFFFFD200Zone: |rRuins of Gilneas"
"snapshot_candidate","include_dragonflight","True","1447","211864","Exquisite Love Boat","-3","6","0","|cFFFFD200World Event:|r Love is in the Air"
"item_expansion_confirmed","include_dragonflight","True","1448","211869","Draconic Legend's Pennant","9","-1","2","|cFFFFD200Achievement: |rLegend: Dragonflight Season 4|n|cFFFFD200Category: |rArena"
"item_expansion_confirmed","include_dragonflight","True","1450","211946","Hearthstone Game Table","9","-1","2","|cFFFFD200World Event:|r Hearthstone's 10th Anniversary|n|cFFFFD200Achievement:|r Hearthstone Beginner"
"snapshot_candidate","exclude_policy_external","True","1452","212500","Delicate Silk Parasol","8","11","2","|cFFFFD200Trading Post|r|n"
"snapshot_candidate","exclude_policy_external","True","1453","212523","Delicate Jade Parasol","8","11","2","|cFFFFD200Trading Post|r|n"
"snapshot_candidate","exclude_policy_external","True","1454","212524","Delicate Crimson Parasol","8","11","2","|cFFFFD200Trading Post|r|n"
"snapshot_candidate","exclude_policy_external","True","1455","212525","Delicate Ebony Parasol","8","11","2","|cFFFFD200Trading Post|r|n"
"snapshot_candidate","include_dragonflight","True","1456","212337","Stone of the Hearth","-3","-1","2","|cFFFFD200World Event:|r Hearthstone's 10th Anniversary|n|cFFFFD200Drop:|r Dr. Boom"
"snapshot_candidate","include_dragonflight","True","1461","216881","Duck Disguiser","-3","1","0","|cFFFFD200Quest:|rJust a Waddle Away|n|cFFFFD200Zone: |rDurotar|n|n|cFFFFD200Quest: |rJust a Waddle Away|n|cFFFFD200Zone: |rElwynn Forest|n"
"snapshot_candidate","include_dragonflight","True","1464","170197","Swarthy Warning Sign","0","0","2","|cFFFFD200Faction: |rKeg Leg's Crew|n|cFFFFD200Renown: |r16"
"item_expansion_confirmed","include_dragonflight","True","1465","210455","Draenic Hologem","9","1","2","|cFFFFD200Draenei Heritage Questline|r|n|cFFFFD200Quest: |rOur Path Forward"
"item_expansion_confirmed","include_dragonflight","True","1466","212518","Vial of Endless Draconic Scales","9","2","0","|cFFFFD200Vendor: |rDathendrash
|cFFFFD200Zone: |rStormwind City
|cFFFFD200Zone: |rOrgrimmar
|cFFFFD200Cost: |r40|Hcurrency:2588|h|TInterface\ICONS\INV_10_Fishing_DragonIslesCoins_Bronze.BLP:0|t|h

|cFFFFD200Vendor: |rMaztha
|cFFFFD200Zone: |rValdrakken
|cFFFFD200Cost: |r40|Hcurrency:2588|h|TInterface\ICONS\INV_10_Fishing_DragonIslesCoins_Bronze.BLP:0|t|h"
"snapshot_candidate","include_dragonflight","True","1467","217724","Kindness of Chi-ji","4","-1","2","|cFFFFD200Achievement: |rInfinite Power XII|n|cFFFFD200Category: |rTimerunning"
"snapshot_candidate","include_dragonflight","True","1468","217726","Fortitude of Niuzao","4","-1","2","|cFFFFD200Achievement: |rInfinite Power XII|n|cFFFFD200Category: |rTimerunning"
"snapshot_candidate","include_dragonflight","True","1469","217723","Fury of Xuen","4","-1","2","|cFFFFD200Achievement: |rInfinite Power XII|n|cFFFFD200Category: |rTimerunning"
"snapshot_candidate","include_dragonflight","True","1470","217725","Essence of Yu'lon","4","-1","2","|cFFFFD200Achievement: |rInfinite Power XII|n|cFFFFD200Category: |rTimerunning"
"snapshot_candidate","exclude_policy_external","True","1471","218112","Colorful Beach Chair","-3","11","2","|cFFFFD200Trading Post|r"
"item_expansion_confirmed","exclude_policy_external","True","1472","218128","Draconic Banner of the Aspects","9","-1","2","WoW Esports: Dragonflight Season 4"
"snapshot_candidate","exclude_policy_external","True","1475","220692","X-treme Water Blaster Display","-3","11","2","|cFFFFD200Trading Post|r"
"snapshot_candidate","include_dragonflight","True","1476","220777","Cherry Blossom Trail","4","-1","2","|cFFFFD200Achievement: |rThe Jade Forest|n|cFFFFD200Category: |rTimerunning"
"item_expansion_confirmed","include_dragonflight","True","1479","223146","Satchel of Stormborn Seeds","9","0","0","|cFFFFD200Quest:|r Sins of the Sister"
