"collectible_type","source_id_type","source_id","final_legion_db2_id","name","in_final_legion_snapshot","source_text","source_url","guide_url"
"pet","npc","93483","1664","Nightmare Bell","True","Nightmare Bell ""Once a holy artifact used by draenei priests to calm spirits, it has become animated by anguished souls and drawn to locations of death and corruption."" Drop: Fel-Touched Pet Supplies Tanaan Jungle --","https://www.wowhead.com/npc=93483/nightmare-bell&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","83594","1432","Nightshade Sproutling","True","Nightshade Sproutling ""From seed to flower, a tiny terror is grown."" Profession: Warlords of Draenor Herbalism Draenor --","https://www.wowhead.com/npc=83594/nightshade-sproutling&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","85667","1495","Ore Eater","True","Ore Eater ""They eat and eat and eat until they grow large. Then they eat some more."" Profession: Warlords of Draenor Mining Draenor --","https://www.wowhead.com/npc=85667/ore-eater&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","93352","1663","Periwinkle Calf","True","Periwinkle Calf ""These playful little riverbeasts enjoy scooping up a large mouthful of water and then spitting it at one another."" Drop: Fel-Touched Pet Supplies Tanaan Jungle --","https://www.wowhead.com/npc=93352/periwinkle-calf&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","88300","1568","Puddle Terror","True","Puddle Terror ""Living so closely to the water's surface, the puddle terror is not only friend to all aquatic creatures, it is one."" Quest: Mastering the Menagerie Garrison --","https://www.wowhead.com/npc=88300/puddle-terror&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","87257","1543","Pygmy Cow","True","Pygmy Cow ""Originally bred to make milk more palatable for gnomes."" Drop: Garrison, Barn, Level 3 Garrison --","https://www.wowhead.com/npc=87257/pygmy-cow&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","96126","1692","Savage Cub","True","Savage Cub ""Pets often look a lot like their owners, which is especially true if the owner was a saberon."" Vendor: Z'tenga the Walker Tanaan Jungle Faction: The Saberstalkers – Revered 1,500 Blackfang Claws","https://www.wowhead.com/npc=96126/savage-cub&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","86718","1539","Seaborne Spore","True","Seaborne Spore ""A spore from Zangarra, a central area of the Zangar encroachment that would later bloom into the Zagarmarsh."" Drop: Fel-Touched Pet Supplies Tanaan Jungle --","https://www.wowhead.com/npc=86718/seaborne-spore&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","62953","560","Sea Gull","True","Sea Gull ""The seagull is a coastal scavenger often found near the docks."" Pet Battle Frostwall, Krasarang Wilds, Talador, Tanaris --","https://www.wowhead.com/npc=62953/sea-gull&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","88225","1567","Companion","True","Sentinel's Companion ""The companion of a night elf sentinel, rarely given out as a gift."" Quest: The Huntresses Shadowmoon Valley --","https://www.wowhead.com/npc=88225/sentinels-companion&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","95572","1690","Shard of Cyrukh","True","Shard of Cyrukh ""A small amount of Cyrukh burns everlasting within this portion of the Cipher. Best keep it close to you."" Drop: Forgotten Shard of the Cipher Tanaan Jungle --","https://www.wowhead.com/npc=95572/shard-of-cyrukh&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","91407","1655","Slithershock Elver","True","Slithershock Elver ""The rivers of Draenor are filled with moray. They are vicious predators, attacking anything that enters the water."" Pet Battle: Erris the Collector, Kura Thunderhoof Garrison --","https://www.wowhead.com/npc=91407/slithershock-elver&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","88401","1574","Son of Sethe","True","Son of Sethe ""Godlike being now in travel size."" Vendor: Ravenspeaker Skeega, Shadow-Sage Brakoss Warspear, Stormshield Faction: Arakkoa Outcasts- Revered 1,000 Gold","https://www.wowhead.com/npc=88401/son-of-sethe&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","83588","1434","Sun Sproutling","True","Sun Sproutling ""From seed to flower, a tiny terror is grown."" Quest: Mastering the Menagerie Garrison --","https://www.wowhead.com/npc=83588/sun-sproutling&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","88367","1570","Sunfire Kaliri","True","Sunfire Kaliri ""Legend says the Sunfire Kaliri flies into the sun itself when it is ready to die."" Quest: Mastering the Menagerie Garrison --","https://www.wowhead.com/npc=88367/sunfire-kaliri&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","61318","405","Tree Python","True","Tree Python ""Stranglethorn's Gurubashi trolls often capture these powerful beasts to keep as pets…or to cook as meals."" Pet Battle Northern Stranglethorn, Tanaan Jungle, The Cape of Stranglethorn, Un'Goro Crater --","https://www.wowhead.com/npc=61318/tree-python&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","85253","1464","Twilight Wasp","True","Twilight Wasp ""In the moonlight, their wings create a glittering aura, giving the illusion of twinkling starlight."" Pet Battle Frostfire Ridge, Gorgrond --","https://www.wowhead.com/npc=85253/twilight-wasp&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","88357","1591","Violet Firefly","True","Violet Firefly ""These fireflies retain their purple glow by eating only purple flowers and nectar."" Pet Battle Tanaan Jungle --","https://www.wowhead.com/npc=88357/violet-firefly&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","88355","1593","Waterfly","True","Waterfly ""The waterfly uses the surface of the water to reflect the light from their abdomen to attract mates."" Pet Battle Shadowmoon Valley, Talador, Tanaan Jungle --","https://www.wowhead.com/npc=88355/waterfly&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","78421","1394","Weebomination","True","Weebomination ""Made from bits and pieces of vanquished battle pets, dark magic, and just a pinch of love."" Quest: Mastering the Menagerie Garrison --","https://www.wowhead.com/npc=78421/weebomination&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","npc","91408","1656","Young Talbuk","True","Young Talbuk ""Talbuk grow their horns to full size at an early age."" Pet Battle: Erris the Collector, Kura Thunderhoof Garrison --","https://www.wowhead.com/npc=91408/young-talbuk&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"pet","item","118101","1536","Zangar Spore","True","Zangar Spore ""In Draenor, the Zangar Sea Seeks to overtake the land by releasing thousands of these spores and slowly growing inland over time."" Drop: Fel-Touched Pet Supplies Tanaan Jungle --","https://www.wowhead.com/item=118101/zangar-spore&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","127670","389","Accursed Tome of the Sargerei","True","Accursed Tome of the Sargerei Follow the path of the Man'ari Eredar Treasure: Tome of Secrets Tanaan Jungle --","https://www.wowhead.com/item=127670/accursed-tome-of-the-sargerei&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","119217","307","Alliance Flag of Victory","True","Alliance Flag of Victory Place a flag on an enemy player's corpse in front of you. (Alliance Only) Garrison Building: Gladiator's Sanctum -- --","https://www.wowhead.com/item=119217/alliance-flag-of-victory&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","113570","271","Bloom","True","Ancient's Bloom Make like a tree and leaf. Drop: Yggdrel Shadowmoon Valley --","https://www.wowhead.com/item=113570/ancients-bloom&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","117550","295","Angry Beehive","True","Angry Beehive Shake me. Treasure: Swamplighter Hive Shadowmoon Valley --","https://www.wowhead.com/item=117550/angry-beehive&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","168012",,"Apexis Focusing Shard","False","Apexis Focusing Shard Some luminous latent power still lingers in this splinter of an Apexis shard. Timewalking Vendor: Kronnus, Tempra Warspear, Stormshield 500 Timewarped Badges","https://www.wowhead.com/item=168012/apexis-focusing-shard&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","118191","278","Archmage Vargoth's Spare Staff","True","Archmage Vargoth's Spare Staff Attempt to contact Archmage Vargoth. ""Although the staff shows no visible signs of age, you get the impression that it is lost in time and space."" Quest: Finding Farahlon Garrison --","https://www.wowhead.com/item=118191/archmage-vargoths-spare-staff&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","108735","328","Arena Master's War Horn","True","Arena Master's War Horn Summon ogre gladiators to battle for your entertainment. ""Are you not amused?"" Treasure: Arena Master's War Horn Frostfire Ridge --","https://www.wowhead.com/item=108735/arena-masters-war-horn&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","118427","282","Autographed Hearthstone Card","True","Autographed Hearthstone Card Turn the card over to see what you got! ""Signed by Trump and Reckful. Not too shabby."" Garrison Mission -- --","https://www.wowhead.com/item=118427/autographed-hearthstone-card&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","119093","449","Feather","True","Aviana's Feather Launches you high into the air and deploys magical wings. Can only be used in Draenor. ""Holding the feather makes you yearn to swoop through the open skies of Draenor."" Quest: Aviana's Request Garrison Inn --","https://www.wowhead.com/item=119093/avianas-feather&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","113540","458","Bountiful Bloom","True","Ba'ruun's Bountiful Bloom Restores 60% health and 60% Mana over 30 seconds. Must remain seated while drinking. Can only be used in Draenor. Drop: Ba'ruun Shadowmoon Valley --","https://www.wowhead.com/item=113540/baruuns-bountiful-bloom&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","168014",,"Banner of the Burning Blade","False","Banner of the Burning Blade Don the banner of the Burning Blade clan. Vendor: Kronnus or Tempra Warspear or Stormshield 750 Timewarped Badges","https://www.wowhead.com/item=168014/banner-of-the-burning-blade&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","119178","287","Black Whirlwind","True","Black Whirlwind Summons a powerful whirlwind that will spin you around and launch you in a random direction. Only usable in Draenor. Drop: Soul-Twister Torek Shadowmoon Valley --","https://www.wowhead.com/item=119178/black-whirlwind&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","115503","294","Blazing Diamond Pendant","True","Blazing Diamond Pendant Covers your feet in blazing magma. Useable only in Draenor. ""Can't touch this."" Quest: Diamonds Are Forever Frostfire Ridge --","https://www.wowhead.com/item=115503/blazing-diamond-pendant&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","113096","279","Bloodmane Charm","True","Bloodmane Charm Transforms caster to have the appearance of a Bloodmane Saberon. Vendor: Smuggler Spires of Arak 500 Gold","https://www.wowhead.com/item=113096/bloodmane-charm&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","122298","492","Bodyguard Miniaturization Device","True","Bodyguard Miniaturization Device Miniaturize your Bodyguard for 1 hour. Vendor: Jonathan Stephens, Moz' def Garrison --","https://www.wowhead.com/item=122298/bodyguard-miniaturization-device&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","119432","286","Botani Camouflage","True","Botani Camouflage Blend in with the Botani Drop: Basten Gorgrond --","https://www.wowhead.com/item=119432/botani-camouflage&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","128223","461","Bottomless Stygana Mushroom Brew","True","Bottomless Stygana Mushroom Brew Restores 14,840 mana over 20 seconds. Must remain seated while drinking. Side effects may occur. Can only be consumed outdoors in Draenor Treasure: Bleeding Hollow Mushroom Stash Tanaan Jungle --","https://www.wowhead.com/item=128223/bottomless-stygana-mushroom-brew&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","116113","495","Breath of Talador","True","Breath of Talador A gust of wind propels you forward. Can only be used in Draenor. Drop: Glimmerwing Talador --","https://www.wowhead.com/item=116113/breath-of-talador&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","114227","333","Bubble Wand","True","Bubble Wand Shoot a stream of bubbles for 5 seconds. ""A child's toy, often seen at parties or in the hands of an angry water elemental."" Drop: Sulfurious Gorgrond --","https://www.wowhead.com/item=114227/bubble-wand&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","128310","403","Burning Blade","True","Burning Blade Don the banner and weaponry of the Burning Blade. ""Banner and weaponry carried by masters of the blade."" Garrison Mission: Burning Blademasters Garrison --","https://www.wowhead.com/item=128310/burning-blade&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","116122","320","Burning Legion Missive","True","Burning Legion Missive Eavesdrop on the Burning Legion's commands. Drop: The Burning Front Talador --","https://www.wowhead.com/item=116122/burning-legion-missive&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","108633","415","Thrashin' Cannon Controller","True","Crashin' Thrashin' Cannon Controller Summon and control your Crashin' Thrashin' Cannon. ""Part of the ""Iron Armada"" set."" Drop: Gondar Tanaan Jungle --","https://www.wowhead.com/item=108633/crashin-thrashin-cannon-controller&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","122117","425","Cursed Feather of Ikzan","True","Cursed Feather of Ikzan Transforms the caster to have the appearance of one of Iskar's followers. Drop: High Priest Ikzan Tanaan Jungle --","https://www.wowhead.com/item=122117/cursed-feather-of-ikzan&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","127859","398","Dazzling Rod","True","Dazzling Rod Equip a Dazzling Rod, allowing you to shoot arcane energy at others wielding the rod. ""A game played by Draenic children."" Treasure: Dazzling Rod Tanaan Jungle --","https://www.wowhead.com/item=127859/dazzling-rod&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","108743","289","Smoldering Boots","True","Deceptia's Smoldering Boots Make your boots smolder. Treasure: Deceptia's Smoldering Boots Talador --","https://www.wowhead.com/item=108743/deceptias-smoldering-boots&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","118935","460","Ever-Blooming Frond","True","Ever-Blooming Frond Restores 15% of health and mana every 1 second for 6 seconds. Any damage taken will remove the bloom. Can only be used in Draenor. ""Any tear in this leaf is instantly repaired."" Quest: Cenarion Concerns Garrison Inn --","https://www.wowhead.com/item=118935/ever-blooming-frond&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","127652","401","Felflame Campfire","True","Felflame Campfire Build a fel campfire that is unpleasant to be around. It does allow cooking, though. Drop: Bramblefell Tanaan Jungle --","https://www.wowhead.com/item=127652/felflame-campfire&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","109167","573","Loot-A-Rang","True","Findle's Loot-A-Rang Retrieves the loot from a nearby corpse. Can only be used in Draenor. Profession: Engineering -- --","https://www.wowhead.com/item=109167/findles-loot-a-rang&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","119145","301","Firefury Totem","True","Firefury Totem Place a Firefury Totem that will set the sky on fire for 10 minutes. (Horde Only) ""Flames dance playfully around the totem."" Quest: Fury of Frostfire Frostfire Ridge --","https://www.wowhead.com/item=119145/firefury-totem&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","128471","408","Frostwolf Grunt's Battlegear","True","Frostwolf Grunt's Battlegear Garb yourself for battle as a Frostwolf soldier. (Horde Only) Vandor: Shadow Hunter Denjai Tanaan Jungle Faction: Vol' jin's Headhunters - Revered","https://www.wowhead.com/item=128471/frostwolf-grunts-battlegear&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","119083","342","Fruit Basket","True","Fruit Basket Throw a piece of fruit at the target, utterly destroying the fruit. Garrison Building: Inn Garrison --","https://www.wowhead.com/item=119083/fruit-basket&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","118937","338","Braid","True","Gamon's Braid Clutch the braid tightly, and Gamon will be with you. ""Gamon will save us!"" Garrison Building: Inn Garrison --","https://www.wowhead.com/item=118937/gamons-braid&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","127659","400","Ghostly Iron Buccaneer's Hat","True","Ghostly Iron Buccaneer's Hat Show mutineers you've got a bone to pick with them. Drop: Captain Ironbeard Tanaan Jungle --","https://www.wowhead.com/item=127659/ghostly-iron-buccaneers-hat&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","117569","296","Giant Deathweb Egg","True","Giant Deathweb Egg Shake me. Treasure: Curious Deathweb Egg Talador --","https://www.wowhead.com/item=117569/giant-deathweb-egg&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","119180","496","Goren ""Log"" Roller","True","Goren ""Log"" Roller Summon a goren to take you for a ride. Drop: Gibblette the Cowardly Frostfire Ridge --","https://www.wowhead.com/item=119180/goren-log-roller&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","118716","332","Goren Garb","True","Goren Garb Disguises yourself as a goren. Treasure: Warm Goren Egg Gorgrond --","https://www.wowhead.com/item=118716/goren-garb&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","119210","324","Hearthstone Board","True","Hearthstone Board Throw down a Hearthstone board, letting everyone know you're ready to play! Vendor: Benjamin Brode Garrison 1,000 Gold","https://www.wowhead.com/item=119210/hearthstone-board&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","119218","308","Horde Flag of Victory","True","Horde Flag of Victory Place a flag on an enemy player's corpse in front of you. (Horde Only) Garrison Building: Gladiator's Sanctum Garrison --","https://www.wowhead.com/item=119218/horde-flag-of-victory&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","113631","330","Hypnosis Goggles","True","Hypnosis Goggles Hypnotize a critter into following you for 5 minutes. Drop: Hypnocroak Shadowmoon Valley --","https://www.wowhead.com/item=113631/hypnosis-goggles&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","127707","394","Indestructible Bone","True","Indestructible Bone Give your Perky Pug a bone. Vendor: Tiffy Trapspring, Giada Goldleash Garrison --","https://www.wowhead.com/item=127707/indestructible-bone&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","118244","299","Iron Buccaneer's Hat","True","Iron Buccaneer's Hat Disguise yourself as a swashbuckler of the Iron Seas. Drop: Captain Ironbeard Nagrand --","https://www.wowhead.com/item=118244/iron-buccaneers-hat&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","127668","390","Jewel of Hellfire","True","Jewel of Hellfire Apply directly to the forehead. Treasure: Jewel of Hellfire Tanaan Jungle --","https://www.wowhead.com/item=127668/jewel-of-hellfire&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","128462","409","Karabor Councilor's Attire","True","Karabor Councilor's Attire Garb yourself in the ceremonial robes of Karabor. (Alliance Only) Vendor: Vindicator Krethos Tanaan Jungle Faction: Hand of the Prophet - Revered","https://www.wowhead.com/item=128462/karabor-councilors-attire&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","116125","270","Webspinner","True","Klikixx's Webspinner Get all wrapped up. Drop: Klikixx Talador --","https://www.wowhead.com/item=116125/klikixxs-webspinner&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","119039","341","Warning Sign","True","Lilian's Warning Sign Place a Warning Sign that lasts for 1 minute. A message can be carved into the sign, causing it to last for 1 hour and making it visible to other players. ""Used extensively by Lilian Voss to keep others away."" Garrison Building: Inn Garrison --","https://www.wowhead.com/item=119039/lilians-warning-sign&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","127696","393","Magic Pet Mirror","True","Magic Pet Mirror Take on the appearance of your companion pet. Only works on pets that can battle. Vendor: Tiffy Trapspring, Giada Goldleash Garrison --","https://www.wowhead.com/item=127696/magic-pet-mirror&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","118938","339","Duplicator","True","Manastorm's Duplicator Adds another Manastorm to the world, as if it needed it. ""Everything's coming up Millhouse!"" Garrison Building: Inn Garrison --","https://www.wowhead.com/item=118938/manastorms-duplicator&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","119092","357","Famous Polish","True","Moroe's Famous Polish Polish the scuffs away, and everything else! Garrison Building: Inn Garrison --","https://www.wowhead.com/item=119092/moroes-famous-polish&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","113670","329","Mournful Moan of Murmur","True","Mournful Moan of Murmur Release Murmur's wail. Drop: Echo of Murmur Talador --","https://www.wowhead.com/item=113670/mournful-moan-of-murmur&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","119001","391","Mystery Keg","True","Mystery Keg Summon a keg filled with a mysterious brew. Quest: Cleaning House, Not in Your Army Spires of Arak --","https://www.wowhead.com/item=119001/mystery-keg&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","134004","502","Eternal Elementium Signet","True","Noble's Eternal Elementium Signet Put on you Noble's Eternal Elementium Signet Ring. ""Finely crafted from the rarest materials, this exquisite ring is bought by the world's elite to pass down through generations."" Vendor: Harris Pilton Terrokkar Forest 3,000 Gold","https://www.wowhead.com/item=134004/nobles-eternal-elementium-signet&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","118224","494","Ogre Brewing Kit","True","Ogre Brewing Kit Brew up a special surprise! Drop: Stomper Kreego Gorgrond --","https://www.wowhead.com/item=118224/ogre-brewing-kit&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","120276","327","Bridle Chain","True","Outrider's Bridle Chain Disguise yourself as a Warsong orc. Drop: Warleader Tome Nagrand --","https://www.wowhead.com/item=120276/outriders-bridle-chain&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","115468","293","Permanent Frost Essence","True","Permanent Frost Essence Interacting with the permanent frost essence lowers the body's temperature for 2 minutes. (Horde Only) Vendor: Beska Redtusk Warspear Faction: Frostwolf Orcs – Honored 850 Gold","https://www.wowhead.com/item=115468/permanent-frost-essence&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","115472","542","Permanent Time Bubble","True","Permanent Time Bubble Interacting with the enchanted orb takes the person out of time for 20 seconds. (Alliance Only) ""A magical orb imbued with Oru'kai's time enchant. Vendor: Vindicator Nuurem Stormshield Reputation: Council of Exarchs – Honored 1,000 Gold","https://www.wowhead.com/item=115472/permanent-time-bubble&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","108745","360","Personal Hologram","True","Personal Hologram Create a temporary hologram of yourself for 1 minute. ""Image may react to some emotes."" Profession: Engineering -- --","https://www.wowhead.com/item=108745/personal-hologram&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","127864","399","Personal Spotlight","True","Personal Spotlight Place a spotlight over your head. Vendor: Trader Araanda, Trader Darakk Lunarfall, Frostwall 100 Gold","https://www.wowhead.com/item=127864/personal-spotlight&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","118221","298","Petrification Stone","True","Petrification Stone Use: Petrify a critter for 5 minutes. Drop: Fossilwood the Petrified Gorgrond --","https://www.wowhead.com/item=118221/petrification-stone&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","123851","379","Photo B.O.M.B.","True","Photo B.O.M.B. Adds some company to your friends' S.E.L.F.I.E. pictures. ""Easy to learn, hard to master."" Drop: Blingtron 5000 Gift Package -- --","https://www.wowhead.com/item=123851/photo-b-o-m-b&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","127394","396","Podling Camouflage","True","Podling Camouflage Disguise yourself as a podling. Treasure: Strange Green Fruit Tanaan Jungle --","https://www.wowhead.com/item=127394/podling-camouflage&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","122700","375","Portable Audiophone","True","Portable Audiophone Put down your Portable Audiophone. ""A tiny music player, magically attuned to its owner."" Achievement: Azeroth's Top Twenty Tunes Garrison --","https://www.wowhead.com/item=122700/portable-audiophone&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","108739","231","Pretty Draenor Pearl","True","Pretty Draenor Pearl Feel pretty. Treasure: Giant Draenor Clam Frostfire Ridge --","https://www.wowhead.com/item=108739/pretty-draenor-pearl&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","119134","351","Sargerei Disguise","True","Sargerei Disguise Disguise yourself as a Sargerai Initiate. Quest: Socrethar's Fury Garrison --","https://www.wowhead.com/item=119134/sargerei-disguise&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","127655","499","Sassy Imp","True","Sassy Imp Summon an imp to do your bidding for a short time. Sort of. The imp will only answer to your summons while you are in Draenor. Drop: Imp-Master Valessa Tanaan Jungle --","https://www.wowhead.com/item=127655/sassy-imp&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
"toy","item","119421","312","Defender's Medallion","True","Sha'tari Defender's Medallion Become a Sha'tari Defender for 1 hour. Vendor Maaria Trading Post Faction: Shatari Defense – Revered","https://www.wowhead.com/item=119421/shatari-defenders-medallion&brl","https://news.blizzard.com/en-us/article/23442725/warlords-of-draenor-mounts-pets-and-more"
