"status","release_decision","current_exists","species_id","name","creature_id","summon_spell_id","item_ids","item_expansion_ids","pet_type_enum","flags","source_type_enum","source_text","audited_release_expansion","audited_source_content_expansion","audit_source_url","inclusion_reason"
"guide_confirmed","include_tww","True","4649","Blackwater Kegmover","231459","471920","232850","10","9","2","2","|cFFFFD200Vendor: |rDitty Fuzeboy|n|cFFFFD200Zone: |rUndermine|n|cFFFFD200Cost: |r5|Hitem:234741|h|TInterface\ICONS\INV_Engineering_90_Toolbox_Orange.BLP:0|t|h",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4650","Venture Companyman","231460","471921","232849","10","9","2","2","|cFFFFD200Vendor: |rDitty Fuzeboy|n|cFFFFD200Zone: |rUndermine|n|cFFFFD200Cost: |r5|Hitem:234741|h|TInterface\ICONS\INV_Engineering_90_Toolbox_Orange.BLP:0|t|h",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4651","Wily Rat","231477","471893","","","4","26","4","|cFFFFD200Pet Battle: |rUndermine",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4652","Acid-Drenched Rat","231470","471896","","","4","26","4","|cFFFFD200Pet Battle: |rUndermine",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4653","Lab Rat","231479","471895","232859","10","4","2","2","|cFFFFD200Vendor: |rAngelo Rustbin|n|cFFFFD200Zone: |rUndermine|n|cFFFFD200Cost: |r3|Hcurrency:3220|h|TInterface\ICONS\INV_Drink_21.blp:0|t|h",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4654","Underroach","231481","471897","","","4","26","4","|cFFFFD200Pet Battle: |rUndermine",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4655","Cruncher","231548","471899","232858","10","4","2","2","|cFFFFD200Vendor: |rAngelo Rustbin|n|cFFFFD200Zone: |rUndermine|n|cFFFFD200Cost: |r1|Hcurrency:3220|h|TInterface\ICONS\INV_Drink_21.blp:0|t|h",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4656","Bombshell Crab","231550","471909","","","8","26","4","|cFFFFD200Pet Battle: |rUndermine",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4657","Venture Bombshell","231567","471908","","","8","26","4","|cFFFFD200Pet Battle: |rUndermine",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4658","Cave Crab","231570","471910","","","8","26","4","|cFFFFD200Pet Battle: |rUndermine",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4659","Kaja Crab","231572","471911","","","8","26","4","|cFFFFD200Pet Battle: |rZuldazar",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4660","Paleshell Crab","231574","471917","","","8","26","4","|cFFFFD200Pet Battle: |rUndermine",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4661","Mechagopher","231622","471941","232840","10","9","2","2","|cFFFFD200Vendor: |rDitty Fuzeboy|n|cFFFFD200Zone: |rUndermine|n|cFFFFD200Cost: |r5|Hitem:234741|h|TInterface\ICONS\INV_Engineering_90_Toolbox_Orange.BLP:0|t|h",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4662","Varmint MK II","231577","471932","","","9","26","4","|cFFFFD200Pet Battle: |rUndermine",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4663","Lime Roboclucker","231579","471934","","","9","26","4","|cFFFFD200Pet Battle:|r Undermine|n",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4664","Iron Chick","231621","471946","232807","10","9","82","5","|cFFFFD200Achievement: |rHonored with the Cartels
|cFFFFD200Category: |rWar Within",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4666","Tropical Frog","231616","471912","","","8","26","4","|cFFFFD200Pet Battle: |rZuldazar",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4667","Spring-Loaded Ribbitron","231684","471943","","","9","26","4","|cFFFFD200Pet Battle:|r Undermine|n",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4668","Ultrahopper EX","231686","471937","","","9","26","4","|cFFFFD200Pet Battle: |rUndermine",,,,"tww_guide_confirmed"
"snapshot_candidate","include_tww","True","4678","Lil'Doomy","231840","466575","228781","-3","0","82","2","|cFFFFD200Vendor: |rHistorian Ma'di|n|cFFFFD200Zone: |rTanaris|n|cFFFFD200Cost: |r10|Hcurrency:3100|h|TInterface\ICONS\INV_10_DungeonJewelry_Dragon_Necklace_1_Bronze.BLP:0|t|h",,,,"tww_era_event_triage_approved"
"snapshot_candidate","include_tww","True","4679","Lil'Kaz","231841","466576","230011","-3","0","2","0","|cFFFFD200Drop: |rLord Kazzak|n|cFFFFD200Zone: |rBlasted Lands",,,,"tww_era_event_triage_approved"
"snapshot_candidate","include_tww","True","4686","Specter","232579","468317","231356","0","7","82","2","|cFFFFD200Vendor: |rAuzin|n|cFFFFD200Zone: |rDalaran|n|cFFFFD200Cost: |r2200|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h",,,,"tww_era_event_triage_approved"
"snapshot_candidate","include_tww","True","4689","Karazhan Syphoner","232585","468338","231365","0","5","82","2","|cFFFFD200Vendor: |rCupri|n|cFFFFD200Zone: |rShattrath City|n|cFFFFD200Cost: |r2200|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h",,,,"tww_era_event_triage_approved"
"guide_confirmed","include_tww","True","4691","Grunch","233564","471121","232531","-3","7","16386","1","|cFFFFD200Quest:|r You're A Mean One...|n|cFFFFD200World Event:|r Winter Veil|n",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4692","Sparklesnap","233797","471479","233247","-3","8","16466","0","|cFFFFD200Special Event: |rPlunderstorm",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4693","Alchemical Runoff","231728","471898","","","5","26","4","|cFFFFD200Pet Battle: |rUndermine",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4694","Portentous Present","233965","471751","232653","-3","5","16466","6","|cFFFFD200World Event:|r Winter Veil",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4695","Parley","233967","471798","235988;235989","-3","2","16466","0","|cFFFFD200Special Event: |rPlunderstorm",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4701","Spotty","234071","472194","232895","10","4","2","1","|cFFFFD200Quest:|r Unsolicited Feedback|n|cFFFFD200Zone: |rUndermine",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4702","Rusty Kroling","234097","0","248953","","7","26","4","|cFFFFD200Pet Battle: |rSiren Isle",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4703","Cave Kroling","234101","0","248953","","7","26","4","|cFFFFD200Pet Battle: |rSiren Isle",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4704","Living Rose","234131","472439","232923","-3","6","16386","6","|cFFFFD200World Event:|r Love is in the Air|n|cFFFFD200Cost: |r40 |Hitem:49927|h|TInterface\ICONS\INV_ValentinesCard01.BLP:0|t|h",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4708","Marmaduke","234365","472536","233056","10","7","82","10","|cFFFFD200Discovery:|r Siren Isle|n",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4709","Rock Hound Mica","234366","473127","233057","10","7","16496","-1","",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4710","Pillaged Parrot","234367","0","248953","","2","26","4","|cFFFFD200Pet Battle: |rSiren Isle",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4711","Snapdragon Pup","234369","0","248953","","8","26","4","|cFFFFD200Pet Battle: |rSiren Isle",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4723","Cliffreach Cub","234710","0","248953","","7","26","4","|cFFFFD200Pet Battle: |rSiren Isle",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4724","Battleboar Piglet","234734","0","248953","","7","26","10","|cFFFFD200Pet Battle:|r Siren Isle",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4725","Titan Orb","234908","474730","","","9","16416","0","|cFFFFD200Zone: |rSiren Isle",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4726","Crackleroar","235124","1213821","234379","10","7","2","10","|cFFFFD200Zone: |rSiren Isle|n|cFFFFD200Drop: |rStormtouched Pridetalon",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4727","Skitterbite","235130","1213831","234395","10","7","18","2","|cFFFFD200Vendor: |rSoweezi|n|cFFFFD200Zone: |rSiren Isle|n|cFFFFD200Cost: |r750|Hcurrency:3090|h|TInterface\ICONS\INV_Siren_Isle_FlameBlessed_Iron.BLP:0|t|h",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4731","Storm-Infused Snapdragon","236040","0","248953","","8","26","4","|cFFFFD200Pet Battle: |rSiren Isle: Seafury Tempest",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4732","Scavenging Snapdragon","236041","0","248953","","8","26","4","|cFFFFD200Pet Battle:|r Siren Isle, Seafury Tempest|n",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4747","Eye of Chaos","237850","1218378","235794","10","5","2","0","|cFFFFD200Treasure:|r Valeera's Corrupted Chest|n|cFFFFD200Zone:|r Vision of Stormwind (Revisited)",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4748","Void-Scarred Parrot","237852","1218379","235793","10","2","2","0","|cFFFFD200Treasure:|r Wyrmbane's Corrupted Chest|n|cFFFFD200Zone:|r Vision of Stormwind (Revisited)",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4749","Void-Scarred Scorpid","237855","1218381","235795","10","7","2","2","|cFFFFD200Treasure:|r Garona's Corrupted Chest|n|cFFFFD200Zone:|r Vision of Orgrimmar (Revisited)|n",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4750","Void-Scarred Tallstrider Chick","237856","1218383","235797","10","2","2","0","|cFFFFD200Treasure:|r Geya'rah's Corrupted Chest|n|cFFFFD200Zone:|r Vision of Orgrimmar (Revisited)|n",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4755","Gleam","237976","1219016","235909","","6","16416","0","|cFFFFD200Drop: |rGallagio Garbage|n|cFFFFD200Zone: |rUndermine",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4756","Scourge of the Aspects","238064","1219265","235980","10","1","82","2","|cFFFFD200Vendor:|r Torie|n|cFFFFD200Zone:|r Dornogal|n|cFFFFD200Cost: |r5000|Hcurrency:3149|h|TInterface\ICONS\Archaeology_5_0_MoguCoin.blp:0|t|h",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4759","Craboom","238393","1220834","236768","10","8","2","0","|cFFFFD200Drop: |rSwampface|n|cFFFFD200Zone: |rOperation: Floodgate",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4794","Mister Mans","241297","1226942","238986","10","7","18","2","|cFFFFD200Vendor: |rLars Bronsmaelt|n|cFFFFD200Zone: |rHallowfall|n|cFFFFD200Cost: |r6500|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h",,,,"tww_guide_confirmed"
"snapshot_candidate","include_tww","True","4801","Tidbit","242176","1229381","239699","0","4","16466","6","|cFFFFD200World Event:|r WoW Remix: Legion",,,,"tww_era_event_triage_approved"
"snapshot_candidate","include_tww","True","4802","Morsel","242180","1229382","239705","0","4","16466","6","|cFFFFD200World Event:|r WoW Remix: Legion",,,,"tww_era_event_triage_approved"
"guide_confirmed","include_tww","True","4804","Swiftpaw","242652","1231110","241188","10","7","18","2","|cFFFFD200Vendor: |rLars Bronsmaelt|n|cFFFFD200Zone: |rHallowfall|n|cFFFFD200Cost: |r6500|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4813","Ixthal the Observling","244263","1234822","243158","10","5","18","0","|cFFFFD200Zone:|r K'aresh",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4824","Baby Karesh Fox - Orange","245204","1237372","244464","","4","16418","-1","",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4825","Veridian Thorntail","245215","1237377","244467","10","4","2","0","|cFFFFD200Drop:|r Vibrating Box|n|cFFFFD200Zone: |rK'aresh",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4826","Scrappy Thorntail","245217","1237379","244468","10","4","2","0","|cFFFFD200Drop:|r Vibrating Box|n|cFFFFD200Zone: |rK'aresh",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4827","Dread Horrorling","245474","1238270","244907","10","5","2","0","|cFFFFD200Drop:|r Vibrating Box|n|cFFFFD200Zone: |rK'aresh",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4828","Impartial Watcher","245475","1238271","244909","10","5","2","0","|cFFFFD200Drop:|r Vibrating Box|n|cFFFFD200Zone: |rK'aresh",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4829","Penumbral Terror","245476","1238272","244910","10","5","18","2","|cFFFFD200Vendor: |rShad'anis|n|cFFFFD200Zone: |rK'aresh|n|cFFFFD200Cost: |r4|Hcurrency:3303|h|TInterface\ICONS\INV_Misc_Coin_08.blp:0|t|h",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4830","Rhay'Dahr","245477","1238273","244911","","5","16418","-1","",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4832","Looker Gaz'kreth Jr.","245479","1238275","244913","10","5","2","1","|cFFFFD200Faction: |rManaforge Vandals|n|cFFFFD200Renown: |r13|n|cFFFFD200Location: |rShadow Point",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4833","Xanthous Siphonmite","245480","1238282","244914","10","7","2","0","|cFFFFD200Drop:|r Vibrating Box|n|cFFFFD200Zone: |rK'aresh",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4834","Jimmy","245481","1238283","244915","10","7","18","0","|cFFFFD200Drop: |rMorgil the Netherspawn|n|cFFFFD200Zone: |rK'aresh",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4835","Cyan Siphonmite","245482","1238284","244916","10","7","2","0","|cFFFFD200Drop:|r Vibrating Box|n|cFFFFD200Zone: |rK'aresh",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4836","Vitriolic Inchshifter","245494","1238328","245212","10","7","2","0","|cFFFFD200Drop:|r Vibrating Box|n|cFFFFD200Zone: |rK'aresh",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4838","Palek'ti, the Mouth of Nothingness","245496","1238330","245214","10","7","18","0","|cFFFFD200Drop: |rMalek'ta|n|cFFFFD200Zone: |rK'aresh",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4839","Shimmering Inchshifter","245497","1238331","245215","10","7","2","0","|cFFFFD200Drop:|r Vibrating Box|n|cFFFFD200Zone: |rK'aresh",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4840","Graceful Cosmic Ray Pup","245498","1238332","245252","10","2","2","0","|cFFFFD200Drop:|r Vibrating Box|n|cFFFFD200Zone: |rK'aresh",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4841","Starlight","245499","1238333","245255","10","2","82","-1","|cFFFFD200Achievement: |rBounty Seeker
|cFFFFD200Category: |rWar Within",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4842","Duskthief","245500","1238336","245254","10","2","18","0","|cFFFFD200Drop: |rThe Nightreaver|n|cFFFFD200Zone: |rK'aresh",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4843","Sao'rhon","245501","1238334","245256","10","2","2","0","|cFFFFD200Drop:|r Ethereal Delve's Heavy Trunk|n",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4844","Inquisitive Cosmic Ray Pup","245502","1238335","245253","10","2","2","0","|cFFFFD200Drop:|r Vibrating Box|n|cFFFFD200Zone: |rK'aresh",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4845","Mr. Long-Legs","245503","1238337","245269","10","4","18","0","|cFFFFD200Treasure: |rAncient Coffer|n|cFFFFD200Zone: |rK'aresh",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4846","Heka'Tarnos, Bringer of Discord","245504","1238338","245272","10","4","18","0","|cFFFFD200Drop: |rHeka'tamos|n|cFFFFD200Zone: |rK'aresh",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4847","Copper Lapbug","245505","1238341","245273","10","4","2","0","|cFFFFD200Drop:|r Vibrating Box|n|cFFFFD200Zone: |rK'aresh",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4848","Cerulean Lapbug","245506","1238346","245274","10","4","2","0","|cFFFFD200Drop:|r Vibrating Box|n|cFFFFD200Zone: |rK'aresh",,,,"tww_guide_confirmed"
"db2_tww_signal","include_tww","True","4849","Flotsam Harvester","245545","1238913","245543","10","9","82","2","|cFFFFD200Vendor: |rChurbro|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Zone: |rBoralus Harbor|n|cFFFFD200World Event:|r Battle for Azeroth Timewalking",,,,"tww_db2_signal_triage_approved"
"snapshot_candidate","include_tww","True","4851","Tiny Snow Buddy","245616","1238915","245544","-3","6","16466","6","|cFFFFD200World Event:|r Feast of Winter Veil|n",,,,"tww_era_event_triage_approved"
"db2_tww_signal","include_tww","True","4852","Lil' Daz'ti","245647","1239142","245574","10","7","82","6","|cFFFFD200Vendor: |rChurbro|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Zone: |rBoralus Harbor|n|cFFFFD200World Event:|r Battle for Azeroth Timewalking|n",,,,"tww_db2_signal_triage_approved"
"guide_confirmed","include_tww","True","4859","Zo'ya","247463","1243337","246694","10","7","2","1","|cFFFFD200Faction: |rManaforge Vandals|n|cFFFFD200Renown: |r8|n|cFFFFD200Location: |rShadow Point",,,,"tww_guide_confirmed"
"guide_confirmed","include_tww","True","4860","Unfazed Diver","247465","1243343","246723","10","7","2","-1","|cFFFFD200Source: |r???
|cFFFFD200Zone: |rTazavesh, the Veiled Market",,,,"tww_guide_confirmed"
"snapshot_candidate","include_tww","True","4901","Fledgling Warden's Companion","251889","1254381","252301","0","2","16466","6","|cFFFFD200World Event:|r WoW Remix: Legion",,,,"tww_era_event_triage_approved"
"snapshot_candidate","include_tww","True","4911","P.O.S.T. Assistant","253374","1258852","254876","8","5","82","2","|cFFFFD200Vendor: |rCollector Ta'steld|n|cFFFFD200Zone: |rOribos|n|cFFFFD200Cost: |r2200|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h",,,,"tww_era_event_triage_approved"
