"status","current_exists","present_final_tww","acquisition_expansion","decor_id","item_id","decor_name","catalog_name","category","source_text","achievement_ids","quest_ids","npc_ids","spell_ids","currency_ids","collection_spell_id","catalog_flags","acquisition_note","acquisition_source_url","item_name","item_expansion_id","flags","type","model_type","weight_cost"
"acquisition_tww_confirmed","True","True","tww","12211","258766","Exposed Corner Ethereal Pipe Segment","Exposed Corner Ethereal Pipe Segment","Structural › Large Structures","Om'sirik (K'aresh) 800 Resonance Crystals","","","235252","","2815",,,,,"Exposed Corner Ethereal Pipe Segment","-3","3","1","1","5"
"acquisition_tww_confirmed","True","True","tww","12212","258767","Exposed Long Ethereal Pipe Segment","Exposed Long Ethereal Pipe Segment","Structural › Large Structures","Om'sirik (K'aresh) 800 Resonance Crystals","","","235252","","2815",,,,,"Exposed Long Ethereal Pipe Segment","-3","3","1","1","5"
"acquisition_tww_confirmed","True","True","tww","12217","258835","Exposed Intersecting Ethereal Pipe Segment","Exposed Intersecting Ethereal Pipe Segment","Structural › Large Structures","Om'sirik (K'aresh) 800 Resonance Crystals","","","235252","","2815",,,,,"Exposed Intersecting Ethereal Pipe Segment","-3","3","1","1","5"
"acquisition_tww_confirmed","True","True","tww","12218","258836","Reinforced Corner Ethereal Pipe Segment","Reinforced Corner Ethereal Pipe Segment","Structural › Large Structures","Om'sirik (K'aresh) 800 Resonance Crystals","","","235252","","2815",,,,,"Reinforced Corner Ethereal Pipe Segment","-3","3","1","1","5"
"acquisition_tww_confirmed","True","True","tww","12220","258885","Exposed Angled Ethereal Pipe Segment","Exposed Angled Ethereal Pipe Segment","Structural › Large Structures","Om'sirik (K'aresh) 800 Resonance Crystals","","","235252","","2815",,,,,"Exposed Angled Ethereal Pipe Segment","-3","3","1","1","5"
"acquisition_tww_confirmed","True","True","tww","12263","259071","Brawler's Guild Punching Bag",,"Accents › Misc Accents","""Bad Luck"" Symmes (Brawl'gar Arena) 4000 Dershway the Triggered (Deeprun Tram) 4000 +2 more sources","","","145695;151941;68364;68363","","","1264396","EXTERIOR INTERIOR","Brawler's Guild season 5 rank 5 reward added during TWW; costs 4000 gold","https://housing.wowdb.com/decor/12263/brawlers-guild-punching-bag-12263/","Brawler's Guild Punching Bag","-3","3","1","1","3"
"acquisition_tww_confirmed","True","True","tww","14359","260582","Cartel Collector's Cage",,"Miscellaneous › Miscellaneous - All","Manaforge Omega: Dimensius Looms (K'aresh) Ta'sam (Tazavesh, the Veiled Market, K'aresh) 500 Resonance Crystals","","86820","235314","","2815","1266582","EXTERIOR INTERIOR","K'aresh quest and vendor purchase for 500 Resonance Crystals; acquisition is TWW despite the Shadowlands theme tag","https://housing.wowdb.com/decor/14359/cartel-collectors-cage-14359/","Cartel Collector's Cage","-3","3","1","1","3"
"acquisition_tww_confirmed","True","True","tww","14360","260583","Arathi Bartender's Shelves","Arathi Bartender's Shelves","Furnishings › Storage","To Kill a Queen (City of Threads) Nalina Ironsong (Hallowfall) 500 Resonance Crystals","","82141","217642","","2815",,,,,"Arathi Bartender's Shelves","-3","3","1","1","5"
"acquisition_tww_confirmed","True","True","tww","14381","260700","Gob-chanical Trash Heap",,"Accents › Misc Accents","Showdown in the Attic (Undermine) Stacks Topskimmer (Undermine) 300 Resonance Crystals","","84675","251911","","2815","1266727","EXTERIOR INTERIOR","Undermine quest and vendor purchase for 300 Resonance Crystals; acquisition is TWW despite the BFA theme tag","https://housing.wowdb.com/decor/14381/gob-chanical-trash-heap-14381/","Gob-chanical Trash Heap","-3","3","1","1","3"
"acquisition_tww_confirmed","True","True","tww","14815","263026","Brawler's Barricade",,"Miscellaneous › Miscellaneous - All","""Bad Luck"" Symmes (Brawl'gar Arena) 500 Dershway the Triggered (Deeprun Tram) 500 +2 more sources","","","145695;151941;68364;68363","","","1269690","EXTERIOR INTERIOR","Brawler's Guild season 5 rank 2 reward added during TWW; costs 500 gold","https://housing.wowdb.com/decor/14815/brawlers-barricade-14815/","Brawler's Barricade","-3","3","1","1","5"
