"status","release_decision","current_exists","mount_id","name","source_spell_id","item_ids","item_expansion_ids","source_type_enum","flags","source_text","inclusion_reason"
"snapshot_candidate","include_tww","True","2542","Bloodhunter Fel Bat","1229276","239665","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion|n","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2544","Ashplague Fel Bat","1229283","239667","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion|n","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2546","Wretched Fel Bat","1229288","239687","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion|n","tww_era_event_confirmed"
"guide_confirmed","include_tww","True","2549","Umbral K'arroc","1233511","242714","10","5","0","|cFFFFD200Achievement: |rGlory of the Omega Raider|n|cFFFFD200Category: |rDungeons & Raids","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2550","K'arroc Swiftwing","1233516","242715","10","-1","0","|cFFFFD200Quest: |rOff to Tazavesh, Again|n|cFFFFD200Zone: |rK'aresh","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2552","Lavender K'arroc","1233518","242717","10","2","0","|cFFFFD200Vendor: |rShad'anis|n|cFFFFD200Zone: |rK'aresh|n|cFFFFD200Cost: |r10|Hcurrency:3303|h|TInterface\ICONS\INV_Misc_Coin_08.blp:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2555","The Bone Freezer","1233542","242728","10","1","0","|cFFFFD200Faction: |rManaforge Vandals|n|cFFFFD200Renown: |r14|n|cFFFFD200Location: |rShadow Point","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2556","Ruby Void Creeper","1233546","242729","10","2","0","|cFFFFD200Vendor: |rOm'sirik|n|cFFFFD200Zone: |rK'aresh|n|cFFFFD200Cost: |r8125|Hcurrency:2815|h|TInterface\ICONS\SPELL_AZERITE_ESSENCE14.BLP:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2557","Acidic Void Creeper","1233547","242730","10","2","0","|cFFFFD200Vendor: |rShad'anis|n|cFFFFD200Zone: |rK'aresh|n|cFFFFD200Cost: |r7|Hcurrency:3303|h|TInterface\ICONS\INV_Misc_Coin_08.blp:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2560","Blue Barry","1233559","242733","10","1","0","|cFFFFD200Quest: |rA Blue for You|n|cFFFFD200Zone: |rK'aresh","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2561","Curious Slateback","1233561","242734","10","-1","0","|cFFFFD200Drop:|r Wriggling Pinnacle Cache|n|cFFFFD200Zone: |rK'aresh","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2569","Unbound Star-Eater","1234573","243061","10","3","0","|cFFFFD200Drop: |rDimensius, the All-Devouring|n|cFFFFD200Zone: |rManaforge Omega (Mythic)|n","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2570","Vicious Void Creeper","1234820","243157","10","-1","4","|cFFFFD200PvP:|r The War Within: Season 3|nRated Arena and Rated Battleground Season Reward","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2571","Vicious Void Creeper","1234821","243159","10","-1","4","|cFFFFD200PvP:|r The War Within: Season 3|nRated Arena and Rated Battleground Season Reward","tww_guide_confirmed"
"snapshot_candidate","include_tww","True","2574","Snowy Highmountain Eagle","1235513","250721","0","6","192","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"guide_confirmed","include_tww","True","2586","Moonlit Nightsaber","1237631","245695","7","2","0","|cFFFFD200Vendor: |rChurbro|n|cFFFFD200Zone: |rBoralus Harbor|n|cFFFFD200Cost: |r5000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h|n|n|cFFFFD200Vendor: |rChurbro|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r5000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2587","Ivory Savagemane","1237703","245694","7","-1","0","|cFFFFD200Vendor: |rChurbro|n|cFFFFD200Zone: |rBoralus Harbor|n|cFFFFD200Cost: |r5000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h|n|n|cFFFFD200Vendor: |rChurbro|n|cFFFFD200Zone: |rZuldazar|n|cFFFFD200Cost: |r5000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h","tww_guide_confirmed"
"snapshot_candidate","include_tww","True","2593","Slag Basilisk","1238729","250423","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"guide_confirmed","include_tww","True","2601","Pearlescent Krolusk","1240632","246067","10","0","0","|cFFFFD200Drop: |rUrmag|n|cFFFFD200Zone: |rK'aresh","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2602","Translocated Gorger","1241070","246159","10","0","0","|cFFFFD200Drop:|r Devourer Swarms|n|cFFFFD200Zone:|r Tazavesh |n","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2603","Sthaarbs's Last Lunch","1241076","246160","10","0","0","|cFFFFD200Drop: |rSthaarbs|n|cFFFFD200Zone: |rK'aresh","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2604","OC91 Chariot","1241263","246237","10","2","0","|cFFFFD200Vendor: |rSir Finley Mrrgglton|n|cFFFFD200Zone: |rDornogal|n|cFFFFD200Cost: |r15000|Hcurrency:2803|h|TInterface\ICONS\INV_Misc_ElvenCoins.blp:0|t|h|n","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2605","Inarius' Charger","1241429","246264","0","0","64","|cFFFFD200Drop|r: Greedy Emissaries","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2606","Royal Voidwing","1242272","246445","10","3","0","|cFFFFD200Quest: |rA Twilight Oath's End","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2623","The Headless Horseman's Ghoulish Charger","1245198","247721","-3","0","64","|cFFFFD200Drop:|r Loot-Filled Pumpkin|n|cFFFFD200Holiday:|r Hallow's End|n","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2631","Scarlet Void Flyer","1245517","247822","10","-1","0","|cFFFFD200Achievement: |rThe War Within Keystone Legend: Season Three|n|cFFFFD200Category: |rDungeons","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2633","Azure Void Flyer","1246781","248248","10","-1","0","|cFFFFD200Achievement: |rThe War Within Keystone Master: Season Three|n|cFFFFD200Category: |rDungeons","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2640","Brewfest Bomber","1247662","248761","-3","-1","1024","|cFFFFD200Drop:|r Coren Direbrew|n|cFFFFD200Holiday:|r Brewfest","tww_guide_confirmed"
"snapshot_candidate","include_tww","True","2653","Ghastly Ur'zul","1250482","250192","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"guide_confirmed","include_tww","True","2655","Phase-Lost Slateback","1250578","250240","10","0","0","|cFFFFD200Achievement: |rPhase-Lost-and-Found|n|cFFFFD200Category: |rWar Within","tww_guide_confirmed"
"snapshot_candidate","include_tww","True","2660","Leystone Basilisk","1250879","250424","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2661","Felslate Basilisk","1250880","250425","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2662","Aquamarine Basilisk","1250881","250426","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2663","Illidari Dreadstalker","1250882","250428","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2664","Illidari Blightstalker","1250884","250427","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2665","Highland Elderhorn","1250886","250429","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2666","Treetop Highmountain Eagle","1251255","250723","0","6","192","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2670","Arcberry Manasaber","1251265","250728","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2671","Fel-Scarred Mana Ray","1251279","250745","0","6","192","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2672","Bloodtooth Mana Ray","1251281","250746","0","6","192","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2673","Albino Mana Ray","1251283","250747","0","6","192","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2674","Luminous Mana Ray","1251284","250748","0","6","192","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2675","Twilight Courser","1251295","250751","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2676","Golden Sunrunner","1251297","250752","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2677","Turquoise Courser","1251298","250756","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2678","Gloomdark Nightmare","1251300","250757","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2679","Bonesteed of Triumph","1251305","250761","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2681","Bonesteed of Bloodshed","1251307","250760","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2682","Bonesteed of Plague","1251309","250759","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2683","Bonesteed of Oblivion","1251311","250758","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2686","Longhorned Sable Talbuk","1251396","250802","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2688","Garnet Ruinstrider","1251397","250803","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2689","Longhorned Bleakhoof Talbuk","1251398","250804","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2690","Longhorned Argussian Talbuk","1251399","250805","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2691","Longhorned Beryl Talbuk","1251400","250806","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2705","Chestnut Courser","1253129","251796","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2706","Brimstone Courser","1253130","251795","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2720","Felscorned Vilebrood Vanquisher","1255264","252954","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2721","Slayer's Felscorned Shrieker","1255431","253013","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2723","Felscorned Wolfhawk","1255456","253025","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2724","Archmage's Felscorned Disc","1255463","253026","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2725","Felscorned Grandmaster's Companion","1255467","253027","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2726","Felscorned Highlord's Charger","1255471","253028","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2727","High Priest's Felscorned Seeker","1255475","253029","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2728","Shadowblade's Felscorned Omen","1255477","253030","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2729","Farseer's Felscorned Tempest","1255478","253031","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2730","Felscorned Netherlord's Dreadsteed","1255480","253032","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"snapshot_candidate","include_tww","True","2731","Felscorned War Wyrm","1255482","253033","0","6","64","|cFFFFD200World Event:|r WoW Remix: Legion","tww_era_event_confirmed"
"guide_confirmed","include_tww","True","2795","Bronze Wilderling","1261668","257511","8","0","128","|cFFFFD200Achievement: |rMaster of the Turbulent Timeways IV|n|cFFFFD200Category:|r Timewalking|n|n","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2796","Bronze Aquilon","1261671","257513","8","0","0","|cFFFFD200Achievement: |rMaster of the Turbulent Timeways IV|n|cFFFFD200Category:|r Timewalking|n|n","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2797","Bronze Corpsefly","1261677","257514","8","2","128","|cFFFFD200Achievement: |rMaster of the Turbulent Timeways IV|n|cFFFFD200Category:|r Timewalking","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2798","Bronze Gravewing","1261681","257516","8","2","0","|cFFFFD200Achievement: |rMaster of the Turbulent Timeways IV|n|cFFFFD200Category:|r Timewalking|n","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2802","Geargrinder Mk. 11","1262886","258188","10","-1","0","|cFFFFD200Achievement:|r Worldsoul-Searching|n|cFFFFD200Category:|r Expansion Features","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2803","Skypaw Glimmerfur","1263369","258488","8","2","64","|cFFFFD200Vendor: |rCollector Ta'steld|n|cFFFFD200Zone: |rOribos|n|cFFFFD200Cost: |r5000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2804","Crimson Lupine","1263387","258515","8","2","0","|cFFFFD200Vendor: |rCollector Ta'steld|n|cFFFFD200Zone: |rOribos|n|cFFFFD200Cost: |r5000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2807","Brawlin' Bruno","1264621","259227","-3","6","0","|cFFFFD200Vendor: |rUlaani|n|cFFFFD200Zone: |rBizmo's Brawlpub|n|n|cFFFFD200Vendor: |rTiana Nevermorn|n|cFFFFD200Zone: |rBrawl'gar Arena|n|n|cFFFFD200Faction: |rBrawler's Guild (Rank 6)|n|cFFFFD200Cost: |r4000|TInterface/MONEYFRAME/UI-GoldIcon.blp:0|t","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2808","Ballistic Bronco","1264643","259238","-3","6","128","|cFFFFD200Vendor: |rUlaani|n|cFFFFD200Zone: |rBizmo's Brawlpub|n|n|cFFFFD200Vendor: |rTiana Nevermorn|n|cFFFFD200Zone: |rBrawl'gar Arena|n|n|cFFFFD200Faction: |rBrawler's Guild (Rank 8)|n|cFFFFD200Cost: |r10000|TInterface/MONEYFRAME/UI-GoldIcon.blp:0|t","tww_guide_confirmed"
"guide_confirmed","include_tww","True","2815","Snowpaw Glimmerfur Prowler","1264988","259463","8","2","0","|cFFFFD200Vendor: |rCollector Ta'steld|n|cFFFFD200Zone: |rOribos|n|cFFFFD200Cost: |r5000|Hcurrency:1166|h|TInterface\ICONS\PVECurrency-Justice.blp:0|t|h","tww_guide_confirmed"
