module,expansion,achievement_id,criterion_index,criteria_id,criteria_type,asset_id,name,decision,source_keys,group_map,candidate_points,sources,note
treasures,legion,11258,28,33403,27,39104,,unresolved_in_snapshot,quest:39104,641,[],,
treasures,legion,11258,31,33406,27,39094,,unresolved_in_snapshot,quest:39094,641,[],,
treasures,legion,11258,32,33407,27,39098,,unresolved_in_snapshot,quest:39098,641,[],,
treasures,legion,11258,38,33413,27,40272,,unresolved_in_snapshot,quest:40272,641,[],,
treasures,legion,11258,41,33416,27,38393,,unresolved_in_snapshot,quest:38393,641,[],,
treasures,legion,11258,42,33417,27,39105,,unresolved_in_snapshot,quest:39105,641,[],,
treasures,legion,11258,43,33418,27,39106,,unresolved_in_snapshot,quest:39106,641,[],,
treasures,legion,11258,44,33419,27,39109,,unresolved_in_snapshot,quest:39109,641,[],,
treasures,legion,11258,48,33423,27,39099,,unresolved_in_snapshot,quest:39099,641,[],,
treasures,legion,11258,49,33424,27,39101,,unresolved_in_snapshot,quest:39101,641,[],,
treasures,legion,11258,51,33426,27,38371,,source_backed_pin_candidate,quest:38371,641,"[[641,0.738,0.323]]",ATT/Zones.lua:crit:33426@o:240619;ATT/Zones.lua:object:240619,
treasures,legion,11258,59,33434,27,40273,,unresolved_in_snapshot,quest:40273,641,[],,
treasures,legion,11258,63,33438,27,39103,,unresolved_in_snapshot,quest:39103,641,[],,
treasures,legion,11258,65,33440,27,39095,,unresolved_in_snapshot,quest:39095,641,[],,
treasures,legion,11258,66,33441,27,39113,,unresolved_in_snapshot,quest:39113,641,[],,
treasures,legion,11258,68,33443,68,255963,,unresolved_in_snapshot,object:255963,641,[],,
treasures,legion,11259,1,33255,27,38511,,unresolved_in_snapshot,quest:38511,634,[],,
treasures,legion,11259,2,33443,68,255963,,unresolved_in_snapshot,object:255963,634,[],,
treasures,legion,11259,38,33478,27,40066,,unresolved_in_snapshot,quest:40066,634,[],,
treasures,legion,11259,42,33482,27,38494,,unresolved_in_snapshot,quest:38494,634,[],,
treasures,legion,11259,44,33484,27,38509,,unresolved_in_snapshot,quest:38509,634,[],,
treasures,legion,11259,62,33502,27,43308,,unresolved_in_snapshot,quest:43308,634,[],,
treasures,legion,11259,66,33507,27,38215,,unresolved_in_snapshot,quest:38215,634,[],,
treasures,legion,11257,6,33517,27,40612,,unresolved_in_snapshot,quest:40612,650,[],,
treasures,legion,11257,26,33537,27,40610,,unresolved_in_snapshot,quest:40610,650,[],,
treasures,legion,11257,35,33546,27,39507,,unresolved_in_snapshot,quest:39507,650,[],,
treasures,legion,11257,45,38228,68,257290,,unresolved_in_snapshot,object:257290,650,[],,
treasures,legion,11260,2,33556,68,257291,,unresolved_in_snapshot,object:257291,680,[],,
treasures,legion,11260,3,33557,27,41048,,unresolved_in_snapshot,quest:41048,680,[],,
treasures,legion,11260,4,33558,27,41050,,unresolved_in_snapshot,quest:41050,680,[],,
treasures,legion,11260,9,33563,27,44179,,source_backed_pin_candidate,quest:44179,680,"[[683,0.381,0.425]]",ATT/Zones.lua:crit:33563@o:251052;ATT/Zones.lua:object:251052,
treasures,legion,11260,21,33575,27,43843,,unresolved_in_snapshot,quest:43843,680,[],,
treasures,legion,11260,23,33577,27,41681,,unresolved_in_snapshot,quest:41681,680,[],,
treasures,legion,11260,24,33578,27,41682,,unresolved_in_snapshot,quest:41682,680,[],,
treasures,legion,11260,36,33590,27,41051,,unresolved_in_snapshot,quest:41051,680,[],,
treasures,legion,11260,42,33596,27,43833,,unresolved_in_snapshot,quest:43833,680,[],,
treasures,legion,11260,43,33597,27,41049,,unresolved_in_snapshot,quest:41049,680,[],,
treasures,legion,11260,55,33609,27,43416,,source_backed_pin_candidate,quest:43416,680,"[[683,0.77,0.619]]",ATT/Zones.lua:crit:33609@o:258034;ATT/Zones.lua:object:258034,
treasures,legion,12074,9,37600,27,48749,Desperate Eredar's Cache,source_backed_pin_candidate,quest:48749,905,"[[882,0.571,0.768]]",ATT/Zones.lua:crit:37600@o:276228;ATT/Zones.lua:object:276228,
treasures,shadowlands,15099,7,52243,27,64256,Helsworn Chest,source_backed_pin_candidate,quest:64256,1961,"[[1543,0.692,0.452]]",ATT/Zones.lua:crit:52243@o:369216;ATT/Zones.lua:object:369216,
treasures,shadowlands,15099,8,52244,27,64261,Jeweled Heart,source_backed_pin_candidate,quest:64261,1961,"[[1543,0.665,0.622]]",ATT/Zones.lua:crit:52244@o:369224;ATT/Zones.lua:object:369224,
treasures,shadowlands,15502,2,53259,27,65495,Glinting Sand Pile,source_backed_pin_candidate,quest:65495,1970,"[[2029,0.451,0.36]]",ATT/Zones.lua:crit:53259@o:375397;ATT/Zones.lua:object:375397,
treasures,shadowlands,15502,3,53260,27,65496,Shifting Sand Pile,source_backed_pin_candidate,quest:65496,1970,"[[2029,0.437,0.371]]",ATT/Zones.lua:crit:53260@o:375398;ATT/Zones.lua:object:375398,
treasures,shadowlands,15502,4,53261,27,65497,Humming Sand Pile,source_backed_pin_candidate,quest:65497,1970,"[[2029,0.443,0.367]]",ATT/Zones.lua:crit:53261@o:375399;ATT/Zones.lua:object:375399,
treasures,shadowlands,15502,5,53262,27,65498,Misshapen Sand Pile,source_backed_pin_candidate,quest:65498,1970,"[[2029,0.446,0.357]]",ATT/Zones.lua:crit:53262@o:375400;ATT/Zones.lua:object:375400,
treasures,shadowlands,15502,6,53263,27,65499,Sparkling Sand Pile,source_backed_pin_candidate,quest:65499,1970,"[[2029,0.439,0.365]]",ATT/Zones.lua:crit:53263@o:375401;ATT/Zones.lua:object:375401,
treasures,shadowlands,15502,7,53265,27,65500,Ticking Sand Pile,source_backed_pin_candidate,quest:65500,1970,"[[2029,0.438,0.376]]",ATT/Zones.lua:crit:53265@o:375402;ATT/Zones.lua:object:375402,
treasures,df,17526,1,58487,29,405240,Forbidden Hoard,spell_identity_requires_routing,,2151,"[[2151,0.2841,0.42],[2151,0.3919,0.2452],[2151,0.4091,0.1121],[2151,0.4115,0.4445],[2151,0.5073,0.3679],[2151,0.5315,0.7801],[2151,0.5484,0.3439],[2151,0.5676,0.5534],[2151,0.5714,0.2267],[2151,0.58,0.3875],[2151,0.58,0.6276],[2151,0.6258,0.4946],[2151,0.6295,0.438],[2151,0.6775,0.6834]]",HandyNotes_Dragonflight:28414200;HandyNotes_Dragonflight:39192452;HandyNotes_Dragonflight:40911121;HandyNotes_Dragonflight:41154445;HandyNotes_Dragonflight:50733679;HandyNotes_Dragonflight:53157801;HandyNotes_Dragonflight:54843439;HandyNotes_Dragonflight:56765534;HandyNotes_Dragonflight:57142267;HandyNotes_Dragonflight:58003875;HandyNotes_Dragonflight:58006276;HandyNotes_Dragonflight:62584946;HandyNotes_Dragonflight:62954380;HandyNotes_Dragonflight:67756834,Spell asset is not an NPC/object ID; grouped small-treasure markers are not exact treasure-type locations.
treasures,df,17526,2,58488,29,405238,Avian Trove,spell_identity_requires_routing,,2151,"[[2100,0.448,0.4622],[2100,0.5371,0.2134],[2102,0.3809,0.5249],[2102,0.45,0.576],[2102,0.4909,0.8242],[2102,0.6073,0.4407],[2102,0.6223,0.261],[2102,0.6404,0.4226],[2102,0.6865,0.1319],[2150,0.4245,0.4551],[2150,0.5146,0.6065],[2150,0.6993,0.3512],[2151,0.1793,0.5425],[2151,0.297,0.4826],[2151,0.3312,0.4319],[2151,0.3573,0.1741],[2151,0.3686,0.7659],[2151,0.369,0.4654],[2151,0.3792,0.2169],[2151,0.3905,0.6332],[2151,0.4031,0.4192],[2151,0.4204,0.5105],[2151,0.4405,0.5921],[2151,0.4474,0.5794],[2151,0.4481,0.5577],[2151,0.457,0.566],[2151,0.4707,0.1542],[2151,0.4876,0.4706],[2151,0.4946,0.4251],[2151,0.4954,0.4935],[2151,0.5037,0.4387],[2151,0.5053,0.4337],[2151,0.5136,0.5854],[2151,0.514,0.5334],[2151,0.5419,0.5433],[2151,0.5428,0.5826],[2151,0.5457,0.5658],[2151,0.549,0.4277],[2151,0.5754,0.5601],[2151,0.5781,0.624],[2151,0.5855,0.609],[2151,0.5937,0.5286],[2151,0.5942,0.5809],[2151,0.6399,0.5005],[2151,0.6691,0.5815],[2151,0.6728,0.4345],[2151,0.686,0.4706],[2151,0.708,0.6917],[2151,0.7082,0.6916],[2151,0.7084,0.436],[2151,0.7138,0.5357],[2151,0.723,0.5308],[2151,0.7239,0.6117],[2151,0.7486,0.3764],[2151,0.7921,0.6521],[2154,0.3346,0.6479],[2154,0.4853,0.5847],[2154,0.565,0.5366],[2154,0.6611,0.2156]]",HandyNotes_Dragonflight:17935425;HandyNotes_Dragonflight:29704826;HandyNotes_Dragonflight:33124319;HandyNotes_Dragonflight:33466479;HandyNotes_Dragonflight:35731741;HandyNotes_Dragonflight:36867659;HandyNotes_Dragonflight:36904654;HandyNotes_Dragonflight:37922169;HandyNotes_Dragonflight:38095249;HandyNotes_Dragonflight:39056332;HandyNotes_Dragonflight:40314192;HandyNotes_Dragonflight:42045105;HandyNotes_Dragonflight:42454551;HandyNotes_Dragonflight:44055921;HandyNotes_Dragonflight:44745794;HandyNotes_Dragonflight:44804622;HandyNotes_Dragonflight:44815577;HandyNotes_Dragonflight:45005760;HandyNotes_Dragonflight:45705660;HandyNotes_Dragonflight:47071542;HandyNotes_Dragonflight:48535847;HandyNotes_Dragonflight:48764706;HandyNotes_Dragonflight:49098242;HandyNotes_Dragonflight:49464251;HandyNotes_Dragonflight:49544935;HandyNotes_Dragonflight:50374387;HandyNotes_Dragonflight:50534337;HandyNotes_Dragonflight:51365854;HandyNotes_Dragonflight:51405334;HandyNotes_Dragonflight:51466065;HandyNotes_Dragonflight:53712134;HandyNotes_Dragonflight:54195433;HandyNotes_Dragonflight:54285826;HandyNotes_Dragonflight:54575658;HandyNotes_Dragonflight:54904277;HandyNotes_Dragonflight:56505366;HandyNotes_Dragonflight:57545601;HandyNotes_Dragonflight:57816240;HandyNotes_Dragonflight:58556090;HandyNotes_Dragonflight:59375286;HandyNotes_Dragonflight:59425809;HandyNotes_Dragonflight:60734407;HandyNotes_Dragonflight:62232610;HandyNotes_Dragonflight:63995005;HandyNotes_Dragonflight:64044226;HandyNotes_Dragonflight:66112156;HandyNotes_Dragonflight:66915815;HandyNotes_Dragonflight:67284345;HandyNotes_Dragonflight:68604706;HandyNotes_Dragonflight:68651319;HandyNotes_Dragonflight:69933512;HandyNotes_Dragonflight:70806917;HandyNotes_Dragonflight:70826916;HandyNotes_Dragonflight:70844360;HandyNotes_Dragonflight:71385357;HandyNotes_Dragonflight:72305308;HandyNotes_Dragonflight:72396117;HandyNotes_Dragonflight:74863764;HandyNotes_Dragonflight:79216521,Spell asset is not an NPC/object ID; grouped small-treasure markers are not exact treasure-type locations.
treasures,df,17526,3,58489,29,405241,Obsidian Coffer,spell_identity_requires_routing,,2151,"[[2100,0.448,0.4622],[2100,0.5371,0.2134],[2102,0.3809,0.5249],[2102,0.45,0.576],[2102,0.4909,0.8242],[2102,0.6073,0.4407],[2102,0.6223,0.261],[2102,0.6404,0.4226],[2102,0.6865,0.1319],[2150,0.4245,0.4551],[2150,0.5146,0.6065],[2150,0.6993,0.3512],[2151,0.1793,0.5425],[2151,0.297,0.4826],[2151,0.3312,0.4319],[2151,0.3573,0.1741],[2151,0.3686,0.7659],[2151,0.369,0.4654],[2151,0.3792,0.2169],[2151,0.3905,0.6332],[2151,0.4031,0.4192],[2151,0.4204,0.5105],[2151,0.4405,0.5921],[2151,0.4474,0.5794],[2151,0.4481,0.5577],[2151,0.457,0.566],[2151,0.4707,0.1542],[2151,0.4876,0.4706],[2151,0.4946,0.4251],[2151,0.4954,0.4935],[2151,0.5037,0.4387],[2151,0.5053,0.4337],[2151,0.5136,0.5854],[2151,0.514,0.5334],[2151,0.5419,0.5433],[2151,0.5428,0.5826],[2151,0.5457,0.5658],[2151,0.549,0.4277],[2151,0.5754,0.5601],[2151,0.5781,0.624],[2151,0.5855,0.609],[2151,0.5937,0.5286],[2151,0.5942,0.5809],[2151,0.6399,0.5005],[2151,0.6691,0.5815],[2151,0.6728,0.4345],[2151,0.686,0.4706],[2151,0.708,0.6917],[2151,0.7082,0.6916],[2151,0.7084,0.436],[2151,0.7138,0.5357],[2151,0.723,0.5308],[2151,0.7239,0.6117],[2151,0.7486,0.3764],[2151,0.7921,0.6521],[2154,0.3346,0.6479],[2154,0.4853,0.5847],[2154,0.565,0.5366],[2154,0.6611,0.2156]]",HandyNotes_Dragonflight:17935425;HandyNotes_Dragonflight:29704826;HandyNotes_Dragonflight:33124319;HandyNotes_Dragonflight:33466479;HandyNotes_Dragonflight:35731741;HandyNotes_Dragonflight:36867659;HandyNotes_Dragonflight:36904654;HandyNotes_Dragonflight:37922169;HandyNotes_Dragonflight:38095249;HandyNotes_Dragonflight:39056332;HandyNotes_Dragonflight:40314192;HandyNotes_Dragonflight:42045105;HandyNotes_Dragonflight:42454551;HandyNotes_Dragonflight:44055921;HandyNotes_Dragonflight:44745794;HandyNotes_Dragonflight:44804622;HandyNotes_Dragonflight:44815577;HandyNotes_Dragonflight:45005760;HandyNotes_Dragonflight:45705660;HandyNotes_Dragonflight:47071542;HandyNotes_Dragonflight:48535847;HandyNotes_Dragonflight:48764706;HandyNotes_Dragonflight:49098242;HandyNotes_Dragonflight:49464251;HandyNotes_Dragonflight:49544935;HandyNotes_Dragonflight:50374387;HandyNotes_Dragonflight:50534337;HandyNotes_Dragonflight:51365854;HandyNotes_Dragonflight:51405334;HandyNotes_Dragonflight:51466065;HandyNotes_Dragonflight:53712134;HandyNotes_Dragonflight:54195433;HandyNotes_Dragonflight:54285826;HandyNotes_Dragonflight:54575658;HandyNotes_Dragonflight:54904277;HandyNotes_Dragonflight:56505366;HandyNotes_Dragonflight:57545601;HandyNotes_Dragonflight:57816240;HandyNotes_Dragonflight:58556090;HandyNotes_Dragonflight:59375286;HandyNotes_Dragonflight:59425809;HandyNotes_Dragonflight:60734407;HandyNotes_Dragonflight:62232610;HandyNotes_Dragonflight:63995005;HandyNotes_Dragonflight:64044226;HandyNotes_Dragonflight:66112156;HandyNotes_Dragonflight:66915815;HandyNotes_Dragonflight:67284345;HandyNotes_Dragonflight:68604706;HandyNotes_Dragonflight:68651319;HandyNotes_Dragonflight:69933512;HandyNotes_Dragonflight:70806917;HandyNotes_Dragonflight:70826916;HandyNotes_Dragonflight:70844360;HandyNotes_Dragonflight:71385357;HandyNotes_Dragonflight:72305308;HandyNotes_Dragonflight:72396117;HandyNotes_Dragonflight:74863764;HandyNotes_Dragonflight:79216521,Spell asset is not an NPC/object ID; grouped small-treasure markers are not exact treasure-type locations.
treasures,df,17526,4,58490,29,405242,Spellsworn Reserves,spell_identity_requires_routing,,2151,[],,Spell asset is not an NPC/object ID; grouped small-treasure markers are not exact treasure-type locations.
treasures,df,17526,5,58491,29,405244,Bone Pile,spell_identity_requires_routing,,2151,"[[2100,0.448,0.4622],[2100,0.5371,0.2134],[2102,0.3809,0.5249],[2102,0.45,0.576],[2102,0.4909,0.8242],[2102,0.6073,0.4407],[2102,0.6223,0.261],[2102,0.6404,0.4226],[2102,0.6865,0.1319],[2150,0.4245,0.4551],[2150,0.5146,0.6065],[2150,0.6993,0.3512],[2151,0.1793,0.5425],[2151,0.297,0.4826],[2151,0.3312,0.4319],[2151,0.3573,0.1741],[2151,0.3686,0.7659],[2151,0.369,0.4654],[2151,0.3792,0.2169],[2151,0.3905,0.6332],[2151,0.4031,0.4192],[2151,0.4204,0.5105],[2151,0.4405,0.5921],[2151,0.4474,0.5794],[2151,0.4481,0.5577],[2151,0.457,0.566],[2151,0.4707,0.1542],[2151,0.4876,0.4706],[2151,0.4946,0.4251],[2151,0.4954,0.4935],[2151,0.5037,0.4387],[2151,0.5053,0.4337],[2151,0.5136,0.5854],[2151,0.514,0.5334],[2151,0.5419,0.5433],[2151,0.5428,0.5826],[2151,0.5457,0.5658],[2151,0.549,0.4277],[2151,0.5754,0.5601],[2151,0.5781,0.624],[2151,0.5855,0.609],[2151,0.5937,0.5286],[2151,0.5942,0.5809],[2151,0.6399,0.5005],[2151,0.6691,0.5815],[2151,0.6728,0.4345],[2151,0.686,0.4706],[2151,0.708,0.6917],[2151,0.7082,0.6916],[2151,0.7084,0.436],[2151,0.7138,0.5357],[2151,0.723,0.5308],[2151,0.7239,0.6117],[2151,0.7486,0.3764],[2151,0.7921,0.6521],[2154,0.3346,0.6479],[2154,0.4853,0.5847],[2154,0.565,0.5366],[2154,0.6611,0.2156]]",HandyNotes_Dragonflight:17935425;HandyNotes_Dragonflight:29704826;HandyNotes_Dragonflight:33124319;HandyNotes_Dragonflight:33466479;HandyNotes_Dragonflight:35731741;HandyNotes_Dragonflight:36867659;HandyNotes_Dragonflight:36904654;HandyNotes_Dragonflight:37922169;HandyNotes_Dragonflight:38095249;HandyNotes_Dragonflight:39056332;HandyNotes_Dragonflight:40314192;HandyNotes_Dragonflight:42045105;HandyNotes_Dragonflight:42454551;HandyNotes_Dragonflight:44055921;HandyNotes_Dragonflight:44745794;HandyNotes_Dragonflight:44804622;HandyNotes_Dragonflight:44815577;HandyNotes_Dragonflight:45005760;HandyNotes_Dragonflight:45705660;HandyNotes_Dragonflight:47071542;HandyNotes_Dragonflight:48535847;HandyNotes_Dragonflight:48764706;HandyNotes_Dragonflight:49098242;HandyNotes_Dragonflight:49464251;HandyNotes_Dragonflight:49544935;HandyNotes_Dragonflight:50374387;HandyNotes_Dragonflight:50534337;HandyNotes_Dragonflight:51365854;HandyNotes_Dragonflight:51405334;HandyNotes_Dragonflight:51466065;HandyNotes_Dragonflight:53712134;HandyNotes_Dragonflight:54195433;HandyNotes_Dragonflight:54285826;HandyNotes_Dragonflight:54575658;HandyNotes_Dragonflight:54904277;HandyNotes_Dragonflight:56505366;HandyNotes_Dragonflight:57545601;HandyNotes_Dragonflight:57816240;HandyNotes_Dragonflight:58556090;HandyNotes_Dragonflight:59375286;HandyNotes_Dragonflight:59425809;HandyNotes_Dragonflight:60734407;HandyNotes_Dragonflight:62232610;HandyNotes_Dragonflight:63995005;HandyNotes_Dragonflight:64044226;HandyNotes_Dragonflight:66112156;HandyNotes_Dragonflight:66915815;HandyNotes_Dragonflight:67284345;HandyNotes_Dragonflight:68604706;HandyNotes_Dragonflight:68651319;HandyNotes_Dragonflight:69933512;HandyNotes_Dragonflight:70806917;HandyNotes_Dragonflight:70826916;HandyNotes_Dragonflight:70844360;HandyNotes_Dragonflight:71385357;HandyNotes_Dragonflight:72305308;HandyNotes_Dragonflight:72396117;HandyNotes_Dragonflight:74863764;HandyNotes_Dragonflight:79216521,Spell asset is not an NPC/object ID; grouped small-treasure markers are not exact treasure-type locations.
treasures,df,17526,6,58492,29,405245,Farscale Cache,spell_identity_requires_routing,,2151,"[[2100,0.448,0.4622],[2100,0.5371,0.2134],[2102,0.3809,0.5249],[2102,0.45,0.576],[2102,0.4909,0.8242],[2102,0.6073,0.4407],[2102,0.6223,0.261],[2102,0.6404,0.4226],[2102,0.6865,0.1319],[2150,0.4245,0.4551],[2150,0.5146,0.6065],[2150,0.6993,0.3512],[2151,0.1793,0.5425],[2151,0.297,0.4826],[2151,0.3312,0.4319],[2151,0.3573,0.1741],[2151,0.3686,0.7659],[2151,0.369,0.4654],[2151,0.3792,0.2169],[2151,0.3905,0.6332],[2151,0.4031,0.4192],[2151,0.4204,0.5105],[2151,0.4405,0.5921],[2151,0.4474,0.5794],[2151,0.4481,0.5577],[2151,0.457,0.566],[2151,0.4707,0.1542],[2151,0.4876,0.4706],[2151,0.4946,0.4251],[2151,0.4954,0.4935],[2151,0.5037,0.4387],[2151,0.5053,0.4337],[2151,0.5136,0.5854],[2151,0.514,0.5334],[2151,0.5419,0.5433],[2151,0.5428,0.5826],[2151,0.5457,0.5658],[2151,0.549,0.4277],[2151,0.5754,0.5601],[2151,0.5781,0.624],[2151,0.5855,0.609],[2151,0.5937,0.5286],[2151,0.5942,0.5809],[2151,0.6399,0.5005],[2151,0.6691,0.5815],[2151,0.6728,0.4345],[2151,0.686,0.4706],[2151,0.708,0.6917],[2151,0.7082,0.6916],[2151,0.7084,0.436],[2151,0.7138,0.5357],[2151,0.723,0.5308],[2151,0.7239,0.6117],[2151,0.7486,0.3764],[2151,0.7921,0.6521],[2154,0.3346,0.6479],[2154,0.4853,0.5847],[2154,0.565,0.5366],[2154,0.6611,0.2156]]",HandyNotes_Dragonflight:17935425;HandyNotes_Dragonflight:29704826;HandyNotes_Dragonflight:33124319;HandyNotes_Dragonflight:33466479;HandyNotes_Dragonflight:35731741;HandyNotes_Dragonflight:36867659;HandyNotes_Dragonflight:36904654;HandyNotes_Dragonflight:37922169;HandyNotes_Dragonflight:38095249;HandyNotes_Dragonflight:39056332;HandyNotes_Dragonflight:40314192;HandyNotes_Dragonflight:42045105;HandyNotes_Dragonflight:42454551;HandyNotes_Dragonflight:44055921;HandyNotes_Dragonflight:44745794;HandyNotes_Dragonflight:44804622;HandyNotes_Dragonflight:44815577;HandyNotes_Dragonflight:45005760;HandyNotes_Dragonflight:45705660;HandyNotes_Dragonflight:47071542;HandyNotes_Dragonflight:48535847;HandyNotes_Dragonflight:48764706;HandyNotes_Dragonflight:49098242;HandyNotes_Dragonflight:49464251;HandyNotes_Dragonflight:49544935;HandyNotes_Dragonflight:50374387;HandyNotes_Dragonflight:50534337;HandyNotes_Dragonflight:51365854;HandyNotes_Dragonflight:51405334;HandyNotes_Dragonflight:51466065;HandyNotes_Dragonflight:53712134;HandyNotes_Dragonflight:54195433;HandyNotes_Dragonflight:54285826;HandyNotes_Dragonflight:54575658;HandyNotes_Dragonflight:54904277;HandyNotes_Dragonflight:56505366;HandyNotes_Dragonflight:57545601;HandyNotes_Dragonflight:57816240;HandyNotes_Dragonflight:58556090;HandyNotes_Dragonflight:59375286;HandyNotes_Dragonflight:59425809;HandyNotes_Dragonflight:60734407;HandyNotes_Dragonflight:62232610;HandyNotes_Dragonflight:63995005;HandyNotes_Dragonflight:64044226;HandyNotes_Dragonflight:66112156;HandyNotes_Dragonflight:66915815;HandyNotes_Dragonflight:67284345;HandyNotes_Dragonflight:68604706;HandyNotes_Dragonflight:68651319;HandyNotes_Dragonflight:69933512;HandyNotes_Dragonflight:70806917;HandyNotes_Dragonflight:70826916;HandyNotes_Dragonflight:70844360;HandyNotes_Dragonflight:71385357;HandyNotes_Dragonflight:72305308;HandyNotes_Dragonflight:72396117;HandyNotes_Dragonflight:74863764;HandyNotes_Dragonflight:79216521,Spell asset is not an NPC/object ID; grouped small-treasure markers are not exact treasure-type locations.
treasures,df,17526,7,58493,29,405246,Irontide Stash,spell_identity_requires_routing,,2151,"[[2100,0.448,0.4622],[2100,0.5371,0.2134],[2102,0.3809,0.5249],[2102,0.45,0.576],[2102,0.4909,0.8242],[2102,0.6073,0.4407],[2102,0.6223,0.261],[2102,0.6404,0.4226],[2102,0.6865,0.1319],[2150,0.4245,0.4551],[2150,0.5146,0.6065],[2150,0.6993,0.3512],[2151,0.1793,0.5425],[2151,0.297,0.4826],[2151,0.3312,0.4319],[2151,0.3573,0.1741],[2151,0.3686,0.7659],[2151,0.369,0.4654],[2151,0.3792,0.2169],[2151,0.3905,0.6332],[2151,0.4031,0.4192],[2151,0.4204,0.5105],[2151,0.4405,0.5921],[2151,0.4474,0.5794],[2151,0.4481,0.5577],[2151,0.457,0.566],[2151,0.4707,0.1542],[2151,0.4876,0.4706],[2151,0.4946,0.4251],[2151,0.4954,0.4935],[2151,0.5037,0.4387],[2151,0.5053,0.4337],[2151,0.5136,0.5854],[2151,0.514,0.5334],[2151,0.5419,0.5433],[2151,0.5428,0.5826],[2151,0.5457,0.5658],[2151,0.549,0.4277],[2151,0.5754,0.5601],[2151,0.5781,0.624],[2151,0.5855,0.609],[2151,0.5937,0.5286],[2151,0.5942,0.5809],[2151,0.6399,0.5005],[2151,0.6691,0.5815],[2151,0.6728,0.4345],[2151,0.686,0.4706],[2151,0.708,0.6917],[2151,0.7082,0.6916],[2151,0.7084,0.436],[2151,0.7138,0.5357],[2151,0.723,0.5308],[2151,0.7239,0.6117],[2151,0.7486,0.3764],[2151,0.7921,0.6521],[2154,0.3346,0.6479],[2154,0.4853,0.5847],[2154,0.565,0.5366],[2154,0.6611,0.2156]]",HandyNotes_Dragonflight:17935425;HandyNotes_Dragonflight:29704826;HandyNotes_Dragonflight:33124319;HandyNotes_Dragonflight:33466479;HandyNotes_Dragonflight:35731741;HandyNotes_Dragonflight:36867659;HandyNotes_Dragonflight:36904654;HandyNotes_Dragonflight:37922169;HandyNotes_Dragonflight:38095249;HandyNotes_Dragonflight:39056332;HandyNotes_Dragonflight:40314192;HandyNotes_Dragonflight:42045105;HandyNotes_Dragonflight:42454551;HandyNotes_Dragonflight:44055921;HandyNotes_Dragonflight:44745794;HandyNotes_Dragonflight:44804622;HandyNotes_Dragonflight:44815577;HandyNotes_Dragonflight:45005760;HandyNotes_Dragonflight:45705660;HandyNotes_Dragonflight:47071542;HandyNotes_Dragonflight:48535847;HandyNotes_Dragonflight:48764706;HandyNotes_Dragonflight:49098242;HandyNotes_Dragonflight:49464251;HandyNotes_Dragonflight:49544935;HandyNotes_Dragonflight:50374387;HandyNotes_Dragonflight:50534337;HandyNotes_Dragonflight:51365854;HandyNotes_Dragonflight:51405334;HandyNotes_Dragonflight:51466065;HandyNotes_Dragonflight:53712134;HandyNotes_Dragonflight:54195433;HandyNotes_Dragonflight:54285826;HandyNotes_Dragonflight:54575658;HandyNotes_Dragonflight:54904277;HandyNotes_Dragonflight:56505366;HandyNotes_Dragonflight:57545601;HandyNotes_Dragonflight:57816240;HandyNotes_Dragonflight:58556090;HandyNotes_Dragonflight:59375286;HandyNotes_Dragonflight:59425809;HandyNotes_Dragonflight:60734407;HandyNotes_Dragonflight:62232610;HandyNotes_Dragonflight:63995005;HandyNotes_Dragonflight:64044226;HandyNotes_Dragonflight:66112156;HandyNotes_Dragonflight:66915815;HandyNotes_Dragonflight:67284345;HandyNotes_Dragonflight:68604706;HandyNotes_Dragonflight:68651319;HandyNotes_Dragonflight:69933512;HandyNotes_Dragonflight:70806917;HandyNotes_Dragonflight:70826916;HandyNotes_Dragonflight:70844360;HandyNotes_Dragonflight:71385357;HandyNotes_Dragonflight:72305308;HandyNotes_Dragonflight:72396117;HandyNotes_Dragonflight:74863764;HandyNotes_Dragonflight:79216521,Spell asset is not an NPC/object ID; grouped small-treasure markers are not exact treasure-type locations.
