"status","release_decision","acquisition_expansion","unavailable","availability_note","current_exists","official_guide_match","mount_id","name","source_spell_id","source_type_enum","flags","source_text","source_patches","original_item_ids","att_nyi"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","False","219","Headless Horseman's Mount","48025","0","0","|cFFFFD200Drop:|r Loot-Filled Pumpkin|n|cFFFFD200Holiday:|r Hallow's End|n","2.4.3","37012","False"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","False","220","Black War Elekk","48027","2","0","|cFFFFD200Vendor: |rLieutenant Karter|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h","2.4.0","35906","False"
"exclude_policy_external","exclude_policy_external","","False",,"True","False","222","Swift Zhevra","48954","7","64","|cFFFFD200Recruit-a-Friend |r","2.4.3","37598","True"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","True","Gladiator season reward; season ended","True","False","223","Vengeful Nether Drake","49193","5","192","|cFFFFD200Legacy|r","2.4.2","37676","False"
"exclude_policy_external","exclude_policy_external","","False",,"True","False","224","Swift Zhevra","49322","7","0","|cFFFFD200Recruit-a-Friend |r","2.4.3","37719","False"
"exclude_unobtainable_or_internal","exclude_unobtainable_or_internal","","False",,"True","False","225","Brewfest Riding Kodo","49378","6","64","|cFFFFD200Legacy|r","2.4.1","37827","True"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","False",,"True","False","226","Great Brewfest Kodo","49379","0","0","|cFFFFD200Drop:|r Keg-Shaped Treasure Chest|n|cFFFFD200Holiday:|r Brewfest","2.4.3","37828","False"
"exclude_policy_external","exclude_policy_external","","False",,"True","False","230","Big Battle Bear","51412","8","64","|cFFFFD200Vendor: |rLandro Longshot|n|cFFFFD200Location:|r Booty Bay","2.4.2","38576","False"
"exclude_unobtainable_or_internal","exclude_unobtainable_or_internal","","False",,"True","False","238","Swift Spectral Gryphon","55164","5","64","|cFFFFD200Legacy|r","2.4.3","0","True"
"tbc_boundary_confirmed","include_tbc","the_burning_crusade","True","Gladiator season reward; season ended","True","False","241","Brutal Nether Drake","58615","2","192","|cFFFFD200Legacy|r","2.4.3","43516","False"
"exclude_policy_external","exclude_policy_external","","False",,"True","False","243","Big Blizzard Bear","58983","7","0","|cFFFFD200Promotion:|r BlizzCon|n","2.4.3","43599","False"
