"decision","decision_basis","category_expansion_hint","placement_status","recipe_spell_id","name","profession","profession_id","trade_category_id","trade_category_path","acquire_method","skill_line_ability_id","att_source_files"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","classic","needs_att_source_ancestry","66038","Spice Bread Stuffing","Cooking","185","58","Classic Cooking - Header > Old World Recipes > Holiday Cooking","0","21070","Holidays.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","classic","not_applicable","75156","Tailoring","Tailoring","197","84","Classic Patterns - Header > Tailoring Patterns > Other","0","21650","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wrath","needs_att_source_ancestry","92026","Vanishing Powder","Inscription","773","105","Classic Inscription - Header > Classic Inscription > Clear Mind","0","23721","Professions.lua;Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","classic","needs_att_source_ancestry","93741","Venison Jerky","Cooking","185","1023","Classic Cooking - Header > Old World Recipes > Everyday Cooking","0","23825","Zones.lua"
"defer_not_in_att","audit_filter","wrath","not_applicable","107907","Glyph of Shadow","Inscription","773","1126","Classic Inscription - Header > Classic Inscription > Glyphs","0","25209",""
"exclude_nonrecipe_ui_or_training","audit_filter","classic","not_applicable","110426","Tailoring","Tailoring","197","84","Classic Patterns - Header > Tailoring Patterns > Other","0","25397","Zones.lua"
"defer_not_in_att","audit_filter","wrath","not_applicable","112429","Glyph of Hawk Feast","Inscription","773","1126","Classic Inscription - Header > Classic Inscription > Glyphs","0","26832",""
"defer_not_in_att","audit_filter","cataclysm","not_applicable","112430","Glyph of Burning Anger","Inscription","773","786","Cataclysm Inscription - Header > Cataclysm Inscription > Glyphs","0","26831",""
"defer_not_in_att","audit_filter","cataclysm","not_applicable","112462","Glyph of Crackling Tiger Lightning","Inscription","773","786","Cataclysm Inscription - Header > Cataclysm Inscription > Glyphs","0","27231",""
"defer_not_in_att","audit_filter","wrath","not_applicable","112464","Glyph of Honor","Inscription","773","794","Northrend Inscription - Header > Northrend Inscription > Glyphs","0","27234",""
"defer_not_in_att","audit_filter","wrath","not_applicable","112466","Glyph of Rising Tiger Kick","Inscription","773","1126","Classic Inscription - Header > Classic Inscription > Glyphs","0","27236",""
"defer_not_in_att","audit_filter","wrath","not_applicable","112469","Glyph of Fighting Pose","Inscription","773","794","Northrend Inscription - Header > Northrend Inscription > Glyphs","0","27232",""
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","classic","needs_att_source_ancestry","114786","Alchemist's Flask","Alchemy","171","640","Classic Alchemy - Header > Alchemy > Flasks","0","27367","Zones.lua"
"defer_not_in_att","audit_filter","wrath","not_applicable","123781","Glyph of the Blazing Trail","Inscription","773","1126","Classic Inscription - Header > Classic Inscription > Glyphs","0","26833",""
"defer_not_in_att","audit_filter","cataclysm","not_applicable","124466","Glyph of the Heavens","Inscription","773","786","Cataclysm Inscription - Header > Cataclysm Inscription > Glyphs","0","26830",""
"defer_not_in_att","audit_filter","cataclysm","not_applicable","126800","Glyph of Shadowy Friends","Inscription","773","786","Cataclysm Inscription - Header > Cataclysm Inscription > Glyphs","0","27147",""
"defer_not_in_att","audit_filter","wrath","not_applicable","131152","Glyph of the Cheetah","Inscription","773","1126","Classic Inscription - Header > Classic Inscription > Glyphs","0","27413",""
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wrath","needs_att_source_ancestry","148266","Glyph of the Skeleton","Inscription","773","1126","Classic Inscription - Header > Classic Inscription > Glyphs","0","31963","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wrath","needs_att_source_ancestry","148270","Glyph of the Unbound Elemental","Inscription","773","1126","Classic Inscription - Header > Classic Inscription > Glyphs","0","31967","WorldDrops.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wrath","needs_att_source_ancestry","148271","Glyph of Evaporation","Inscription","773","1126","Classic Inscription - Header > Classic Inscription > Glyphs","0","31968","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wrath","needs_att_source_ancestry","148275","Glyph of Angels","Inscription","773","794","Northrend Inscription - Header > Northrend Inscription > Glyphs","0","36588","WorldDrops.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wrath","needs_att_source_ancestry","148276","Glyph of the Sha","Inscription","773","800","Outland Inscription - Header > Outland Inscription > Glyphs","0","31975","WorldDrops.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wrath","needs_att_source_ancestry","148278","Glyph of Inspired Hymns","Inscription","773","1126","Classic Inscription - Header > Classic Inscription > Glyphs","0","31977","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wrath","needs_att_source_ancestry","148281","Glyph of Spirit Raptors","Inscription","773","1126","Classic Inscription - Header > Classic Inscription > Glyphs","0","31982","WorldDrops.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wrath","needs_att_source_ancestry","148282","Glyph of Lingering Ancestors","Inscription","773","1126","Classic Inscription - Header > Classic Inscription > Glyphs","0","31983","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wrath","needs_att_source_ancestry","148292","Glyph of the Weaponmaster","Inscription","773","1126","Classic Inscription - Header > Classic Inscription > Glyphs","0","31996","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","cataclysm","needs_att_source_ancestry","163216","Blackened Dragonscale","Leatherworking","165","902","Cataclysm Patterns - Header > Cataclysm Patterns > Materials","0","32852","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","cataclysm","needs_att_source_ancestry","163218","Deepsea Scale","Leatherworking","165","902","Cataclysm Patterns - Header > Cataclysm Patterns > Materials","0","32853","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","mists_of_pandaria","needs_att_source_ancestry","163220","Prismatic Scale","Leatherworking","165","887","Pandaria Patterns - Header > Pandaria Patterns > Materials","0","32854","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wrath","needs_att_source_ancestry","163222","Icy Dragonscale","Leatherworking","165","914","Northrend Patterns - Header > Northrend Patterns > Materials","0","32855","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wrath","needs_att_source_ancestry","163223","Nerubian Chitin","Leatherworking","165","914","Northrend Patterns - Header > Northrend Patterns > Materials","0","32856","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wrath","needs_att_source_ancestry","163224","Jormungar Scale","Leatherworking","165","914","Northrend Patterns - Header > Northrend Patterns > Materials","0","32857","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","163225","Thick Clefthoof Leather","Leatherworking","165","927","Outland Patterns - Header > Outland Patterns > Materials","0","32858","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","163226","Crystal Infused Leather","Leatherworking","165","927","Outland Patterns - Header > Outland Patterns > Materials","0","32859","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","163228","Fel Scales","Leatherworking","165","927","Outland Patterns - Header > Outland Patterns > Materials","0","32860","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","163229","Fel Hide","Leatherworking","165","927","Outland Patterns - Header > Outland Patterns > Materials","1","32861","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","163230","Nether Dragonscales","Leatherworking","165","927","Outland Patterns - Header > Outland Patterns > Materials","0","32862","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","163231","Cobra Scales","Leatherworking","165","927","Outland Patterns - Header > Outland Patterns > Materials","0","32863","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","tbc","needs_att_source_ancestry","163232","Wind Scales","Leatherworking","165","927","Outland Patterns - Header > Outland Patterns > Materials","0","32864","Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wrath","needs_att_source_ancestry","165304","Research: Midnight Ink","Inscription","773","108","Classic Inscription - Header > Classic Inscription > Research","1","32901","Professions.lua;Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wrath","needs_att_source_ancestry","165456","Research: Lion's Ink","Inscription","773","108","Classic Inscription - Header > Classic Inscription > Research","1","32902","Professions.lua;Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wrath","needs_att_source_ancestry","165460","Research: Jadefire Ink","Inscription","773","108","Classic Inscription - Header > Classic Inscription > Research","1","32903","Professions.lua;Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wrath","needs_att_source_ancestry","165461","Research: Celestial Ink","Inscription","773","108","Classic Inscription - Header > Classic Inscription > Research","1","32904","Professions.lua;Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wrath","needs_att_source_ancestry","165463","Research: Shimmering Ink","Inscription","773","108","Classic Inscription - Header > Classic Inscription > Research","1","32905","Professions.lua;Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wrath","needs_att_source_ancestry","165464","Research: Ethereal Ink","Inscription","773","802","Outland Inscription - Header > Outland Inscription > Scrolls & Research","1","32906","Professions.lua"
"defer_not_in_att","audit_filter","wrath","not_applicable","165465","Research: Ink of the Sea","Inscription","773","795","Northrend Inscription - Header > Northrend Inscription > Scrolls & Research","1","32907",""
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","cataclysm","needs_att_source_ancestry","165466","Research: Blackfallow Ink","Inscription","773","787","Cataclysm Inscription - Header > Cataclysm Inscription > Scrolls & Research","1","32908","Professions.lua"
"defer_not_in_att","audit_filter","mists_of_pandaria","not_applicable","165467","Research: Ink of Dreams","Inscription","773","781","Pandaria Inscription - Header > Pandaria Inscription > Scrolls & Research","1","32909",""
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wrath","needs_att_source_ancestry","165564","Research: Moonglow Ink","Inscription","773","108","Classic Inscription - Header > Classic Inscription > Research","1","32911","Professions.lua;Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","171072","Alliance Firework","Engineering","202","725","Draenor Engineering - Header > Draenor Engineering > Fireworks","0","33348","Holidays.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","171073","Horde Firework","Engineering","202","725","Draenor Engineering - Header > Draenor Engineering > Fireworks","0","33349","Holidays.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","171074","Snake Firework","Engineering","202","725","Draenor Engineering - Header > Draenor Engineering > Fireworks","0","33350","Holidays.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","172539","Antiseptic Bandage","Tailoring","197","1087","Draenor Patterns - Header > Draenor Patterns > Cures of Draenor","1","39373","WorldDrops.lua;Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","172540","Healing Tonic","Alchemy","171","1123","Alchemy of Draenor - Header > Draenor Alchemy > Cures & Tonics","1","39669","WorldDrops.lua;Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","172541","Blackwater Anti-Venom","Alchemy","171","1123","Alchemy of Draenor - Header > Draenor Alchemy > Cures & Tonics","1","39668","WorldDrops.lua;Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","172542","Fire Ammonite Oil","Alchemy","171","1123","Alchemy of Draenor - Header > Draenor Alchemy > Cures & Tonics","1","39667","WorldDrops.lua;Zones.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","173716","Illusion: Agility","Enchanting","333","399","Draenor Enchanting - Header > Draenor Enchanting > Illusions","0","33641","ExpansionFeatures.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","173717","Illusion: Battlemaster","Enchanting","333","399","Draenor Enchanting - Header > Draenor Enchanting > Illusions","0","33642","ExpansionFeatures.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","173718","Illusion: Berserking","Enchanting","333","399","Draenor Enchanting - Header > Draenor Enchanting > Illusions","0","33643","ExpansionFeatures.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","173719","Illusion: Greater Spellpower","Enchanting","333","399","Draenor Enchanting - Header > Draenor Enchanting > Illusions","0","33645","ExpansionFeatures.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","173720","Illusion: Crusader","Enchanting","333","399","Draenor Enchanting - Header > Draenor Enchanting > Illusions","0","33646","ExpansionFeatures.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","173721","Illusion: Elemental Force","Enchanting","333","399","Draenor Enchanting - Header > Draenor Enchanting > Illusions","0","33648","ExpansionFeatures.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","173722","Illusion: Executioner","Enchanting","333","399","Draenor Enchanting - Header > Draenor Enchanting > Illusions","0","33649","ExpansionFeatures.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","173723","Illusion: Fiery Weapon","Enchanting","333","399","Draenor Enchanting - Header > Draenor Enchanting > Illusions","0","33650","ExpansionFeatures.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","173724","Illusion: Hidden","Enchanting","333","399","Draenor Enchanting - Header > Draenor Enchanting > Illusions","0","33653","ExpansionFeatures.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","173725","Illusion: Landslide","Enchanting","333","399","Draenor Enchanting - Header > Draenor Enchanting > Illusions","0","33655","ExpansionFeatures.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","173726","Illusion: Lifestealing","Enchanting","333","399","Draenor Enchanting - Header > Draenor Enchanting > Illusions","0","33656","ExpansionFeatures.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","173727","Illusion: Mongoose","Enchanting","333","399","Draenor Enchanting - Header > Draenor Enchanting > Illusions","0","33658","ExpansionFeatures.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","173728","Illusion: Poisoned","Enchanting","333","399","Draenor Enchanting - Header > Draenor Enchanting > Illusions","0","33659","ExpansionFeatures.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","173729","Illusion: Power Torrent","Enchanting","333","399","Draenor Enchanting - Header > Draenor Enchanting > Illusions","0","33660","ExpansionFeatures.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","173730","Illusion: Spellsurge","Enchanting","333","399","Draenor Enchanting - Header > Draenor Enchanting > Illusions","0","33662","ExpansionFeatures.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","173731","Illusion: Striking","Enchanting","333","399","Draenor Enchanting - Header > Draenor Enchanting > Illusions","0","33663","ExpansionFeatures.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","173732","Illusion: Unholy","Enchanting","333","399","Draenor Enchanting - Header > Draenor Enchanting > Illusions","0","33664","ExpansionFeatures.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","174979","Illusion: Blood Draining","Enchanting","333","399","Draenor Enchanting - Header > Draenor Enchanting > Illusions","0","33644","ExpansionFeatures.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","175070","Illusion: Jade Spirit","Enchanting","333","399","Draenor Enchanting - Header > Draenor Enchanting > Illusions","0","33654","ExpansionFeatures.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","175071","Illusion: Frostbrand","Enchanting","333","399","Draenor Enchanting - Header > Draenor Enchanting > Illusions","0","33652","ExpansionFeatures.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","175072","Illusion: Flametongue","Enchanting","333","399","Draenor Enchanting - Header > Draenor Enchanting > Illusions","0","33651","ExpansionFeatures.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","175074","Illusion: Windfury","Enchanting","333","399","Draenor Enchanting - Header > Draenor Enchanting > Illusions","0","33665","ExpansionFeatures.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","175076","Illusion: Earthliving","Enchanting","333","399","Draenor Enchanting - Header > Draenor Enchanting > Illusions","0","33647","ExpansionFeatures.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","175078","Illusion: Rockbiter","Enchanting","333","399","Draenor Enchanting - Header > Draenor Enchanting > Illusions","0","33661","ExpansionFeatures.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","175085","Illusion: Mending","Enchanting","333","399","Draenor Enchanting - Header > Draenor Enchanting > Illusions","0","33657","ExpansionFeatures.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","175086","Illusion: River's Song","Enchanting","333","399","Draenor Enchanting - Header > Draenor Enchanting > Illusions","0","33618","ExpansionFeatures.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","176513","Draenor Merchant Order","Inscription","773","403","Draenor Inscription - Header > Draenor Inscription > Merchant Orders","0","33706","Professions.lua"
"confirmed_recipe_gap_needs_source_placement","current_named_trade_ability_and_att_recipe_but_not_collectionist","wod","needs_att_source_ancestry","177355","Remove Illusion","Enchanting","333","399","Draenor Enchanting - Header > Draenor Enchanting > Illusions","0","33741","ExpansionFeatures.lua"
"exclude_att_never_implemented_only","audit_filter","wod","not_applicable","181870","Illusion: Holy Infusion","Enchanting","333","399","Draenor Enchanting - Header > Draenor Enchanting > Illusions","0","34025","NeverImplemented.lua"
"defer_not_in_att","audit_filter","wod","not_applicable","182158","Glyph of the Sun","Inscription","773","1127","Draenor Inscription - Header > Draenor Inscription > Glyphs","0","32910",""
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","183278","Leystone Slag","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34099","NeverImplemented.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","183279","Leystone Bar","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34098","Professions.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","183280","Heated Leystone Bar","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34097","Professions.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","183281","Leystone Cuffplate","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34096","Professions.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","183283","Leystone Fingerguard","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34095","Professions.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","183562","Handcrafted Leystone Gauntlets","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34104","Professions.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","184181","Leystone Slag","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34120","Professions.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","184182","Hard Leystone Bar","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34119","Professions.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","184183","Heated Hard Leystone Bar","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34118","Professions.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","184184","Dull Hard Leystone Armguards","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34117","Professions.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","184185","Hard Leystone Armguards","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34116","Professions.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","184214","Small Heated Scrap Metal","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34121","Professions.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","184215","Medium Heated Scrap Metal","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34122","Professions.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","184216","Large Heated Scrap Metal","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34123","Professions.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","184217","Scrapmetal Fingerplates","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34124","Professions.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","184218","Scrapmetal Palmplate","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34125","Professions.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","184219","Scrapmetal Handguard","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34126","Professions.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","184220","Scrapmetal Cuffplate","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34127","Professions.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","184308","Leystone Slag","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34128","Professions.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","184309","Hard Leystone Bar","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34129","Professions.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","184310","Leystone Shards","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34130","Professions.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","184312","Lumps of Leystone Slag","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34131","Professions.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","184313","Hard Leystone Ingots","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34132","Professions.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","184314","Heated Hard Leystone Ingot","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34133","Professions.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","184315","Hard Leystone Nail","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34134","Professions.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","184336","Red-Hot Leystone Bar","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34135","Professions.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","184337","Leystone Shinplate","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34136","Professions.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","184338","Leystone Heelguard","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34137","Professions.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","184339","Leystone Footguard","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34138","Professions.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","184340","Leystone Soleplate","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34139","Professions.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","184341","Leystone Faceguard","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34140","NeverImplemented.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","184342","Leystone Dome","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34141","NeverImplemented.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","184343","Leystone Neckplate","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34142","NeverImplemented.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","184344","Handmade Leystone Boots","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34143","Professions.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","184345","Handmade Leystone Helm","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34144","NeverImplemented.lua"
"exclude_nonrecipe_ui_or_training","audit_filter","legion","not_applicable","184403","Engraved Leystone Armguards","Blacksmithing","164","424","Legion Plans - Header > Legion Plans > Training","0","34145","Professions.lua"
