module,natural_id,name,map_id,x,y,label,publishers,spawns,confidence
pets,2651,Deeptide Fingerling,1355,0.71,0.462,Deeptide Fingerling,1,1,high
pets,2652,Bloodseeker,1355,0.454,0.436,Bloodseeker,1,1,high
pets,2653,Spireshell Snail,1355,0.422,0.608,Spireshell Snail,1,1,high
pets,2660,Muck Slug,1355,0.38,0.456,Muck Slug,1,1,high
pets,2661,Rustyroot Snooter,1462,0.768,0.412,Rustyroot Snooter,1,1,high
pets,2662,Duskytooth Snooter,1462,0.426,0.284,Duskytooth Snooter,1,1,high
pets,2663,Junkheap Roach,1462,0.684,0.264,Junkheap Roach,1,1,high
pets,2664,Experimental Roach,1462,0.704,0.566,Experimental Roach,1,1,high
pets,2665,Fleeting Frog,1462,0.466,0.364,Fleeting Frog,1,1,high
pets,2666,Yellow Junkhopper,1462,0.338,0.766,Yellow Junkhopper,1,1,high
pets,2667,Motorized Croaker,1462,0.224,0.798,Motorized Croaker,1,1,high
pets,2669,Rustbolt Clucker,1462,0.746,0.356,Rustbolt Clucker,1,1,high
pets,2670,Mechagon Marmot,1462,0.814,0.326,Mechagon Marmot,1,1,high
pets,2671,Specimen 97,1462,0.606,0.248,Specimen 97,1,1,high
pets,2673,Scrapyard Tunneler,1462,0.25,0.2,Scrapyard Tunneler,1,1,high
pets,2676,Malfunctioning Microbot,1462,0.62,0.606,Malfunctioning Microbot,1,1,high
pets,2678,Abyssal Slitherling,1355,0.4,0.648,Abyssal Slitherling,1,1,high
pets,2681,Murgle,1355,0.2941,0.2899,Murgle,1,1,high
pets,2682,Necrofin Tadpole,1355,0.3737,0.8256,Necrofin Tadpole,1,1,high
pets,2684,Glittering Diamondshell,1355,0.1445,0.28,Glittering Diamondshell,1,1,high
pets,2686,Pearlescent Glimmershell,1355,0.4335,0.5507,Pearlescent Glimmershell,1,1,high
pets,2689,Chitterspine Needler,1355,0.486,0.176,Chitterspine Needler,1,1,high
pets,2690,Caverndark Nightmare,1355,0.4079,0.0735,Caverndark Nightmare,1,1,high
pets,2693,Spawn of Nalaada,1355,0.5175,0.7487,Spawn of Nalaada,1,1,high
pets,2695,Daggertooth Frenzy,1355,0.1195,0.24,Daggertooth Frenzy,1,1,high
pets,2697,Amethyst Softshell,1355,0.0945,0.24,Amethyst Softshell,1,1,high
pets,2700,Wriggler,1355,0.1445,0.24,Wriggler,1,1,high
pets,2701,Seafury,1355,0.4272,0.874,Seafury,1,1,high
pets,2702,Stormwrath,1355,0.4299,0.7551,Stormwrath,1,1,high
pets,2703,Sandkeep,1355,0.1195,0.28,Sandkeep,1,1,high
pets,2706,Brinestone Algan,1355,0.3693,0.112,Brinestone Algan,1,1,high
pets,2707,Budding Algan,1355,0.0945,0.28,Budding Algan,1,1,high
pets,2708,Coral Lashling,1355,0.5466,0.4179,Coral Lashling,1,1,high
pets,2709,Skittering Eel,1355,0.48,0.2427,Skittering Eel,1,1,high
pets,2712,Snowsoft Nibbler,1462,0.4455,0.3964,Snowsoft Nibbler,1,1,high
pets,2715,Lost Robogrip,1462,0.6065,0.4217,Lost Robogrip,1,1,high
pets,2719,Bonebiter,1462,0.6584,0.2288,Bonebiter,1,1,high
pets,2720,Arachnoid Skitterbot,1462,0.8814,0.2077,Arachnoid Skitterbot,1,1,high
pets,2721,Echoing Oozeling,1462,0.6997,0.6201,Echoing Oozeling,1,1,medium
pets,2753,Spraybot 0D,1462,0.6843,0.4776,Spraybot 0D,1,1,high
pets,2756,Irradiated Elementaling,1462,0.6997,0.6201,Irradiated Elementaling,1,1,high
pets,2766,Armored Vaultbot,1462,0.5382,0.4933,Armored Vaultbot,1,1,high
pets,2794,Crimson Skipper,942,0.6065,0.1775,Crimson Skipper,1,1,high
pets,2845,K'uddly,1530,0.5202,0.4173,K'uddly,1,1,high
pets,2846,Corrupted Tentacle,1530,0.5295,0.6225,Corrupted Tentacle,1,1,high
pets,2847,Rotbreath,1527,0.3468,0.189,Rotbreath,1,1,high
pets,2848,Aqir Tunneler,1527,0.2123,0.6105,Aqir Tunneler,1,1,high
pets,2851,Wicked Lurker,1527,0.5976,0.7241,Wicked Lurker,1,1,high
pets,2891,Blushing Spiderling,1525,0.43,0.791,Blushing Spiderling,1,1,high
pets,2892,Bound Lightspawn,1525,0.253,0.485,Bound Lightspawn,1,1,medium
pets,2893,Animated Tome,1525,0.3831,0.6914,Animated Tome,1,1,high
pets,2895,Lost Soul,1525,0.494,0.79,Lost Soul,1,1,high
pets,2896,Primordial Bogling,1525,0.35,0.323,Primordial Bogling,1,1,high
pets,2902,Dusky Dredwing Pup,1525,0.39,0.5,Dusky Dredwing Pup,1,1,high
pets,2904,Violet Dredwing Pup,1662,0.265,0.455,Violet Dredwing Pup,1,1,medium
pets,2905,Dodger,1565,0.3176,0.41,Dodger,1,1,high
pets,2908,Chirpy Valeshrieker,1565,0.511,0.574,Chirpy Valeshrieker,1,1,high
pets,2909,Cloudfeather Fledgling,1565,0.5294,0.3729,Cloudfeather Fledgling,1,1,high
pets,2911,Amber Glitterwing,1565,0.4195,0.3253,Amber Glitterwing,1,1,high
pets,2912,Dusty Sporeflutterer,1662,0.295,0.455,Dusty Sporeflutterer,1,1,medium
pets,2914,Starry Dreamfoal,1565,0.3623,0.6527,Starry Dreamfoal,1,1,high
pets,2919,Gorm Rootstinger,1565,0.308,0.498,Gorm Rootstinger,1,1,high
pets,2920,Gorm Needler,1565,0.4752,0.2845,Gorm Needler,1,1,high
pets,2921,Gorm Harrier,1565,0.56,0.2101,Gorm Harrier,1,1,high
pets,2923,Pearlwing Heron,1662,0.295,0.455,Pearlwing Heron,1,1,medium
pets,2924,Tranquil Wader,1565,0.526,0.618,Tranquil Wader,1,1,high
pets,2925,Golden Cloudfeather,1533,0.5043,0.5804,Golden Cloudfeather,1,1,high
pets,2926,Fledgling Teroclaw,1533,0.426,0.614,Fledgling Teroclaw,1,1,high
pets,2927,Fluttering Glimmerfly,1533,0.484,0.634,Fluttering Glimmerfly,1,1,high
pets,2929,Vibrant Glimmerfly,1533,0.514,0.552,Vibrant Glimmerfly,1,1,high
pets,2930,Glimmerpool Hatchling,1533,0.456,0.294,Glimmerpool Hatchling,1,1,high
pets,2931,Brightscale Hatchling,1662,0.295,0.41,Brightscale Hatchling,1,1,medium
pets,2932,Silvershell Snapper,1533,0.4135,0.4887,Silvershell Snapper,1,1,high
pets,2933,Sable,1662,0.295,0.41,Sable,1,1,medium
pets,2935,Purity,1533,0.6487,0.7114,Purity,1,1,high
pets,2937,Rustfur Kit,1533,0.506,0.628,Rustfur Kit,1,1,high
pets,2939,Wader Chick,1533,0.534,0.814,Wader Chick,1,1,high
pets,2943,Wild Etherwyrm,1533,0.52,0.232,Wild Etherwyrm,1,1,high
pets,2944,Oonar's Arm,1536,0.5144,0.4848,Oonar's Arm,1,1,high
pets,2945,Corpulent Bonetusk,1662,0.265,0.41,Corpulent Bonetusk,1,1,medium
pets,2947,Luminous Webspinner,1536,0.5401,0.1234,Luminous Webspinner,1,1,high
pets,2948,Boneweave Hatchling,1536,0.555,0.2361,Boneweave Hatchling,1,1,high
pets,2950,Clutch,1536,0.308,0.276,Clutch,1,1,high
pets,2953,Shy Melvin,1536,0.7683,0.5707,Shy Melvin,1,1,high
pets,2954,Plaguelouse Larva,1662,0.265,0.41,Plaguelouse Larva,1,1,medium
pets,2955,Corpselouse Larva,1536,0.4246,0.5345,Corpselouse Larva,1,1,high
pets,2956,Feasting Larva,1536,0.4246,0.5345,Feasting Larva,1,1,high
pets,2957,Writhing Spine,1536,0.621,0.758,Writhing Spine,1,1,high
pets,2960,Invertebrate Oil,1536,0.57,0.7421,Invertebrate Oil,1,1,high
pets,2964,Foulwing Buzzer,1536,0.5384,0.1877,Foulwing Buzzer,1,1,high
pets,2965,Bloodfeaster Spiderling,1662,0.265,0.455,Bloodfeaster Spiderling,1,1,medium
pets,3007,Rosetipped Spiderling,1525,0.554,0.774,Rosetipped Spiderling,1,1,high
pets,3008,Lost Quill,1525,0.3772,0.6925,Lost Quill,1,1,high
pets,3009,The Count,1525,0.5737,0.4337,The Count,1,1,high
pets,3013,Bloodlouse Larva,1536,0.5589,0.3897,Bloodlouse Larva,1,1,high
pets,3014,Mire Creeper,1525,0.558,0.596,Mire Creeper,1,1,high
pets,3015,Withering Creeper,1525,0.642,0.544,Withering Creeper,1,1,high
pets,3021,Deepwood Leaper,1565,0.378,0.52,Deepwood Leaper,1,1,high
pets,3022,Shimmerbough Hoarder,1565,0.4971,0.5589,Shimmerbough Hoarder,1,1,high
pets,3026,Tower Deathroach,1911,0.7394,0.3537,Tower Deathroach,1,1,medium
pets,3027,Hissing Deathroach,1911,0.7394,0.3537,Hissing Deathroach,1,1,medium
pets,3030,Ashen Chomper,1911,0.4773,0.1915,Ashen Chomper,1,1,medium
pets,3032,Frenzied Mawrat,1911,0.4773,0.1915,Frenzied Mawrat,1,1,medium
pets,3034,Torghast Lurker,1911,0.7547,0.4699,Torghast Lurker,1,1,medium
pets,3035,Lavender Nibbler,1565,0.5406,0.7601,Lavender Nibbler,1,1,high
pets,3037,Dread,1543,0.1919,0.4608,Dread,1,1,medium
pets,3040,Sharpclaw,1543,0.5562,0.6318,Sharpclaw,1,1,medium
pets,3041,Death Seeker,1911,0.5519,0.7712,Death Seeker,1,1,medium
pets,3045,Iridescent Ooze,1536,0.5766,0.7581,Iridescent Ooze,1,1,high
pets,3047,Spinebug,1536,0.4151,0.1953,Spinebug,1,1,high
pets,3049,Pulsating Maggot,1536,0.452,0.52,Pulsating Maggot,1,1,high
pets,3050,Bleak Skitterer,1536,0.616,0.326,Bleak Skitterer,1,1,high
pets,3051,Animated Cruor,1536,0.324,0.686,Animated Cruor,1,1,high
pets,3052,Necroray Spawnling,1536,0.634,0.474,Necroray Spawnling,1,1,high
pets,3063,Larion Pouncer,1533,0.2243,0.2285,Larion Pouncer,1,1,high
pets,3080,Verdant Kit,1565,0.4,0.59,Verdant Kit,1,1,high
pets,3081,Decay Grub,1565,0.642,0.236,Decay Grub,1,1,high
pets,3082,Starmoth,1565,0.532,0.322,Starmoth,1,1,high
pets,3083,Crawbat,1536,0.526,0.604,Crawbat,1,1,high
pets,3098,Lil'Abom,1543,0.365,0.674,Lil'Abom,1,1,medium
pets,3099,Infused Etherwyrm,1543,0.2318,0.4238,Infused Etherwyrm,1,1,medium
pets,3100,Timeless Mechanical Dragonling,75,0.507,0.411,Timeless Mechanical Dragonling,1,1,medium
pets,3101,Sly,1543,0.4216,0.4448,Sly,1,1,medium
pets,3103,Copperback Etherwyrm,1543,0.4113,0.4541,Copperback Etherwyrm,1,1,medium
pets,3114,Fodder,1543,0.3386,0.5473,Fodder,1,1,medium
pets,3116,Invasive Buzzer,1543,0.22,0.4412,Invasive Buzzer,1,1,medium
pets,3117,Amaranthine Stinger,1543,0.8537,0.5524,Amaranthine Stinger,1,1,medium
pets,3130,Gilded Darknight,1911,0.6294,0.7482,Gilded Darknight,1,1,high
pets,3132,Mord'al Eveningstar,1911,0.3604,0.4728,Mord'al Eveningstar,1,1,medium
pets,3136,Korthian Specimen,1961,0.2775,0.5885,Korthian Specimen,1,1,high
pets,3221,Lightless Tormentor,1911,0.4744,0.7453,Lightless Tormentor,1,1,medium
pets,3247,Pocopoc,1970,0.3716,0.4467,Pocopoc,1,1,high
pets,3259,Shaggy,2151,0.3432,0.5997,Shaggy,1,1,medium
pets,3261,Wakyn,2102,0.4295,0.8468,Wakyn,1,1,medium
pets,3269,Azure Frillfish,2022,0.4045,0.4136,Azure Frillfish,1,1,high
pets,3272,Pricklefury Hare,2022,0.772,0.32,Pricklefury Hare,1,1,high
pets,3273,Magma Slug,2022,0.606,0.376,Magma Slug,1,1,high
pets,3275,Chestnut,2025,0.4943,0.6289,Chestnut,1,1,high
pets,3276,Treeflitter,2023,0.675,0.726,Treeflitter,1,1,high
pets,3280,Shyfly,2022,0.394,0.788,Shyfly,1,1,high
pets,3287,Ghostflame,2112,0.3811,0.3773,Ghostflame,1,1,medium
pets,3290,Bunbo,2151,0.2926,0.5268,Bunbo,1,1,medium
pets,3291,Scruffles,2151,0.5817,0.4826,Scruffles,1,1,high
pets,3293,Ashenwing,2151,0.4373,0.6121,Ashenwing,1,1,high
pets,3301,Wild Duckling,2022,0.798,0.494,Wild Duckling,1,1,high
pets,3303,Mallard Duckling,2112,0.4375,0.7494,Mallard Duckling,1,1,medium
pets,3309,Viridescent Duck,2023,0.706,0.3543,Viridescent Duck,1,1,high
pets,3321,Blackfeather Nester,2024,0.2654,0.4626,Blackfeather Nester,1,1,high
pets,3322,Woodbiter Piculet,2023,0.64,0.348,Woodbiter Piculet,1,1,high
pets,3323,Brightfeather,2151,0.2926,0.5268,Brightfeather,1,1,medium
pets,3330,Buckie,2151,0.3432,0.5997,Buckie,1,1,high
pets,3331,Emmah,2151,0.2926,0.5268,Emmah,1,1,high
pets,3332,Patos,2151,0.2926,0.5268,Patos,1,1,high
pets,3333,Berylmane,2151,0.2926,0.5268,Berylmane,1,1,medium
pets,3334,Time-Lost Vorquin Foal,2085,0.6124,0.4679,Time-Lost Vorquin Foal,1,1,medium
pets,3338,Kobaldt,2151,0.2926,0.5268,Kobaldt,1,1,high
pets,3353,Stoneshell,2023,0.738,0.352,Stoneshell,1,1,high
pets,3357,Azure Crystalspine,2024,0.152,0.24,Azure Crystalspine,1,1,high
pets,3359,Snowclaw Cub,2024,0.6743,0.184,Snowclaw Cub,1,1,high
pets,3360,Bugbiter Tortoise,2022,0.228,0.95,Bugbiter Tortoise,1,1,high
pets,3362,Sapphire Crab,2248,0.4062,0.5986,Sapphire Crab,1,1,high
pets,3365,Roseate Hopper,2022,0.6467,0.6939,Roseate Hopper,1,1,high
pets,3367,Emberling,2022,0.794,0.354,Emberling,1,1,high
pets,3382,Stormie,2112,0.3811,0.3773,Stormie,1,1,medium
pets,3403,Blue Dasher,2025,0.624,0.152,Blue Dasher,1,1,high
pets,3404,Polliswog,2025,0.432,0.836,Polliswog,1,1,high
pets,3405,Living Mud Mask,2025,0.4047,0.4531,Living Mud Mask,1,1,high
pets,3415,Cubbly,2025,0.5245,0.8361,Cubbly,1,1,medium
pets,3476,Gilded Mechafrog,2151,0.2926,0.5268,Gilded Mechafrog,1,1,high
pets,3493,Roland,2133,0.5244,0.2683,Roland,1,1,medium
pets,3533,Brul,2133,0.4151,0.8613,Brul,1,1,high
pets,3535,Diamondshell,2133,0.5589,0.5537,Diamondshell,1,1,high
pets,3536,Bashful,2133,0.4445,0.804,Bashful,1,1,high
pets,3537,Thimblerig,2133,0.5808,0.5381,Thimblerig,1,1,high
pets,3538,Tricky,2133,0.4445,0.804,Tricky,1,1,high
pets,3540,Brulee,2133,0.4445,0.804,Brulee,1,1,high
pets,3541,Ridged Shalewing,2133,0.4222,0.6524,Ridged Shalewing,1,1,high
pets,3546,Skaarn,2133,0.6543,0.5587,Skaarn,1,1,high
pets,3548,Aquapo,2133,0.4836,0.7509,Aquapo,1,1,high
pets,3551,Teardrop Moth,2133,0.5776,0.691,Teardrop Moth,1,1,high
pets,3555,Axel,2112,0.13,0.574,Axel,1,1,medium
pets,3557,Roggy,2133,0.4445,0.804,Roggy,1,1,medium
pets,4275,Flooftalon,2200,0.486,0.736,Flooftalon,1,1,high
pets,4276,Fol'ya Pup,2200,0.396,0.482,Fol'ya Pup,1,1,high
pets,4277,Sapnibbler,2200,0.542,0.732,Sapnibbler,1,1,high
pets,4278,Leyhart,2200,0.466,0.796,Leyhart,1,1,high
pets,4279,Slumbertooth,2200,0.482,0.764,Slumbertooth,1,1,high
pets,4280,Pewling,2200,0.372,0.36,Pewling,1,1,high
pets,4287,Reverie,2200,0.5022,0.618,Reverie,1,1,high
pets,4289,Dreamborne Scarab,2200,0.5022,0.618,Dreamborne Scarab,1,1,high
pets,4290,Dreamhoof,2200,0.5022,0.618,Dreamhoof,1,1,high
pets,4292,Memorie,2200,0.5022,0.618,Memorie,1,1,high
pets,4297,Kal'andu,2200,0.5201,0.6363,Kal'andu,1,1,high
pets,4300,Somnolet,2200,0.5022,0.618,Somnolet,1,1,high
pets,4302,Pale Slumbertooth,2200,0.3431,0.6765,Pale Slumbertooth,1,1,high
pets,4303,Snaggletoof,2200,0.576,0.262,Snaggletoof,1,1,high
pets,4304,Dream Badger,2200,0.516,0.608,Dream Badger,1,1,high
pets,4309,Drowsey,2200,0.5022,0.618,Drowsey,1,1,high
pets,4310,Snorr,2200,0.5022,0.618,Snorr,1,1,high
pets,4462,Thunder,2215,0.6445,0.1882,Thunder,1,1,high
pets,4467,Hallowed Glowfly,2215,0.6576,0.244,Hallowed Glowfly,1,1,high
pets,4470,Oop'lajax,2214,0.5477,0.3027,Oop'lajax,1,1,high
pets,4473,Spinner,2213,0.6739,0.7441,Spinner,1,1,medium
pets,4513,Pillarnest Bonedrinker,2255,0.4955,0.437,Pillarnest Bonedrinker,1,1,high
pets,4527,Lil' Moss Rosy,2248,0.5973,0.2868,Lil' Moss Rosy,1,1,high
pets,4534,Nightfarm Growthling,2215,0.6459,0.3069,Nightfarm Growthling,1,1,high
pets,4536,Blightbud,2214,0.4409,0.4896,Blightbud,1,1,high
pets,4596,Faithful Dog,2248,0.3144,0.513,Faithful Dog,1,1,high
pets,4597,Wobbles,2214,0.435,0.3529,Wobbles,1,1,high
pets,4598,Coppers,2214,0.435,0.3529,Coppers,1,1,high
pets,4599,Mind Slurp,2256,0.6272,0.8795,Mind Slurp,1,1,medium
pets,4632,Eepy,2346,0.2712,0.7256,Eepy,1,1,high
pets,4637,Wavebreaker Mechasaur,2346,0.6342,0.1673,Wavebreaker Mechasaur,1,1,high
pets,4638,Crimson Mechasaur,2346,0.3538,0.4142,Crimson Mechasaur,1,1,high
pets,4639,Viridian Mechasaur,2346,0.2574,0.3813,Viridian Mechasaur,1,1,high
pets,4641,Rocketfist,2346,0.5329,0.7271,Rocketfist,1,1,high
pets,4644,Professor Punch,2346,0.3538,0.4142,Professor Punch,1,1,high
pets,4645,Bilgewater Junkhauler,2346,0.3915,0.2219,Bilgewater Junkhauler,1,1,high
pets,4648,Steamwheedle Flunkie,2346,0.3538,0.4142,Steamwheedle Flunkie,1,1,high
pets,4649,Blackwater Kegmover,2346,0.3538,0.4142,Blackwater Kegmover,1,1,high
pets,4650,Venture Companyman,2346,0.3538,0.4142,Venture Companyman,1,1,high
pets,4653,Lab Rat,2346,0.2574,0.3813,Lab Rat,1,1,high
pets,4655,Cruncher,2346,0.2574,0.3813,Cruncher,1,1,high
pets,4661,Mechagopher,2346,0.3538,0.4142,Mechagopher,1,1,high
pets,4708,Marmaduke,2369,0.6832,0.4496,Marmaduke,1,1,high
pets,4727,Skitterbite,2369,0.6998,0.4855,Skitterbite,1,1,high
pets,4813,Ixthal the Observling,2371,0.7778,0.2787,Ixthal the Observling,1,1,high
pets,4834,Jimmy,2371,0.562,0.5058,Jimmy,1,1,high
pets,4838,"Palek'ti, the Mouth of Nothingness",2371,0.5405,0.5884,"Palek'ti, the Mouth of Nothingness",1,1,high
pets,4842,Duskthief,2371,0.527,0.566,Duskthief,1,1,high
pets,4845,Mr. Long-Legs,2371,0.609,0.3835,Mr. Long-Legs,1,1,high
pets,4846,"Heka'Tarnos, Bringer of Discord",2371,0.7523,0.3098,"Heka'Tarnos, Bringer of Discord",1,1,high
pets,5137,Lil' Mon,2512,0.7003,0.6344,Lil' Mon,1,1,high
toys,43824,The Schools of Arcane Magic - Mastery,125,0.2435,0.5372,The Schools of Arcane Magic - Mastery,1,1,medium
toys,85973,Ancient Pandaren Fishing Charm,376,0.468,0.246,Ancient Pandaren Fishing Charm,1,1,medium
toys,86565,Battle Horn,376,0.346,0.596,Battle Horn,1,1,medium
toys,86568,Mr. Smite's Brass Compass,390,0.8808,0.4433,Mr. Smite's Brass Compass,1,1,medium
toys,86571,Kang's Bindstone,390,0.1523,0.3522,Kang's Bindstone,1,1,medium
toys,86573,Shard of Archstone,379,0.576,0.75,Shard of Archstone,1,1,medium
toys,86575,Chalice of Secrets,390,0.3957,0.2514,Chalice of Secrets,1,1,medium
toys,86578,Eternal Warrior's Sigil,422,0.378,0.296,Eternal Warrior's Sigil,1,1,medium
toys,86581,Farwater Conch,379,0.7414,0.7879,Farwater Conch,1,1,medium
toys,86582,Aqua Jewel,390,0.694,0.3065,Aqua Jewel,1,1,medium
toys,86583,Salyin Battle Banner,376,0.706,0.526,Salyin Battle Banner,1,1,medium
toys,86586,Panflute of Pandaria,390,0.386,0.55,Panflute of Pandaria,1,1,medium
toys,86588,Pandaren Firework Launcher,379,0.4081,0.4263,Pandaren Firework Launcher,1,1,medium
toys,86589,Ai'Li's Skymirror,422,0.3471,0.2321,Ai'Li's Skymirror,1,1,medium
toys,86590,Essence of the Breeze,390,0.4282,0.6924,Essence of the Breeze,1,1,medium
toys,86593,Hozen Beach Ball,422,0.5534,0.6355,Hozen Beach Ball,1,1,medium
toys,86594,Helpful Wikky's Whistle,390,0.308,0.915,Helpful Wikky's Whistle,1,1,medium
toys,104262,Odd Polished Stone,554,0.6208,0.6372,Odd Polished Stone,1,1,medium
toys,104294,Rime of the Time Lost Mariner,554,0.2608,0.2283,Rime of the Time Lost Mariner,1,1,medium
toys,104302,Blackflame Daggers,554,0.6238,0.4384,Blackflame Daggers,1,1,medium
toys,104331,Warning Sign,554,0.5329,0.8314,Warning Sign,1,1,medium
toys,108631,Crashin' Thrashin' Roller Controller,534,0.836,0.436,Crashin' Thrashin' Roller Controller,1,1,high
toys,108633,Crashin' Thrashin' Cannon Controller,534,0.806,0.564,Crashin' Thrashin' Cannon Controller,1,1,high
toys,108634,Crashin' Thrashin' Mortar Controller,534,0.88,0.558,Crashin' Thrashin' Mortar Controller,1,1,high
toys,108735,Arena Master's War Horn,525,0.2317,0.2495,Arena Master's War Horn,1,1,high
toys,108739,Pretty Draenor Pearl,525,0.2174,0.0962,Pretty Draenor Pearl,1,1,high
toys,108743,Deceptia's Smoldering Boots,535,0.5884,0.1206,Deceptia's Smoldering Boots,1,1,high
toys,109739,Star Chart,539,0.4939,0.7358,Star Chart,1,1,high
toys,111476,Stolen Breath,525,0.2726,0.5001,Stolen Breath,1,1,high
toys,113375,Vindicator's Armor Polish Kit,539,0.5114,0.7912,Vindicator's Armor Polish Kit,1,1,high
toys,113540,Ba'ruun's Bountiful Bloom,539,0.5289,0.1674,Ba'ruun's Bountiful Bloom,1,1,high
toys,113542,Whispers of Rai'Vosh,539,0.4882,0.2268,Whispers of Rai'Vosh,1,1,high
toys,113543,Spirit of Shinri,539,0.6062,0.5807,Spirit of Shinri,1,1,high
toys,113570,Ancient's Bloom,539,0.483,0.6553,Ancient's Bloom,1,1,high
toys,113631,Hypnosis Goggles,539,0.374,0.4894,Hypnosis Goggles,1,1,high
toys,113670,Mournful Moan of Murmur,535,0.34,0.572,Mournful Moan of Murmur,1,1,high
toys,114227,Bubble Wand,543,0.406,0.602,Bubble Wand,1,1,high
toys,116113,Breath of Talador,535,0.304,0.65,Breath of Talador,1,1,high
toys,116120,Tasty Talador Lunch,535,0.5736,0.2866,Tasty Talador Lunch,1,1,high
toys,116122,Burning Legion Missive,535,0.566,0.649,Burning Legion Missive,1,3,low
toys,116125,Klikixx's Webspinner,535,0.668,0.856,Klikixx's Webspinner,1,1,high
toys,117550,Angry Beehive,539,0.5529,0.7486,Angry Beehive,1,1,high
toys,117569,Giant Deathweb Egg,535,0.6649,0.8691,Giant Deathweb Egg,1,1,high
toys,118221,Petrification Stone,543,0.574,0.686,Petrification Stone,1,1,high
toys,118222,Spirit of Bashiok,543,0.4,0.79,Spirit of Bashiok,1,1,high
toys,118224,Ogre Brewing Kit,543,0.382,0.662,Ogre Brewing Kit,1,1,high
toys,118244,Iron Buccaneer's Hat,550,0.3431,0.769,Iron Buccaneer's Hat,1,1,high
toys,118716,Goren Garb,543,0.489,0.473,Goren Garb,1,1,high
toys,119163,Soul Inhaler,525,0.4348,0.0885,Soul Inhaler,1,1,high
toys,119180,"Goren ""Log"" Roller",525,0.6656,0.2556,"Goren ""Log"" Roller",1,1,high
toys,119432,Botani Camouflage,543,0.692,0.446,Botani Camouflage,1,1,high
toys,120276,Outrider's Bridle Chain,550,0.8137,0.6037,Outrider's Bridle Chain,1,1,high
toys,122117,Cursed Feather of Ikzan,534,0.22,0.378,Cursed Feather of Ikzan,1,1,high
toys,127394,Podling Camouflage,534,0.645,0.421,Podling Camouflage,1,1,high
toys,127652,Felflame Campfire,534,0.407,0.698,Felflame Campfire,1,1,high
toys,127655,Sassy Imp,534,0.312,0.722,Sassy Imp,1,1,high
toys,127659,Ghostly Iron Buccaneer's Hat,534,0.3616,0.7912,Ghostly Iron Buccaneer's Hat,1,1,high
toys,127668,Jewel of Hellfire,534,0.287,0.233,Jewel of Hellfire,1,1,high
toys,127669,Skull of the Mad Chief,534,0.3469,0.3464,Skull of the Mad Chief,1,1,high
toys,127670,Accursed Tome of the Sargerei,534,0.2343,0.704,Accursed Tome of the Sargerei,1,1,high
toys,127709,Throbbing Blood Orb,534,0.268,0.442,Throbbing Blood Orb,1,1,high
toys,127766,The Perfect Blossom,534,0.4077,0.7556,The Perfect Blossom,1,1,high
toys,127859,Dazzling Rod,534,0.429,0.353,Dazzling Rod,1,1,high
toys,128223,Bottomless Stygana Mushroom Brew,534,0.4996,0.7677,Bottomless Stygana Mushroom Brew,1,1,high
toys,134022,Burgy Blackheart's Handsome Hat,205,0.57,0.696,Burgy Blackheart's Handsome Hat,1,1,medium
toys,134023,Bottled Tornado,390,0.14,0.586,Bottled Tornado,1,1,medium
toys,134024,Cursed Swabby Helmet,554,0.404,0.93,Cursed Swabby Helmet,1,1,medium
toys,138415,Slightly-Chewed Insult Book,210,0.364,0.672,Slightly-Chewed Insult Book,1,1,medium
toys,163713,Brazier Cap,14,0.7953,0.2945,Brazier Cap,1,1,high
toys,163735,Foul Belly,14,0.223,0.5106,Foul Belly,1,1,high
toys,163740,Drust Ritual Knife,896,0.3368,0.7173,Drust Ritual Knife,1,1,high
toys,163741,Magic Fun Rock,14,0.429,0.566,Magic Fun Rock,1,1,high
toys,163742,Heartsbane Grimoire,896,0.4422,0.277,Heartsbane Grimoire,1,1,high
toys,163744,Coldrage's Cooler,14,0.4931,0.8426,Coldrage's Cooler,1,1,high
toys,163745,Witherbark Gong,14,0.6285,0.812,Witherbark Gong,1,1,high
toys,163750,Kovork Kostume,14,0.2529,0.4856,Kovork Kostume,1,1,high
toys,163775,Molok Morion,14,0.4765,0.78,Molok Morion,1,1,high
toys,163828,Toy Siege Tower,14,0.3709,0.3921,Toy Siege Tower,1,1,high
toys,163829,Toy War Machine,14,0.3909,0.3921,Toy War Machine,1,1,high
toys,166784,Narassin's Soul Gem,62,0.5847,0.2424,Narassin's Soul Gem,1,1,high
toys,166785,Detoxified Blight Grenade,62,0.4092,0.5645,Detoxified Blight Grenade,1,1,high
toys,166787,Twiddle Twirler: Sentinel's Glaive,62,0.3803,0.7584,Twiddle Twirler: Sentinel's Glaive,1,1,high
toys,167931,Mechagonian Sawblades,1462,0.4482,0.4637,Mechagonian Sawblades,1,1,high
toys,169303,Hell-Bent Bracers,1527,0.4932,0.8235,Hell-Bent Bracers,1,1,high
toys,169347,Judgment of Mechagon,1462,0.5733,0.5827,Judgment of Mechagon,1,1,high
toys,170187,Shadescale,1355,0.6274,0.0809,Shadescale,1,1,high
toys,170196,Shirakess Warning Sign,1355,0.6587,0.2243,Shirakess Warning Sign,1,1,high
toys,173984,Scroll of Aeons,1533,0.535,0.8037,Scroll of Aeons,1,1,high
toys,174873,Trans-mogu-rifier,1530,0.2913,0.2207,Trans-mogu-rifier,1,1,high
toys,174874,Budget K'thir Disguise,1527,0.55,0.94,Budget K'thir Disguise,1,1,high
