domain,id_kind,natural_id,label,publishers,publisher_count,families,map_ids,coords,quest_ids,loot_item_ids,achievement_ids,criteria_ids,rewards,node_classes,spawn_count
rares,npc_id,81038,,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.4180,0.4560",36391,,,,,ns.node.Rare,1
rares,npc_id,81076,prove_your_strength_note,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.5280,0.5980",,,,,achievement:9402,FactionRepresentative,1
rares,npc_id,81330,"Spawns here, and patrols clockwise around the entire zone with a dozen adds",HandyNotes_TreasureHunter;HandyNotes_WarlordsOfDraenor,2,core;handler,550,"550:0.8137,0.6037;550:0.8140,0.6040",,120276,,,toy:120276,ns.node.Rare,2
rares,npc_id,81406,,HandyNotes_WarlordsOfDraenor,1,core,539,"539:0.2873,0.0568",35281,,,,item:111666,ns.node.Rare,1
rares,npc_id,81528,trophy_of_glory_note,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.4380,0.6060",,,,,achievement:9400;item:113448,ns.node.Rare,1
rares,npc_id,81529,trophy_of_glory_note,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.3880,0.5120",,,,,achievement:9400;item:113447,ns.node.Rare,1
rares,npc_id,81537,trophy_of_glory_note,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.5320,0.6880",,,,,achievement:9400;item:113460,ns.node.Rare,1
rares,npc_id,81540,trophy_of_glory_note,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.5180,0.4160",,,,,achievement:9400;item:113444,ns.node.Rare,1
rares,npc_id,81548,trophy_of_glory_note,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.4520,0.5160",,,,,achievement:9400;item:113457,ns.node.Rare,1
rares,npc_id,81639,,HandyNotes_WarlordsOfDraenor,1,core,539,"539:0.4380,0.7740",33383,,,,transmog:117551,ns.node.Rare,1
rares,npc_id,82058,,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.7220,0.4080;543:0.7260,0.4060",37370,,,,achievement:9678;transmog:119406,AncientRare;ns.node.Rare,2
rares,npc_id,82085,,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.4000,0.7900",35335,,,,toy:118222,ns.node.Rare,1
rares,npc_id,82207,,HandyNotes_WarlordsOfDraenor,1,core,539,"539:0.6166,0.6162",35725,,,,currency:123;transmog:113557,ns.node.Rare,1
rares,npc_id,82247,,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.3629,0.5256",36129,,,,transmog:116837,ns.node.Rare,1
rares,npc_id,82268,,HandyNotes_WarlordsOfDraenor,1,core,539,"539:0.3893,0.8147",35448,,,,transmog:113548,ns.node.Rare,1
rares,npc_id,82311,,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.5360,0.4460",35503,,,,transmog:118212,ns.node.Rare,1
rares,npc_id,82326,,HandyNotes_WarlordsOfDraenor,1,core,539,"539:0.5289,0.1674",35731,,,,currency:824;toy:113540,ns.node.Rare,1
rares,npc_id,82362,,HandyNotes_WarlordsOfDraenor,1,core,539,"539:0.3859,0.7044",35523,,,,currency:824;transmog:113559,ns.node.Rare,1
rares,npc_id,82374,,HandyNotes_WarlordsOfDraenor,1,core,539,"539:0.4882,0.2268",35553,,,,currency:824;toy:113542,ns.node.Rare,1
rares,npc_id,82411,,HandyNotes_WarlordsOfDraenor,1,core,539,"539:0.4963,0.4183",35555,,,,currency:824;transmog:113541,ns.node.Rare,1
rares,npc_id,82415,,HandyNotes_WarlordsOfDraenor,1,core,539,"539:0.6062,0.5807",35732,,,,currency:824;toy:113543,ns.node.Rare,1
rares,npc_id,82453,goldmane_follower_note,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.4028,0.7611",,,,,follower:170,ns.node.Collectible,1
rares,npc_id,82486,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.8900,0.4120",35623,,,,item:118679,ns.node.Rare,1
rares,npc_id,82614,,HandyNotes_WarlordsOfDraenor,1,core,525,"525:0.4245,0.2173",37387,,,,transmog:119356,ns.node.Rare,1
rares,npc_id,82616,,HandyNotes_WarlordsOfDraenor,1,core,525,"525:0.4856,0.2415",37386,,,,transmog:119390,ns.node.Rare,1
rares,npc_id,82617,in_cave,HandyNotes_WarlordsOfDraenor,1,core,525,"525:0.4458,0.1524",37385,,,,transmog:119362,ns.node.Rare,1
rares,npc_id,82618,,HandyNotes_WarlordsOfDraenor,1,core,525,"525:0.4348,0.0885",37384,,,,toy:119163;transmog:119379,ns.node.Rare,1
rares,npc_id,82620,,HandyNotes_WarlordsOfDraenor,1,core,525,"525:0.3824,0.1610",37383,,,,transmog:119399,ns.node.Rare,1
rares,npc_id,82656,tormmok_follower_note,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.4490,0.8690",,,,,follower:193,ns.node.Collectible,1
rares,npc_id,82676,,HandyNotes_WarlordsOfDraenor,1,core,539,"539:0.6790,0.6392",35688,,,,currency:824,ns.node.Rare,1
rares,npc_id,82746,,HandyNotes_Dragonflight,1,core,2022,"2022:0.6853,0.5429",,,,,achievement:16570,LegendaryCharacter,1
rares,npc_id,82755,in_cave,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.7358,0.5798",35712,,,,currency:824;transmog:118243,ns.node.Rare,1
rares,npc_id,82758,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.6668,0.5132",35714,,,,transmog:116795,ns.node.Rare,1
rares,npc_id,82764,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.5220,0.5580",35715,,,,currency:824,ns.node.Rare,1
rares,npc_id,82778,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.6669,0.5635",35717,,,,currency:824,ns.node.Rare,1
rares,npc_id,82826,in_cave berserk_t_300_series_mark_ii_note,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.7700,0.6400",35735,,,,,ns.node.Rare,1
rares,npc_id,82833,multiple_spawn_note,HandyNotes_WarlordsOfDraenor,1,core,525,"525:0.4001,0.1102;525:0.4004,0.1171;525:0.4430,0.1471;525:0.4484,0.1402;525:0.4485,0.1401;525:0.4601,0.1701;525:0.4641,0.1589;525:0.4789,0.1895;525:0.4854,0.1459",,,,,achievement:9530;achievement:9531,ns.node.Collectible,9
rares,npc_id,82899,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.8460,0.5340",35778,,,,,ns.node.Rare,1
rares,npc_id,82912,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.8946,0.7282",35784,,,,transmog:118687,ns.node.Rare,1
rares,npc_id,82920,,HandyNotes_WarlordsOfDraenor,1,core,535,"535:0.3100,0.2680",37345,,,,achievement:9638,ns.node.Rare,1
rares,npc_id,82922,,HandyNotes_WarlordsOfDraenor,1,core,535,"535:0.3760,0.1460",,,,,achievement:9633,ShattrathCityRare,1
rares,npc_id,82930,,HandyNotes_WarlordsOfDraenor,1,core,535,"535:0.4100,0.4200",37347,,,,achievement:9638;transmog:119393,ns.node.Rare,1
rares,npc_id,82942,,HandyNotes_WarlordsOfDraenor,1,core,535,"535:0.3360,0.3780",37346,,,,achievement:9638;transmog:119352,ns.node.Rare,1
rares,npc_id,82975,fangler_note,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.7480,0.1180",35836,,,,item:116836,ns.node.Rare,1
rares,npc_id,82988,,HandyNotes_WarlordsOfDraenor,1,core,535,"535:0.3760,0.3760",37348,,,,achievement:9638;transmog:119394,ns.node.Rare,1
rares,npc_id,82992,,HandyNotes_WarlordsOfDraenor,1,core,535,"535:0.4480,0.3720;535:0.4760,0.3280",37341,,,,achievement:9633,ShattrathCityRare;ns.node.Rare,2
rares,npc_id,82998,,HandyNotes_WarlordsOfDraenor,1,core,535,"535:0.3880,0.4960",37349,,,,achievement:9638;transmog:119353,ns.node.Rare,1
rares,npc_id,83008,,HandyNotes_WarlordsOfDraenor,1,core,535,"535:0.4800,0.2520;535:0.4800,0.2540",37312,,,,achievement:9633;transmog:119403,ShattrathCityRare;ns.node.Rare,2
rares,npc_id,83019,,HandyNotes_WarlordsOfDraenor,1,core,535,"535:0.4760,0.3900",,,,,achievement:9633,ShattrathCityRare,1
rares,npc_id,83385,voidseer_kalurg_note,HandyNotes_WarlordsOfDraenor,1,core,539,"539:0.3266,0.4137",35847,,,,currency:824;transmog:109074,ns.node.Rare,1
rares,npc_id,83401,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.4758,0.7036",35865,,,,currency:824;pet:116815;pet:1524,ns.node.Rare,1
rares,npc_id,83409,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.4148,0.5043",35875,,,,transmog:116765,ns.node.Rare,1
rares,npc_id,83428,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.7053,0.2931",35877,,,,currency:824;transmog:116808,ns.node.Rare,1
rares,npc_id,83483,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.6981,0.4192",35893,,,,transmog:116807,ns.node.Rare,1
rares,npc_id,83509,gorepetal_note,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.9309,0.2838",35898,,,,currency:824;transmog:116916,ns.node.Rare,1
rares,npc_id,83522,,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.5241,0.7014",35908,,,,transmog:118209,ns.node.Rare,1
rares,npc_id,83526,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.5800,0.8396",35900,,,,currency:824;transmog:118688,ns.node.Rare,1
rares,npc_id,83542,sean_whitesea_note,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.6092,0.4770",35912,,,,transmog:116834,ns.node.Rare,1
rares,npc_id,83553,,HandyNotes_WarlordsOfDraenor,1,core,539,"539:0.5739,0.4864",35909,,,,currency:824;transmog:113571,ns.node.Rare,1
rares,npc_id,83591,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.6489,0.3911",35920,,,,transmog:116814,ns.node.Rare,1
rares,npc_id,83603,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.8057,0.3060",35923,,,,currency:824;transmog:118245,ns.node.Rare,1
rares,npc_id,83617,squirrels_note,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.7358,0.4230",,,,,achievement:14728,Squirrel,1
rares,npc_id,83634,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.5468,0.6137",35931,,,,transmog:116797,ns.node.Rare,1
rares,npc_id,83643,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.8111,0.5985",35932,,,,currency:824;transmog:116796,ns.node.Rare,1
rares,npc_id,83674,squirrels_note,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.5050,0.2940",,,,,achievement:14728,Squirrel,1
rares,npc_id,83680,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.6177,0.6899",35943,,,,currency:824;transmog:116800,ns.node.Rare,1
rares,npc_id,83837,,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.5100,0.7060",,,,,achievement:9724,ns.node.PetBattle,1
rares,npc_id,83990,,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.5197,0.0728",37394,,,,transmog:119407,ns.node.Rare,1
rares,npc_id,84263,graveltooth_note,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.8404,0.3681",36159,,,,transmog:118689,ns.node.Rare,1
rares,npc_id,84374,,HandyNotes_WarlordsOfDraenor,1,core,525,"525:0.8700,0.4640",37404,,,,transmog:119372,ns.node.Rare,1
rares,npc_id,84376,,HandyNotes_WarlordsOfDraenor,1,core,525,"525:0.8660,0.5180",37403,,,,,ns.node.Rare,1
rares,npc_id,84378,,HandyNotes_WarlordsOfDraenor,1,core,525,"525:0.8860,0.5740",37525,,,,transmog:119365,ns.node.Rare,1
rares,npc_id,84392,,HandyNotes_WarlordsOfDraenor,1,core,525,"525:0.8660,0.4880",37401,,,,transmog:119359,ns.node.Rare,1
rares,npc_id,84406,,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.5060,0.5320",36178,,,,pet:118709;pet:1564,ns.node.Rare,1
rares,npc_id,84417,,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.5379,0.8872",36396,,,,transmog:118206,ns.node.Rare,1
rares,npc_id,84431,,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.4680,0.4300",36186,,,,transmog:118210,ns.node.Rare,1
rares,npc_id,84435,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.4564,0.1508",36229,,,,currency:824;item:118690,ns.node.Rare,1
rares,npc_id,84775,,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.5727,0.7410",36254,,,,,ns.node.Rare,1
rares,npc_id,84805,,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.3355,0.2187",36265,,,,currency:824;transmog:116858,ns.node.Rare,1
rares,npc_id,84807,,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.4642,0.2848",36267,,,,currency:824;transmog:118198,ns.node.Rare,1
rares,npc_id,84810,,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.6278,0.3737",36268,,,,transmog:118735,ns.node.Rare,1
rares,npc_id,84833,,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.6885,0.4890",36276,,,,currency:824;transmog:118203,ns.node.Rare,1
rares,npc_id,84836,,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.5463,0.6320",36278,,,,,ns.node.Rare,1
rares,npc_id,84838,,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.5940,0.3740",36279,,,,,ns.node.Rare,1
rares,npc_id,84856,,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.6524,0.6826",36283,,,,transmog:118205,ns.node.Rare,1
rares,npc_id,84872,,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.6497,0.5412",36288,,,,currency:824;transmog:118204,ns.node.Rare,1
rares,npc_id,84887,,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.5831,0.8444",36291,,,,transmog:116907,ns.node.Rare,1
rares,npc_id,84890,,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.5479,0.3699",36297,,,,transmog:118200,ns.node.Rare,1
rares,npc_id,84911,,HandyNotes_WarlordsOfDraenor,1,core,539,"539:0.4602,0.7164",,,,,achievement:9437;pet:119431;pet:1601,ns.node.Rare,1
rares,npc_id,84912,,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.5901,0.4514",36298,,,,currency:824;transmog:116855,ns.node.Rare,1
rares,npc_id,84925,,HandyNotes_WarlordsOfDraenor,1,core,539,"539:0.5020,0.7240",37352,,,,transmog:119382,ns.node.Rare,1
rares,npc_id,84951,,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.3300,0.5900",36305,,,,item:116836,ns.node.Rare,1
rares,npc_id,84955,,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.5646,0.9478",36306,,,,,ns.node.Rare,1
rares,npc_id,85001,,HandyNotes_WarlordsOfDraenor,1,core,539,"539:0.5199,0.7957",37353,,,,transmog:119368,ns.node.Rare,1
rares,npc_id,85005,squirrels_note,HandyNotes_WarlordsOfDraenor,1,core,539,"539:0.4896,0.8232",,,,,achievement:14728,Squirrel,1
rares,npc_id,85026,,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.7263,0.1934",37358,,,,toy:119178;transmog:119410,ns.node.Rare,1
rares,npc_id,85029,,HandyNotes_WarlordsOfDraenor,1,core,539,"539:0.4822,0.8094",37354,,,,transmog:119396,ns.node.Rare,1
rares,npc_id,85036,,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.7200,0.1980",37360,,,,transmog:119373,ns.node.Rare,1
rares,npc_id,85037,,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.7040,0.2380",37361,,,,transmog:119354,ns.node.Rare,1
rares,npc_id,85078,,HandyNotes_WarlordsOfDraenor,1,core,539;542,"539:0.3190,0.5720;542:0.7322,0.3069",37359,,,,transmog:119392,ns.node.Rare,2
rares,npc_id,85121,,HandyNotes_WarlordsOfDraenor,1,core,539,"539:0.4800,0.7760",37355,,,,transmog:119360,ns.node.Rare,1
rares,npc_id,85250,,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.5740,0.6860",36387,,,,toy:118221,ns.node.Rare,1
rares,npc_id,85264,,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.4780,0.4160",36393,,,,,ns.node.Rare,1
rares,npc_id,85357,you_have_been_rylakinated_note,HandyNotes_WarlordsOfDraenor,1,core,539,"539:0.5608,0.8993;539:0.5655,0.8895;539:0.5718,0.8886;539:0.5736,0.8697;539:0.5796,0.8605;539:0.5828,0.8479;539:0.5924,0.8497;539:0.6008,0.8444;539:0.6048,0.8325;539:0.6108,0.8329;539:0.6195,0.8302;539:0.6329,0.8531;539:0.6463,0.8909",,,,,achievement:9481,ns.node.Collectible,13
rares,npc_id,85451,,HandyNotes_WarlordsOfDraenor,1,core,539,"539:0.2960,0.5080",37357,,,,transmog:119369,ns.node.Rare,1
rares,npc_id,85504,,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.3832,0.2797",36470,,,,pet:118107;pet:1540,ns.node.Rare,1
rares,npc_id,85520,,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.5290,0.5497",36472,,,,transmog:116857,ns.node.Rare,1
rares,npc_id,85555,in_cave,HandyNotes_WarlordsOfDraenor,1,core,539,"539:0.6073,0.8988",37409,,,,transmog:119364,ns.node.Rare,1
rares,npc_id,85568,in_cave,HandyNotes_WarlordsOfDraenor,1,core,539,"539:0.6731,0.8465",37410,,,,transmog:119400,ns.node.Rare,1
rares,npc_id,85572,,HandyNotes_WarlordsOfDraenor,1,core,535,"535:0.2220,0.7420",36919,,,,transmog:120436,ns.node.Rare,1
rares,npc_id,85768,aeda_brightdawn_follower_note,HandyNotes_WarlordsOfDraenor,1,core,535,"535:0.5809,0.5306",,,,,follower:207,ns.node.Collectible,1
rares,npc_id,85772,defender_illona_follower_note,HandyNotes_WarlordsOfDraenor,1,core,535,"535:0.5740,0.5120",,,,,follower:207,ns.node.Collectible,1
rares,npc_id,85776,ahm_follower_note,HandyNotes_WarlordsOfDraenor,1,core,535,"535:0.5690,0.2597",,,,,follower:208,ns.node.Collectible,1
rares,npc_id,85837,in_cave,HandyNotes_WarlordsOfDraenor,1,core,539,"539:0.6174,0.8905",37411,,,,transmog:119411,ns.node.Rare,1
rares,npc_id,85907,in_cave,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.3940,0.7460",36597,,,,transmog:118232,ns.node.Rare,1
rares,npc_id,85970,,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.3760,0.8140",36600,,,,transmog:118231,ns.node.Rare,1
rares,npc_id,85992,forbidden_tome_note,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.7051,0.2415;542:0.7120,0.2285;542:0.7170,0.2790;542:0.7427,0.2773;542:0.7462,0.3122",,,,,achievement:9432,ns.node.Collectible,5
rares,npc_id,86137,,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.4460,0.9220",36656,,,,transmog:118223,ns.node.Rare,1
rares,npc_id,86213,,HandyNotes_WarlordsOfDraenor,1,core,539,"539:0.5098,0.7900",37356,,,,,ns.node.Rare,1
rares,npc_id,86257,,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.6920,0.4460",37369,,,,achievement:9678;toy:119432;transmog:119357,ns.node.Rare,1
rares,npc_id,86266,,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.6340,0.3060;543:0.6340,0.3080",37372,,,,achievement:9678;transmog:119395,AncientRare;ns.node.Rare,2
rares,npc_id,86268,multiple_spawn_note,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.5620,0.4080;543:0.5860,0.4120;543:0.7140,0.4040",37371,,,,achievement:9678;transmog:119361,AncientRare;ns.node.Rare,3
rares,npc_id,86293,abugar_follower_note,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.6718,0.5601",,,,,follower:209,ns.node.Collectible,1
rares,npc_id,86410,,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.6400,0.6180",36794,,,,transmog:118213,ns.node.Rare,1
rares,npc_id,86520,,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.5440,0.7140",36837,,,,transmog:118228,ns.node.Rare,1
rares,npc_id,86549,,HandyNotes_WarlordsOfDraenor,1,core,535,"535:0.6800,0.3500",36858,,,,transmog:117562,ns.node.Rare,1
rares,npc_id,86562,,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.4900,0.3300;543:0.4920,0.3300",37363,,,,achievement:9655,PowerRare;ns.node.Rare,2
rares,npc_id,86566,,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.4820,0.2100",,,,,achievement:9655,PowerRare,1
rares,npc_id,86571,,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.4980,0.2380",,,,,achievement:9655,PowerRare,1
rares,npc_id,86574,,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.4760,0.3080;543:0.4780,0.3080",37367,,,,achievement:9655;transmog:119226,PowerRare;ns.node.Rare,2
rares,npc_id,86577,,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.4580,0.2660;543:0.4580,0.2680",37365,,,,achievement:9655;transmog:119229,PowerRare;ns.node.Rare,2
rares,npc_id,86579,,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.4580,0.3300;543:0.4700,0.3280",37368,,,,achievement:9655;transmog:119228,PowerRare;ns.node.Rare,2
rares,npc_id,86582,,HandyNotes_WarlordsOfDraenor,1,core,543,"543:0.4600,0.2340;543:0.4660,0.2300",37364,,,,achievement:9655;transmog:119227,PowerRare;ns.node.Rare,2
rares,npc_id,86621,,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.7340,0.4500",,,,,achievement:9601,KingOfTheMonstersRare,1
rares,npc_id,86689,,HandyNotes_WarlordsOfDraenor,1,core,539,"539:0.2749,0.4370",36880,,,,currency:824;transmog:118734,ns.node.Rare,1
rares,npc_id,86724,,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.5928,0.1484",36887,,,,transmog:118279,ns.node.Rare,1
rares,npc_id,86729,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.6024,0.3866",37222,,,,item:118657,SteamwheedleRare,1
rares,npc_id,86732,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.6260,0.1680",37211,,,,item:118655,SteamwheedleRare,1
rares,npc_id,86743,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.6420,0.3040",37221,,,,item:118656,SteamwheedleRare,1
rares,npc_id,86750,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.6080,0.2780",37225,,,,item:118660,SteamwheedleRare,1
rares,npc_id,86771,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.4815,0.2204",37223,,,,item:118658,SteamwheedleRare,1
rares,npc_id,86774,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.5100,0.1600",37210,,,,item:118654,SteamwheedleRare,1
rares,npc_id,86835,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.4154,0.4466",37226,,,,item:118661,SteamwheedleRare,1
rares,npc_id,86959,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.4560,0.3480",,,,,achievement:9541,ns.node.Collectible,1
rares,npc_id,86978,,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.2520,0.2420",36943,,,,currency:824,ns.node.Rare,1
rares,npc_id,87019,,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.7440,0.4280",,,,,achievement:9601;transmog:119404,KingOfTheMonstersRare,1
rares,npc_id,87026,,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.7380,0.3820",,,,,achievement:9601;transmog:119398,KingOfTheMonstersRare,1
rares,npc_id,87027,,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.7120,0.3380",,,,,achievement:9601;transmog:119363,KingOfTheMonstersRare,1
rares,npc_id,87029,,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.7140,0.4500",,,,,achievement:9601;transmog:119401,KingOfTheMonstersRare,1
rares,npc_id,87089,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.4300,0.6900",,,,,,StablesTarget,1
rares,npc_id,87090,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.5300,0.7700",,,,,,StablesTarget,1
rares,npc_id,87095,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.7900,0.7100",,,,,,StablesTarget,1
rares,npc_id,87102,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.9000,0.2300",,,,,,StablesTarget,1
rares,npc_id,87105,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.6900,0.3400",,,,,,StablesTarget,1
rares,npc_id,87107,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.6300,0.8000",,,,,,StablesTarget,1
rares,npc_id,87110,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.5620,0.0980",,,,,achievement:9724,ns.node.PetBattle,1
rares,npc_id,87122,,HandyNotes_WarlordsOfDraenor,1,core,525,"525:0.6860,0.6460",,,,,achievement:9724,ns.node.PetBattle,1
rares,npc_id,87123,,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.4640,0.4520",,,,,achievement:9724,ns.node.PetBattle,1
rares,npc_id,87124,,HandyNotes_WarlordsOfDraenor,1,core,539,"539:0.5000,0.3120",,,,,achievement:9724,ns.node.PetBattle,1
rares,npc_id,87125,,HandyNotes_WarlordsOfDraenor,1,core,535,"535:0.4900,0.8040",,,,,achievement:9724,ns.node.PetBattle,1
rares,npc_id,87234,,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.4310,0.3640",,,,,achievement:9541,ns.node.Collectible,1
rares,npc_id,87348,,HandyNotes_WarlordsOfDraenor,1,core,525,"525:0.6809,0.1986",37382,,,,,ns.node.Rare,1
rares,npc_id,87351,,HandyNotes_WarlordsOfDraenor,1,core,525,"525:0.7247,0.2279",37381,,,,,ns.node.Rare,1
rares,npc_id,87352,gibblette_the_cowardly_note,HandyNotes_WarlordsOfDraenor,1,core,525,"525:0.6656,0.2556",37380,,,,toy:119180;transmog:119349,ns.node.Rare,1
rares,npc_id,87356,,HandyNotes_WarlordsOfDraenor,1,core,525,"525:0.7062,0.3916",37379,,,,item:119416,ns.node.Rare,1
rares,npc_id,87357,,HandyNotes_WarlordsOfDraenor,1,core,525,"525:0.7073,0.2940",37378,,,,item:119416,ns.node.Rare,1
rares,npc_id,87361,signal_horn_note,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.4209,0.3684",,,,,achievement:9541,ns.node.Collectible,1
rares,npc_id,87393,"steamwheedle_note

highmaul_farm_path",HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.5030,0.4130",,,,,achievement:9472;title:284,ns.node.Collectible,1
rares,npc_id,87522,garroshs_shackles,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.4170,0.3750",,,,,achievement:9548,ns.node.Collectible,1
rares,npc_id,87524,warsong_relics,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.4550,0.3680",,,,,achievement:9548,ns.node.Collectible,1
rares,npc_id,87526,stolen_draenei_tome,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.4230,0.3450",,,,,achievement:9548,ns.node.Collectible,1
rares,npc_id,87530,dirt_mound,HandyNotes_WarlordsOfDraenor,1,core,550,"550:0.4620,0.3420",,,,,achievement:9548,ns.node.Collectible,1
rares,npc_id,87561,in_cave leorajh_follower_note,HandyNotes_WarlordsOfDraenor,1,core,542,"542:0.5420,0.6295",,,,,follower:219,ns.node.Collectible,1
rares,npc_id,87597,,HandyNotes_WarlordsOfDraenor,1,core,535,"535:0.4320,0.3740;535:0.4400,0.3800",37339,,,,achievement:9633;transmog:119413,ShattrathCityRare;ns.node.Rare,2
