"decision","decision_basis","expansion","npc_id","name","node_count","source_addons","source_files","coordinates","quest_ids","criteria_ids"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","wod","93076","Captain Ironbeard","1","HandyNotes_TreasureHunter","TanaanJungle.lua","35808020","38756","28370"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","wod","93125","Glub'glok","1","HandyNotes_TreasureHunter","TanaanJungle.lua","34407780","38764","28371"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","93166","Tiptog the Lost","1","HandyNotes_LegionTreasures","Stormheim.lua","48925054","38774","33306"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","wod","93168","Felbore","1","HandyNotes_TreasureHunter","TanaanJungle.lua","28805100","38775","28372"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","93205","Thondrax","1","HandyNotes_LegionTreasures","Valsharah.lua","62664751","38780","33278"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","wod","93236","Shadowthrash","1","HandyNotes_TreasureHunter","TanaanJungle.lua","49606100","38812","28725"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","wod","93264","Captain Grok'mar","1","HandyNotes_TreasureHunter","TanaanJungle.lua","48405700","38820","28730"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","wod","93279","Kris'kar the Unredeemed","1","HandyNotes_TreasureHunter","TanaanJungle.lua","39606820","38825","28377"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","93371","Mordvigbjorn","1","HandyNotes_LegionTreasures","Stormheim.lua","72494994","38837","33307"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","93401","Urgev the Flayer","1","HandyNotes_LegionTreasures","Stormheim.lua","64875182","38847","33308"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","93654","Skul'vrax","1","HandyNotes_LegionTreasures","Valsharah.lua","60429072","38887","33279"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","93679","Gathenak (Marius and Tehd vs a Satyr)","1","HandyNotes_LegionTreasures","Valsharah.lua","48904690","44070","32406"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","93686","Jinikki the Puncturer","1","HandyNotes_LegionTreasures","Valsharah.lua","52748750","38889","332"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","94347","Dread-Rider Cortis","1","HandyNotes_LegionTreasures","Stormheim.lua","73906060","43343",""
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","94413","Isel the Hammer","1","HandyNotes_LegionTreasures","Stormheim.lua","62056050","39120","33309"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","94414","Kiranys Duskwhisper","1","HandyNotes_LegionTreasures","Valsharah.lua","34405830","39121","33281"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","94485","Pollous the Fetid","1","HandyNotes_LegionTreasures","Valsharah.lua","67194551","39130","33282"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","94877","Brogrul the Mighty","1","HandyNotes_LegionTreasures","Highmountain.lua","56357250","39235",""
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","wod","95044","Terrorfist","1","HandyNotes_TreasureHunter","TanaanJungle.lua","15006300","39288","28221"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","wod","95053","Deathtalon","1","HandyNotes_TreasureHunter","TanaanJungle.lua","23004020","39287","28220"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","wod","95054","Vengeance","1","HandyNotes_TreasureHunter","TanaanJungle.lua","32407380","39290","28219"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","wod","95056","Doomroller","1","HandyNotes_TreasureHunter","TanaanJungle.lua","46805260","39289","28218"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","95123","Grelda the Hag","1","HandyNotes_LegionTreasures","Valsharah.lua","65805343","40126","33284"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","95221","Mad Henryk","1","HandyNotes_LegionTreasures","Valsharah.lua","47205800","39357","33285"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","95318","Perrexx","1","HandyNotes_LegionTreasures","Valsharah.lua","61126938","39596","33286"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","95872","Skullhat","1","HandyNotes_LegionTreasures","Highmountain.lua","51453190","39465","33318"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","96410","Majestic Elderhorn","1","HandyNotes_LegionTreasures","Highmountain.lua","47803200","39646","33319"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","96590","Gurbog da Basher","1","HandyNotes_LegionTreasures","Highmountain.lua","56786126","40347","33320"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","96621","Mellok, Son of Torok","1","HandyNotes_LegionTreasures","Highmountain.lua","49202710","40242","33321"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","96997","Kethrazor","1","HandyNotes_LegionTreasures","Mardum.lua","49553285","40251",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","97057","Overseer Brutarg","1","HandyNotes_LegionTreasures","Mardum.lua","81054125","40233",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","97058","Count Nefarious","2","HandyNotes_LegionTreasures","Mardum.lua","51255740;63502350","40231",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","97059","King Voras","1","HandyNotes_LegionTreasures","Mardum.lua","74455730","40232",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","97069","Wrath-Lord Lekos","1","HandyNotes_LegionTreasures","Mardum.lua","68753630","40301",""
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","97093","Shara Felbreath","1","HandyNotes_LegionTreasures","Highmountain.lua","51052570","39762","33322"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","97203","Tenpak Flametotem","1","HandyNotes_LegionTreasures","Highmountain.lua","41964161","39782","33323"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","97215","Beastmaster Pao'lek","1","HandyNotes_LegionTreasures","Highmountain.lua","48605000","39784","33324"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","97326","Hartli the Snatcher","1","HandyNotes_LegionTreasures","Highmountain.lua","51074823","39802","33325"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","97345","Crawshuk the Hungry","1","HandyNotes_LegionTreasures","Highmountain.lua","48394019","39806","33326"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","97449","Bristlemaul","1","HandyNotes_LegionTreasures","Highmountain.lua","38084557","40405","33328"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","97504","Wraithtalon","1","HandyNotes_LegionTreasures","Valsharah.lua","66853685","39856","33287"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","97517","Dreadbog","1","HandyNotes_LegionTreasures","Valsharah.lua","60194422","39858","33288"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","97593","Mynta Talonscreech (Scout Harefoot)","1","HandyNotes_LegionTreasures","Highmountain.lua","54504060","39866","33329"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","97630","Soulthirster","1","HandyNotes_LegionTreasures","Stormheim.lua","28156375","39870","33310"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","97653","Taurson","1","HandyNotes_LegionTreasures","Highmountain.lua","53715128","39872","33330"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","97793","Flamescale","1","HandyNotes_LegionTreasures","Highmountain.lua","40955775","39963",""
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","97933","Crab Rider Grmlrml","1","HandyNotes_LegionTreasures","Highmountain.lua","44201210","39994","33331"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","98024","Luggut the Eggeater","1","HandyNotes_LegionTreasures","Highmountain.lua","50803460","40406","33332"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","98188","Egyl the Enduring","1","HandyNotes_LegionTreasures","Stormheim.lua","41753410","40068","33311"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","wod","98198","Rukdug","1","HandyNotes_TreasureHunter","Nagrand.lua","26033460","40075",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","wod","98199","Pugg","1","HandyNotes_TreasureHunter","Nagrand.lua","28182969","40073",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","wod","98200","Guk","1","HandyNotes_TreasureHunter","Nagrand.lua","23783851","40074",""
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","98241","Lyrath Moonfeather","1","HandyNotes_LegionTreasures","Valsharah.lua","61802955","40079","33289"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","98268","Tarben","1","HandyNotes_LegionTreasures","Stormheim.lua","61444316","40081","33312"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","wod","98283","Drakum","1","HandyNotes_TreasureHunter","TanaanJungle.lua","83404340","40105",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","wod","98284","Gondar","1","HandyNotes_TreasureHunter","TanaanJungle.lua","80405660","40106",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","wod","98285","Smashum Grabb","1","HandyNotes_TreasureHunter","TanaanJungle.lua","87605580","40104",""
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","98299","Bodash the Hoarder","1","HandyNotes_LegionTreasures","Highmountain.lua","36751635","40084","33375"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","98311","Mrrklr (captured survivor)","1","HandyNotes_LegionTreasures","Highmountain.lua","46500745","40096","33333"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","wod","98408","Fel Overseer Mudlump","1","HandyNotes_TreasureHunter","TanaanJungle.lua","40605640","40107",""
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","98421","Kottr Vondyr","1","HandyNotes_LegionTreasures","Stormheim.lua","73474766","40109","33313"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","98503","Grrvrgull the Conqueror","1","HandyNotes_LegionTreasures","Stormheim.lua","78656117","40113","33314"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","98890","Slumber","1","HandyNotes_LegionTreasures","Highmountain.lua","41483177","40175","33335"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","99610","Garvrulg","1","HandyNotes_LegionTreasures","Suramar.lua","53203020","40897","33341"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","99792","Elfbane","1","HandyNotes_LegionTreasures","Suramar.lua","22165179","41319","33342"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","100230","Amateur hunters (100230, 100231, 100232)","1","HandyNotes_LegionTreasures","Highmountain.lua","43384725","40413","33336"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","100495","Devouring Darkness","1","HandyNotes_LegionTreasures","Highmountain.lua","54404110","40414","33337"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","100864","Cora'Kar","1","HandyNotes_LegionTreasures","Suramar.lua","68155895","41135","33343"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","101077","Sekhan","1","HandyNotes_LegionTreasures","Highmountain.lua","45705500","40681","33338"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","101649","Frostshard","1","HandyNotes_LegionTreasures","Highmountain.lua","54447454","40773",""
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","102303","Lieutenant Strathmar","1","HandyNotes_LegionTreasures","Suramar.lua","48535666","40905","33376"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","103183","Rok'nash","1","HandyNotes_LegionTreasures","Suramar.lua","79807221","40680","33344"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","103214","Har'kess the Insatiable","1","HandyNotes_LegionTreasures","Suramar.lua","67657105","41136","33345"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","103223","Hertha Grimdottir","1","HandyNotes_LegionTreasures","Suramar.lua","61283968","43993","33346"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","103575","Reef Lord Raj'his","1","HandyNotes_LegionTreasures","Suramar.lua","77485783","44003","33347"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","103827","King Morgalash / Sea Giant King","1","HandyNotes_LegionTreasures","Suramar.lua","87456235","41786",""
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","103841","Shadowquill","1","HandyNotes_LegionTreasures","Suramar.lua","16472666","43996","33348"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","104513","Defilia","1","HandyNotes_LegionTreasures","Highmountain.lua","56694870","45513",""
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","105547","Rauren","1","HandyNotes_LegionTreasures","Suramar.lua","23982553","43484","33349"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","105632","Broodmother Shu'malis","1","HandyNotes_LegionTreasures","Suramar.lua","64405060","93441",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","105728","Scythemaster Cil'raman","1","HandyNotes_LegionTreasures","Suramar.lua","23804580","45505",""
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","105938","Felwing","1","HandyNotes_LegionTreasures","Azsuna.lua","43532458","42069","32401"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","106351","Artificer Lothaire","1","HandyNotes_LegionTreasures","Suramar.lua","33591495","43717","33350"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","106526","Lady Rivantas","1","HandyNotes_LegionTreasures","Suramar.lua","35386700","44675",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","106532","Inquisitor Volitix","1","HandyNotes_LegionTreasures","Suramar.lua","37987039","44569",""
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","106990","Chief Bitterbrine","1","HandyNotes_LegionTreasures","Azsuna.lua","65655691","42221","33269"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","107105","Broodmother Lizax","1","HandyNotes_LegionTreasures","Azsuna.lua","33404120","44670",""
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","107113","Vorthax","1","HandyNotes_LegionTreasures","Azsuna.lua","37284321","42280","33374"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","107127","Brawlgoth","1","HandyNotes_LegionTreasures","Azsuna.lua","55104590","42450","33270"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","107136","Houndmaster Stroxis","1","HandyNotes_LegionTreasures","Azsuna.lua","30784800","42286",""
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","107269","Inquisitor Tivos","1","HandyNotes_LegionTreasures","Azsuna.lua","28205200","42376","33374"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","107327","Bilebrain","1","HandyNotes_LegionTreasures","Azsuna.lua","29255365","42417",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","107487","Starbuck","1","HandyNotes_LegionTreasures","Stormheim.lua","54802940","42437",""
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","107657","Arcanist Shal'iman","1","HandyNotes_LegionTreasures","Azsuna.lua","34953390","42505","33372"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","107846","Pinchshank","1","HandyNotes_LegionTreasures","Suramar.lua","66656715","43968","33351"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","107926","Hannval the Butcher","1","HandyNotes_LegionTreasures","Stormheim.lua","51607473","42591","33315"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","108136","The Muscle","1","HandyNotes_LegionTreasures","Azsuna.lua","58517882","44671",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","108255","Coura, Mistress of Arcana","2","HandyNotes_LegionTreasures","Azsuna.lua","55476980;62303090","42699",""
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","109054","Shal'an","1","HandyNotes_LegionTreasures","Suramar.lua","26254120","42831","33352"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","109163","Captain Dargun","1","HandyNotes_LegionTreasures","Stormheim.lua","70001920","42864",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","109498","Xaander","1","HandyNotes_LegionTreasures","Highmountain.lua","52405850","40423","33340"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","109504","Ragemaw","1","HandyNotes_LegionTreasures","Azsuna.lua","32604880","44108","33271"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","109630","Immolian","1","HandyNotes_LegionTreasures","Azsuna.lua","28204860","45495",""
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","109708","Undergrell Attack","1","HandyNotes_LegionTreasures","Valsharah.lua","67156960","43176","33290"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","109954","Magister Phaedris","1","HandyNotes_LegionTreasures","Suramar.lua","42068013","43348","33353"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","110024","Mal'Dreth the Corruptor","1","HandyNotes_LegionTreasures","Suramar.lua","34156099","43351","33354"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","110340","Myonix","1","HandyNotes_LegionTreasures","Suramar.lua","40943277","43358","33355"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","110363","Roteye","1","HandyNotes_LegionTreasures","Stormheim.lua","58353390","43342","33316"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","110438","Siegemaster Aedrin","1","HandyNotes_LegionTreasures","Suramar.lua","36972110","43369","33356"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","110562","Bahagar","1","HandyNotes_LegionTreasures","Valsharah.lua","45608880","43446","33291"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","110577","Oreth the Vile","1","HandyNotes_LegionTreasures","Suramar.lua","24604744","43449","33357"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","110656","Arcanist Lylandre","1","HandyNotes_LegionTreasures","Suramar.lua","65555915","43481","33358"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","110726","Cadraeus","1","HandyNotes_LegionTreasures","Suramar.lua","62554810","43495","33359"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","110824","Tideclaw","1","HandyNotes_LegionTreasures","Suramar.lua","18686106","43542","33360"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","110832","Gorgroth","1","HandyNotes_LegionTreasures","Suramar.lua","27756545","43992","33361"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","110870","Apothecary Faldren","1","HandyNotes_LegionTreasures","Suramar.lua","42255658","43580","33362"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","110944","Guardian Thor'el","1","HandyNotes_LegionTreasures","Suramar.lua","57995112","43597","33363"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","111007","Randril","1","HandyNotes_LegionTreasures","Suramar.lua","49657898","43603","33364"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","111197","Anax","1","HandyNotes_LegionTreasures","Suramar.lua","33665177","43954","33365"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","111329","Matron Hagatha","1","HandyNotes_LegionTreasures","Suramar.lua","36183384","43718","33366"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","111649","Ambassador D'vwinn","1","HandyNotes_LegionTreasures","Suramar.lua","54576371","43794","33367"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","111651","Degren (Noble Blademaster)","1","HandyNotes_LegionTreasures","Suramar.lua","54425612","43792","33368"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","111653","Miasu","1","HandyNotes_LegionTreasures","Suramar.lua","62506370","43793","33369"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","112497","Maia the White","1","HandyNotes_LegionTreasures","Suramar.lua","24413517","44071","33370"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","112636","Trecherous Stallions","1","HandyNotes_LegionTreasures","Azsuna.lua","50515204","44081","33272"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","112802","Mar'tura","1","HandyNotes_LegionTreasures","Suramar.lua","13515344","44124","33371"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","113368","Llorian","1","HandyNotes_LegionTreasures","Suramar.lua","29455333","44676",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","115732","Jorvild the Trusted","1","HandyNotes_LegionTreasures","Stormheim.lua","27204220","46949",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","116166","Eye of Gurgh","1","HandyNotes_LegionTreasures","BrokenShore.lua","64443020","47068",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","116953","Corrupted Bonebreaker","1","HandyNotes_LegionTreasures","BrokenShore.lua","60975338","46101",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","117086","Emberfire","1","HandyNotes_LegionTreasures","BrokenShore.lua","51814293","46093",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","117089","Inquisitor Chillbane","1","HandyNotes_LegionTreasures","BrokenShore.lua","61913840","46096",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","117090","Xorogun the Flamecarver","1","HandyNotes_LegionTreasures","BrokenShore.lua","49144796","46100",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","117091","Felmaw Emberfiend","1","HandyNotes_LegionTreasures","BrokenShore.lua","39224209","46095",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","117093","Felbringer Xar'thok","1","HandyNotes_LegionTreasures","BrokenShore.lua","58294288","46099",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","117094","Malorus the Soulkeeper","1","HandyNotes_LegionTreasures","BrokenShore.lua","42404282","46092",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","117095","Dreadblade Annihilator","1","HandyNotes_LegionTreasures","BrokenShore.lua","57793148","46098",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","117096","Potionmaster Gloop","1","HandyNotes_LegionTreasures","BrokenShore.lua","57085649","46094",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","117103","Felcaller Zelthae","1","HandyNotes_LegionTreasures","BrokenShore.lua","89473084","46102",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","117136","Doombringer Zar'thoz","1","HandyNotes_LegionTreasures","BrokenShore.lua","49783834","46097",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","117140","Salethan the Broodwalker","1","HandyNotes_LegionTreasures","BrokenShore.lua","65233182","46091",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","117141","Malgrazoth","1","HandyNotes_LegionTreasures","BrokenShore.lua","59692724","46090",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","117471","Si'vash","1","HandyNotes_LegionTreasures","BrokenShore.lua","89913238","47090",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","118993","Dreadeye","1","HandyNotes_LegionTreasures","BrokenShore.lua","40348045","46202",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","119629","Lord Hel'nurath","1","HandyNotes_LegionTreasures","BrokenShore.lua","44645320","46304",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","119718","Imp Mother Bruva","1","HandyNotes_LegionTreasures","BrokenShore.lua","60474504","46313",""
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","120393","Siegemaster Voraan (43369?)","1","HandyNotes_LegionTreasures","Krokuun.lua","58347584","48627","37659"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","battle_for_azeroth","120899","Kul'krazahn","2","HandyNotes_BattleForAzerothTreasures","Zuldazar.lua","55378240;59605640","48333","41875"
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","120998","Flllurlokkr","1","HandyNotes_LegionTreasures","BrokenShore.lua","40385977","46951",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","121016","Aqueux","1","HandyNotes_LegionTreasures","BrokenShore.lua","54027882","46953",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","121029","Brood Mother Nix","1","HandyNotes_LegionTreasures","BrokenShore.lua","39553265","46965",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","121037","Grossir","1","HandyNotes_LegionTreasures","BrokenShore.lua","77842292","46995",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","121046","Brother Badatin","1","HandyNotes_LegionTreasures","BrokenShore.lua","78334004","47001",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","121107","Lady Eldrathe","1","HandyNotes_LegionTreasures","BrokenShore.lua","41601723","47026",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","121112","Somber Dawn","1","HandyNotes_LegionTreasures","BrokenShore.lua","31315933","47028",""
"navigation_candidate_needs_dedup","stable_npc_in_installed_handynotes_table_provider","legion","121134","Duke Sithizi","1","HandyNotes_LegionTreasures","BrokenShore.lua","78322747","47036",""
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","battle_for_azeroth","121242","Glompmaw","1","HandyNotes_BattleForAzerothTreasures","Nazmir.lua","68955747","50361","41456"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","battle_for_azeroth","122004","Umbra'jin","1","HandyNotes_BattleForAzerothTreasures","Zuldazar.lua","71423239","47567","41877"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","122838","Shadowcaster Voruun","1","HandyNotes_LegionTreasures","Eredath.lua","44547164","48692","37654"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","122911","Commander Vecaya","1","HandyNotes_LegionTreasures","Krokuun.lua","38105952","48563","37643"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","122912","Commander Sathrenael","1","HandyNotes_LegionTreasures","Krokuun.lua","33207615","48562","37644"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","122947","Mistress Il'thendra","1","HandyNotes_LegionTreasures","AntoranWastes.lua","57353355","49240","37658"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","122958","Blistermaw","1","HandyNotes_LegionTreasures","AntoranWastes.lua","61703720","49183","37657"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","122999","Gar'zoth","1","HandyNotes_LegionTreasures","AntoranWastes.lua","56204550","49241","37656"
"already_achievement_backed","npc_already_present_in_collectionist_rare_data","legion","123464","Sister Subversia","1","HandyNotes_LegionTreasures","Krokuun.lua","52833097","48565","37641"
