"recipe_spell_id","source_kind","att_class","att_recipe_item_id","source_parent_kind","source_parent_id","source_parent_name","map_id","coord_x","coord_y","extra_spawns","awp_own","awp_ancestor","awp_ancestor_from","att_file","att_occurrences","att_source_ancestry","attribution_basis"
"7929","vendor","REMOVED FIRST AID","16112","n","133109","Mender Jessara <Bandage Trainer>","85","38.2","86.6","","30100","70305","n+1","Zones.lua","8","h:-732>m:12>m:85>h:-44>prof:129>n:133109","att_profession_db+att_tree"
"7934","trainer","TRAINER","0","n","133109","Mender Jessara <Bandage Trainer>","85","38.2","86.6","","","70305","n+1","Zones.lua","7","h:-732>m:12>m:85>h:-44>prof:129>n:133109","att_profession_db+att_tree"
"7935","worlddrop","ITEM","6454","","","","","","","","20005","20005","prof+1","WorldDrops.lua","2","h:-698>x:1>flt:200>prof:129","att_profession_db+att_tree"
"7953","vendor","ITEM","6474","n","5783","Kalldan Felmoon <Specialist Leatherworking Supplies>","10","45.9","35.7","","30200","30002","x+4","Instances.lua","2","h:-75>x:1>inst:240>h:-58>n:5783","att_profession_db+att_tree"
"7954","vendor","ITEM","6475","n","5783","Kalldan Felmoon <Specialist Leatherworking Supplies>","10","45.9","35.7","","30200","30002","x+4","Instances.lua","2","h:-75>x:1>inst:240>h:-58>n:5783","att_profession_db+att_tree"
"7955","quest","ITEM","6476","q","1487","Deviate Eradication","10","46","35.7","","","40003","h+2","Instances.lua","2","h:-75>x:1>inst:240>h:-45>q:1487","att_profession_db+att_tree"
"8238","drop","ITEM","6661","m","10","","10","","","","70305","11101","h+1","Zones.lua","2","h:-732>m:12>m:10>h:-63","att_profession_db+att_tree"
"8240","drop","ITEM","6663","m","10","","10","","","","70305","11101","h+1","Zones.lua","2","h:-732>m:12>m:10>h:-63","att_profession_db+att_tree"
"8243","quest","ITEM","6672","q","1559","Flash Bomb Recipe","15","42.39","52.93","","","","","Zones.lua","2","h:-732>m:13>m:15>h:-45>q:1559","att_profession_db+att_tree"
"8296","unavailable","NYI","0","","","","","","","","20001","20001","h+1","NeverImplemented.lua","1","h:-44>prof:186>flt:200>x:1>h:-232","att_profession_db+att_tree"
"8322","quest","ITEM","6710","q","1582","Moonglow Vest","89","60.4","37","","","","","Zones.lua","1","h:-732>m:12>m:89>h:-45>q:1582","att_profession_db+att_tree"
"8334","quest","QUEST","0","n","11017","Roxxik <Engineering Trainer>","85","56.8","56.4","","","40003","flt+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:202>n:11017>flt:50","att_profession_db+att_tree"
"8339","drop","ITEM","6716","inst","231","","30","30.1","74.6","","","30002","x+3","Instances.lua","2","h:-75>x:1>inst:231>e:422","att_profession_db+att_tree"
"8366","unavailable","NYI","6734","","","","","","","","","30002","prof+4","NeverImplemented.lua","1","h:-44>prof:164>flt:200>x:1>h:-232","att_profession_db+att_tree"
"8367","quest","ITEM","6735","q","1618","Gearing Redridge","87","48.6","43","","","60100","h+2","Zones.lua","1","h:-732>m:13>m:87>h:-45>q:1618","att_profession_db+att_tree"
"8368","unavailable","NYI","6736","","","","","","","","","30002","prof+4","NeverImplemented.lua","1","h:-44>prof:164>flt:200>x:1>h:-232","att_profession_db+att_tree"
"8387","unavailable","NYI","0","","","","","","","","20001","20001","h+1","NeverImplemented.lua","1","h:-44>prof:182>flt:200>x:1>h:-232","att_profession_db+att_tree"
"8388","unavailable","NYI","0","","","","","","","","20001","20001","h+1","NeverImplemented.lua","1","h:-44>prof:186>flt:200>x:1>h:-232","att_profession_db+att_tree"
"8465","trainer","TRAINER","0","n","3363","Magar <Tailoring Trainer>","85","60.6","59","","30100","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:197>n:3363>h:-88","att_profession_db+att_tree"
"8467","trainer","TRAINER","0","n","3363","Magar <Tailoring Trainer>","85","60.6","59","","20100","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:197>n:3363>h:-88","att_profession_db+att_tree"
"8483","trainer","TRAINER","0","n","3363","Magar <Tailoring Trainer>","85","60.6","59","","20100","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:197>n:3363>h:-88","att_profession_db+att_tree"
"8489","trainer","TRAINER","0","n","3363","Magar <Tailoring Trainer>","85","60.6","59","","20100","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:197>n:3363>h:-88","att_profession_db+att_tree"
"8604","trainer","TRAINER","0","n","3399","Zamja <Cooking Trainer>","85","32.2","69.6","","40100","11101","prof+2","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:185>n:3399","att_profession_db+att_tree"
"8607","vendor","ITEM","6892","n","3556","Andrew Hilbert <Trade Supplies> [CATA+]","21","43.2","40.6","","110207","","","Zones.lua","2","h:-732>m:13>m:21>h:-58>n:3556","att_profession_db+att_tree"
"8613","trainer","TRAINER","0","n","7088","Thuwd <Skinning Trainer>","85","61","54.6","","80001","","","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:393>n:7088","att_profession_db+att_tree"
"8617","trainer","TRAINER","0","n","7088","Thuwd <Skinning Trainer>","85","61","54.6","","80001","","","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:393>n:7088","att_profession_db+att_tree"
"8618","trainer","TRAINER","0","n","7088","Thuwd <Skinning Trainer>","85","61","54.6","","80001","","","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:393>n:7088","att_profession_db+att_tree"
"8681","quest","QUEST","0","q","2480","Hinott's Assistance (2","25","61.6","19.2","","40001","40001","h+2","Zones.lua","2","h:-732>m:13>m:25>h:-45>q:2480","att_profession_db+att_tree"
"8687","trainer","TRAINER","0","n","3328","Ormok <Rogue Trainer>","85","44.6","61.6","","","","","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:40>n:3328","att_profession_db+att_tree"
"8691","trainer","TRAINER","0","n","3328","Ormok <Rogue Trainer>","85","44.6","61.6","","","","","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:40>n:3328","att_profession_db+att_tree"
"8694","trainer","TRAINER","0","n","3328","Ormok <Rogue Trainer>","85","44.6","61.6","","","","","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:40>n:3328","att_profession_db+att_tree"
"8758","trainer","TRAINER","0","n","3363","Magar <Tailoring Trainer>","85","60.6","59","","","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:197>n:3363>h:-88","att_profession_db+att_tree"
"8760","trainer","TRAINER","0","n","3363","Magar <Tailoring Trainer>","85","60.6","59","","","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:197>n:3363>h:-88","att_profession_db+att_tree"
"8762","trainer","TRAINER","0","n","3363","Magar <Tailoring Trainer>","85","60.6","59","","","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:197>n:3363>h:-88","att_profession_db+att_tree"
"8764","trainer","TRAINER","0","n","3363","Magar <Tailoring Trainer>","85","60.6","59","","20100","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:197>n:3363>h:-88","att_profession_db+att_tree"
"8766","trainer","TRAINER","0","n","3363","Magar <Tailoring Trainer>","85","60.6","59","","","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:197>n:3363>h:-88","att_profession_db+att_tree"
"8768","trainer","TRAINER","0","n","3355","Saru Steelfury <Blacksmithing Trainer>","85","76.4","34.4","","11101","11101","flt+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:164>n:3355>flt:56","att_profession_db+att_tree"
"8770","trainer","TRAINER","0","n","3363","Magar <Tailoring Trainer>","85","60.6","59","","20100","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:197>n:3363>h:-88","att_profession_db+att_tree"
"8772","trainer","TRAINER","0","n","3363","Magar <Tailoring Trainer>","85","60.6","59","","","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:197>n:3363>h:-88","att_profession_db+att_tree"
"8774","trainer","TRAINER","0","n","3363","Magar <Tailoring Trainer>","85","60.6","59","","","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:197>n:3363>h:-88","att_profession_db+att_tree"
"8776","trainer","TRAINER","0","n","3363","Magar <Tailoring Trainer>","85","60.6","59","","","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:197>n:3363>h:-88","att_profession_db+att_tree"
"8778","unavailable","NYI","7093","","","","","","","","","20103","prof+3","NeverImplemented.lua","1","h:-44>prof:197>flt:200>x:1","att_profession_db+att_tree"
"8780","worlddrop","ITEM","7092","","","","","","","","","80001","flt+2","WorldDrops.lua","1","h:-698>x:1>flt:200>prof:197","att_profession_db+att_tree"
"8782","worlddrop","ITEM","7091","","","","","","","","","80001","flt+2","WorldDrops.lua","1","h:-698>x:1>flt:200>prof:197","att_profession_db+att_tree"
"8784","worlddrop","ITEM","7090","","","","","","","","","80001","flt+2","WorldDrops.lua","1","h:-698>x:1>flt:200>prof:197","att_profession_db+att_tree"
"8786","vendor","ITEM","167889","n","6574","Jun'ha <Tailoring Supplies>","14","67.8","37.4","","","","","Zones.lua","2","h:-732>m:13>m:14>h:-58>n:6574","att_profession_db+att_tree"
"8789","vendor","ITEM","7087","n","12246","Super-Seller 680","66","40.6","79.2","","","","","Zones.lua","2","h:-732>m:12>m:66>h:-58>n:12246","att_profession_db+att_tree"
"8791","trainer","TRAINER","0","n","3363","Magar <Tailoring Trainer>","85","60.6","59","","20100","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:197>n:3363>h:-88","att_profession_db+att_tree"
"8793","worlddrop","ITEM","7084","","","","","","","","","80001","flt+2","WorldDrops.lua","1","h:-698>x:1>flt:200>prof:197","att_profession_db+att_tree"
"8795","worlddrop","ITEM","7085","","","","","","","","","80001","flt+2","WorldDrops.lua","1","h:-698>x:1>flt:200>prof:197","att_profession_db+att_tree"
"8797","worlddrop","ITEM","7086","","","","","","","","","80001","flt+2","WorldDrops.lua","1","h:-698>x:1>flt:200>prof:197","att_profession_db+att_tree"
"8799","trainer","TRAINER","0","n","3363","Magar <Tailoring Trainer>","85","60.6","59","","20100","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:197>n:3363>h:-88","att_profession_db+att_tree"
"8802","vendor","ITEM","7088","n","6568","Vizzklick <Tailoring Supplies>","71","50.6","28.6","","40200","","","Zones.lua","1","h:-732>m:12>m:71>h:-58>n:6568","att_profession_db+att_tree"
"8804","trainer","TRAINER","0","n","3363","Magar <Tailoring Trainer>","85","60.6","59","","","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:197>n:3363>h:-88","att_profession_db+att_tree"
"8880","trainer","TRAINER","0","n","3355","Saru Steelfury <Blacksmithing Trainer>","85","76.4","34.4","","20005","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:164>n:3355>h:-101","att_profession_db+att_tree"
"8895","vendor",,,"n","8126","Nixx Sprocketspring <Goblin Engineering Trainer>","71","52.2","28.2","","","","","Zones.lua","1","h:-732>m:12>m:71>h:-44>prof:202>n:8126","att_tree"
"9058","trainer","TRAINER","0","n","3365","Karolek <Leatherworking Trainer>","85","60.8","54.8","","","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:165>n:3365>h:-88","att_profession_db+att_tree"
"9059","trainer","TRAINER","0","n","3365","Karolek <Leatherworking Trainer>","85","60.8","54.8","","","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:165>n:3365>h:-88","att_profession_db+att_tree"
"9060","trainer","TRAINER","0","n","3365","Karolek <Leatherworking Trainer>","85","60.8","54.8","","","40003","flt+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:165>n:3365>flt:50","att_profession_db+att_tree"
"9062","trainer","TRAINER","0","n","3365","Karolek <Leatherworking Trainer>","85","60.8","54.8","","80001","40003","flt+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:165>n:3365>flt:50","att_profession_db+att_tree"
"9064","worlddrop","ITEM","7288","","","","","","","","","80001","flt+2","WorldDrops.lua","1","h:-698>x:1>flt:200>prof:165","att_profession_db+att_tree"
"9065","trainer","TRAINER","0","n","3365","Karolek <Leatherworking Trainer>","85","60.8","54.8","","20100","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:165>n:3365>h:-88","att_profession_db+att_tree"
"9068","trainer","TRAINER","0","n","3365","Karolek <Leatherworking Trainer>","85","60.8","54.8","","20100","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:165>n:3365>h:-88","att_profession_db+att_tree"
"9070","vendor","ITEM","7289","n","2697","Clyde Ranthal <Leatherworking Supplies>","49","78.8","63.5","","","","","Zones.lua","1","h:-732>m:13>m:49>h:-58>n:2697","att_profession_db+att_tree"
"9072","vendor","ITEM","7290","n","2679","Wenna Silkbeard <Special Goods Dealer>","56","25.6","25.8","","100107","","","Zones.lua","1","h:-732>m:13>m:56>h:-58>n:2679","att_profession_db+att_tree"
"9074","trainer","TRAINER","0","n","3365","Karolek <Leatherworking Trainer>","85","60.8","54.8","","20100","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:165>n:3365>h:-88","att_profession_db+att_tree"
"9145","trainer","TRAINER","0","n","3365","Karolek <Leatherworking Trainer>","85","60.8","54.8","","","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:165>n:3365>h:-88","att_profession_db+att_tree"
"9146","vendor","ITEM","7361","n","34601","Harlown Darkweave <Leatherworking Supplies>","63","18.2","60","","","40003","n+1","Zones.lua","1","h:-732>m:12>m:63>h:-58>n:34601","att_profession_db+att_tree"
"9147","vendor","ITEM","7362","n","3537","Zixil <Merchant Supreme>","25","49.4","66.6","51.8,55.6;56,46.4","40001","","","Zones.lua","1","h:-732>m:13>m:25>h:-58>n:3537","att_profession_db+att_tree"
"9148","worlddrop","ITEM","7363","","","","","","","","","80001","flt+2","WorldDrops.lua","1","h:-698>x:1>flt:200>prof:165","att_profession_db+att_tree"
"9149","worlddrop","ITEM","7364","","","","","","","","","80001","flt+2","WorldDrops.lua","1","h:-698>x:1>flt:200>prof:165","att_profession_db+att_tree"
"9193","trainer","TRAINER","0","n","3365","Karolek <Leatherworking Trainer>","85","60.8","54.8","","","40003","flt+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:165>n:3365>flt:50","att_profession_db+att_tree"
"9194","trainer","TRAINER","0","n","3365","Karolek <Leatherworking Trainer>","85","60.8","54.8","","","40003","flt+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:165>n:3365>flt:50","att_profession_db+att_tree"
"9195","worlddrop","ITEM","7449","","","","","","","","","80001","flt+2","WorldDrops.lua","1","h:-698>x:1>flt:200>prof:165","att_profession_db+att_tree"
"9196","trainer","TRAINER","0","n","3365","Karolek <Leatherworking Trainer>","85","60.8","54.8","","","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:165>n:3365>h:-88","att_profession_db+att_tree"
"9197","worlddrop","ITEM","7450","","","","","","","","","80001","flt+2","WorldDrops.lua","1","h:-698>x:1>flt:200>prof:165","att_profession_db+att_tree"
"9198","trainer","TRAINER","0","n","3365","Karolek <Leatherworking Trainer>","85","60.8","54.8","","","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:165>n:3365>h:-88","att_profession_db+att_tree"
"9201","trainer","TRAINER","0","n","3365","Karolek <Leatherworking Trainer>","85","60.8","54.8","","","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:165>n:3365>h:-88","att_profession_db+att_tree"
"9202","vendor","ITEM","7451","n","40226","Pratt McGrubben <Leatherworking Supplies>","69","45.4","41.2","","","40003","n+1","Zones.lua","5","h:-732>m:12>m:69>h:-58>n:40226","att_profession_db+att_tree"
"9206","trainer","TRAINER","0","n","3365","Karolek <Leatherworking Trainer>","85","60.8","54.8","","","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:165>n:3365>h:-88","att_profession_db+att_tree"
"9207","worlddrop","ITEM","7452","","","","","","","","","80001","flt+2","WorldDrops.lua","1","h:-698>x:1>flt:200>prof:165","att_profession_db+att_tree"
"9208","worlddrop","ITEM","7453","","","","","","","","","80001","flt+2","WorldDrops.lua","1","h:-698>x:1>flt:200>prof:165","att_profession_db+att_tree"
"9269","vendor","ITEM","7560","n","5175","Gearcutter Cogspinner <Engineering Supplies>","87","67.8","43","","20300","","","Zones.lua","2","h:-732>m:13>m:87>h:-58>n:5175","att_profession_db+att_tree"
"9271","quest","QUEST","0","n","11017","Roxxik <Engineering Trainer>","85","56.8","56.4","","","40003","flt+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:202>n:11017>flt:50","att_profession_db+att_tree"
"9273","vendor","ITEM","7561","n","12246","Super-Seller 680","66","40.6","79.2","","","","","Zones.lua","4","h:-732>m:12>m:66>h:-58>n:12246","att_profession_db+att_tree"
"9513","vendor","ITEM","18160","n","105982","Smudge Thunderwood <Herbal Concoctions>","626","64.6","44.2","","","70003","h+4","ExpansionFeatures.lua","10","h:-735>x:7>h:-138>cl:4>h:-58>n:105982","att_profession_db+att_tree"
"9785","trainer","TRAINER","0","n","3355","Saru Steelfury <Blacksmithing Trainer>","85","76.4","34.4","","80001","","","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:164>n:3355","att_profession_db+att_tree"
"9787","vendor",,,"n","11178","Borgosh Corebender <Weaponsmith>","85","79.6","23.6","","","","","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:164>n:11178","att_tree"
"9788","vendor",,,"n","11177","Okothos Ironrager <Armorsmith>","85","79.8","23.8","","","","","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:164>n:11177","att_tree"
"9811","quest","ITEM","7978","q","2752","On Iron Pauldrons","85","76.2","37.4","","40003","","","Zones.lua","1","h:-732>m:12>m:85>h:-45>q:2752","att_profession_db+att_tree"
"9813","quest","ITEM","7979","q","2751","Barbaric Battlements","85","76.2","37.4","","80001","","","Zones.lua","1","h:-732>m:12>m:85>h:-45>q:2751","att_profession_db+att_tree"
"9814","quest","ITEM","7980","q","2754","Horns of Frenzy","85","76.2","37.4","","","","","Zones.lua","1","h:-732>m:12>m:85>h:-45>q:2754","att_profession_db+att_tree"
"9818","quest","ITEM","7981","q","2753","Trampled Under Foot","85","76.2","37.4","","40001","","","Zones.lua","1","h:-732>m:12>m:85>h:-45>q:2753","att_profession_db+att_tree"
"9820","quest","ITEM","7982","q","2755","Joys of Omosh","85","76.2","37.4","","","","","Zones.lua","1","h:-732>m:12>m:85>h:-45>q:2755","att_profession_db+att_tree"
"9916","trainer","TRAINER","0","n","3355","Saru Steelfury <Blacksmithing Trainer>","85","76.4","34.4","","110207","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:164>n:3355>h:-88","att_profession_db+att_tree"
"9918","trainer","TRAINER","0","n","3355","Saru Steelfury <Blacksmithing Trainer>","85","76.4","34.4","","40003","40003","flt+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:164>n:3355>flt:50","att_profession_db+att_tree"
"9920","trainer","TRAINER","0","n","3355","Saru Steelfury <Blacksmithing Trainer>","85","76.4","34.4","","40003","40003","flt+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:164>n:3355>flt:50","att_profession_db+att_tree"
"9921","trainer","TRAINER","0","n","3355","Saru Steelfury <Blacksmithing Trainer>","85","76.4","34.4","","40003","40003","flt+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:164>n:3355>flt:50","att_profession_db+att_tree"
"9926","trainer","TRAINER","0","n","3355","Saru Steelfury <Blacksmithing Trainer>","85","76.4","34.4","","","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:164>n:3355>h:-88","att_profession_db+att_tree"
"9928","trainer","TRAINER","0","n","3355","Saru Steelfury <Blacksmithing Trainer>","85","76.4","34.4","","","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:164>n:3355>h:-88","att_profession_db+att_tree"
"9931","trainer","TRAINER","0","n","3355","Saru Steelfury <Blacksmithing Trainer>","85","76.4","34.4","","110207","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:164>n:3355>h:-88","att_profession_db+att_tree"
"9933","worlddrop","ITEM","7975","","","","","","","","","20001","prof+1","WorldDrops.lua","1","h:-698>x:1>flt:200>prof:164","att_profession_db+att_tree"
"9935","trainer","TRAINER","0","n","3355","Saru Steelfury <Blacksmithing Trainer>","85","76.4","34.4","","110207","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:164>n:3355>h:-88","att_profession_db+att_tree"
"9937","vendor","ITEM","7995","n","8161","Harggan <Blacksmithing Supplies>","26","13.6","44.8","","","40003","h+2","Zones.lua","2","h:-732>m:13>m:26>h:-58>n:8161","att_profession_db+att_tree"
"9939","worlddrop","ITEM","7976","","","","","","","","","20001","prof+1","WorldDrops.lua","1","h:-698>x:1>flt:200>prof:164","att_profession_db+att_tree"
"9942","unavailable","NYI","7977","","","","","","","","","30002","prof+4","NeverImplemented.lua","1","h:-44>prof:164>flt:200>x:1>h:-232","att_profession_db+att_tree"
"9945","quest","ITEM","7983","q","2761","Smelt On, Smelt Off","224","50.6","20.4","","40003","40003","h+2","Zones.lua","1","h:-732>m:13>m:50>h:-45>q:2761","att_profession_db+att_tree"
"9950","quest","ITEM","7984","q","2762","The Great Silver Deceiver","224","50.6","20.4","","","40003","h+2","Zones.lua","1","h:-732>m:13>m:50>h:-45>q:2762","att_profession_db+att_tree"
"9952","quest","ITEM","7985","q","2763","The Art of the Imbue","224","50.6","20.4","","","40003","h+2","Zones.lua","1","h:-732>m:13>m:50>h:-45>q:2763","att_profession_db+att_tree"
"9954","specialization","ARMORSMITH","0","n","11177","Okothos Ironrager <Armorsmith>","85","79.8","23.8","","","","","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:164>n:11177","att_profession_db+att_tree"
"9957","trainer","TRAINER","0","q","2756","The Old Ways","85","80.6","23.2","","","","","Zones.lua","1","h:-732>m:12>m:85>h:-45>q:2756","att_profession_db+att_tree"
"9959","trainer","TRAINER","0","n","3355","Saru Steelfury <Blacksmithing Trainer>","85","76.4","34.4","","","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:164>n:3355>h:-88","att_profession_db+att_tree"
"9961","trainer","TRAINER","0","n","3355","Saru Steelfury <Blacksmithing Trainer>","85","76.4","34.4","","80001","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:164>n:3355>h:-88","att_profession_db+att_tree"
"9964","worlddrop","ITEM","7989","","","","","","","","","20001","prof+1","WorldDrops.lua","1","h:-698>x:1>flt:200>prof:164","att_profession_db+att_tree"
"9966","worlddrop","ITEM","7991","","","","","","","","","20001","prof+1","WorldDrops.lua","1","h:-698>x:1>flt:200>prof:164","att_profession_db+att_tree"
"9968","trainer","TRAINER","0","n","3355","Saru Steelfury <Blacksmithing Trainer>","85","76.4","34.4","","","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:164>n:3355>h:-88","att_profession_db+att_tree"
"9970","worlddrop","ITEM","7990","","","","","","","","","20001","prof+1","WorldDrops.lua","1","h:-698>x:1>flt:200>prof:164","att_profession_db+att_tree"
"9972","trainer","TRAINER","0","q","2773","The Mithril Kid","71","51.4","28.7","","","11101","h+2","Zones.lua","1","h:-732>m:12>m:71>h:-45>q:2773","att_profession_db+att_tree"
"9974","specialization","ARMORSMITH","0","n","11177","Okothos Ironrager <Armorsmith>","85","79.8","23.8","","","","","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:164>n:11177","att_profession_db+att_tree"
"9979","trainer","TRAINER","0","q","2772","The World At Your Feet","71","51.4","28.7","","40003","11101","h+2","Zones.lua","1","h:-732>m:12>m:71>h:-45>q:2772","att_profession_db+att_tree"
"9980","trainer","TRAINER","0","q","2771","A Good Head On Your Shoulders","71","51.4","28.7","","40003","11101","h+2","Zones.lua","1","h:-732>m:12>m:71>h:-45>q:2771","att_profession_db+att_tree"
"9983","trainer","TRAINER","0","n","3355","Saru Steelfury <Blacksmithing Trainer>","85","76.4","34.4","","20005","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:164>n:3355>h:-101","att_profession_db+att_tree"
"9985","trainer","TRAINER","0","n","3355","Saru Steelfury <Blacksmithing Trainer>","85","76.4","34.4","","2","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:164>n:3355>h:-101","att_profession_db+att_tree"
"9986","trainer","TRAINER","0","n","3355","Saru Steelfury <Blacksmithing Trainer>","85","76.4","34.4","","","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:164>n:3355>h:-101","att_profession_db+att_tree"
"9987","trainer","TRAINER","0","n","3355","Saru Steelfury <Blacksmithing Trainer>","85","76.4","34.4","","","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:164>n:3355>h:-101","att_profession_db+att_tree"
"9993","trainer","TRAINER","0","n","3355","Saru Steelfury <Blacksmithing Trainer>","85","76.4","34.4","","20005","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:164>n:3355>h:-101","att_profession_db+att_tree"
"9995","worlddrop","ITEM","7992","","","","","","","","20001","20001","prof+1","WorldDrops.lua","1","h:-698>x:1>flt:200>prof:164","att_profession_db+att_tree"
"9997","worlddrop","ITEM","8029","","","","","","","","","20001","prof+1","WorldDrops.lua","1","h:-698>x:1>flt:200>prof:164","att_profession_db+att_tree"
"10001","trainer","TRAINER","0","n","3355","Saru Steelfury <Blacksmithing Trainer>","85","76.4","34.4","","20005","40003","h+1","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:164>n:3355>h:-101","att_profession_db+att_tree"
"10003","vendor","ITEM","206352","n","11178","Borgosh Corebender <Weaponsmith>","85","79.6","23.6","","","","","Zones.lua","3","h:-732>m:12>m:85>h:-44>prof:164>n:11178","att_profession_db+att_tree"
"10005","worlddrop","ITEM","7993","","","","","","","","","20001","prof+1","WorldDrops.lua","1","h:-698>x:1>flt:200>prof:164","att_profession_db+att_tree"
"10007","specialization","WEAPONSMITH","74274","n","11178","Borgosh Corebender <Weaponsmith>","85","79.6","23.6","","","","","Zones.lua","3","h:-732>m:12>m:85>h:-44>prof:164>n:11178","att_profession_db+att_tree"
"10009","worlddrop","ITEM","8028","","","","","","","","","20001","prof+1","WorldDrops.lua","1","h:-698>x:1>flt:200>prof:164","att_profession_db+att_tree"
"10011","specialization","WEAPONSMITH","142337","n","11178","Borgosh Corebender <Weaponsmith>","85","79.6","23.6","","","","","Zones.lua","3","h:-732>m:12>m:85>h:-44>prof:164>n:11178","att_profession_db+att_tree"
"10013","vendor","ITEM","8030","n","11278","Magnus Frostwake","22","68","77.6","","","","","Zones.lua","1","h:-732>m:13>m:22>h:-58>n:11278","att_profession_db+att_tree"
"10015","vendor","ITEM","206351","n","11178","Borgosh Corebender <Weaponsmith>","85","79.6","23.6","","","","","Zones.lua","3","h:-732>m:12>m:85>h:-44>prof:164>n:11178","att_profession_db+att_tree"
"10097","trainer","TRAINER","0","n","3357","Makaru <Mining Trainer>","85","72.4","35.6","","","","","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:186>n:3357","att_profession_db+att_tree"
"10098","trainer","TRAINER","0","n","3357","Makaru <Mining Trainer>","85","72.4","35.6","","","","","Zones.lua","2","h:-732>m:12>m:85>h:-44>prof:186>n:3357","att_profession_db+att_tree"
