"decision","decision_basis","achievement_id","title","description","root_category","category_id","category_path","points","flags","criteria_tree_id","reward_item_id","att_source_files"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8106","In the Hall of the Thunder King","Achieve the following goals within the Troves of the Thunder King.","Legacy","15234","Legacy","0","133120","32116","0","Zones.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8124","Glory of the Thundering Raider","Complete the Throne of Thunder raid achievements listed below.","Dungeons & Raids","168","Dungeons & Raids","25","143360","32090","93662","Instances.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8213","Friends In Places Higher Yet","Obtain a Heart of the Nightwing mount through the Recruit-a-Friend program.","Feats of Strength","15269","Feats of Strength > Mounts","0","133120","32170","0","Promotions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8214","Malevolent Gladiator","Achieved Malevolent Gladiator title.","Feats of Strength","15270","Feats of Strength > Player vs. Player","0","2048","32174","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8216","Malevolent Gladiator's Cloud Serpent","Obtain the Malevolent Gladiator's Cloud Serpent from Arena Season 12 of Mists of Pandaria.","Feats of Strength","15269","Feats of Strength > Mounts","0","133120","32176","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8219","History of the Mantid","Restore and display pristine versions of all Mantid artifacts.","Professions","15071","Professions > Archaeology","10","131072","32185","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8220","Collector: Banners of the Mantid Empire","Restore 5 Banners of the Mantid Empire.","Professions","15071","Professions > Archaeology","10","131072","32206","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8221","Collector: Banners of the Mantid Empire","Restore 20 Banners of the Mantid Empire.","Professions","15071","Professions > Archaeology","10","131072","32208","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8222","Collector: Ancient Sap Feeders","Restore 5 Ancient Sap Feeders.","Professions","15071","Professions > Archaeology","10","131072","32210","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8223","Collector: Ancient Sap Feeders","Restore 20 Ancient Sap Feeders.","Professions","15071","Professions > Archaeology","10","131072","32212","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8224","Collector: Praying Mantids","Restore 5 Praying Mantids.","Professions","15071","Professions > Archaeology","10","131072","32214","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8225","Collector: Praying Mantids","Restore 20 Praying Mantids.","Professions","15071","Professions > Archaeology","10","131072","32216","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8226","Collector: Inert Sound Beacons","Restore 5 Inert Sound Beacons.","Professions","15071","Professions > Archaeology","10","131072","32218","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8227","Collector: Inert Sound Beacons","Restore 20 Inert Sound Beacons.","Professions","15071","Professions > Archaeology","10","131072","32220","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8228","Collector: Remains of Paragons","Restore 5 Remains of Paragons.","Professions","15071","Professions > Archaeology","10","131072","32222","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8229","Collector: Remains of Paragons","Restore 20 Remains of Paragons.","Professions","15071","Professions > Archaeology","10","131072","32224","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8230","Collector: Mantid Lamps","Restore 5 Mantid Lamps.","Professions","15071","Professions > Archaeology","10","131072","32226","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8231","Collector: Mantid Lamps","Restore 20 Mantid Lamps.","Professions","15071","Professions > Archaeology","10","131072","32228","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8232","Collector: Pollen Collectors","Restore 5 Pollen Collectors.","Professions","15071","Professions > Archaeology","10","131072","32230","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8233","Collector: Pollen Collectors","Restore 20 Pollen Collectors.","Professions","15071","Professions > Archaeology","10","131072","32232","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8234","Collector: Kypari Sap Containers","Restore 5 Kypari Sap Containers.","Professions","15071","Professions > Archaeology","10","131072","32234","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8235","Collector: Kypari Sap Containers","Restore 20 Kypari Sap Containers.","Professions","15071","Professions > Archaeology","10","131072","32236","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8238","Cutting Edge: Lei Shen","Defeat Lei Shen in Throne of Thunder on Heroic difficulty, before the release of patch 5.4.","Feats of Strength","15271","Feats of Strength > Raids","0","2048","32244","0","Instances.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8243","Hero of the Alliance: Malevolent","End PvP season 12 in the top .5% of the rated battleground ladder.","Feats of Strength","15270","Feats of Strength > Player vs. Player","0","14336","32246","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8244","Hero of the Horde: Malevolent","End PvP season 12 in the top .5% of the rated battleground ladder.","Feats of Strength","15270","Feats of Strength > Player vs. Player","0","14336","32248","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8246","Ahead of the Curve: Grand Empress Shek'zeer","Defeat Grand Empress Shek'zeer in Heart of Fear on Normal difficulty, before the release of patch 5.2.","Feats of Strength","15271","Feats of Strength > Raids","0","2048","32257","0","Instances.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8248","Ahead of the Curve: Sha of Fear","Defeat the Sha of Fear in Terrace of Endless Spring on Normal difficulty, before the release of patch 5.2.","Feats of Strength","15271","Feats of Strength > Raids","0","2048","32260","0","Instances.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8249","Ahead of the Curve: Lei Shen","Defeat Lei Shen in Throne of Thunder on Normal difficulty, before the release of patch 5.4.","Feats of Strength","15271","Feats of Strength > Raids","0","2048","32265","0","Instances.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8260","Cutting Edge: Ra-den","Defeat Ra-den in Throne of Thunder, before the release of patch 5.4.","Feats of Strength","15271","Feats of Strength > Raids","0","2048","32476","0","Instances.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8293","Raiding with Leashes II: Attunement Edition","Collect all of the battle pets listed below from Karazhan, Serpentshrine Cavern, and Tempest Keep.","Pet Battles","15118","Pet Battles > Collect","10","131072","32747","97558","Instances.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8297","Merciless Pet Brawler","Win 10 PvP pet battles through Find Battle with a full team of level 25 pets.","Pet Battles","15119","Pet Battles > Battle","10","131072","32761","0","Character.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8298","Vengeful Pet Brawler","Win 50 PvP pet battles through Find Battle with a full team of level 25 pets.","Pet Battles","15119","Pet Battles > Battle","10","131072","32763","0","Character.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8300","Brutal Pet Brawler","Win 250 PvP pet battles through Find Battle with a full team of level 25 pets.","Pet Battles","15119","Pet Battles > Battle","10","131072","32765","94191","Character.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8301","Deadly Pet Brawler","Win 1000 PvP pet battles through Find Battle with a full team of level 25 pets.","Pet Battles","15119","Pet Battles > Battle","10","131072","32767","0","Character.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8302","Mount Parade","Obtain 200 mounts (usable by a single character).","Collections","15248","Collections > Mounts","10","131072","32772","98104","Character.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8304","Mount Parade","Obtain 200 mounts (usable by a single character).","Collections","15248","Collections > Mounts","10","131072","32770","98259","Character.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8306","Hordebreaker","Responsible for pitting Vol'jin's troll uprising against Garrosh Hellscream's Horde during Patch 5.3: Escalation.","Legacy","15447","Legacy > Quests","0","2048","32783","0","ExpansionFeatures.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8307","Darkspear Revolutionary","Aided Vol'jin's troll uprising during Patch 5.3: Escalation.","Legacy","15447","Legacy > Quests","0","133120","32785","0","ExpansionFeatures.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8325","Chapter V: Judgment of the Black Prince","Work with Wrathion to create your legendary cloak and complete his quest to defeat Garrosh Hellscream.","Legacy","15447","Legacy > Quests","0","2048","32871","0","ExpansionFeatures.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8335","Having a Brawl (Season 1)","Reach Rank 9 with Bizmo's Brawlpub during the Pandaria campaign.","Legacy","15234","Legacy","0","6144","32889","0","WorldEvents.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8336","I've Got the Biggest Brawls of Them All (Season 1)","Reach Rank 10 with Bizmo's Brawlpub during the Pandaria campaign.","Legacy","15234","Legacy","0","6144","32891","0","WorldEvents.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8337","Having a Brawl (Season 1)","Reach Rank 9 with Brawl'gar Arena during the Pandaria campaign.","Legacy","15234","Legacy","0","6144","32893","0","WorldEvents.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8338","I've Got the Biggest Brawls of Them All (Season 1)","Reach Rank 10 with Brawl'gar Arena during the Pandaria campaign.","Legacy","15234","Legacy","0","6144","32895","0","WorldEvents.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8339","Collect Your Deck (Season 2)","Earn the right to purchase challenge cards for the following Brawler's Guild bosses during the Draenor campaign.","Legacy","15234","Legacy","0","133120","32897","0","WorldEvents.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8342","Collect Your Deck (Season 2)","Earn the right to purchase challenge cards for the following Brawler's Guild bosses during the Draenor campaign.","Legacy","15234","Legacy","0","133120","32923","0","WorldEvents.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8345","Hearthstoned","Owner of the Hearthsteed mount from the Hearthstone promotion.","Feats of Strength","15268","Feats of Strength > Promotions","0","133120","32951","0","Promotions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8348","The Longest Day","Complete all of the pet battle daily quests listed below.","Pet Battles","15117","Pet Battles","10","131072","32997","0","Character.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8381","Grievous Conquest","Earn 27,000 Conquest Points in Season 14.","Legacy","15279","Legacy > Player vs. Player","0","2048","33158","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8382","Grievous Conquest","Earn 27,000 Conquest Points in Season 14.","Legacy","15279","Legacy > Player vs. Player","0","2048","33160","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8398","Ahead of the Curve: Garrosh Hellscream (10 player)","Defeat Garrosh Hellscream on 10-Player Normal difficulty or higher, before the release of patch 6.0.","Feats of Strength","15271","Feats of Strength > Raids","0","133120","34038","104246","Instances.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8399","Ahead of the Curve: Garrosh Hellscream (25 player)","Defeat Garrosh Hellscream on 25-Player Normal difficulty or higher, before the release of patch 6.0.","Feats of Strength","15271","Feats of Strength > Raids","0","133120","34040","104246","Instances.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8400","Cutting Edge: Garrosh Hellscream (10 player)","Defeat Garrosh Hellscream on 10-Player Heroic difficulty, before the release of patch 6.0.","Feats of Strength","15271","Feats of Strength > Raids","0","2048","34042","0","Instances.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8401","Cutting Edge: Garrosh Hellscream (25 player)","Defeat Garrosh Hellscream on 25-Player Heroic difficulty, before the release of patch 6.0.","Feats of Strength","15271","Feats of Strength > Raids","0","2048","34044","0","Instances.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8410","The Celestial Tournament","Complete the Celestial Tournament scenario.","Pet Battles","15119","Pet Battles > Battle","10","131072","33366","0","Zones.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8450","Prideful Conquest","Earn 27,000 Conquest Points in Season 15.","Legacy","15279","Legacy > Player vs. Player","0","2048","33439","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8451","Prideful Conquest","Earn 27,000 Conquest Points in Season 15.","Legacy","15279","Legacy > Player vs. Player","0","2048","33441","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8454","Glory of the Orgrimmar Raider","Complete the Siege of Orgrimmar raid achievements listed below.","Dungeons & Raids","168","Dungeons & Raids","25","143360","33477","104208","Instances.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8484","Grievous Combatant","Win 100 Arena (3v3) or 40 Rated Battlegrounds in Season 14","Legacy","15279","Legacy > Player vs. Player","0","2048","33508","103533","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8485","Grievous Combatant","Win 100 Arena (3v3) or 40 Rated Battlegrounds in Season 14","Legacy","15279","Legacy > Player vs. Player","0","2048","33509","103533","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8518","Master of the Masters","Defeat all the trainers listed below from the Celestial Tournament.","Pet Battles","15119","Pet Battles > Battle","5","131072","33577","0","Zones.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8519","Celestial Family","Obtain all four of the celestial pets.","Pet Battles","15118","Pet Battles > Collect","5","131072","33591","0","Zones.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8641","Prideful Combatant","Win 100 Arena (3v3) or 40 Rated Battlegrounds in Season 15","Legacy","15279","Legacy > Player vs. Player","0","2048","33880","103533","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8642","Prideful Combatant","Win 100 Arena (3v3) or 40 Rated Battlegrounds in Season 15","Legacy","15279","Legacy > Player vs. Player","0","2048","33883","103533","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8652","Hero of the Alliance: Tyrannical","End PvP season 13 in the top .5% of the rated battleground ladder.","Feats of Strength","15270","Feats of Strength > Player vs. Player","0","14336","33886","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8653","Hero of the Horde: Tyrannical","End PvP season 13 in the top .5% of the rated battleground ladder.","Feats of Strength","15270","Feats of Strength > Player vs. Player","0","14336","33912","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8654","Hero of the Alliance: Grievous","End PvP season 14 in the top .5% of the rated battleground ladder.","Feats of Strength","15270","Feats of Strength > Player vs. Player","0","14336","33888","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8657","Hero of the Horde: Grievous","End PvP season 14 in the top .5% of the rated battleground ladder.","Feats of Strength","15270","Feats of Strength > Player vs. Player","0","14336","33918","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8658","Hero of the Alliance: Prideful","End PvP season 15 in the top .5% of the rated battleground ladder.","Feats of Strength","15270","Feats of Strength > Player vs. Player","0","14336","33890","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8659","Hero of the Horde: Prideful","End PvP season 15 in the top .5% of the rated battleground ladder.","Feats of Strength","15270","Feats of Strength > Player vs. Player","0","14336","33916","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8678","Tyrannical Gladiator's Cloud Serpent","Obtain the Tyrannical Gladiator's Cloud Serpent from Arena Season 13 of Mists of Pandaria.","Feats of Strength","15269","Feats of Strength > Mounts","0","133120","33955","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8698","Crashin' Thrashin' Flyer","Proud owner of the 2013 Vintage Winter Veil gift, the Crashin' Thrashin' Flyer.","Feats of Strength","15274","Feats of Strength > Events","0","133120","34025","0","Holidays.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8699","The Danger Zone","Shoot down another player's Crashin' Thrashin' Flyer with yours.","World Events","156","World Events > Winter Veil","10","0","34027","0","Holidays.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8705","Grievous Gladiator's Cloud Serpent","Obtain the Grievous Gladiator's Cloud Serpent from Arena Season 14 of Mists of Pandaria.","Feats of Strength","15269","Feats of Strength > Mounts","0","133120","34046","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8707","Prideful Gladiator's Cloud Serpent","Obtain the Prideful Gladiator's Cloud Serpent from Arena Season 15 of Mists of Pandaria.","Feats of Strength","15269","Feats of Strength > Mounts","0","133120","34049","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8791","Tyrannical Gladiator","Achieved Tyrannical Gladiator title.","Feats of Strength","15270","Feats of Strength > Player vs. Player","0","2048","34449","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8793","Murkalot","Proud owner of Murkalot from the 2013 BlizzCon.","Feats of Strength","15268","Feats of Strength > Promotions","0","133120","34471","0","Promotions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8794","Friends In Places Even Higher Than That","Obtain an Emerald Hippogryph mount through the Recruit-a-Friend program.","Feats of Strength","15269","Feats of Strength > Mounts","0","133120","34474","0","Promotions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8795","Collector's Edition: Treasure Goblin","Owner of the Diablo III: Reaper of Souls Collector's Edition Treasure Goblin pet.","Feats of Strength","15268","Feats of Strength > Promotions","0","133120","34477","0","Promotions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8820","WoW's 10th Anniversary","Logged in during WoW's 10th Anniversary.","Feats of Strength","15274","Feats of Strength > Events","0","2048","34572","115301","Holidays.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8916","Collector's Edition: Dread Raven","Owner of the Warlords of Draenor Collector's Edition Dread Raven mount.","Feats of Strength","15268","Feats of Strength > Promotions","0","133120","35729","0","InGameShop.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8917","Collector's Edition: Dread Hatchling","Owner of the Warlords of Draenor Collector's Edition Dread Hatchling pet.","Feats of Strength","15268","Feats of Strength > Promotions","0","133120","35732","0","InGameShop.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8935","Draenor Explorer","Explore the regions of Draenor.","Exploration","97","Exploration","25","131072","35940","0","Zones.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","8985","Glory of the Draenor Raider","Complete the Draenor raid achievements listed below.","Dungeons & Raids","168","Dungeons & Raids","25","143360","36001","116383","Instances.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","9016","Breaker of the Black Harvest","Defeated Kanrethad Ebonlocke and gained command over fel energy before the expedition to Draenor set out.","Feats of Strength","81","Feats of Strength","0","2048","36192","0","ExpansionFeatures.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","9069","An Awfully Big Adventure","Defeat the following trainers with an Elekk Plushie on your team.","Pet Battles","15119","Pet Battles > Battle","10","131072","37382","120121","Zones.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","9070","Overstuffed","Raise an Elekk Plushie to level 25.","Pet Battles","15120","Pet Battles > Level","5","131072","37389","0","Character.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","9071","Inspector Gadgetzan","Acquire the following decoded messages from Blingtron 5000.","Professions","15492","Professions > Engineering","5","131072","37408","0","Craftables.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","9087","Draenor Master of All","Raise all primary professions to 100 skill points in the ""Draenor"" category.","Professions","169","Professions","50","143360","65910","0","Professions.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","9168","You Are Not Your $#*@! Legplates (Season 2)","Win a brawl during the Draenor campaign.","Legacy","15234","Legacy","0","2048","37780","0","WorldEvents.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","9169","The Second Rule of Brawler's Guild (Season 2)","Reach Rank 4 with Bizmo's Brawlpub during the Draenor campaign.","Legacy","15234","Legacy","0","2048","37784","93195","WorldEvents.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","9170","Brawlin' and Shot Callin' (Season 2)","Reach Rank 8 with Bizmo's Brawlpub during the Draenor campaign.","Legacy","15234","Legacy","0","6144","37788","0","WorldEvents.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","9171","Now You're Just Showing Off (Season 2)","Defeat the following rare brawl bosses during the Draenor campaign.","Legacy","15234","Legacy","0","133120","37792","0","WorldEvents.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","9172","You Are Not Your $#*@! Legplates (Season 2)","Win a brawl during the Draenor campaign.","Legacy","15234","Legacy","0","2048","37782","0","WorldEvents.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","9173","The Second Rule of Brawler's Guild (Season 2)","Reach Rank 4 with Brawl'gar Arena during the Draenor campaign.","Legacy","15234","Legacy","0","2048","37786","93228","WorldEvents.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","9174","Brawlin' and Shot Callin' (Season 2)","Reach Rank 8 with Brawl'gar Arena during the Draenor campaign.","Legacy","15234","Legacy","0","6144","37790","0","WorldEvents.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","9175","Now You're Just Showing Off (Season 2)","Defeat the following rare brawl bosses during the Draenor campaign.","Legacy","15234","Legacy","0","133120","37797","0","WorldEvents.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","9176","Deck Your Collection (Season 2)","Defeat the following Brawler's Guild bosses during the Draenor campaign.","Legacy","15234","Legacy","0","137216","37802","98543","WorldEvents.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","9177","Deck Your Collection (Season 2)","Defeat the following Brawler's Guild bosses during the Draenor campaign.","Legacy","15234","Legacy","0","137216","37839","98543","WorldEvents.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","9229","Primal Gladiator's Felblood Gronnling","Obtain the Primal Gladiator's Felblood Gronnling from Warlords of Draenor Arena Season 1","Feats of Strength","15269","Feats of Strength > Mounts","0","133120","37985","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","9233","Primal Conquest","Earn 27,000 Conquest Points in Warlords Season 1.","Legacy","15279","Legacy > Player vs. Player","0","2048","37992","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","9234","Primal Conquest","Earn 27,000 Conquest Points in Warlords Season 1.","Legacy","15279","Legacy > Player vs. Player","0","2048","37994","0","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","9236","Primal Combatant","Win 100 Arena (3v3) or 40 Rated Battlegrounds in Warlords Season 1","Legacy","15279","Legacy > Player vs. Player","0","2048","37996","103533","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","9238","Primal Combatant","Win 100 Arena (3v3) or 40 Rated Battlegrounds in Warlords Season 1","Legacy","15279","Legacy > Player vs. Player","0","2048","37999","103533","PVP.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","9250","Flying High","Collect 10 Blazing Rings in one flight session of Firebird's Challenge.","World Events","15101","World Events > Darkmoon Faire","10","0","38072","0","Holidays.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","9251","Ringmaster","Collect 25 Blazing Rings in one flight session of Firebird's Challenge.","World Events","15101","World Events > Darkmoon Faire","10","0","38074","0","Holidays.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","9252","Brood of Alysrazor","Collect 50 Blazing Rings in one flight session of Firebird's Challenge.","World Events","15101","World Events > Darkmoon Faire","10","131072","38076","0","Holidays.lua"
"confirmed_catalog_gap_needs_placement","current_db2_player_facing_and_att_catalog_but_not_collectionist","9389","It Might Just Save Your Life","Unleash the power of love contained within a holiday necklace.","World Events","187","World Events > Love is in the Air","10","0","38413","0","Holidays.lua"
