"acquisition_expansion","achievement_id","name","description","category","source","db2_category_id","criteria_tree_id","provider_plugins","provider_files","attribution_basis"
"midnight","61728","The Darkway Stories","Complete each story variant of The Darkway.","features","delves","15571","220568","HandyNotes_Midnight","HandyNotes_Midnight:zones\delves.lua","handynotes_provider"
"midnight","61729","Atal'Aman Stories","Complete each story variant of Atal'Aman.","features","delves","15571","220580","HandyNotes_Midnight","HandyNotes_Midnight:zones\delves.lua","handynotes_provider"
"midnight","61730","Twilight Crypts Stories","Complete each story variant of Twilight Crypts.","features","delves","15571","220572","HandyNotes_Midnight","HandyNotes_Midnight:zones\delves.lua","handynotes_provider"
"midnight","61731","The Gulf of Memory Stories","Complete each story variant of The Gulf of Memory.","features","delves","15571","220584","HandyNotes_Midnight","HandyNotes_Midnight:zones\delves.lua","handynotes_provider"
"midnight","61732","Sunkiller Sanctum Stories","Complete each story variant of Sunkiller Sanctum.","features","delves","15571","220596","HandyNotes_Midnight","HandyNotes_Midnight:zones\delves.lua","handynotes_provider"
"midnight","61733","Shadowguard Point Stories","Complete each story variant of Shadowguard Point.","features","delves","15571","220592","HandyNotes_Midnight","HandyNotes_Midnight:zones\delves.lua","handynotes_provider"
"midnight","61863","Atal'Aman Discoveries","Find and open all Sturdy Chests hidden in Atal'Aman.","features","delves","15571","220861","HandyNotes_Midnight;HandyNotes_MidnightTreasures","HandyNotes_Midnight:zones\delves.lua;HandyNotes_MidnightTreasures:shared\Delves.lua","handynotes_provider"
"midnight","61892","The Shadow Enclave Discoveries","Find and open all Sturdy Chests hidden in The Shadow Enclave.","features","delves","15571","221022","HandyNotes_Midnight;HandyNotes_MidnightTreasures","HandyNotes_Midnight:zones\delves.lua;HandyNotes_MidnightTreasures:shared\Delves.lua","handynotes_provider"
"midnight","61893","Parhelion Plaza Discoveries","Find and open all Sturdy Chests hidden in Parhelion Plaza.","features","delves","15571","221030","HandyNotes_Midnight;HandyNotes_MidnightTreasures","HandyNotes_Midnight:zones\delves.lua;HandyNotes_MidnightTreasures:shared\Delves.lua","handynotes_provider"
"midnight","61894","Collegiate Calamity Discoveries","Find and open all Sturdy Chests hidden in Collegiate Calamity.","features","delves","15571","221026","HandyNotes_Midnight;HandyNotes_MidnightTreasures","HandyNotes_Midnight:zones\delves.lua;HandyNotes_MidnightTreasures:shared\Delves.lua","handynotes_provider"
"midnight","61895","The Darkway Discoveries","Find and open all Sturdy Chests hidden in The Darkway.","features","delves","15571","221046","HandyNotes_Midnight;HandyNotes_MidnightTreasures","HandyNotes_Midnight:zones\delves.lua;HandyNotes_MidnightTreasures:shared\Delves.lua","handynotes_provider"
"midnight","61896","Twilight Crypts Discoveries","Find and open all Sturdy Chests hidden in Twilight Crypts.","features","delves","15571","221050","HandyNotes_Midnight;HandyNotes_MidnightTreasures","HandyNotes_Midnight:zones\delves.lua;HandyNotes_MidnightTreasures:shared\Delves.lua","handynotes_provider"
"midnight","61897","The Grudge Pit Discoveries","Find and open all Sturdy Chests hidden in The Grudge Pit.","features","delves","15571","221042","HandyNotes_Midnight;HandyNotes_MidnightTreasures","HandyNotes_Midnight:zones\delves.lua;HandyNotes_MidnightTreasures:shared\Delves.lua","handynotes_provider"
"midnight","61898","The Gulf of Memory Discoveries","Find and open all Sturdy Chests hidden in The Gulf of Memory.","features","delves","15571","221034","HandyNotes_Midnight;HandyNotes_MidnightTreasures","HandyNotes_Midnight:zones\delves.lua;HandyNotes_MidnightTreasures:shared\Delves.lua","handynotes_provider"
"midnight","61899","Sunkiller Sanctum Discoveries","Find and open all Sturdy Chests hidden in Sunkiller Sanctum.","features","delves","15571","221054","HandyNotes_Midnight;HandyNotes_MidnightTreasures","HandyNotes_Midnight:zones\delves.lua;HandyNotes_MidnightTreasures:shared\Delves.lua","handynotes_provider"
"midnight","61900","Shadowguard Point Discoveries","Find and open all Sturdy Chests hidden in Shadowguard Point.","features","delves","15571","221038","HandyNotes_Midnight;HandyNotes_MidnightTreasures","HandyNotes_Midnight:zones\delves.lua;HandyNotes_MidnightTreasures:shared\Delves.lua","handynotes_provider"
"midnight","61681","Abundance: You Should See Him in a Crown","Harvest a total lifetime amount of 1,000,000 Abundance.","features","events","15553","223076","HandyNotes_Midnight","HandyNotes_Midnight:zones\abundance.lua","handynotes_provider"
"midnight","61937","Abundance: Artisan of Mausoloa","Earn 250,000 Abundance at the Watha'nan Crypts in Eversong Woods.","features","events","15553","221291","HandyNotes_Midnight","HandyNotes_Midnight:zones\abundance.lua","handynotes_provider"
"midnight","61938","Abundance: Artisan of Loaknit","Earn 250,000 Abundance at the Loaknit Den in Zul'Aman.","features","events","15553","221295","HandyNotes_Midnight","HandyNotes_Midnight:zones\abundance.lua","handynotes_provider"
"midnight","61939","Abundance: Artisan of Floaret","Earn 250,000 Abundance at the Floaret Grotto in Harandar.","features","events","15553","221297","HandyNotes_Midnight","HandyNotes_Midnight:zones\abundance.lua;HandyNotes_Midnight:zones\harandar.lua","handynotes_provider"
"midnight","61940","Abundance: Artisan of Loanite","Earn 250,000 Abundance at the Abundant Voidburrow in Voidstorm.","features","events","15553","221299","HandyNotes_Midnight","HandyNotes_Midnight:zones\abundance.lua","handynotes_provider"
"midnight","62266","Abundance: An Acolyte no Longer","Harvest a total lifetime amount of 10,000,000 Abundance.","features","events","15553","221272","HandyNotes_Midnight","HandyNotes_Midnight:zones\abundance.lua","handynotes_provider"
"midnight","62324","Abundance: Loa of all Trades","Complete an Abundance event having earned points in every score catagory.","features","events","15553","223262","HandyNotes_Midnight","HandyNotes_Midnight:zones\abundance.lua","handynotes_provider"
"midnight","62325","Abundance: Treasures Aplenty","Trigger the Treasure Dundun Bonus in each Abundance location.","features","events","15553","223264","HandyNotes_Midnight","HandyNotes_Midnight:zones\abundance.lua;HandyNotes_Midnight:zones\harandar.lua","handynotes_provider"
"midnight","62326","Abundance: Golden Opportunities","Trigger the Golden Glow Bonus in each Abundance location.","features","events","15553","223269","HandyNotes_Midnight","HandyNotes_Midnight:zones\abundance.lua;HandyNotes_Midnight:zones\harandar.lua","handynotes_provider"
"midnight","62329","Abundance: Squash the Competition","Trigger the Runaways Bonus in each Abundance location.","features","events","15553","223274","HandyNotes_Midnight","HandyNotes_Midnight:zones\abundance.lua;HandyNotes_Midnight:zones\harandar.lua","handynotes_provider"
"midnight","62330","Abundance: One Bite at a Time","Trigger the Gigantic Harvest Bonus in each Abundance location.","features","events","15553","223279","HandyNotes_Midnight","HandyNotes_Midnight:zones\abundance.lua;HandyNotes_Midnight:zones\harandar.lua","handynotes_provider"
"midnight","62331","Abundance: Drops of Prosperity","Trigger the Rain of Abundance Bonus in each Abundance location.","features","events","15553","223284","HandyNotes_Midnight","HandyNotes_Midnight:zones\abundance.lua;HandyNotes_Midnight:zones\harandar.lua","handynotes_provider"
"midnight","62333","Abundance: Harvester","Complete an Abundance event having earned a score of at least 10,000 in the Materials Harvested catagory.","features","events","15553","223295","HandyNotes_Midnight","HandyNotes_Midnight:zones\abundance.lua","handynotes_provider"
"midnight","62336","Abundance: Contributor","Complete an Abundance event having earned a score of at least 10,000 in the Materials Contributed catagory.","features","events","15553","223297","HandyNotes_Midnight","HandyNotes_Midnight:zones\abundance.lua","handynotes_provider"
"midnight","62337","Abundance: Professional","Complete an Abundance event having earned a score of at least 10,000 in the Basic Nodes catagory.","features","events","15553","223299","HandyNotes_Midnight","HandyNotes_Midnight:zones\abundance.lua","handynotes_provider"
"midnight","62338","Abundance: Artisan","Complete an Abundance event having earned a score of at least 10,000 in the Artisan Nodes catagory.","features","events","15553","223301","HandyNotes_Midnight","HandyNotes_Midnight:zones\abundance.lua","handynotes_provider"
"midnight","62339","Abundance: Gambler","Complete an Abundance event having earned a score of at least 10,000 in the Bonus Events catagory.","features","events","15553","223305","HandyNotes_Midnight","HandyNotes_Midnight:zones\abundance.lua","handynotes_provider"
"midnight","62340","Abundance: Investor","Complete an Abundance event having earned a score of at least 10,000 in the Large Orbs catagory.","features","events","15553","223303","HandyNotes_Midnight","HandyNotes_Midnight:zones\abundance.lua","handynotes_provider"
"mists_of_pandaria","6589","Pandaria Safari","Catch every battle pet in Pandaria.","collections","pets","15118","29306","HandyNotes_Cataclysm;HandyNotes_WorldOfWarcraft;HandyNotes_WrathOfTheLichKing","HandyNotes_Cataclysm:common.lua;HandyNotes_WorldOfWarcraft:common.lua;HandyNotes_WrathOfTheLichKing:common.lua","content_override"
"mists_of_pandaria","8397","Crazy for Cats","Obtain 20 of the cats listed below.","collections","pets","15118","33277","HandyNotes_TheBurningCrusade;HandyNotes_WorldOfWarcraft","HandyNotes_TheBurningCrusade:zones\netherstorm.lua;HandyNotes_WorldOfWarcraft:common.lua;HandyNotes_WorldOfWarcraft:zones\eastern_kingdoms\dun_morogh_ironforge.lua;HandyNotes_WorldOfWarcraft:zones\eastern_kingdoms\elwynn_forest_stormwind.lua;HandyNotes_WorldOfWarcraft:zones\eastern_kingdoms\hillsbrad_foothills.lua;HandyNotes_WorldOfWarcraft:zones\kalimdor\winterspring.lua","content_override"
"mists_of_pandaria","6350","To All the Squirrels I Once Caressed?","There are even more critters in Pandaria. They also need /love.","exploration","zone","15113","19968","HandyNotes_MistsOfPandaria","HandyNotes_MistsOfPandaria:zones\dread_wastes.lua;HandyNotes_MistsOfPandaria:zones\jade_forest.lua;HandyNotes_MistsOfPandaria:zones\krasarang_wilds.lua;HandyNotes_MistsOfPandaria:zones\townlong_steppes.lua;HandyNotes_MistsOfPandaria:zones\vale_of_eternal_blossoms.lua;HandyNotes_MistsOfPandaria:zones\valley_of_the_four_winds.lua","handynotes_provider"
"mists_of_pandaria","6926","Tranquil Master","Purge Pandaria of Sha corruption, defeating each known manifestation of negative emotion.","exploration","zone","168","22885","HandyNotes_MistsOfPandaria","HandyNotes_MistsOfPandaria:common.lua","handynotes_provider"
"mists_of_pandaria","8533","Ordos","Defeat Ordos, Fire-God of the Yaungol, atop the Timeless Isle.","exploration","zone","15278","33648","HandyNotes_MistsOfPandaria;HandyNotes_MistsOfPandariaTreasures","HandyNotes_MistsOfPandaria:common.lua;HandyNotes_MistsOfPandariaTreasures:zones\TimelessIsle.lua","handynotes_provider"
"mists_of_pandaria","8728","Going To Need A Bigger Bag","Obtain all of the rare items from the Timeless Isle listed below.","exploration","zone","15246","34193","HandyNotes_MistsOfPandaria","HandyNotes_MistsOfPandaria:zones\timeless_isle.lua","handynotes_provider"
"shadowlands","14625","Battle in the Shadowlands","Complete 14 Pet Battle World Quests throughout the Shadowlands with a full team of level 25 pets.","collections","pets","15119","87483","HandyNotes_Shadowlands","HandyNotes_Shadowlands:zones\ardenweald.lua;HandyNotes_Shadowlands:zones\bastion.lua;HandyNotes_Shadowlands:zones\maldraxxus.lua;HandyNotes_Shadowlands:zones\revendreth.lua","handynotes_provider"
"shadowlands","14867","Shadowlands Safari","Catch every battle pet in the Shadowlands.","collections","pets","15118","89868","HandyNotes_Shadowlands","HandyNotes_Shadowlands:common.lua","handynotes_provider"
"shadowlands","14868","Aquatic Apparitions","Defeat 9 Master Tamers in the Shadowlands with a team of all level 25 Aquatic pets.","collections","pets","15119","89900","HandyNotes_Shadowlands","HandyNotes_Shadowlands:zones\ardenweald.lua;HandyNotes_Shadowlands:zones\bastion.lua;HandyNotes_Shadowlands:zones\maldraxxus.lua;HandyNotes_Shadowlands:zones\revendreth.lua","handynotes_provider"
"shadowlands","14869","Beast Busters","Defeat 9 Master Tamers in the Shadowlands with a team of all level 25 Beast pets.","collections","pets","15119","89912","HandyNotes_Shadowlands","HandyNotes_Shadowlands:zones\ardenweald.lua;HandyNotes_Shadowlands:zones\bastion.lua;HandyNotes_Shadowlands:zones\maldraxxus.lua;HandyNotes_Shadowlands:zones\revendreth.lua","handynotes_provider"
"shadowlands","14870","Creepy Critters","Defeat 9 Master Tamers in the Shadowlands with a team of all level 25 Critter pets.","collections","pets","15119","89924","HandyNotes_Shadowlands","HandyNotes_Shadowlands:zones\ardenweald.lua;HandyNotes_Shadowlands:zones\bastion.lua;HandyNotes_Shadowlands:zones\maldraxxus.lua;HandyNotes_Shadowlands:zones\revendreth.lua","handynotes_provider"
"shadowlands","14871","Deathly Dragonkin","Defeat 9 Master Tamers in the Shadowlands with a team of all level 25 Dragonkin pets.","collections","pets","15119","89936","HandyNotes_Shadowlands","HandyNotes_Shadowlands:zones\ardenweald.lua;HandyNotes_Shadowlands:zones\bastion.lua;HandyNotes_Shadowlands:zones\maldraxxus.lua;HandyNotes_Shadowlands:zones\revendreth.lua","handynotes_provider"
"shadowlands","14872","Eerie Elementals","Defeat 9 Master Tamers in the Shadowlands with a team of all level 25 Elemental pets.","collections","pets","15119","89948","HandyNotes_Shadowlands","HandyNotes_Shadowlands:zones\ardenweald.lua;HandyNotes_Shadowlands:zones\bastion.lua;HandyNotes_Shadowlands:zones\maldraxxus.lua;HandyNotes_Shadowlands:zones\revendreth.lua","handynotes_provider"
"shadowlands","14873","Flickering Fliers","Defeat 9 Master Tamers in the Shadowlands with a team of all level 25 Flying pets.","collections","pets","15119","89960","HandyNotes_Shadowlands","HandyNotes_Shadowlands:zones\ardenweald.lua;HandyNotes_Shadowlands:zones\bastion.lua;HandyNotes_Shadowlands:zones\maldraxxus.lua;HandyNotes_Shadowlands:zones\revendreth.lua","handynotes_provider"
"shadowlands","14874","Haunted Humanoids","Defeat 9 Master Tamers in the Shadowlands with a team of all level 25 Humanoid pets.","collections","pets","15119","89972","HandyNotes_Shadowlands","HandyNotes_Shadowlands:zones\ardenweald.lua;HandyNotes_Shadowlands:zones\bastion.lua;HandyNotes_Shadowlands:zones\maldraxxus.lua;HandyNotes_Shadowlands:zones\revendreth.lua","handynotes_provider"
"shadowlands","14875","Mummified Magics","Defeat 9 Master Tamers in the Shadowlands with a team of all level 25 Magic pets.","collections","pets","15119","89984","HandyNotes_Shadowlands","HandyNotes_Shadowlands:zones\ardenweald.lua;HandyNotes_Shadowlands:zones\bastion.lua;HandyNotes_Shadowlands:zones\maldraxxus.lua;HandyNotes_Shadowlands:zones\revendreth.lua","handynotes_provider"
"shadowlands","14876","Macabre Mechanicals","Defeat 9 Master Tamers in the Shadowlands with a team of all level 25 Mechanical pets.","collections","pets","15119","89996","HandyNotes_Shadowlands","HandyNotes_Shadowlands:zones\ardenweald.lua;HandyNotes_Shadowlands:zones\bastion.lua;HandyNotes_Shadowlands:zones\maldraxxus.lua;HandyNotes_Shadowlands:zones\revendreth.lua","handynotes_provider"
"shadowlands","14877","Unholy Undead","Defeat 9 Master Tamers in the Shadowlands with a team of all level 25 Undead pets.","collections","pets","15119","90008","HandyNotes_Shadowlands","HandyNotes_Shadowlands:zones\ardenweald.lua;HandyNotes_Shadowlands:zones\bastion.lua;HandyNotes_Shadowlands:zones\maldraxxus.lua;HandyNotes_Shadowlands:zones\revendreth.lua","handynotes_provider"
"shadowlands","14881","Abhorrent Adversaries of the Afterlife","Defeat the following afterlife atrocities of the Shadowlands.","collections","pets","15119","90031","HandyNotes_Shadowlands","HandyNotes_Shadowlands:zones\ardenweald.lua;HandyNotes_Shadowlands:zones\bastion.lua;HandyNotes_Shadowlands:zones\maldraxxus.lua;HandyNotes_Shadowlands:zones\revendreth.lua","handynotes_provider"
"shadowlands","15004","A Sly Fox","Find ""Sly"" each time he runs away.","collections","pets","15118","91194","HandyNotes_Shadowlands;HandyNotes_ShadowlandsTreasures","HandyNotes_Shadowlands:zones\the_maw.lua;HandyNotes_ShadowlandsTreasures:zones\Maw.lua","handynotes_provider"
"tbc","6587","Outland Safari","Catch every battle pet in Outland.","collections","pets","15118","29245","HandyNotes_Cataclysm;HandyNotes_TheBurningCrusade;HandyNotes_WorldOfWarcraft;HandyNotes_WrathOfTheLichKing","HandyNotes_Cataclysm:common.lua;HandyNotes_TheBurningCrusade:common.lua;HandyNotes_WorldOfWarcraft:common.lua;HandyNotes_WrathOfTheLichKing:common.lua","content_override"
"tbc","1257","The Scavenger","Successfully fish in each of the junk nodes listed below.","features","professions","171","5049","HandyNotes_TheBurningCrusade;HandyNotes_WorldOfWarcraft","HandyNotes_TheBurningCrusade:zones\zangarmarsh.lua;HandyNotes_WorldOfWarcraft:common.lua","content_override"
"tww","40153","Battle on Khaz Algar","Complete 8 Pet Battle World Quests on Khaz Algar with a full team of level 25 pets.","collections","pets","15119","161720","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\azj_kahet.lua;HandyNotes_TheWarWithin:zones\hallowfall.lua;HandyNotes_TheWarWithin:zones\isle_of_dorn.lua;HandyNotes_TheWarWithin:zones\ringing_deeps.lua","handynotes_provider"
"tww","40154","Aquatic Battler of Khaz Algar","Defeat the pet trainers of Khaz Algar with a team of all level 25 Aquatic pets.","collections","pets","15119","161729","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\azj_kahet.lua;HandyNotes_TheWarWithin:zones\hallowfall.lua;HandyNotes_TheWarWithin:zones\isle_of_dorn.lua;HandyNotes_TheWarWithin:zones\ringing_deeps.lua","handynotes_provider"
"tww","40155","Beast Battler of Khaz Algar","Defeat the pet trainers of Khaz Algar with a team of all level 25 Beast pets.","collections","pets","15119","161734","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\azj_kahet.lua;HandyNotes_TheWarWithin:zones\hallowfall.lua;HandyNotes_TheWarWithin:zones\isle_of_dorn.lua;HandyNotes_TheWarWithin:zones\ringing_deeps.lua","handynotes_provider"
"tww","40156","Critter Battler of Khaz Algar","Defeat the pet trainers of Khaz Algar with a team of all level 25 Critter pets.","collections","pets","15119","161739","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\azj_kahet.lua;HandyNotes_TheWarWithin:zones\hallowfall.lua;HandyNotes_TheWarWithin:zones\isle_of_dorn.lua;HandyNotes_TheWarWithin:zones\ringing_deeps.lua","handynotes_provider"
"tww","40157","Dragonkin Battler of Khaz Algar","Defeat the pet trainers of Khaz Algar with a team of all level 25 Dragonkin pets.","collections","pets","15119","161744","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\azj_kahet.lua;HandyNotes_TheWarWithin:zones\hallowfall.lua;HandyNotes_TheWarWithin:zones\isle_of_dorn.lua;HandyNotes_TheWarWithin:zones\ringing_deeps.lua","handynotes_provider"
"tww","40158","Elemental Battler of Khaz Algar","Defeat the pet trainers of Khaz Algar with a team of all level 25 Elemental pets.","collections","pets","15119","161749","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\azj_kahet.lua;HandyNotes_TheWarWithin:zones\hallowfall.lua;HandyNotes_TheWarWithin:zones\isle_of_dorn.lua;HandyNotes_TheWarWithin:zones\ringing_deeps.lua","handynotes_provider"
"tww","40161","Flying Battler of Khaz Algar","Defeat the pet trainers of Khaz Algar with a team of all level 25 Flying pets.","collections","pets","15119","161754","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\azj_kahet.lua;HandyNotes_TheWarWithin:zones\hallowfall.lua;HandyNotes_TheWarWithin:zones\isle_of_dorn.lua;HandyNotes_TheWarWithin:zones\ringing_deeps.lua","handynotes_provider"
"tww","40162","Humanoid Battler of Khaz Algar","Defeat the pet trainers of Khaz Algar with a team of all level 25 Humanoid pets.","collections","pets","15119","161759","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\azj_kahet.lua;HandyNotes_TheWarWithin:zones\hallowfall.lua;HandyNotes_TheWarWithin:zones\isle_of_dorn.lua;HandyNotes_TheWarWithin:zones\ringing_deeps.lua","handynotes_provider"
"tww","40163","Magic Battler of Khaz Algar","Defeat the pet trainers of Khaz Algar with a team of all level 25 Magic pets.","collections","pets","15119","161764","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\azj_kahet.lua;HandyNotes_TheWarWithin:zones\hallowfall.lua;HandyNotes_TheWarWithin:zones\isle_of_dorn.lua;HandyNotes_TheWarWithin:zones\ringing_deeps.lua","handynotes_provider"
"tww","40164","Mechanical Battler of Khaz Algar","Defeat the pet trainers of Khaz Algar with a team of all level 25 Mechanical pets.","collections","pets","15119","161769","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\azj_kahet.lua;HandyNotes_TheWarWithin:zones\hallowfall.lua;HandyNotes_TheWarWithin:zones\isle_of_dorn.lua;HandyNotes_TheWarWithin:zones\ringing_deeps.lua","handynotes_provider"
"tww","40165","Undead Battler of Khaz Algar","Defeat the pet trainers of Khaz Algar with a team of all level 25 Undead pets.","collections","pets","15119","161774","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\azj_kahet.lua;HandyNotes_TheWarWithin:zones\hallowfall.lua;HandyNotes_TheWarWithin:zones\isle_of_dorn.lua;HandyNotes_TheWarWithin:zones\ringing_deeps.lua","handynotes_provider"
"tww","40166","Isle of Dorn Glyph Hunter","Discover the following Skyriding Glyphs in Isle of Dorn:","exploration","glyphs","15462","161779","HandyNotes_TheWarWithin;HandyNotes_WarWithin","HandyNotes_TheWarWithin:zones\isle_of_dorn.lua;HandyNotes_WarWithin:achievements\GlyphHunter.lua","handynotes_provider"
"tww","40703","The Ringing Deeps Glyph Hunter","Discover the following Skyriding Glyphs in The Ringing Deeps:","exploration","glyphs","15462","166384","HandyNotes_TheWarWithin;HandyNotes_WarWithin","HandyNotes_TheWarWithin:zones\ringing_deeps.lua;HandyNotes_WarWithin:achievements\GlyphHunter.lua","handynotes_provider"
"tww","40704","Hallowfall Glyph Hunter","Discover the following Skyriding Glyphs in Hallowfall:","exploration","glyphs","15462","166373","HandyNotes_TheWarWithin;HandyNotes_WarWithin","HandyNotes_TheWarWithin:zones\hallowfall.lua;HandyNotes_WarWithin:achievements\GlyphHunter.lua","handynotes_provider"
"tww","40705","Azj-Kahet Glyph Hunter","Discover the following Skyriding Glyphs in Azj-Kahet:","exploration","glyphs","15462","166361","HandyNotes_TheWarWithin;HandyNotes_WarWithin","HandyNotes_TheWarWithin:zones\azj_kahet.lua;HandyNotes_WarWithin:achievements\GlyphHunter.lua","handynotes_provider"
"tww","42727","K'aresh Glyph Hunter","Discover the following Skyriding Glyphs in K'aresh:","exploration","glyphs","15462","212042","HandyNotes_TheWarWithin;HandyNotes_WarWithin","HandyNotes_TheWarWithin:zones\karesh.lua;HandyNotes_WarWithin:achievements\GlyphHunter.lua","handynotes_provider"
"tww","40967","Ratts' Revenge","Uncover Ratts' story and take back her stolen prize.","exploration","zone","81","168787","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\ratts_revenge.lua","handynotes_provider"
"tww","40979","No Crate Left Behind","Find and return all Celebration Crates.","exploration","zone","15532","168921","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\secrets_of_azeroth.lua","handynotes_provider"
"tww","40316","Isle of Dorn: Bronze","Complete all normal races in the Isle of Dorn.","features","dragonriding","15462","162581","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40317","Isle of Dorn: Silver","Obtain silver in all normal races in the Isle of Dorn.","features","dragonriding","15462","162583","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40318","Isle of Dorn: Gold","Obtain gold in all normal races in the Isle of Dorn.","features","dragonriding","15462","162595","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40319","Isle of Dorn Advanced: Bronze","Complete all advanced races in the Isle of Dorn.","features","dragonriding","15462","162602","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40320","Isle of Dorn Advanced: Silver","Obtain silver in all advanced races in the Isle of Dorn.","features","dragonriding","15462","162609","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40321","Isle of Dorn Advanced: Gold","Obtain gold in all advanced races in the Isle of Dorn.","features","dragonriding","15462","162616","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40322","Isle of Dorn Reverse: Bronze","Complete all reverse races in the Isle of Dorn.","features","dragonriding","15462","162623","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40323","Isle of Dorn Reverse: Silver","Obtain silver in all reverse races in the Isle of Dorn.","features","dragonriding","15462","162630","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40324","Isle of Dorn Reverse: Gold","Obtain gold in all reverse races in the Isle of Dorn.","features","dragonriding","15462","162637","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40325","The Ringing Deeps: Bronze","Complete all normal races in The Ringing Deeps.","features","dragonriding","15462","162644","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40326","The Ringing Deeps: Silver","Obtain silver in all normal races in The Ringing Deeps.","features","dragonriding","15462","162651","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40327","The Ringing Deeps: Gold","Obtain gold in all normal races in The Ringing Deeps.","features","dragonriding","15462","162658","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40328","The Ringing Deeps Advanced: Bronze","Complete all advanced races in The Ringing Deeps.","features","dragonriding","15462","162665","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40329","The Ringing Deeps Advanced: Silver","Obtain silver in all advanced races in The Ringing Deeps.","features","dragonriding","15462","162672","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40330","The Ringing Deeps Advanced: Gold","Obtain gold in all advanced races in The Ringing Deeps.","features","dragonriding","15462","162679","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40331","The Ringing Deeps Reverse: Bronze","Complete all reverse races in The Ringing Deeps.","features","dragonriding","15462","162686","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40332","The Ringing Deeps Reverse: Silver","Obtain silver in all reverse races in The Ringing Deeps.","features","dragonriding","15462","162693","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40333","The Ringing Deeps Reverse: Gold","Obtain gold in all reverse races in The Ringing Deeps.","features","dragonriding","15462","162700","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40334","Hallowfall: Bronze","Complete all normal races in Hallowfall.","features","dragonriding","15462","162707","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40335","Hallowfall: Silver","Obtain silver in all normal races in Hallowfall.","features","dragonriding","15462","162714","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40336","Hallowfall: Gold","Obtain gold in all normal races in Hallowfall.","features","dragonriding","15462","162721","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40337","Hallowfall Advanced: Bronze","Complete all advanced races in Hallowfall.","features","dragonriding","15462","162728","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
"tww","40338","Hallowfall Advanced: Silver","Obtain silver in all advanced races in Hallowfall.","features","dragonriding","15462","162735","HandyNotes_TheWarWithin","HandyNotes_TheWarWithin:zones\skyriding_races.lua","handynotes_provider"
