"decision","decision_basis","acquisition_expansion","decor_id","item_id","name","item_name","item_expansion_id","att_occurrences","att_source_ancestry"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1878","245662","Carved Wooden Bar Table","Carved Wooden Bar Table","-3","2","custom_header:-682>custom_header:-22>decor:1878;custom_header:-682>map:2352>header:92969>quest:92999>decor:1878"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1879","245680","Orgrimmar Bureaucrat's Desk","Orgrimmar Bureaucrat's Desk","-3","2","custom_header:-682>custom_header:-22>decor:1879;custom_header:-682>map:2351>header:93109>quest:93109>decor:1879"
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","1894","245939","Void-Corrupted Fountain","Void-Corrupted Fountain","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","1907","245991","Purified Sin'dorei Candle","Purified Sin'dorei Candle","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","1909","245993","Purified Floating Lantern","Purified Floating Lantern","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1977","246036","High-Backed Orgrimmar Chair","High-Backed Orgrimmar Chair","-3","2","custom_header:-682>custom_header:-22>decor:1977;custom_header:-682>map:2351>header:93109>quest:93091>decor:1977"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1978","246037","Iron-Reinforced Wooden Rack","Iron-Reinforced Wooden Rack","-3","1","custom_header:-682>custom_header:-22>decor:1978"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1979","246038","Stitched Leather Rug","Stitched Leather Rug","-3","1","custom_header:-682>custom_header:-22>decor:1979"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1991","246101","Small Wooden Stool","Small Wooden Stool","-3","2","custom_header:-682>custom_header:-22>decor:1991;custom_header:-682>map:2352>header:92969>quest:92973>decor:1991"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1992","246102","Large Covered Wooden Table","Large Covered Wooden Table","-3","2","custom_header:-682>custom_header:-22>decor:1992;custom_header:-682>map:2352>header:92969>quest:92998>decor:1992"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1993","246103","Small Wooden Nightstand","Small Wooden Nightstand","-3","2","custom_header:-682>custom_header:-22>decor:1993;custom_header:-682>map:2352>header:92969>quest:92972>decor:1993"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1994","246104","Carved Wooden Crate","Carved Wooden Crate","-3","2","custom_header:-682>custom_header:-22>decor:1994;custom_header:-682>map:2352>header:92969>quest:92971>decor:1994"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1995","246105","Sturdy Weapon Rack","Sturdy Weapon Rack","-3","1","custom_header:-682>custom_header:-22>decor:1995"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1996","246106","Wooden Chamberstick","Wooden Chamberstick","-3","2","custom_header:-682>custom_header:-22>decor:1996;custom_header:-682>map:2352>header:92969>quest:92985>decor:1996"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1997","246107","Large Sturdy Wooden Table","Large Sturdy Wooden Table","-3","2","custom_header:-682>custom_header:-22>decor:1997;custom_header:-682>map:2352>header:92969>quest:92997>decor:1997"
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","1998","246108","Embellished Dwarven Tome","Embellished Dwarven Tome","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","1999","246109","Open Carved Wooden Crate","Open Carved Wooden Crate","-3","1","custom_header:-682>custom_header:-22>decor:1999"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2087","246217","Short Orgrimmar Bench","Short Orgrimmar Bench","-3","2","custom_header:-682>custom_header:-22>decor:2087;custom_header:-682>map:2351>header:93109>quest:93097>decor:2087"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2088","246218","Iron-Reinforced Crate","Iron-Reinforced Crate","-3","2","custom_header:-682>custom_header:-22>decor:2088;custom_header:-682>map:2351>header:93109>quest:93098>decor:2088"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2089","246219","Weather-Treated Wooden Table","Weather-Treated Wooden Table","-3","1","custom_header:-682>custom_header:-22>decor:2089"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2090","246220","Leather-Banded Wooden Bench","Leather-Banded Wooden Bench","-3","1","custom_header:-682>custom_header:-22>decor:2090"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2092","246223","Cozy Hide-Covered Bench","Cozy Hide-Covered Bench","-3","1","custom_header:-682>custom_header:-22>decor:2092"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2093","246224","Large Orgrimmar Bookcase","Large Orgrimmar Bookcase","-3","2","custom_header:-682>custom_header:-22>decor:2093;custom_header:-682>map:2351>header:93109>quest:93099>decor:2093"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2094","246225","Small Leather Rug","Small Leather Rug","-3","1","custom_header:-682>custom_header:-22>decor:2094"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2098","246241","Spiky Banded Barrel","Spiky Banded Barrel","-3","2","custom_header:-682>custom_header:-22>decor:2098;custom_header:-682>map:2351>header:93109>quest:93103>decor:2098"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2099","246243","Stormwind Beam Platform","Stormwind Beam Platform","-3","2","custom_header:-682>custom_header:-22>decor:2099;custom_header:-682>map:2352>header:92969>quest:92976>decor:2099"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2100","246245","Stormwind Round Platform","Stormwind Round Platform","-3","2","custom_header:-682>custom_header:-22>decor:2100;custom_header:-682>map:2352>header:92969>quest:92975>decor:2100"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2101","246246","Stormwind Large Platform","Stormwind Large Platform","-3","2","custom_header:-682>custom_header:-22>decor:2101;custom_header:-682>map:2352>header:92969>quest:92974>decor:2101"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2102","246247","Stormwind Small Platform","Stormwind Small Platform","-3","1","custom_header:-682>custom_header:-22>decor:2102"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2103","246248","Stormwind Angled Platform","Stormwind Angled Platform","-3","1","custom_header:-682>custom_header:-22>decor:2103"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2104","246249","Silvermoon Beam Platform","Silvermoon Beam Platform","-3","2","custom_header:-682>custom_header:-22>decor:2104;custom_header:-682>map:2351>header:93109>quest:93140>decor:2104"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2105","246250","Silvermoon Large Platform","Silvermoon Large Platform","-3","2","custom_header:-682>custom_header:-22>decor:2105;custom_header:-682>map:2351>header:93109>quest:93138>decor:2105"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2106","246251","Silvermoon Small Platform","Silvermoon Small Platform","-3","1","custom_header:-682>custom_header:-22>decor:2106"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2107","246252","Silvermoon Angled Platform","Silvermoon Angled Platform","-3","1","custom_header:-682>custom_header:-22>decor:2107"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2108","246253","Silvermoon Round Platform","Silvermoon Round Platform","-3","2","custom_header:-682>custom_header:-22>decor:2108;custom_header:-682>map:2351>header:93109>quest:93139>decor:2108"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2109","246254","Bel'ameth Beam Platform","Bel'ameth Beam Platform","-3","2","custom_header:-682>custom_header:-22>decor:2109;custom_header:-682>map:2352>header:92969>quest:92991>decor:2109"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2110","246255","Bel'ameth Large Platform","Bel'ameth Large Platform","-3","2","custom_header:-682>custom_header:-22>decor:2110;custom_header:-682>map:2352>header:92969>quest:93009>decor:2110"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2111","246256","Bel'ameth Small Platform","Bel'ameth Small Platform","-3","1","custom_header:-682>custom_header:-22>decor:2111"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2112","246257","Bel'ameth Angled Platform","Bel'ameth Angled Platform","-3","1","custom_header:-682>custom_header:-22>decor:2112"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2113","246258","Bel'ameth Round Platform","Bel'ameth Round Platform","-3","2","custom_header:-682>custom_header:-22>decor:2113;custom_header:-682>map:2352>header:92969>quest:92990>decor:2113"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2114","246259","Orgrimmar Beam Platform","Orgrimmar Beam Platform","-3","2","custom_header:-682>custom_header:-22>decor:2114;custom_header:-682>map:2351>header:93109>quest:93085>decor:2114"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2115","246260","Orgrimmar Round Platform","Orgrimmar Round Platform","-3","2","custom_header:-682>custom_header:-22>decor:2115;custom_header:-682>map:2351>header:93109>quest:93087>decor:2115"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2116","246261","Orgrimmar Large Platform","Orgrimmar Large Platform","-3","2","custom_header:-682>custom_header:-22>decor:2116;custom_header:-682>map:2351>header:93109>quest:93088>decor:2116"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2117","246262","Orgrimmar Small Platform","Orgrimmar Small Platform","-3","1","custom_header:-682>custom_header:-22>decor:2117"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2118","246263","Orgrimmar Angled Platform","Orgrimmar Angled Platform","-3","1","custom_header:-682>custom_header:-22>decor:2118"
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","2228","246411","Ironforge Bookcase","Ironforge Bookcase","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","2229","246412","Small Ironforge Bookcase","Small Ironforge Bookcase","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","2231","246414","Light-Infused Rotunda","Light-Infused Rotunda","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","2241","246424","Square Stormpike Table","Square Stormpike Table","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","2242","246425","Round Dwarven Table","Round Dwarven Table","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","2243","246426","Ornate Ironforge Table","Ornate Ironforge Table","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2254","246431","Elegant Tied Curtain","Elegant Tied Curtain","-3","1","custom_header:-682>custom_header:-22>decor:2254"
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","2299","246458","Grand Aethercharged Crystal","Grand Aethercharged Crystal","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","2333","246490","Ironforge Fencepost","Ironforge Fencepost","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","2334","246491","Ironforge Fence","Ironforge Fence","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2342","246502","Charming Couch","Charming Couch","-3","2","custom_header:-682>custom_header:-22>decor:2342;custom_header:-682>map:2352>header:92969>quest:92996>decor:2342"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2384","246587","Short Orgrimmar Bookcase","Short Orgrimmar Bookcase","-3","2","custom_header:-682>custom_header:-22>decor:2384;custom_header:-682>map:2351>header:93109>quest:93100>decor:2384"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2385","246588","Sturdy Wooden Trellis","Sturdy Wooden Trellis","-3","1","custom_header:-682>custom_header:-22>decor:2385"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2439","246607","Durable Hex Table","Durable Hex Table","-3","1","custom_header:-682>custom_header:-22>decor:2439"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2440","246608","Long Leather-Clad Table","Long Leather-Clad Table","-3","1","custom_header:-682>custom_header:-22>decor:2440"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2441","246609","Orgrimmar Open Dresser","Orgrimmar Open Dresser","-3","1","custom_header:-682>custom_header:-22>decor:2441"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2442","246610","Razorwind Standing Mirror","Razorwind Standing Mirror","-3","1","custom_header:-682>custom_header:-22>decor:2442"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2443","246611","Razorwind Fountain","Razorwind Fountain","-3","1","custom_header:-682>custom_header:-22>decor:2443"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2444","246612","Logger's Picnic Table","Logger's Picnic Table","-3","1","custom_header:-682>custom_header:-22>decor:2444"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2445","246613","Long Durable Table","Long Durable Table","-3","1","custom_header:-682>custom_header:-22>decor:2445"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2446","246614","Razorwind Bar Table","Razorwind Bar Table","-3","2","custom_header:-682>custom_header:-22>decor:2446;custom_header:-682>map:2351>header:93109>quest:93115>decor:2446"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2447","246615","Open Spiky Banded Barrel","Open Spiky Banded Barrel","-3","1","custom_header:-682>custom_header:-22>decor:2447"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2448","246616","Open Iron-Reinforced Crate","Open Iron-Reinforced Crate","-3","1","custom_header:-682>custom_header:-22>decor:2448"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2453","246686","Grummle Sleeping Bag","Grummle Sleeping Bag","-3","1","custom_header:-682>custom_header:-714>custom_header:-716>npc:249684>decor:2453"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2454","246687","Tusked Candleholder","Tusked Candleholder","-3","2","custom_header:-682>custom_header:-22>decor:2454;custom_header:-682>map:2351>header:93109>quest:93101>decor:2454"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2458","246691","Grand Elven Wall Curtain","Grand Elven Wall Curtain","-3","1","custom_header:-682>custom_header:-22>decor:2458"
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","2459","246692","Murder Row Wine Decanter","Murder Row Wine Decanter","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2474","246711","Elegant Pillow Roll","Elegant Pillow Roll","-3","1","custom_header:-682>custom_header:-22>decor:2474"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2495","246741","Grummle Bedroll","Grummle Bedroll","-3","1","custom_header:-682>custom_header:-714>custom_header:-716>npc:249684>decor:2495"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2496","246742","Tall Sturdy Wooden Chair","Tall Sturdy Wooden Chair","-3","2","custom_header:-682>custom_header:-22>decor:2496;custom_header:-682>map:2352>header:92969>quest:92970>decor:2496"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2510","246838","Kafa Press","Kafa Press","-3","1","custom_header:-682>custom_header:-714>custom_header:-716>npc:249684>decor:2510"
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","2511","246845","Tome of Shadowforge Cunning","Tome of Shadowforge Cunning","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","2513","246847","Tome of Draenei Faith","Tome of Draenei Faith","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","2514","246848","Scribe's Working Notes","Scribe's Working Notes","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","2523","246857","""Shu'halo Perspective"" Painting","""Shu'halo Perspective"" Painting","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","2526","246860","Tome of Forsaken Resilience","Tome of Forsaken Resilience","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2534","246868","Wide Hide-Covered Bench","Wide Hide-Covered Bench","-3","2","custom_header:-682>custom_header:-22>decor:2534;custom_header:-682>map:2351>header:93109>quest:93131>decor:2534"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2535","246869","Razorwind Wall Mirror","Razorwind Wall Mirror","-3","2","custom_header:-682>custom_header:-22>decor:2535;custom_header:-682>map:2351>header:93109>quest:93132>decor:2535"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2545","246879","Tusked Hanging Sconce","Tusked Hanging Sconce","-3","1","custom_header:-682>custom_header:-22>decor:2545"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2546","246880","Horned Banded Barrel","Horned Banded Barrel","-3","2","custom_header:-682>custom_header:-22>decor:2546;custom_header:-682>map:2351>header:93109>quest:93104>decor:2546"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2547","246881","Open Horned Banded Barrel","Open Horned Banded Barrel","-3","1","custom_header:-682>custom_header:-22>decor:2547"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2548","246882","Long Orgrimmar Bench","Long Orgrimmar Bench","-3","2","custom_header:-682>custom_header:-22>decor:2548;custom_header:-682>map:2351>header:93109>quest:93133>decor:2548"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2549","246883","Crude Banded Crate","Crude Banded Crate","-3","2","custom_header:-682>custom_header:-22>decor:2549;custom_header:-682>map:2351>header:93109>quest:93105>decor:2549"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2550","246884","Open Crude Banded Crate","Open Crude Banded Crate","-3","1","custom_header:-682>custom_header:-22>decor:2550"
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","2587","246958","Mastercrafted Fungal Row Planter","Mastercrafted Fungal Row Planter","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2590","246961","Elegant Seat Cushion","Elegant Seat Cushion","-3","1","custom_header:-682>custom_header:-22>decor:2590"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","2592","247221","Small Orgrimmar Chair","Small Orgrimmar Chair","-3","2","custom_header:-682>custom_header:-22>decor:2592;custom_header:-682>map:2351>header:93109>quest:93106>decor:2592"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","3826","247501","Elegant Carved Door","Elegant Carved Door","-3","1","custom_header:-682>custom_header:-22>decor:3826"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","3827","247502","Elven Woodvine Trellis","Elven Woodvine Trellis","-3","1","custom_header:-682>custom_header:-22>decor:3827"
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","3884","247744","Alliance Dueling Flag","Alliance Dueling Flag","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","3885","247745","Horde Dueling Flag","Horde Dueling Flag","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","3886","247746","Silverwing Sentinels Flag","Silverwing Sentinels Flag","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","3887","247747","Warsong Outriders Flag","Warsong Outriders Flag","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","3894","247757","Alliance Battlefield Banner","Alliance Battlefield Banner","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","3895","247758","Fortified Alliance Banner","Fortified Alliance Banner","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","3896","247759","Horde Battlefield Banner","Horde Battlefield Banner","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","3897","247760","Fortified Horde Banner","Fortified Horde Banner","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","3900","247763","Berserker's Empowerment","Berserker's Empowerment","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","3902","247765","Healer's Empowerment","Healer's Empowerment","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","3903","247766","Runner's Empowerment","Runner's Empowerment","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","3905","247768","Guardian's Empowerment","Guardian's Empowerment","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","3906","247769","Chaotic Empowerment","Chaotic Empowerment","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","3907","247770","Mysterious Empowerment","Mysterious Empowerment","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","3913","247776","Glowing Zangarshroom Cup","Glowing Zangarshroom Cup","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","4022","247908","Nightborne Lantern","Nightborne Lantern","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4029","247915","Square Suramar Table","Square Suramar Table","-3","1","custom_header:-682>custom_header:-45>quest:92581>decor:4029"
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","4157","248101","Traditional Brewfest Stein","Traditional Brewfest Stein","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4386","248246","Razorwind Storage Table","Razorwind Storage Table","-3","2","custom_header:-682>custom_header:-22>decor:4386;custom_header:-682>map:2351>header:93109>quest:93107>decor:4386"
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","4402","248333","Stormwind Large Wooden Table","Stormwind Large Wooden Table","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4406","248337","Round-Top Boulder","Round-Top Boulder","-3","1","custom_header:-682>custom_header:-22>decor:4406"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4407","248338","Flat Boulder","Flat Boulder","-3","1","custom_header:-682>custom_header:-22>decor:4407"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4408","248339","Hilltop Boulder","Hilltop Boulder","-3","1","custom_header:-682>custom_header:-22>decor:4408"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4424","248402","Grummle Kafa Refinery","Grummle Kafa Refinery","-3","1","custom_header:-682>custom_header:-714>custom_header:-716>npc:249684>decor:4424"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4425","248403","Grummle Tent","Grummle Tent","-3","1","custom_header:-682>custom_header:-714>custom_header:-716>npc:249684>decor:4425"
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","4426","248404","Stack of Kafa Mugs","Stack of Kafa Mugs","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4427","248405","Kafa Creamer","Kafa Creamer","-3","1","custom_header:-682>custom_header:-714>custom_header:-716>npc:249684>decor:4427"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4428","248406","Legerdemain Lounge Sign Board","Legerdemain Lounge Sign Board","-3","1","custom_header:-682>custom_header:-714>custom_header:-716>npc:249684>decor:4428"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4429","248407","Dalaran Kafa Table","Dalaran Kafa Table","-3","1","custom_header:-682>custom_header:-714>custom_header:-716>npc:249684>decor:4429"
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","4443","248617","Stormwind Keg Stand","Stormwind Keg Stand","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","4445","248619","Stormwind Gazebo","Stormwind Gazebo","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_no_local_acquisition_source","","4446","248620","Stormwind Trellis and Basin","Stormwind Trellis and Basin","-3","0",""
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4451","248625","Razorwind Succulent Palm","Razorwind Succulent Palm","-3","1","custom_header:-682>custom_header:-22>decor:4451"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4452","248626","Razorwind Fighting Cactus","Razorwind Fighting Cactus","-3","1","custom_header:-682>custom_header:-22>decor:4452"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4453","248627","Razorwind Tumbleweed","Razorwind Tumbleweed","-3","1","custom_header:-682>custom_header:-22>decor:4453"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4454","248628","Razorwind Palm Tree","Razorwind Palm Tree","-3","1","custom_header:-682>custom_header:-22>decor:4454"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4455","248629","Nagrand Blueberry Bush","Nagrand Blueberry Bush","-3","1","custom_header:-682>custom_header:-22>decor:4455"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4456","248630","Barrens Hosta Bush","Barrens Hosta Bush","-3","1","custom_header:-682>custom_header:-22>decor:4456"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4457","248631","Azsharan Firespear Tree","Azsharan Firespear Tree","-3","1","custom_header:-682>custom_header:-22>decor:4457"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4458","248632","Hardy Razorwind Grass Patch","Hardy Razorwind Grass Patch","-3","1","custom_header:-682>custom_header:-22>decor:4458"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4459","248633","Flowering Durotar Cactus","Flowering Durotar Cactus","-3","1","custom_header:-682>custom_header:-22>decor:4459"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4460","248634","Razorwind Acacia Tree","Razorwind Acacia Tree","-3","1","custom_header:-682>custom_header:-22>decor:4460"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4461","248635","Elwynn Whitebrush","Elwynn Whitebrush","-3","1","custom_header:-682>custom_header:-22>decor:4461"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4462","248636","Razorwind Gobtree","Razorwind Gobtree","-3","1","custom_header:-682>custom_header:-22>decor:4462"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4463","248637","Sunset Aster Flowers","Sunset Aster Flowers","-3","1","custom_header:-682>custom_header:-22>decor:4463"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4464","248638","Pink Razorwind Paintbrush","Pink Razorwind Paintbrush","-3","1","custom_header:-682>custom_header:-22>decor:4464"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4465","248639","Gloomrose","Gloomrose","-3","1","custom_header:-682>custom_header:-22>decor:4465"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4466","248640","Duskberry Bush","Duskberry Bush","-3","1","custom_header:-682>custom_header:-22>decor:4466"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4467","248641","Duskwood Shadebrush","Duskwood Shadebrush","-3","1","custom_header:-682>custom_header:-22>decor:4467"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4468","248642","Creeping Lattice Ivy","Creeping Lattice Ivy","-3","1","custom_header:-682>custom_header:-22>decor:4468"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4469","248643","Duskwood Sycamore Shrub","Duskwood Sycamore Shrub","-3","1","custom_header:-682>custom_header:-22>decor:4469"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4470","248644","Spiritbloom Flower","Spiritbloom Flower","-3","1","custom_header:-682>custom_header:-22>decor:4470"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4471","248645","Pink Gilnean Rose","Pink Gilnean Rose","-3","1","custom_header:-682>custom_header:-22>decor:4471"
"defer_acquisition_source_required","current_db2_item_backed_att_catalog_only","","4472","248646","Silvermoon Sunrise Bush","Silvermoon Sunrise Bush","-3","1","custom_header:-682>custom_header:-22>decor:4472"
