"acquisition_expansion","species_id","name","creature_id","pet_type_enum","flags","source_type_enum","source_text","attribution_basis"
"classic","466","Spiny Lizard","62114","7","26","4","|cFFFFD200Pet Battle: |rDurotar, Orgrimmar","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","467","Dung Beetle","62115","4","26","4","|cFFFFD200Pet Battle: |rDurotar, Orgrimmar, Uldum","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","468","Creepy Crawly","62116","4","26","4","|cFFFFD200Pet Battle: |rDurotar","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","469","Twilight Beetle","62118","4","26","4","|cFFFFD200Pet Battle: |rAzshara, Deepholm, Mount Hyjal","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","470","Twilight Spider","62117","7","26","4","|cFFFFD200Pet Battle: |rAzshara, Deepholm, Twilight Highlands","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","471","Robo-Chick","62119","9","26","4","|cFFFFD200Pet Battle: |rAzshara, Orgrimmar, Winterspring|n","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","472","Rabid Nut Varmint 5000","62120","9","26","4","|cFFFFD200Pet Battle: |rAzshara, Stonetalon Mountains, Winterspring|n","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","473","Turquoise Turtle","62121","8","26","4","|cFFFFD200Pet Battle: |rAzshara","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","474","Cheetah Cub","62129","7","26","4","|cFFFFD200Pet Battle: |rNorthern Barrens","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","475","Giraffe Calf","62130","7","26","4","|cFFFFD200Pet Battle: |rSouthern Barrens","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","477","Gazelle Fawn","62176","4","26","4","|cFFFFD200Pet Battle: |rMulgore","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","478","Forest Moth","62177","2","26","4","|cFFFFD200Pet Battle: |rAshenvale, Darnassus, Desolace, Moonglade, Mount Hyjal, Teldrassil","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","479","Elfin Rabbit","62178","4","26","4","|cFFFFD200Pet Battle: |rDarnassus, Desolace, Mount Hyjal, Teldrassil","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","480","Topaz Shale Hatchling","62181","6","26","4","|cFFFFD200Pet Battle: |rDeepholm, Desolace|n","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","482","Rock Viper","62184","7","26","4","|cFFFFD200Pet Battle: |rBlade's Edge Mountains, Desolace, Mount Hyjal, Silithus","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","483","Horny Toad","62185","8","26","4","|cFFFFD200Pet Battle: |rDesolace, Tanaan Jungle","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","484","Desert Spider","62186","7","26","4","|cFFFFD200Pet Battle: |rDesolace, Silithus, Tanaris, Uldum","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","485","Stone Armadillo","62187","4","26","4","|cFFFFD200Pet Battle: |rDesolace|n|cFFFFD200Time: |rNight|n","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","487","Alpine Chipmunk","62189","4","26","4","|cFFFFD200Pet Battle: |rHighmountain, Mount Hyjal, Stonetalon Mountains, Winterspring, The Azure Span|n","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","488","Coral Snake","62190","7","26","4","|cFFFFD200Pet Battle: |rStonetalon Mountains","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","489","Spawn of Onyxia","62201","1","26","4","|cFFFFD200Pet Battle: |rDustwallow Marsh","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","491","Sand Kitten","62257","7","26","4","|cFFFFD200Pet Battle: |rTanaris","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","492","Stinkbug","62256","4","26","4","|cFFFFD200Pet Battle: |rTanaris","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","493","Shimmershell Snail","62246","4","26","4","|cFFFFD200Pet Battle: |rDarkshore","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","494","Silithid Hatchling","62258","7","26","4","|cFFFFD200Pet Battle: |rTanaris|n|cFFFFD200Weather: |rSandstorm","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","495","Frog","62312","8","26","4","|cFFFFD200Pet Battle: |rAshenvale","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","496","Rusty Snail","62313","4","26","4","|cFFFFD200Pet Battle: |rAshenvale","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","497","Tainted Cockroach","62314","4","26","4","|cFFFFD200Pet Battle: |rFelwood, Shadowmoon Valley","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","498","Tainted Moth","62315","2","26","4","|cFFFFD200Pet Battle: |rFelwood","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","499","Tainted Rat","62316","4","26","4","|cFFFFD200Pet Battle: |rFelwood","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","500","Minfernal","62317","5","26","4","|cFFFFD200Pet Battle: |rFelwood","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","502","Spotted Bell Frog","62370","8","26","4","|cFFFFD200Pet Battle: |rUn'Goro Crater","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","503","Silky Moth","62373","2","26","4","|cFFFFD200Pet Battle: |rMoonglade, Mount Hyjal, Un'Goro Crater","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","504","Diemetradon Hatchling","62375","7","26","4","|cFFFFD200Pet Battle: |rUn'Goro Crater","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","505","Twilight Iguana","62255","7","26","4","|cFFFFD200Pet Battle: |rThousand Needles","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","506","Venomspitter Hatchling","62191","7","26","4","|cFFFFD200Pet Battle: |rStonetalon Mountains","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","507","Crested Owl","62242","2","26","4","|cFFFFD200Pet Battle: |rTeldrassil","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","508","Darkshore Cub","62250","7","26","4","|cFFFFD200Pet Battle: |rDarkshore","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","509","Tiny Bog Beast","61686","6","26","4","|cFFFFD200Pet Battle: |rWetlands","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","511","Sidewinder","62523","7","26","4","|cFFFFD200Pet Battle: |rSilithus, Uldum","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","512","Scarab Hatchling","62524","4","26","4","|cFFFFD200Pet Battle: |rSilithus","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","513","Qiraji Guardling","62526","0","26","4","|cFFFFD200Pet Battle: |rSilithus|n|cFFFFD200Season: |rSummer","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","557","Nether Faerie Dragon","62395","1","26","4","|cFFFFD200Pet Battle: |rFeralas","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","626","Bat","61829","2","26","4","|cFFFFD200Pet Battle: |rEastern Plaguelands, Mount Hyjal, Tirisfal Glades","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","627","Infected Squirrel","61828","3","26","4","|cFFFFD200Pet Battle: |rBloodmyst Isle, Eastern Plaguelands, Silverpine Forest","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","631","Emerald Boa","62127","7","26","4","|cFFFFD200Pet Battle: |rNorthern Barrens, Southern Barrens, Uldum, Un'Goro Crater","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","632","Ash Lizard","62364","7","26","4","|cFFFFD200Pet Battle: |rMount Hyjal, Un'Goro Crater","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","633","Mountain Skunk","61677","4","26","4","|cFFFFD200Pet Battle: |rGrizzly Hills, Stonetalon Mountains, The Storm Peaks, Wetlands, Winterspring","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","634","Crystal Spider","62435","7","26","4","|cFFFFD200Pet Battle: |rWinterspring","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","635","Adder","61325","7","26","4","|cFFFFD200Pet Battle: |rBlasted Lands, Durotar, Hellfire Peninsula, Nagrand, Northern Barrens, Northern Stranglethorn, Southern Barrens, The Waking Shores, The Azure Span|n","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","640","Snowshoe Hare","61755","4","26","4","|cFFFFD200Pet Battle: |rHillsbrad Foothills","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","646","Chicken","62664","2","26","4","|cFFFFD200Pet Battle: |rDuskwood, Dustwallow Marsh, Elwynn Forest, Hillsbrad Foothills, Howling Fjord, Redridge Mountains, Terokkar Forest, Tirisfal Glades, Westfall, Wetlands|n","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","648","Huge Toad","61368","8","26","4","|cFFFFD200Pet Battle: |rHillsbrad Foothills, Swamp of Sorrows, Twilight Highlands, Zul'Drak","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","675","Stormwind Rat","62954","4","26","4","|cFFFFD200Pet Battle: |rElwynn Forest, Stormwind City|n","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","1157","Harpy Youngling","68804","0","26","4","|cFFFFD200Pet Battle:|r Northern Barrens","current_journal_source_location"
"classic","1158","Stunted Yeti","68805","0","26","4","|cFFFFD200Pet Battle:|r Feralas","current_journal_source_location"
"classic","1159","Lofty Libram","68806","5","26","4","|cFFFFD200Pet Battle:|r Hillsbrad Foothills|n","current_journal_source_location"
"classic","1160","Arcane Eye","68819","5","26","4","|cFFFFD200Pet Battle:|r Deadwind Pass|n","current_journal_source_location"
"classic","1161","Infinite Whelpling","68820","1","26","4","|cFFFFD200Pet Battle:|r Caverns of Time|n","current_journal_source_location"
"classic","1162","Fluxfire Feline","68838","9","26","4","|cFFFFD200Pet Battle:|r Gnomeregan|n","handynotes_safari:HandyNotes_WorldOfWarcraft"
"classic","1163","Anodized Robo Cub","68839","9","26","4","|cFFFFD200Pet Battle:|r Winterspring|n","current_journal_source_location"
"dragonflight","3260","Snowy Treeflitter","188792","4","26","4","|cFFFFD200Pet Battle: |rThe Azure Span","current_journal_source_and_species_era"
"dragonflight","3266","Black Slyvern Pup","189160","2","26","4","|cFFFFD200Pet Battle: |rOhn'ahran Plains","current_journal_source_and_species_era"
"dragonflight","3272","Pricklefury Hare","189093","4","26","4","|cFFFFD200Pet Battle: |rOhn'ahran Plains, Thaldraszus, The Azure Span, The Waking Shores","handynotes_safari:HandyNotes_Dragonflight"
"dragonflight","3273","Magma Slug","189094","6","26","4","|cFFFFD200Pet Battle: |rThe Waking Shores","handynotes_safari:HandyNotes_Dragonflight"
"dragonflight","3276","Treeflitter","189097","4","26","4","|cFFFFD200Pet Battle: |rOhn'ahran Plains, Thaldraszus, The Azure Span","handynotes_safari:HandyNotes_Dragonflight"
"dragonflight","3280","Shyfly","189102","2","65546","4","|cFFFFD200Pet Battle: |rThe Waking Shores","handynotes_safari:HandyNotes_Dragonflight"
"dragonflight","3281","Scruffy Ottuk","189103","8","26","4","|cFFFFD200Pet Battle: |rOhn'ahran Plains, The Azure Span, The Waking Shores","handynotes_safari:HandyNotes_Dragonflight"
"dragonflight","3282","Swoglet","189104","8","26","4","|cFFFFD200Pet Battle: |rOhn'ahran Plains, Thaldraszus, The Azure Span, The Waking Shores","handynotes_safari:HandyNotes_Dragonflight"
"dragonflight","3283","Snowlemental","189107","6","26","4","|cFFFFD200Pet Battle: |rThe Azure Span, The Waking Shores","handynotes_safari:HandyNotes_Dragonflight"
"dragonflight","3288","Trunkalumpf","189110","7","26","4","|cFFFFD200Pet Battle: |rOhn'ahran Plains, The Azure Span","handynotes_safari:HandyNotes_Dragonflight"
"dragonflight","3295","Igneoid","189121","6","26","4","|cFFFFD200Pet Battle: |rThaldraszus, The Azure Span, The Waking Shores","handynotes_safari:HandyNotes_Dragonflight"
"dragonflight","3296","Palamanther","189122","8","26","4","|cFFFFD200Pet Battle: |rOhn'ahran Plains, Thaldraszus, The Azure Span, The Waking Shores","handynotes_safari:HandyNotes_Dragonflight"
"dragonflight","3300","Ironbeak Duck","189131","2","26","4","|cFFFFD200Pet Battle: |rOhn'ahran Plains, The Waking Shores","handynotes_safari:HandyNotes_Dragonflight"
"dragonflight","3313","Grassland Stomper","189153","7","26","4","|cFFFFD200Pet Battle: |rOhn'ahran Plains, Thaldraszus, The Waking Shores","handynotes_safari:HandyNotes_Dragonflight"
"dragonflight","3318","Thunderfoot Calf","189155","7","26","4","|cFFFFD200Pet Battle: |rThe Waking Shores","current_journal_source_and_species_era"
"dragonflight","3320","Whitewhisker","189209","2","26","4","|cFFFFD200Pet Battle: |rThe Azure Span","current_journal_source_and_species_era"
"dragonflight","3322","Woodbiter Piculet","189157","2","26","4","|cFFFFD200Pet Battle: |rOhn'ahran Plains, The Azure Span","handynotes_safari:HandyNotes_Dragonflight"
"dragonflight","3327","Dusky Timbertooth","189657","7","26","4","|cFFFFD200Pet Battle: |rOhn'ahran Plains","current_journal_source_and_species_era"
"dragonflight","3328","Tiny Timbertooth","189658","7","26","4","|cFFFFD200Pet Battle: |rOhn'ahran Plains, The Azure Span","handynotes_safari:HandyNotes_Dragonflight"
"dragonflight","3329","Storm-Touched Timbertooth","189660","7","26","4","|cFFFFD200Pet Battle: |rOhn'ahran Plains","current_journal_source_and_species_era"
"dragonflight","3335","Pale Baby Vorquin","191316","7","26","4","|cFFFFD200Pet Battle: |rThe Azure Span","current_journal_source_and_species_era"
"dragonflight","3336","Vorquin Runt","191323","7","26","4","|cFFFFD200Pet Battle: |rThaldraszus, The Azure Span, The Waking Shores","handynotes_safari:HandyNotes_Dragonflight"
"dragonflight","3351","Grizzlefur Cub","194720","7","26","4","|cFFFFD200Pet Battle: |rThaldraszus, The Azure Span","handynotes_safari:HandyNotes_Dragonflight"
"dragonflight","3352","Razortooth Bear Cub","192251","7","26","4","|cFFFFD200Pet Battle: |rThaldraszus","current_journal_source_and_species_era"
"dragonflight","3353","Stoneshell","192254","8","26","4","|cFFFFD200Pet Battle: |rOhn'ahran Plains, Thaldraszus","handynotes_safari:HandyNotes_Dragonflight"
"dragonflight","3354","Storm-Touched Ottuk","192256","8","26","4","|cFFFFD200Pet Battle: |rThe Azure Span","current_journal_source_and_species_era"
"dragonflight","3356","Chalkshell Turtle","192260","8","26","4","|cFFFFD200Pet Battle:|r The Azure Span|n","current_journal_source_and_species_era"
"dragonflight","3357","Azure Crystalspine","192265","5","26","4","|cFFFFD200Pet Battle: |rThe Azure Span","handynotes_safari:HandyNotes_Dragonflight"
"dragonflight","3358","Crimsonspine","192268","5","26","4","|cFFFFD200Pet Battle: |rThaldraszus","handynotes_safari:HandyNotes_Dragonflight"
"dragonflight","3366","Kindlet","193000","6","26","4","|cFFFFD200Pet Battle: |rThaldraszus, The Azure Span, The Waking Shores","handynotes_safari:HandyNotes_Dragonflight"
"dragonflight","3367","Emberling","193024","6","26","4","|cFFFFD200Pet Battle: |rThe Waking Shores","handynotes_safari:HandyNotes_Dragonflight"
"dragonflight","3384","Storm-Touched Bluefeather","192259","2","26","4","|cFFFFD200Pet Battle: |rThaldraszus","current_journal_source_and_species_era"
"dragonflight","3385","Storm-Touched Stomper","192029","7","26","4","|cFFFFD200Pet Battle: |rThe Waking Shores","current_journal_source_and_species_era"
"dragonflight","3389","The Quackcestor","197063","3","26","4","|cFFFFD200Pet Battle: |rOhn'ahran Plains","current_journal_source_and_species_era"
"dragonflight","3403","Blue Dasher","197629","2","26","4","|cFFFFD200Pet Battle: |rThaldraszus","handynotes_safari:HandyNotes_Dragonflight"
"dragonflight","3404","Polliswog","197637","8","26","4","|cFFFFD200Pet Battle: |rThaldraszus","handynotes_safari:HandyNotes_Dragonflight"
"dragonflight","3477","Puddlehopper","203287","8","26","4","|cFFFFD200Pet Battle: |rZaralek Cavern","handynotes_safari:HandyNotes_Dragonflight"
"dragonflight","3478","Rock Martin","203288","2","26","4","|cFFFFD200Pet Battle: |rZaralek Cavern","current_journal_source_and_species_era"
"dragonflight","3479","Yellabon","203289","2","26","4","|cFFFFD200Pet Battle: |rZaralek Cavern","current_journal_source_and_species_era"
"dragonflight","3481","Stonewhisker","203308","4","26","4","|cFFFFD200Pet Battle: |rZaralek Cavern","current_journal_source_and_species_era"
"dragonflight","3483","Boulderfang","203311","7","26","4","|cFFFFD200Pet Battle: |rZaralek Cavern","current_journal_source_and_species_era"
"dragonflight","3484","Slabwing","203312","6","26","4","|cFFFFD200Pet Battle: |rZaralek Cavern","current_journal_source_and_species_era"
"dragonflight","3485","Hollow Moth","203313","2","26","4","|cFFFFD200Pet Battle: |rZaralek Cavern","current_journal_source_and_species_era"
"dragonflight","3486","Lithengale","203358","2","26","4","|cFFFFD200Pet Battle: |rZaralek Cavern","current_journal_source_and_species_era"
"dragonflight","3488","Deepridger","203367","6","26","4","|cFFFFD200Pet Battle: |rZaralek Cavern","current_journal_source_and_species_era"
"dragonflight","3489","Sunglow Cobra","203372","7","26","4","|cFFFFD200Pet Battle: |rZaralek Cavern","current_journal_source_and_species_era"
"dragonflight","3490","Ebonwing Moth","203377","2","26","4","|cFFFFD200Pet Battle: |rZaralek Cavern","current_journal_source_and_species_era"
"dragonflight","4275","Flooftalon","211110","7","26","4","|cFFFFD200Pet Battle: |rEmerald Dream","handynotes_safari:HandyNotes_Dragonflight"
"dragonflight","4279","Slumbertooth","211295","7","26","4","|cFFFFD200Pet Battle: |rEmerald Dream","handynotes_safari:HandyNotes_Dragonflight"
"dragonflight","4280","Pewling","211302","4","26","4","|cFFFFD200Pet Battle: |rEmerald Dream","handynotes_safari:HandyNotes_Dragonflight"
"dragonflight","4302","Pale Slumbertooth","212437","7","26","4","|cFFFFD200Pet Battle: |rEmerald Dream","handynotes_safari:HandyNotes_Dragonflight"
"dragonflight","4303","Snaggletoof","212459","7","26","4","|cFFFFD200Pet Battle: |rEmerald Dream","handynotes_safari:HandyNotes_Dragonflight"
"dragonflight","4304","Dream Badger","212557","4","26","4","|cFFFFD200Pet Battle: |rEmerald Dream","handynotes_safari:HandyNotes_Dragonflight"
"legion","1708","Albatross Chick","97018","2","26","4","|cFFFFD200Pet Battle: |rAzsuna, Stormheim","current_journal_source_and_species_era"
"legion","1709","Fledgling Kingfeather","97076","2","26","4","|cFFFFD200Pet Battle:|r Azsuna|n","current_journal_source_and_species_era"
"legion","1710","Fledgling Oliveback","97078","2","26","4","|cFFFFD200Pet Battle:|r Azsuna|n","current_journal_source_and_species_era"
"legion","1712","Golden Eaglet","97080","2","26","4","|cFFFFD200Pet Battle: |rStormheim","current_journal_source_and_species_era"
"legion","1713","Long-Eared Owl","97118","2","26","4","|cFFFFD200Pet Battle: |rHighmountain, Stormheim","current_journal_source_and_species_era"
"legion","1714","Northern Hawk Owl","97126","2","26","4","|cFFFFD200Pet Battle: |rHighmountain","current_journal_source_and_species_era"
"legion","1726","Burrow Spiderling","97236","7","26","4","|cFFFFD200Pet Battle: |rHighmountain","current_journal_source_and_species_era"
"legion","1728","Juvenile Scuttleback","97283","8","26","4","|cFFFFD200Pet Battle: |rAzsuna, Eye of Azshara","current_journal_source_and_species_era"
"legion","1729","Olivetail Hare","97294","4","26","4","|cFFFFD200Pet Battle: |rAzsuna, Eye of Azshara","current_journal_source_and_species_era"
"legion","1731","Felspider","97323","7","26","4","|cFFFFD200Pet Battle: |rAzsuna, Highmountain","current_journal_source_and_species_era"
"legion","1734","Shimmering Aquafly","97511","2","26","4","|cFFFFD200Pet Battle: |rVal'sharah","current_journal_source_and_species_era"
"legion","1735","Terror Larva","97531","7","26","4","|cFFFFD200Pet Battle: |rVal'sharah","current_journal_source_and_species_era"
"legion","1736","Slithering Brownscale","97542","7","26","4","|cFFFFD200Pet Battle: |rAzsuna, Stormheim, Val'sharah","current_journal_legion_location_override"
"legion","1737","Vale Flitter","97547","2","26","4","|cFFFFD200Pet Battle: |rVal'sharah","current_journal_source_and_species_era"
"legion","1738","Auburn Ringtail","97555","4","26","4","|cFFFFD200Pet Battle: |rVal'sharah","current_journal_source_and_species_era"
"legion","1739","Spring Strider","97559","8","26","4","|cFFFFD200Pet Battle: |rVal'sharah","current_journal_source_and_species_era"
"legion","1743","Black-Footed Fox Kit","97741","7","26","4","|cFFFFD200Pet Battle: |rHighmountain, Stormheim","current_journal_source_and_species_era"
"legion","1744","Mist Fox Kit","97743","7","26","4","|cFFFFD200Pet Battle: |rHighmountain, Stormheim","current_journal_source_and_species_era"
"legion","1749","Rose Taipan","97840","7","26","4","|cFFFFD200Pet Battle: |rStormheim","current_journal_source_and_species_era"
"legion","1750","Tiny Apparition","97952","3","26","4","|cFFFFD200Pet Battle: |rStormheim","current_journal_source_and_species_era"
"legion","1761","Echo Batling","88542","2","26","4","|cFFFFD200Pet Battle: |rHighmountain","current_journal_source_and_species_era"
"legion","1762","Hog-Nosed Bat","98192","2","26","4","|cFFFFD200Pet Battle: |rHighmountain","current_journal_source_and_species_era"
"legion","1763","Spiketail Beaver","98211","7","26","4","|cFFFFD200Pet Battle: |rHighmountain","current_journal_source_and_species_era"
"legion","1773","Erudite Manafiend","98385","5","26","4","|cFFFFD200Pet Battle: |rAzsuna","current_journal_source_and_species_era"
"legion","1774","Eldritch Manafiend","98386","5","26","4","|cFFFFD200Pet Battle: |rAzsuna","current_journal_source_and_species_era"
"legion","1775","Coralback Fiddler","98428","8","26","4","|cFFFFD200Pet Battle: |rHighmountain","current_journal_source_and_species_era"
"legion","1776","Mudshell Conch","98446","4","26","4","|cFFFFD200Pet Battle: |rHighmountain","current_journal_source_and_species_era"
"legion","1778","Dust Bunny","98506","4","26","4","|cFFFFD200Pet Battle:|r Dalaran","current_journal_source_and_species_era"
"legion","1807","Vicious Broodling","99513","7","26","4","|cFFFFD200Pet Battle: |rSuramar","current_journal_source_and_species_era"
"legion","1809","Crystalline Broodling","99527","7","26","4","|cFFFFD200Pet Battle: |rSuramar","current_journal_source_and_species_era"
"legion","1810","Thornclaw Broodling","99528","7","26","4","|cFFFFD200Pet Battle: |rSuramar","current_journal_source_and_species_era"
"legion","1912","Young Mutant Warturtle","110666","8","26","4","|cFFFFD200Pet Battle: |rDalaran","current_journal_source_and_species_era"
"legion","1913","Gleamhoof Fawn","110741","4","26","4","|cFFFFD200Pet Battle: |rVal'sharah","current_journal_source_and_species_era"
"legion","1914","Coastal Sandpiper","110826","2","26","4","|cFFFFD200Pet Battle: |rAzsuna, Eye of Azshara, Suramar","current_journal_source_and_species_era"
"legion","1915","Blind Rat","111158","4","26","4","|cFFFFD200Pet Battle: |rDalaran Sewers","current_journal_source_and_species_era"
"legion","1917","Stormstruck Beaver","111172","6","26","4","|cFFFFD200Pet Battle: |rStormheim","current_journal_source_and_species_era"
"legion","1935","Squirky","113440","0","26","4","|cFFFFD200Pet Battle: |rThe Great Sea","current_journal_source_and_species_era"
"legion","2122","Antoran Bile Larva","128163","7","26","4","|cFFFFD200Pet Battle:|r Antoran Wastes|n","current_journal_source_and_species_era"
"legion","2123","Bile Larva","128162","7","26","4","|cFFFFD200Pet Battle:|r Krokuun|n","current_journal_source_and_species_era"
"legion","2124","Bilescourge","128164","2","26","4","|cFFFFD200Pet Battle:|r Krokuun|n","current_journal_source_and_species_era"
"legion","2126","Antoran Bilescourge","128175","2","26","4","|cFFFFD200Pet Battle:|r Antoran Wastes|n|n","current_journal_source_and_species_era"
"legion","2127","Flickering Argunite","128166","6","26","4","|cFFFFD200Pet Battle:|r Krokuun|n","current_journal_source_and_species_era"
"legion","2128","Warpstalker Runt","128170","7","26","4","|cFFFFD200Pet Battle:|r Eredath|n","current_journal_source_and_species_era"
"legion","2129","Voidstalker Runt","128168","7","26","4","|cFFFFD200Pet Battle:|r Eredath|n","current_journal_source_and_species_era"
"legion","2130","Void Shardling","128171","5","26","4","|cFFFFD200Pet Battle:|r Eredath|n","current_journal_source_and_species_era"
"legion","2131","Arcane Gorger","128172","5","26","4","|cFFFFD200Pet Battle:|r Eredath|n","current_journal_source_and_species_era"
"legion","2132","Felcrazed Wyrm","128174","5","26","4","|cFFFFD200Pet Battle:|r Eredath|n","current_journal_source_and_species_era"
"legion","2133","Pygmy Marsuul","128173","4","26","4","|cFFFFD200Pet Battle:|r Eredath |n","current_journal_source_and_species_era"
"legion","2134","Skyfin Juvenile","128167","2","26","4","|cFFFFD200Pet Battle:|r Eredath|n","current_journal_source_and_species_era"
"mists_of_pandaria","715","Wild Silkworm","65099","4","58","4","|cFFFFD200Pet Battle:|r Valley of the Four Winds|n","current_journal_source_location"
"mists_of_pandaria","1013","Wanderer's Festival Hatchling","67022","8","26","4","|cFFFFD200Pet Battle:|r  Krasarang Wilds|n|cFFFFD200Event:|r  Wanderer's Festival","current_journal_source_location"
"shadowlands","2895","Lost Soul","171123","3","26","4","|cFFFFD200Pet Battle:|r Revendreth|n","handynotes_safari:HandyNotes_Shadowlands"
"shadowlands","2902","Dusky Dredwing Pup","171149","2","26","4","|cFFFFD200Pet Battle:|r Revendreth|n","handynotes_safari:HandyNotes_Shadowlands"
"shadowlands","2919","Gorm Rootstinger","171229","2","26","4","|cFFFFD200Pet Battle:|r Ardenweald|n","handynotes_safari:HandyNotes_Shadowlands"
"shadowlands","2924","Tranquil Wader","171228","2","26","4","|cFFFFD200Pet Battle:|r Ardenweald|n","handynotes_safari:HandyNotes_Shadowlands"
"shadowlands","2926","Fledgling Teroclaw","171567","2","26","4","|cFFFFD200Pet Battle:|r Bastion|n","handynotes_safari:HandyNotes_Shadowlands"
"shadowlands","2927","Fluttering Glimmerfly","171664","2","26","4","|cFFFFD200Pet Battle:|r Bastion|n","handynotes_safari:HandyNotes_Shadowlands"
"shadowlands","2929","Vibrant Glimmerfly","171668","2","26","4","|cFFFFD200Pet Battle:|r Bastion|n","handynotes_safari:HandyNotes_Shadowlands"
"shadowlands","2930","Glimmerpool Hatchling","171670","8","26","4","|cFFFFD200Pet Battle:|r Bastion|n","handynotes_safari:HandyNotes_Shadowlands"
"shadowlands","2936","Copperfur Kit","171702","7","26","4","|cFFFFD200Pet Battle:|r Bastion|n","handynotes_safari:HandyNotes_Shadowlands"
"shadowlands","2937","Rustfur Kit","171703","7","26","4","|cFFFFD200Pet Battle:|r Bastion|n","handynotes_safari:HandyNotes_Shadowlands"
"shadowlands","2939","Wader Chick","171712","2","26","4","|cFFFFD200Pet Battle:|r Bastion|n","handynotes_safari:HandyNotes_Shadowlands"
"shadowlands","2943","Wild Etherwyrm","171666","2","26","4","|cFFFFD200Pet Battle:|r Bastion","handynotes_safari:HandyNotes_Shadowlands"
"shadowlands","2950","Clutch","172130","3","131098","4","|cFFFFD200Pet Battle: |rMaldraxxus","handynotes_safari:HandyNotes_Shadowlands"
"shadowlands","3007","Rosetipped Spiderling","173506","7","26","4","|cFFFFD200Pet Battle:|r Revendreth|n","handynotes_safari:HandyNotes_Shadowlands"
"shadowlands","3014","Mire Creeper","173555","6","26","4","|cFFFFD200Pet Battle:|r Revendreth|n","handynotes_safari:HandyNotes_Shadowlands"
"shadowlands","3015","Withering Creeper","173556","6","26","4","|cFFFFD200Pet Battle:|r Revendreth|n","handynotes_safari:HandyNotes_Shadowlands"
"shadowlands","3021","Deepwood Leaper","173590","4","26","4","|cFFFFD200Pet Battle:|r Ardenweald|n","handynotes_safari:HandyNotes_Shadowlands"
"shadowlands","3049","Pulsating Maggot","175021","4","26","4","|cFFFFD200Pet Battle: |rMaldraxxus","handynotes_safari:HandyNotes_Shadowlands"
